Date,CMS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2383323740647131,-0.48679962963889795,-0.0,-0.472810990715948,-0.3044968844623508,0.0
2018-09-25,1.0,-0.23743079736466347,-0.48801322678423814,-0.0,-0.4737092612540394,-0.3058944362333726,0.0
2018-09-26,1.0,-0.23602593746858347,-0.4887151905097014,-0.0,-0.476073187895848,-0.3124560168895144,0.0
2018-09-27,1.0,-0.23523780733575173,-0.49334945586457074,-0.0,-0.47700020153164047,-0.31353284965739625,0.0
2018-09-28,1.0,-0.23861598686702865,-0.4932946079050385,-0.0,-0.478646293723955,-0.31501452203561053,0.0
2018-10-01,1.0,-0.23857095768148276,-0.4989730976951748,-0.0,-0.4802606556961383,-0.3177818910215776,0.0
2018-10-02,1.0,-0.23886691012375735,-0.49890951511462767,-0.0,-0.480219111381619,-0.31801582471089473,0.0
2018-10-03,1.0,-0.2385488910906181,-0.48931737926479185,-0.0,-0.48576073978101264,-0.32682976399156566,0.0
2018-10-04,1.0,-0.2453171589490048,-0.48398277224190217,-0.0,-0.49524707561354775,-0.3239124340579525,0.0
2018-10-05,1.0,-0.23088235294117648,-0.4750760649087222,-0.0,-0.5004056795131846,-0.32910750507099396,0.0
2018-10-08,1.0,-0.22936998620407748,-0.47761994788207046,-0.0,-0.513591538500843,-0.3342189974962955,0.0
2018-10-09,1.0,-0.2256117830567418,-0.47794512491369834,-0.0,-0.5158155828879741,-0.3377144756693175,0.0
2018-10-10,1.0,-0.22855461152625653,-0.47745419183130317,-0.0,-0.5182464940116696,-0.33488586344559323,0.0
2018-10-11,1.0,-0.17753453089866816,-0.4605025820958217,-0.0,-0.49959230065973165,-0.33330038793209954,0.0
2018-10-12,1.0,-0.17491248255771255,-0.4549193370706749,-0.0,-0.4943817474111973,-0.32380229626184237,0.0
2018-10-15,1.0,-0.15046845568629372,-0.47934147117101694,-0.0,-0.4913280657550332,-0.3251058000440324,0.0
2018-10-16,1.0,-0.14757908643848017,-0.4842071783328848,-0.0,-0.4904949477650283,-0.32432167934822503,0.0
2018-10-17,1.0,-0.1357641395908544,-0.46036101083032493,-0.0,-0.4851985559566787,-0.3254151624548737,0.0
2018-10-18,1.0,-0.13514163999133552,-0.45916869238730174,-0.0,-0.48682278755204694,-0.32566367421598597,0.0
2018-10-19,1.0,-0.12308352607358307,-0.44877083383008654,-0.0,-0.489162831731801,-0.3233982689143757,0.0
2018-10-22,1.0,-0.12356721500167857,-0.4387559349671478,-0.0,-0.5010311256054865,-0.3346362284782505,0.0
2018-10-23,1.0,-0.12340823520947744,-0.4387875008993021,-0.0,-0.5011870788268303,-0.334756229166167,0.0
2018-10-24,1.0,-0.12198218049434759,-0.43710480935045026,-0.0,-0.5015328607012838,-0.3344749952098103,0.0
2018-10-25,1.0,-0.0889109707336693,-0.41119549530366484,-0.0,-0.5433553363143824,-0.3224737975252561,0.0
2018-10-26,1.0,-0.06875694067055739,-0.40819412612527467,-0.0,-0.5634761240932826,-0.3223779032677268,0.0
2018-10-29,1.0,-0.07373710910519923,-0.4102936623240527,-0.0,-0.5740824540929335,-0.323576345059185,0.0
2018-10-30,1.0,-0.05919136951644469,-0.41285980237720177,-0.0,-0.5769010453959617,-0.3377965535347749,0.0
2018-10-31,1.0,-0.06295279132534684,-0.39642028505137555,-0.0,-0.5747667976703443,-0.3333727922723614,0.0
2018-11-01,1.0,-0.046120699860312045,-0.411037715746857,-0.0,-0.5754906835239245,-0.3349669720860856,0.0
2018-11-02,1.0,-0.0535469863595601,-0.38339547835937127,-0.0,-0.5897012318874781,-0.33327040166139615,0.0
2018-11-05,1.0,-0.054879633348295494,-0.3808736327340594,-0.0,-0.5901155236362777,-0.3365777599281817,0.0
2018-11-06,1.0,-0.053121007051251716,-0.3801050589181771,-0.0,-0.5926837347972174,-0.34030571198712795,0.0
2018-11-07,1.0,-0.05311723648408849,-0.38007807878859573,-0.0,-0.5925706849639181,-0.3402578966047557,0.0
2018-11-08,1.0,-0.03972811437946795,-0.37740536739716396,-0.0,-0.5864525958045236,-0.34027891714520103,0.0
2018-11-09,1.0,-0.039966245516982725,-0.3774407538501207,-0.0,-0.5862966175195143,-0.34035770375753027,0.0
2018-11-12,1.0,-0.04004774833817058,-0.3619745342196424,-0.0,-0.5983288081640297,-0.34027712760977435,0.0
2018-11-13,1.0,-0.015957076161939934,-0.3594406893828537,-0.0,-0.60825029614661,-0.3390704480524005,0.0
2018-11-14,1.0,-0.016233540026475302,-0.3591351401565294,-0.0,-0.6081887642536985,-0.3388374091363014,0.0
2018-11-15,1.0,-0.015439897994667903,-0.3586414744407094,-0.0,-0.6092500289787874,-0.334971600788223,0.0
2018-11-16,1.0,-0.013429489402029447,-0.35258766151214666,-0.0,-0.6075630446339828,-0.3378406490534637,0.0
2018-11-19,1.0,-0.012488436632747457,-0.3533071230342275,-0.0,-0.6085106382978723,-0.3383903792784459,0.0
2018-11-20,1.0,-0.0,-0.34029121739931806,-0.0,-0.6076628882130679,-0.35595797622338954,0.0
2018-11-21,1.0,-0.0,-0.33513451892384866,-0.0,-0.6090287277701779,-0.33584131326949385,0.0
2018-11-23,1.0,-0.0,-0.3211846146793197,-0.0,-0.6262549855590703,-0.34477146655664054,0.0
2018-11-26,1.0,-0.0,-0.3222059295238968,-0.0,-0.6252119323649361,-0.3437428401228062,0.0
2018-11-27,1.0,-0.0,-0.32068981228357935,-0.0,-0.6194186258429013,-0.3380034627300893,0.0
2018-11-28,1.0,-0.0,-0.318492526430915,-0.0,-0.6208758658403208,-0.33915876777251186,0.0
2018-11-29,1.0,-0.0,-0.3044192800378217,-0.0,-0.6093563565141044,-0.3375357392106982,0.0
2018-11-30,1.0,-0.0,-0.30436837485652557,-0.0,-0.6100645916323453,-0.3361465577386177,0.0
2018-12-03,1.0,-0.0,-0.30592721283364543,-0.0,-0.6121928656844385,-0.3381467024660996,0.0
2018-12-04,1.0,-0.0,-0.3055436860452041,-0.0,-0.6081862138760823,-0.3352074665467221,0.0
2018-12-06,1.0,-0.0,-0.2555785799978187,-0.0,-0.6130439524484677,-0.31264041880248666,0.0
2018-12-07,1.0,-0.0,-0.2561310874498167,-0.0,-0.6150288008378426,-0.3107217664513877,0.0
2018-12-10,1.0,-0.0,-0.25210192730565256,-0.0,-0.6098607338421075,-0.293838658215841,0.0
2018-12-11,1.0,-0.0,-0.25204286237899143,-0.0,-0.6120394126905414,-0.29199456674069124,0.0
2018-12-12,1.0,-0.0,-0.25214541377377203,-0.0,-0.6119496312906981,-0.2921212643925999,0.0
2018-12-13,1.0,-0.0,-0.2487328257446671,-0.0,-0.6173888661216919,-0.29074908871298233,0.0
2018-12-14,1.0,-0.0,-0.23620175476509486,-0.0,-0.6309158490729135,-0.29392315339067293,0.0
2018-12-17,1.0,-0.0,-0.2333426681889662,-0.0,-0.6262251998018139,-0.29462958574782966,0.0
2018-12-18,1.0,-0.0,-0.23725621766704907,-0.0,-0.6316803394012857,-0.29563410463429945,0.0
2018-12-19,1.0,-0.0,-0.23761368557817236,-0.0,-0.6320051970550022,-0.2958207016024253,0.0
2018-12-20,1.0,-0.0,-0.22935601981477494,-0.0,-0.6326728408356667,-0.29175102304544476,0.0
2018-12-21,1.0,-0.0,-0.22736905195110987,-0.0,-0.6341588715028791,-0.2790204850482694,0.0
2018-12-24,1.0,-0.0,-0.20958185563507403,-0.0,-0.626855528892098,-0.28720083246618106,0.0
2018-12-26,1.0,-0.0,-0.21989782436360433,-0.0,-0.6677309962124548,-0.31443230864088784,0.0
2018-12-27,1.0,-0.0,-0.19331296673455534,-0.0,-0.6150924983027835,-0.3131152410047522,0.0
2018-12-28,1.0,-0.0,-0.19300405408273724,-0.0,-0.615817290344491,-0.3137350625092862,0.0
2018-12-31,1.0,-0.0,-0.1925958946273536,-0.0,-0.6159969432592498,-0.31414379417945615,0.0
2019-01-02,1.0,-0.0,-0.19191533583593137,-0.0,-0.6148968208521559,-0.31405484507221476,0.0
2019-01-03,1.0,-0.0,-0.19797062978978466,-0.0,-0.644496296613435,-0.29821894935137216,0.0
2019-01-04,1.0,-0.0,-0.1992171711799868,-0.0,-0.6285604884171117,-0.2994745686996107,0.0
2019-01-07,1.0,-0.0,-0.18018958533427987,-0.0,-0.6223744101557607,-0.2853802146406648,0.0
2019-01-08,1.0,-0.0,-0.16994540074188305,-0.0,-0.6301838036093861,-0.28381194515066893,0.0
2019-01-09,1.0,-0.0,-0.1725857607879142,-0.0,-0.6307486854185794,-0.2832818629496703,0.0
2019-01-10,1.0,-0.0,-0.1701465736835512,-0.0,-0.6350899903954567,-0.2827076460516975,0.0
2019-01-11,1.0,-0.0,-0.1642627700447188,-0.0,-0.6408641431000819,-0.29432512439377717,0.0
2019-01-14,1.0,-0.0,-0.16558774851779692,-0.0,-0.637274003310079,-0.29212494500659925,0.0
2019-01-15,1.0,-0.0,-0.16429786072680705,-0.0,-0.6339512522830811,-0.3011567610690068,0.0
2019-01-16,1.0,-0.0,-0.16780174044646234,-0.0,-0.6347374616387103,-0.299449279017951,0.0
2019-01-17,1.0,-0.0,-0.17113432334927425,-0.0,-0.6314917358838829,-0.29488631596610454,0.0
2019-01-18,1.0,-0.0,-0.17522097757525892,-0.0,-0.6290530135223509,-0.3053182288040841,0.0
2019-01-22,1.0,-0.0,-0.07339030866246267,-0.0,-0.8196979754397611,-0.1812562230335214,0.0
2019-01-23,1.0,-0.0,-0.033826025752494514,-0.0,-0.8280337846230282,-0.20827640458742186,0.0
2019-01-24,1.0,-0.0,-0.03097867755237365,-0.0,-0.8338962680536273,-0.20727739903437697,0.0
2019-01-25,1.0,-0.0,-0.0,-0.0,-0.9749168427438757,-0.11708960063596996,0.0
2019-01-28,1.0,-0.0,-0.0,-0.0,-0.9785085610352686,-0.11209834214872579,0.0
2019-01-29,1.0,-0.0,-0.0,-0.0,-0.9787617669874416,-0.11778518565108917,0.0
2019-01-30,1.0,-0.0,-0.0,-0.0,-0.9778569930803103,-0.11901866219333193,0.0
2019-01-31,1.0,-0.0,-0.0,-0.0,-0.9643943685612976,-0.13375715994209103,0.0
