Date,BKR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4061310522653788,-1.0644210698645276,-0.04694470593050382,-0.7931895387385913,-0.7821798387426842,0.0
2018-09-25,1.0,-0.40783014236622483,-1.0623874979545083,-0.04995090819833088,-0.7913598429062347,-0.7793732613320243,0.0
2018-09-26,1.0,-0.4124671700590939,-1.0693942875902822,-0.05601608667104399,-0.7929251477347341,-0.7729809586342744,0.0
2018-09-27,1.0,-0.4194051922444956,-1.0580019717384161,-0.06005586592178771,-0.7955553729871838,-0.7747699638514624,0.0
2018-09-28,1.0,-0.4180152797174074,-1.058859771625729,-0.060708124537911766,-0.7952024973301568,-0.7746241682411895,0.0
2018-10-01,1.0,-0.4186313973548016,-1.0580382814425366,-0.06091349708370984,-0.7954078698759549,-0.7745009447137107,0.0
2018-10-02,1.0,-0.4195331188649674,-1.082487833044626,-0.05522560422337705,-0.7943990761362699,-0.7727460199620556,0.0
2018-10-03,1.0,-0.4210983017230693,-1.0899962811454074,-0.05652658981033841,-0.7938928143465146,-0.7705466716251395,0.0
2018-10-04,1.0,-0.4271953034562593,-1.0818174301306434,-0.05759054076401521,-0.8018852323466181,-0.765792955184389,0.0
2018-10-05,1.0,-0.4083657105067372,-1.0767545672480783,-0.035917996197404316,-0.8226419773497562,-0.7895345953542201,0.0
2018-10-08,1.0,-0.4063943894389439,-1.0738448844884487,-0.03320957095709571,-0.8236386138613861,-0.7883250825082508,0.0
2018-10-09,1.0,-0.4054455445544555,-1.0743399339933992,-0.030816831683168316,-0.8248762376237623,-0.78993399339934,0.0
2018-10-10,1.0,-0.41396756936092566,-1.0770953427611663,-0.03649483681001949,-0.8337826068925476,-0.7858001907684652,0.0
2018-10-11,1.0,-0.33770518184744125,-1.0706469262954619,-0.0,-0.8134454457676216,-0.8013759253299002,0.0
2018-10-12,1.0,-0.3329220727533233,-1.0639576534267294,-0.0,-0.79857518108732,-0.784486189604394,0.0
2018-10-15,1.0,-0.3089624513773121,-1.0835516392791935,-0.0,-0.7930062713344447,-0.783678653647694,0.0
2018-10-16,1.0,-0.3082509822597928,-1.0845338730801286,-0.0,-0.7926340437353653,-0.7833472238758582,0.0
2018-10-17,1.0,-0.27929618768328446,-1.0363245356793744,-0.0,-0.792375366568915,-0.8020723362658847,0.0
2018-10-18,1.0,-0.2786660932796434,-1.0352633019273623,-0.0,-0.7933851987958872,-0.8021423824230813,0.0
2018-10-19,1.0,-0.25744647843623947,-1.0222618678250077,-0.0,-0.7963853552590753,-0.8022804840210983,0.0
2018-10-22,1.0,-0.25887832330681154,-1.0252668348534835,-0.0,-0.7954977682903164,-0.8015913060353193,0.0
2018-10-23,1.0,-0.262457311393977,-1.0254191244954982,-0.0,-0.7927662216702887,-0.800139708165166,0.0
2018-10-24,1.0,-0.2628064969545525,-1.0395127284085584,-0.0,-0.7985709823520224,-0.8034905513040762,0.0
2018-10-25,1.0,-0.22993862241418503,-0.9943168902023187,-0.0,-0.7937031143441692,-0.770781238160188,0.0
2018-10-26,1.0,-0.2073157006190208,-0.9795535546801726,-0.0,-0.8035265428625024,-0.7612455449259051,0.0
2018-10-29,1.0,-0.18301971326164873,-0.9898820191158899,-0.0,-0.7933467741935484,-0.7672864396654718,0.0
2018-10-30,1.0,-0.19791666666666666,-0.9935176858513189,-0.0,-0.7963878896882494,-0.7591426858513189,0.0
2018-10-31,1.0,-0.20032755155214768,-0.9765130648403186,-0.0,-0.7921536514553711,-0.7531452393359637,0.0
2018-11-01,1.0,-0.1666542167774707,-1.0110181519384478,-0.0,-0.7973780533353254,-0.759916336744603,0.0
2018-11-02,1.0,-0.18581640331076,-0.9664033107599699,-0.0,-0.8411587659894658,-0.7688487584650114,0.0
2018-11-05,1.0,-0.18054196462175387,-0.9826872412495296,-0.0,-0.8432066240120436,-0.7572073767406851,0.0
2018-11-06,1.0,-0.17476168860644575,-0.9814268421848995,-0.0,-0.8548191859585413,-0.7717128158571646,0.0
2018-11-07,1.0,-0.17441772534785238,-0.9812084089534181,-0.0,-0.8540910465819722,-0.7713248638838475,0.0
2018-11-08,1.0,-0.13513411976857764,-0.9895559395897513,-0.0,-0.8466451273574273,-0.7855210759636335,0.0
2018-11-09,1.0,-0.1359639233370913,-0.9897406989853438,-0.0,-0.8464487034949267,-0.7858323938369034,0.0
2018-11-12,1.0,-0.13563729554533804,-0.9968342503957187,-0.0,-0.8474787065651616,-0.7887992764000904,0.0
2018-11-13,1.0,-0.1374057430116536,-1.0122629293929468,-0.0,-0.8593571482976617,-0.799337344809201,0.0
