Date,HTLF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.13151241758786497,-0.6186734744460417,-0.06734248748326972,-0.31866851732513757,-0.3423387696425916,0.0
2018-09-25,1.0,-0.130986928590917,-0.6197881786839299,-0.06607634496614331,-0.31971624872882404,-0.34377557854006996,0.0
2018-09-26,1.0,-0.1304650238473768,-0.6199324324324325,-0.06327007154213037,-0.3215669713831479,-0.3488672496025438,0.0
2018-09-27,1.0,-0.12942120171458651,-0.637179455042238,-0.059634522347278965,-0.3266989196099566,-0.3537462712756624,0.0
2018-09-28,1.0,-0.12709206333274786,-0.6403031139437433,-0.0601460366848167,-0.3272526535016185,-0.35442752114019016,0.0
2018-10-01,1.0,-0.127270902338653,-0.6400431596908562,-0.060247917293987756,-0.32731105088828666,-0.3544113218909967,0.0
2018-10-02,1.0,-0.12727135640503656,-0.6492749252305914,-0.057654125512076194,-0.326145417075071,-0.3529116087360828,0.0
2018-10-03,1.0,-0.12727409789928637,-0.6477535430696553,-0.057593728012865615,-0.3265403558146548,-0.35365363353100815,0.0
2018-10-04,1.0,-0.12570864547479246,-0.6606094351083214,-0.056868799352095566,-0.32509111156104475,-0.3625987041911318,0.0
2018-10-05,1.0,-0.11539528432732317,-0.657445467154205,-0.048442819316605726,-0.3304501323918799,-0.36999117387466895,0.0
2018-10-08,1.0,-0.11469461802056036,-0.6568736141906873,-0.04762144728885305,-0.3307548881273937,-0.36970872807901634,0.0
2018-10-09,1.0,-0.11285076771802437,-0.6579935960466934,-0.04258376824748506,-0.3338880064543781,-0.3739253208279757,0.0
2018-10-10,1.0,-0.11394287730973808,-0.6570369810179233,-0.043963800448713106,-0.3345433461897199,-0.37139832110716176,0.0
2018-10-11,1.0,-0.08469850981940195,-0.6610332576729497,-0.011225698213757032,-0.3280371064837659,-0.3821918484160663,0.0
2018-10-12,1.0,-0.08081901855588916,-0.6648619382782892,-0.007407589703204214,-0.3266722449180489,-0.38123246542304473,0.0
2018-10-15,1.0,-0.048365139476745624,-0.7101556892156135,-0.0,-0.3271453676889186,-0.38952006138461925,0.0
2018-10-16,1.0,-0.04648054648054648,-0.7131224631224631,-0.0,-0.3265270765270765,-0.3888971388971389,0.0
2018-10-17,1.0,-0.03265864867507578,-0.6899139532609758,-0.0,-0.3251686711645644,-0.39679280336364525,0.0
2018-10-18,1.0,-0.031999413303346616,-0.6887818710734105,-0.0,-0.32671669885349697,-0.3970714058718557,0.0
2018-10-19,1.0,-0.023057278365560017,-0.6869755563662896,-0.0,-0.3258178280432932,-0.3963273744375532,0.0
2018-10-22,1.0,-0.02369368492750803,-0.6867276442541598,-0.0,-0.32589763549674033,-0.39629755765301156,0.0
2018-10-23,1.0,-0.01933971478804454,-0.6893924594647393,-0.0,-0.33238913850361396,-0.40073744872045325,0.0
2018-10-24,1.0,-0.017489511171821643,-0.6872133866718704,-0.0,-0.3324714606303054,-0.4021124012098741,0.0
2018-10-25,1.0,-0.006652365687290607,-0.6781556557159729,-0.0,-0.33136494010460604,-0.39410446142350986,0.0
2018-10-26,1.0,-0.001990455406604475,-0.6728698529940765,-0.0,-0.3325259598551524,-0.39075277584594353,0.0
2018-10-29,1.0,-0.0,-0.6767474081505901,-0.0,-0.32115044670584303,-0.39092733266446894,0.0
2018-10-30,1.0,-0.0,-0.6832733287924492,-0.0,-0.3229784956699426,-0.4263646978690279,0.0
2018-10-31,1.0,-0.0,-0.6700297597445017,-0.0,-0.3245021896397377,-0.42495947351866636,0.0
2018-11-01,1.0,-0.0,-0.6842717599437671,-0.0,-0.3177157815643406,-0.4218435659403253,0.0
2018-11-02,1.0,-0.0,-0.6689590270739828,-0.0,-0.32406737126586554,-0.41998455672988755,0.0
2018-11-05,1.0,-0.0,-0.6756013414075128,-0.0,-0.3236748775603754,-0.4133030953702139,0.0
2018-11-06,1.0,-0.0,-0.6751683034529353,-0.0,-0.3240354221460801,-0.41374900465699876,0.0
2018-11-07,1.0,-0.0,-0.6754714247772654,-0.0,-0.32481831132143807,-0.4141777530965546,0.0
2018-11-08,1.0,-0.0,-0.6730958378313542,-0.0,-0.3124625164927432,-0.4133861101115509,0.0
2018-11-09,1.0,-0.0,-0.6735183940063395,-0.0,-0.31440303525117663,-0.41340889443857465,0.0
2018-11-12,1.0,-0.0,-0.6680879605231639,-0.0,-0.31545537296986537,-0.41189575049106497,0.0
2018-11-13,1.0,-0.0,-0.6646128226477935,-0.0,-0.3083382895206376,-0.40604258356131795,0.0
2018-11-14,1.0,-0.0,-0.6643581322290447,-0.0,-0.30941501261364174,-0.40615926507687183,0.0
2018-11-15,1.0,-0.0,-0.6656567584331313,-0.0,-0.30903191946180636,-0.4108974664821795,0.0
2018-11-16,1.0,-0.0,-0.6680046830573674,-0.0,-0.31058705469141995,-0.4107232456454734,0.0
2018-11-19,1.0,-0.0,-0.6679488711026161,-0.0,-0.31052442957830606,-0.410727511647354,0.0
2018-11-20,1.0,-0.0,-0.6597707709135873,-0.0,-0.3026822656584391,-0.41544205069672324,0.0
2018-11-21,1.0,-0.0,-0.6590037407074198,-0.0,-0.30029830957905207,-0.4082106160329561,0.0
2018-11-23,1.0,-0.0,-0.6516699782382439,-0.0,-0.3042861197842748,-0.40945217144479135,0.0
2018-11-26,1.0,-0.0,-0.6545510440560928,-0.0,-0.30252796367678003,-0.407713954643271,0.0
2018-11-27,1.0,-0.0,-0.6551131008482564,-0.0,-0.2974316682375118,-0.4037229029217719,0.0
2018-11-28,1.0,-0.0,-0.6569960641983456,-0.0,-0.29657561688388207,-0.40317220899813816,0.0
2018-11-29,1.0,-0.0,-0.6503668627956586,-0.0,-0.2918258749619072,-0.4019784805082163,0.0
2018-11-30,1.0,-0.0,-0.65068605605723,-0.0,-0.29135686642429925,-0.4034478714671045,0.0
2018-12-03,1.0,-0.0,-0.6509799319328717,-0.0,-0.29207839455462975,-0.40406055627273796,0.0
2018-12-04,1.0,-0.0,-0.6541002811621367,-0.0,-0.28692596063730086,-0.401991565135895,0.0
2018-12-06,1.0,-0.0,-0.6711018514134192,-0.0,-0.28746626260713104,-0.4089682276622946,0.0
2018-12-07,1.0,-0.0,-0.6714563014866017,-0.0,-0.2877805132089764,-0.40796326105482433,0.0
2018-12-10,1.0,-0.0,-0.6738379876459121,-0.0,-0.2814430326232473,-0.39340488996406514,0.0
2018-12-11,1.0,-0.0,-0.680122020431328,-0.0,-0.2739547862277715,-0.41066023458191453,0.0
2018-12-12,1.0,-0.0,-0.6803009155212794,-0.0,-0.2735208535402522,-0.4118662913108278,0.0
2018-12-13,1.0,-0.0,-0.6819419775014801,-0.0,-0.2732267613972765,-0.4130965068087626,0.0
2018-12-14,1.0,-0.0,-0.6915242165242165,-0.0,-0.26885090218423546,-0.41379392212725546,0.0
2018-12-17,1.0,-0.0,-0.694515852613539,-0.0,-0.2740645529848615,-0.4116918975530801,0.0
2018-12-18,1.0,-0.0,-0.689602881243484,-0.0,-0.26869491043502985,-0.411145862951379,0.0
2018-12-19,1.0,-0.0,-0.6926883818315924,-0.0,-0.2731447333983678,-0.4134764091460658,0.0
2018-12-20,1.0,-0.0,-0.6991340955843659,-0.0,-0.27500837200401856,-0.41785868057216674,0.0
2018-12-21,1.0,-0.0,-0.7014271079026994,-0.0,-0.27646344078336077,-0.4045934291091892,0.0
2018-12-24,1.0,-0.0,-0.6939705289134612,-0.0,-0.27019908407090143,-0.4086799705763709,0.0
2018-12-26,1.0,-0.0,-0.6954338764683593,-0.0,-0.2661045850701023,-0.4068065555134521,0.0
2018-12-27,1.0,-0.0,-0.6834015674347876,-0.0,-0.2502047023043631,-0.4058486372675167,0.0
2018-12-28,1.0,-0.0,-0.6890465154388182,-0.0,-0.2488938829974015,-0.4030479668516047,0.0
2018-12-31,1.0,-0.0,-0.6905982905982907,-0.0,-0.24856574171642665,-0.4024821449478984,0.0
2019-01-02,1.0,-0.0,-0.690120741295395,-0.0,-0.24702826656682889,-0.40277517783601646,0.0
2019-01-03,1.0,-0.0,-0.6901902956253073,-0.0,-0.24597991714065023,-0.4044893851087236,0.0
2019-01-04,1.0,-0.0,-0.6916439282632524,-0.0,-0.23566314512931738,-0.4048368665314023,0.0
2019-01-07,1.0,-0.0,-0.682218370883882,-0.0,-0.23114962449451182,-0.39743500866551124,0.0
2019-01-08,1.0,-0.0,-0.6736266525159772,-0.0,-0.2375700805204993,-0.3960039683455229,0.0
2019-01-09,1.0,-0.0,-0.6695864644322531,-0.0,-0.23733345627218663,-0.3981835784426721,0.0
2019-01-10,1.0,-0.0,-0.6673349002258169,-0.0,-0.23973454997926172,-0.39718420203696025,0.0
2019-01-11,1.0,-0.0,-0.6584561452063009,-0.0,-0.24239488918102356,-0.4054752185244125,0.0
2019-01-14,1.0,-0.0,-0.6572127477903676,-0.0,-0.2455634274109801,-0.4049338841068008,0.0
2019-01-15,1.0,-0.0,-0.6562707365627074,-0.0,-0.24391918174953667,-0.3879596366382171,0.0
2019-01-16,1.0,-0.0,-0.6577394565913457,-0.0,-0.23920501326502608,-0.3901289909431891,0.0
2019-01-17,1.0,-0.0,-0.6605100941818098,-0.0,-0.23928137675015468,-0.39173674923806684,0.0
2019-01-18,1.0,-0.0,-0.6543050628829409,-0.0,-0.2454507762472935,-0.40364859261989217,0.0
2019-01-22,1.0,-0.0,-0.751765295430732,-0.0,-0.12227233383444945,-0.40376292651815404,0.0
2019-01-23,1.0,-0.0,-0.7379843899767219,-0.0,-0.12166233054908941,-0.42252042539595597,0.0
2019-01-24,1.0,-0.0,-0.7306981308624506,-0.0,-0.1336924024921834,-0.41782869662459776,0.0
2019-01-25,1.0,-0.0,-0.7610343800819992,-0.0,-0.08515998992189468,-0.44428411095077763,0.0
2019-01-28,1.0,-0.0,-0.7571229146165641,-0.0,-0.08867885667208275,-0.44270773737327507,0.0
2019-01-29,1.0,-0.0,-0.7484397944199705,-0.0,-0.08496237151248165,-0.4610178046989721,0.0
2019-01-30,1.0,-0.0,-0.7607791181461079,-0.0,-0.10682658113102295,-0.4567324454361621,0.0
2019-01-31,1.0,-0.0,-0.7664257326794803,-0.0,-0.07135054733074582,-0.48636902410114585,0.0
2019-02-01,1.0,-0.0,-0.7653433800786065,-0.0,-0.07188539268355078,-0.488429963487523,0.0
2019-02-04,1.0,-0.0,-0.758624703198473,-0.0,-0.06813631919549328,-0.5011173704548628,0.0
2019-02-05,1.0,-0.0,-0.7721578160059835,-0.0,-0.07986630516080778,-0.48527486910994766,0.0
2019-02-06,1.0,-0.0,-0.7580539732934914,-0.0,-0.08203380334298253,-0.49439723596974505,0.0
2019-02-07,1.0,-0.0,-0.7527694209286597,-0.0,-0.08015578721518692,-0.49924205321952475,0.0
