Date,AVK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1900116571568808,-0.2629609178477207,-0.09456612880135797,-0.26142708141603777,-0.23614945702190318,0.0
2018-09-25,1.0,-0.19081597186726912,-0.2621700639937847,-0.09588845045081883,-0.26069800249432645,-0.23497781685101513,0.0
2018-09-26,1.0,-0.19187806873977087,-0.2636456628477905,-0.09793371522094926,-0.26043371522094927,-0.2319558101472995,0.0
2018-09-27,1.0,-0.19355498302866722,-0.25953870690712794,-0.09910849384533595,-0.26058152373941845,-0.23193473193473194,0.0
2018-09-28,1.0,-0.19162693621984409,-0.26191401853860163,-0.0994454789138753,-0.2608499928382886,-0.23236684332221563,0.0
2018-10-01,1.0,-0.1923328830488354,-0.26132874861844524,-0.09928773179417905,-0.2613696835728028,-0.232428670842032,0.0
2018-10-02,1.0,-0.19411945497387564,-0.24890892326605882,-0.10371888126216576,-0.2654236246286241,-0.23679950824710586,0.0
2018-10-03,1.0,-0.1947100586859277,-0.25333442770960724,-0.1042803792013789,-0.26466122214470394,-0.2349694258628473,0.0
2018-10-04,1.0,-0.19910822528612818,-0.24834076478928227,-0.10452668132410052,-0.2709022540941501,-0.2319230690200752,0.0
2018-10-05,1.0,-0.1993103165154563,-0.24826552814154934,-0.10390410115357773,-0.27045445215320824,-0.2307155466152141,0.0
2018-10-08,1.0,-0.19882297455246375,-0.24727787233169973,-0.10314351918305412,-0.2709414153013308,-0.23038120040191115,0.0
2018-10-09,1.0,-0.19995897435897436,-0.24736410256410257,-0.10557948717948719,-0.26980512820512825,-0.228574358974359,0.0
2018-10-10,1.0,-0.20056595648696865,-0.24653966821826237,-0.10638341501425144,-0.27005967149916954,-0.22703877622162527,0.0
2018-10-11,1.0,-0.19704714387536912,-0.24351898991956014,-0.10165970878729254,-0.26862844924142143,-0.22559820792180024,0.0
2018-10-12,1.0,-0.20207212110217493,-0.23811251536957528,-0.1023361754449618,-0.2590554514119852,-0.21410574267803512,0.0
2018-10-15,1.0,-0.18985121567678723,-0.26180395951776136,-0.08390790693923632,-0.26123946615055843,-0.21926535220354015,0.0
2018-10-16,1.0,-0.18921370967741935,-0.26445564516129033,-0.08191532258064516,-0.2613508064516129,-0.21921370967741935,0.0
2018-10-17,1.0,-0.18677901494633364,-0.25838098104122775,-0.08006821145551209,-0.2606881332129602,-0.22028287691844717,0.0
2018-10-18,1.0,-0.18586219350696256,-0.2569926562061078,-0.08086199285685622,-0.2622697540029696,-0.220494401862033,0.0
2018-10-19,1.0,-0.18180367437314235,-0.2515010672039257,-0.07779617402405696,-0.2636292912569069,-0.220063433803435,0.0
2018-10-22,1.0,-0.18092289252896523,-0.25551338393927286,-0.08140231721933679,-0.26138633639632436,-0.21837794646424288,0.0
2018-10-23,1.0,-0.18134249365900423,-0.25527750594156295,-0.0825028459587386,-0.2603303309300793,-0.21773082223242995,0.0
2018-10-24,1.0,-0.18073157546999818,-0.25915470398622537,-0.08468977115742686,-0.2606562956734138,-0.2169099245199912,0.0
2018-10-25,1.0,-0.1734183965711351,-0.2473483576606293,-0.08441802129214482,-0.2613719409824409,-0.20859586403049635,0.0
2018-10-26,1.0,-0.169066090543062,-0.24397525287243446,-0.07801237356378277,-0.266110183639399,-0.20687420210154178,0.0
2018-10-29,1.0,-0.16918245166355875,-0.24345863185788597,-0.07757385415644323,-0.266542349592698,-0.206143880655609,0.0
2018-10-30,1.0,-0.16872436061004573,-0.24350795925177146,-0.07729601350422989,-0.26663002728325513,-0.20666575068208137,0.0
2018-10-31,1.0,-0.17048052684032594,-0.23512399116721708,-0.07824438668829264,-0.26570652492525354,-0.20460008207453148,0.0
2018-11-01,1.0,-0.17077746941328226,-0.23484345072899973,-0.07854825470038697,-0.265664699214322,-0.20458898487276705,0.0
2018-11-02,1.0,-0.16872444164831707,-0.2457140610254797,-0.07942749292230261,-0.26450927964768794,-0.20767143755898082,0.0
2018-11-05,1.0,-0.16880972041995992,-0.24552711257913573,-0.0794109551334985,-0.26450001966104364,-0.2078565530258346,0.0
2018-11-06,1.0,-0.16924559092428385,-0.24582686144590157,-0.07927488645524075,-0.26424962151746917,-0.2075263954700065,0.0
2018-11-07,1.0,-0.16858282727040463,-0.24562231000530627,-0.08038048071064992,-0.2635261285694632,-0.2071615274256628,0.0
2018-11-08,1.0,-0.16482591156542512,-0.24583871852112954,-0.07697881173383464,-0.2621901069204559,-0.20843614146398778,0.0
2018-11-09,1.0,-0.16372825575928537,-0.24604293997805982,-0.07757404795486601,-0.26322284908321575,-0.20837251214543173,0.0
2018-11-12,1.0,-0.16375691474753815,-0.24869551571266035,-0.0771901604613755,-0.26289772058535055,-0.20907057946565183,0.0
2018-11-13,1.0,-0.15903637959621575,-0.24689359211937964,-0.07295425729054911,-0.26419584511850186,-0.2075685165317468,0.0
2018-11-14,1.0,-0.15972533796305324,-0.2464350506213058,-0.07291808907008952,-0.2643427033142812,-0.2073035132551743,0.0
2018-11-15,1.0,-0.15961909965461393,-0.24645345093371318,-0.07278474837551467,-0.2642105879368548,-0.2082463363709095,0.0
2018-11-16,1.0,-0.1583685718183058,-0.24194711304246158,-0.06999629752323791,-0.2651557963248046,-0.2131847146169885,0.0
2018-11-19,1.0,-0.15869056897895556,-0.24074434918160562,-0.07396726422447389,-0.2629968823070928,-0.2121590023382697,0.0
2018-11-20,1.0,-0.15628647008480512,-0.23988562981405118,-0.07144246479421146,-0.2638294561580954,-0.21364661946627245,0.0
2018-11-21,1.0,-0.1551443954968184,-0.2444836025452765,-0.06649045521292216,-0.26831130690161525,-0.22347528144884973,0.0
2018-11-23,1.0,-0.15548846236791028,-0.24845609426157195,-0.06514792087360559,-0.26768874860313285,-0.223753602446723,0.0
2018-11-26,1.0,-0.15546185526573836,-0.25320651108060405,-0.06367915277505393,-0.2665424593057462,-0.22227887821141398,0.0
2018-11-27,1.0,-0.15457604570176467,-0.2542747583832218,-0.06062918182885315,-0.26579802011190673,-0.22113315334350667,0.0
2018-11-28,1.0,-0.15490422430491693,-0.25202997515114756,-0.0612220939560547,-0.26672406034162277,-0.22172220156919523,0.0
2018-11-29,1.0,-0.15269426005466616,-0.2508395158141351,-0.0595275283092542,-0.26671222178836396,-0.22258883248730965,0.0
2018-11-30,1.0,-0.15391076730739175,-0.25195343022347244,-0.057919206125957176,-0.2690068760743866,-0.22065947804344427,0.0
