Date,FBC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21206886787109927,-0.6398595457892053,-0.0024352947839383814,-0.4885597779917313,-0.4887863170414,0.0
2018-09-25,1.0,-0.20981276401415688,-0.6496460783194429,-0.0,-0.49637515698139056,-0.49837310195227763,0.0
2018-09-26,1.0,-0.2095904095904096,-0.6495504495504495,-0.0,-0.49641786784643926,-0.49870129870129865,0.0
2018-09-27,1.0,-0.21615751721772924,-0.6413854199411311,-0.0,-0.499385591403995,-0.5007858714600063,0.0
2018-09-28,1.0,-0.21547166576172375,-0.6420998485411368,-0.0,-0.4993284371159946,-0.5008144486040065,0.0
2018-10-01,1.0,-0.21554729922835097,-0.6422692197770792,-0.0,-0.49928551014575595,-0.5008859674192626,0.0
2018-10-02,1.0,-0.215009155413138,-0.6487754634927901,-0.0,-0.4978828107118334,-0.4993705653467613,0.0
2018-10-03,1.0,-0.21473919011667814,-0.6455902539464654,-0.0,-0.49854152367879206,-0.500886524822695,0.0
2018-10-04,1.0,-0.21460050366300368,-0.6471211080586081,-0.0,-0.4980254120879121,-0.5019745879120879,0.0
2018-10-05,1.0,-0.20957604845160552,-0.6470403382470574,-0.0,-0.49805736487258595,-0.5021140441092447,0.0
2018-10-08,1.0,-0.2103802466309977,-0.6492231981917542,-0.0,-0.4983262281479786,-0.5031901805384682,0.0
2018-10-09,1.0,-0.20493565307116857,-0.6502335979821721,-0.0,-0.5020206942016109,-0.5090429648313223,0.0
2018-10-10,1.0,-0.20613180515759316,-0.6493982808022923,-0.0,-0.5027793696275071,-0.5070200573065903,0.0
2018-10-11,1.0,-0.14179790940766548,-0.6424808362369337,-0.0,-0.48398606271777006,-0.519191637630662,0.0
2018-10-12,1.0,-0.13426238738738738,-0.6539695945945946,-0.0,-0.49572072072072065,-0.5313344594594595,0.0
2018-10-15,1.0,-0.1108644334532374,-0.6755845323741008,-0.0,-0.49148493705035967,-0.5322897931654677,0.0
2018-10-16,1.0,-0.10009657444753736,-0.709112083167642,-0.0,-0.4955973413622678,-0.5356473328409931,0.0
2018-10-17,1.0,-0.08312356659394753,-0.678972982043967,-0.0,-0.49202886390333944,-0.542764445936119,0.0
2018-10-18,1.0,-0.0823262839879154,-0.6775204207228376,-0.0,-0.4942094662638469,-0.5432751482600424,0.0
2018-10-19,1.0,-0.06933799844496279,-0.6701655003887593,-0.0,-0.4945573697656337,-0.542791291791625,0.0
2018-10-22,1.0,-0.0776478045407399,-0.6671660712227728,-0.0,-0.546098882102109,-0.5902673735161922,0.0
2018-10-23,1.0,-0.0740708629558985,-0.6697589734697417,-0.0,-0.5518756141263511,-0.5943009074619964,0.0
2018-10-24,1.0,-0.07197943444730077,-0.6696513676670228,-0.0,-0.5520926605239594,-0.5946968602871089,0.0
2018-10-25,1.0,-0.05232558139534883,-0.6435990065477534,-0.0,-0.5496161661774667,-0.5767667645066606,0.0
2018-10-26,1.0,-0.05876508161816891,-0.6486302342086586,-0.0,-0.5508587650816181,-0.580638750887154,0.0
2018-10-29,1.0,-0.04957976059088208,-0.6506777598551093,-0.0,-0.5476695814585278,-0.5819396100404675,0.0
2018-10-30,1.0,-0.009448955413644638,-0.6731297136417488,-0.0,-0.5702892478400324,-0.636691998728581,0.0
2018-10-31,1.0,-0.012629161882893227,-0.6574626865671642,-0.0,-0.5678530424799081,-0.6323191733639495,0.0
2018-11-01,1.0,-0.0,-0.6680524097594541,-0.0,-0.5667880386478971,-0.6322142263252961,0.0
2018-11-02,1.0,-0.00248039914468995,-0.6480969351389878,-0.0,-0.5721168923734854,-0.6283392729864576,0.0
2018-11-05,1.0,-0.0,-0.6598984771573604,-0.0,-0.5730051902127417,-0.61886157531512,0.0
2018-11-06,1.0,-0.0,-0.6608884073672806,-0.0,-0.5723612932656669,-0.6177795518047557,0.0
2018-11-07,1.0,-0.0,-0.6607285372249458,-0.0,-0.5720556378976172,-0.6175179569034318,0.0
2018-11-08,1.0,-0.0,-0.6573199026653839,-0.0,-0.554269707430253,-0.6179050421594703,0.0
2018-11-09,1.0,-0.0,-0.6612096407457936,-0.0,-0.5606525693497044,-0.6203387903592542,0.0
2018-11-12,1.0,-0.0,-0.6475966710071901,-0.0,-0.5653909301930589,-0.617788597633471,0.0
2018-11-13,1.0,-0.0,-0.6388600308858627,-0.0,-0.5585567878702793,-0.610416959146427,0.0
2018-11-14,1.0,-0.0,-0.639264148293779,-0.0,-0.5586294059823059,-0.6107007442774891,0.0
2018-11-15,1.0,-0.0,-0.6390401347179343,-0.0,-0.558518102722425,-0.6090653943306202,0.0
2018-11-16,1.0,-0.0,-0.6328330626645012,-0.0,-0.5563644509156073,-0.6108248865990928,0.0
2018-11-19,1.0,-0.0,-0.6327239129826133,-0.0,-0.5561497326203209,-0.6109135705686368,0.0
2018-11-20,1.0,-0.0,-0.6171196257518379,-0.0,-0.5460848741367789,-0.6213800400980174,0.0
2018-11-21,1.0,-0.0,-0.6127865230599282,-0.0,-0.5446561723280862,-0.6042253521126761,0.0
2018-11-23,1.0,-0.0,-0.607333020663779,-0.0,-0.5468866388942533,-0.6046569371258311,0.0
2018-11-26,1.0,-0.0,-0.6120506524677904,-0.0,-0.5445416172372886,-0.6022567384887024,0.0
2018-11-27,1.0,-0.0,-0.6110714089384861,-0.0,-0.5394150953768347,-0.5981529327689518,0.0
2018-11-28,1.0,-0.0,-0.6170160092424494,-0.0,-0.5369422897067724,-0.5967706442207186,0.0
2018-11-29,1.0,-0.0,-0.6058258782456906,-0.0,-0.5278202051058258,-0.5938250054549421,0.0
2018-11-30,1.0,-0.0,-0.6073309861076994,-0.0,-0.5306913398291438,-0.5912825131690276,0.0
2018-12-03,1.0,-0.0,-0.6071311654299433,-0.0,-0.5301451331296377,-0.5907627673505019,0.0
2018-12-04,1.0,-0.0,-0.6107676806187196,-0.0,-0.5241414994145039,-0.5883554369434384,0.0
2018-12-06,1.0,-0.0,-0.5847121820615797,-0.0,-0.5174029451137885,-0.5752610441767069,0.0
2018-12-07,1.0,-0.0,-0.585021436227224,-0.0,-0.5169882100750268,-0.5775455519828511,0.0
2018-12-10,1.0,-0.0,-0.5829660701959327,-0.0,-0.5091860032920936,-0.5627621727818192,0.0
2018-12-11,1.0,-0.0,-0.5942398539832511,-0.0,-0.5024694009018682,-0.5873953188748121,0.0
2018-12-12,1.0,-0.0,-0.5986994765528034,-0.0,-0.5043170902811505,-0.5951648588851114,0.0
2018-12-13,1.0,-0.0,-0.5954441299366491,-0.0,-0.5069955519611807,-0.593341420676641,0.0
2018-12-14,1.0,-0.0,-0.5939732082693189,-0.0,-0.508045605239751,-0.5933263254359721,0.0
2018-12-17,1.0,-0.0,-0.5928457998008236,-0.0,-0.5042930584340429,-0.5944338276855166,0.0
2018-12-18,1.0,-0.0,-0.584,-0.0,-0.4977391304347826,-0.593819397993311,0.0
2018-12-19,1.0,-0.0,-0.5844868671182629,-0.0,-0.4982998206109936,-0.5946879434523012,0.0
2018-12-20,1.0,-0.0,-0.586242024556324,-0.0,-0.49890086322449195,-0.5956785158972709,0.0
2018-12-21,1.0,-0.0,-0.5863770977295163,-0.0,-0.4997465382460447,-0.5818948267122008,0.0
2018-12-24,1.0,-0.0,-0.5732820376757761,-0.0,-0.49172194215972403,-0.5882196869196074,0.0
2018-12-26,1.0,-0.0,-0.5822608237926044,-0.0,-0.4717462824055797,-0.5779181471246216,0.0
2018-12-27,1.0,-0.0,-0.5567725260383346,-0.0,-0.4272334109578524,-0.5750185531130845,0.0
2018-12-28,1.0,-0.0,-0.5607921400061406,-0.0,-0.42557056596049536,-0.5722034592160474,0.0
2018-12-31,1.0,-0.0,-0.5637113085332446,-0.0,-0.4250748867098492,-0.5714432013108375,0.0
2019-01-02,1.0,-0.0,-0.562954057096081,-0.0,-0.4226184385552031,-0.5725212319656195,0.0
2019-01-03,1.0,-0.0,-0.5641636563933082,-0.0,-0.41879947736530626,-0.5789972587297927,0.0
2019-01-04,1.0,-0.0,-0.5721109635230408,-0.0,-0.39521814652089504,-0.5870797997343415,0.0
2019-01-07,1.0,-0.0,-0.5577083175660333,-0.0,-0.3884810413986225,-0.5765786220641287,0.0
2019-01-08,1.0,-0.0,-0.5487258259468171,-0.0,-0.3946162369057212,-0.5747884770346495,0.0
2019-01-09,1.0,-0.0,-0.5590326089706292,-0.0,-0.39813807584305194,-0.5726175719092312,0.0
2019-01-10,1.0,-0.0,-0.5596608882702772,-0.0,-0.39800075920536504,-0.573022902695179,0.0
