Date,IWF,IWM,MTUM,SPY,TAST,VLUE,VXX
2018-09-24,-0.4722523575064675,-1.1093632646248852,-0.0,-0.850413085204039,1.0,-0.7405491112409246,0.0
2018-09-25,-0.47246098639739625,-1.1091963615121423,-0.0,-0.8503713594258533,1.0,-0.7405491112409246,0.0
2018-09-26,-0.4711120401337793,-1.1097408026755853,-0.0,-0.852675585284281,1.0,-0.7470317725752508,0.0
2018-09-27,-0.5038709953376962,-1.114718336969075,-0.0,-0.8845545147354464,1.0,-0.7741990675392446,0.0
2018-09-28,-0.5018183373978523,-1.1172292816497666,-0.0,-0.8846960167714885,1.0,-0.7746545158944081,0.0
2018-10-01,-0.502058672156459,-1.1228769943386514,-0.0,-0.8864299193686739,1.0,-0.7775347400926402,0.0
2018-10-02,-0.5014416663080432,-1.1417566811550544,-0.0,-0.8846666953565435,1.0,-0.7756164737272454,0.0
2018-10-03,-0.5006234682031216,-1.1348841209098337,-0.0,-0.8857978243109601,1.0,-0.7785182955669261,0.0
2018-10-04,-0.5098470157293686,-1.1269984917043738,-0.0,-0.8981684981684981,1.0,-0.7744020685197156,0.0
2018-10-05,-0.482225856429678,-1.1165002582200034,-0.0,-0.9128507488380099,1.0,-0.792089860561198,0.0
2018-10-08,-0.4775971792225662,-1.1119281045751634,-0.0,-0.9189026487788098,1.0,-0.7914946680426558,0.0
2018-10-09,-0.47183947640372026,-1.1132018601446778,-0.0,-0.9230106786083362,1.0,-0.7978384429900104,0.0
2018-10-10,-0.4724768667957822,-1.1122444587906175,-0.0,-0.9233483968151496,1.0,-0.7958252636109318,0.0
2018-10-11,-0.3630689856037281,-1.0978197553465923,-0.0,-0.8904052592161105,1.0,-0.8095198468835817,0.0
2018-10-12,-0.3717880414737101,-1.0878242694971518,-0.0,-0.8628744723576902,1.0,-0.7757059136920618,0.0
2018-10-15,-0.34509515641591115,-1.1086335048599198,-0.0,-0.8563260638732337,1.0,-0.7739116229682268,0.0
2018-10-16,-0.33878351863963374,-1.1207897318508828,-0.0,-0.8552158273381295,1.0,-0.7728090255068673,0.0
2018-10-17,-0.30643997112839844,-1.0641992140508463,-0.0,-0.8507899590985645,1.0,-0.788515518485845,0.0
2018-10-18,-0.3061870965154978,-1.064196639801115,-0.0,-0.8508761377761739,1.0,-0.7884839007177513,0.0
2018-10-19,-0.28263458789899953,-1.047363824043195,-0.0,-0.853461966015563,1.0,-0.7866444338573925,0.0
2018-10-22,-0.29180605376647456,-1.0860908468018218,-0.0,-0.8592962798758615,1.0,-0.7932368707428158,0.0
2018-10-23,-0.2926622879477777,-1.0858685578434137,-0.0,-0.8583632187613329,1.0,-0.7926421404682275,0.0
2018-10-24,-0.2901640004835395,-1.0806302131603336,-0.0,-0.8612241608574768,1.0,-0.7975178305194021,0.0
2018-10-25,-0.2365490928910691,-1.0174024760569962,-0.0,-0.8828544732539128,1.0,-0.7563653352020557,0.0
2018-10-26,-0.20730717185385658,-1.0052967330369225,-0.0,-0.9036535859269282,1.0,-0.7499710032862943,0.0
2018-10-29,-0.18417415342087073,-1.0110189664439837,-0.0,-0.8922675266835598,1.0,-0.7519004837595022,0.0
2018-10-30,-0.17994473865991253,-1.01063013278072,-0.0,-0.8920101312456828,1.0,-0.7550080589454294,0.0
2018-10-31,-0.18190465319788454,-0.991439333409428,-0.0,-0.8848304988015067,1.0,-0.746604268919073,0.0
2018-11-01,-0.13659365704793913,-1.053849422490053,-0.0,-0.9048557190868004,1.0,-0.7676439911924905,0.0
2018-11-02,-0.14695368056890257,-1.0105323851624064,-0.0,-0.9233134729963483,1.0,-0.763136651931578,0.0
2018-11-05,-0.14621118967107286,-1.0121426375653244,-0.0,-0.9230710113741161,1.0,-0.7611819858592067,0.0
2018-11-06,-0.1501882154106169,-1.0145962971498808,-0.0,-0.9197203656756548,1.0,-0.756587539371591,0.0
2018-11-07,-0.1685185185185185,-1.110329218106996,-0.0,-1.001111111111111,1.0,-0.8352674897119342,0.0
2018-11-08,-0.1120557375689462,-1.1461452328619417,-0.0,-1.0117364077468585,1.0,-0.8771616970099116,0.0
2018-11-09,-0.11241965581588223,-1.1458013684428778,-0.0,-1.0115695625129586,1.0,-0.8770060128550695,0.0
2018-11-12,-0.11050702252975822,-1.123522385600725,-0.0,-1.0146628773837474,1.0,-0.8700523085794308,0.0
2018-11-13,-0.06526453619215189,-1.125332460411637,-0.0,-1.0297475346781784,1.0,-0.8714759196366464,0.0
2018-11-14,-0.06421187034062358,-1.1360434943778575,-0.0,-1.0380987684830512,1.0,-0.8804316487499485,0.0
2018-11-15,-0.06460569392068294,-1.150884754050806,-0.0,-1.0586797066014668,1.0,-0.8698769218018317,0.0
2018-11-16,-0.057121414276184126,-1.143012008005337,-0.0,-1.0717561707805203,1.0,-0.8975567044696464,0.0
2018-11-19,-0.06301941950302777,-1.143620797661307,-0.0,-1.0710795573188556,1.0,-0.8984756734182502,0.0
2018-11-20,-0.0,-1.1360847973959853,-0.0,-1.0888453031757293,1.0,-0.9481700955639945,0.0
2018-11-21,-0.0071292170591979636,-1.1714406959473798,-0.0,-1.1408444727349885,1.0,-0.9242096329301931,0.0
2018-11-23,-0.008060410656711352,-1.169989818428644,-0.0,-1.1403359918547429,1.0,-0.9239351773290344,0.0
2018-11-26,-0.00699567540066141,-1.1746798948528787,-0.0,-1.13732722801662,1.0,-0.9208004748579667,0.0
2018-11-27,-0.0,-1.2361995290834569,-0.0,-1.1741083108049186,1.0,-0.9500305223685358,0.0
2018-11-28,-0.0,-1.2470737246680643,-0.0,-1.1712962962962963,1.0,-0.94916142557652,0.0
2018-11-29,-0.0,-1.2092066349492092,-0.0,-1.1395568128241396,1.0,-0.9373794522309374,0.0
2018-11-30,-0.0,-1.2129824410767185,-0.0,-1.1454943545271112,1.0,-0.9346155497359722,0.0
2018-12-03,-0.0,-1.2201396070320578,-0.0,-1.1503791795932437,1.0,-0.9383402275077559,0.0
2018-12-04,-0.0,-1.217122758857339,-0.0,-1.1408595693574677,1.0,-0.9312859226216008,0.0
2018-12-06,-0.0,-1.1169171546746386,-0.0,-1.1084401490642535,1.0,-0.8697735369998771,0.0
