Date,IWF,IWM,MTUM,PBI,SPY,VLUE,VXX
2018-09-24,-0.46487631857754846,-1.2047077249067206,-0.0,1.0,-0.9621355198304851,-0.9747109493758349,0.0
2018-09-25,-0.46420834293616037,-1.205899976953215,-0.0,1.0,-0.963125144042406,-0.976123530767458,0.0
2018-09-26,-0.463135455767181,-1.2098799759024976,-0.0,1.0,-0.97006348765003,-0.9910561193753186,0.0
2018-09-27,-0.46921758465743274,-1.1995182285634873,-0.0,1.0,-0.9717422522814657,-0.9919859174503173,0.0
2018-09-28,-0.46747892152320947,-1.2014268507365886,-0.0,1.0,-0.9716482905586955,-0.9920781988325768,0.0
2018-10-01,-0.4675902330537923,-1.2018255108187,-0.0,1.0,-0.9715980169577909,-0.9922160960014828,0.0
2018-10-02,-0.4684488510007413,-1.200565233506301,-0.0,1.0,-0.9716919940696812,-0.9923554484803557,0.0
2018-10-03,-0.4675462962962963,-1.1915740740740741,-0.0,1.0,-0.97375,-0.9967592592592592,0.0
2018-10-04,-0.468177367463981,-1.2101459411572715,-0.0,1.0,-0.9747284002424582,-1.0095584464027603,0.0
2018-10-05,-0.4440887156644395,-1.1985430586488492,-0.0,1.0,-0.9792594654788419,-1.0180493689680772,0.0
2018-10-08,-0.4392185908712157,-1.192806221646144,-0.0,1.0,-0.9813443199703732,-1.0158318674196833,0.0
2018-10-09,-0.43613721586963566,-1.1927225591407804,-0.0,1.0,-0.9825008101476783,-1.0180547196889032,0.0
2018-10-10,-0.43526016941264084,-1.2028762915386764,-0.0,1.0,-0.9868286325979708,-1.0292283347295914,0.0
2018-10-11,-0.3203463203463204,-1.1884469696969697,-0.0,1.0,-0.9525162337662337,-1.0480699855699855,0.0
2018-10-12,-0.3335267857142857,-1.1856696428571427,-0.0,1.0,-0.9266071428571429,-1.018482142857143,0.0
2018-10-15,-0.30163817663817666,-1.2119391025641024,-0.0,1.0,-0.9194711538461539,-1.0185185185185186,0.0
2018-10-16,-0.29018284619944373,-1.2910036022069216,-0.0,1.0,-0.940859969905613,-1.037709178788017,0.0
2018-10-17,-0.2566589202717197,-1.2323918484090097,-0.0,1.0,-0.9317125491598142,-1.0483553807651056,0.0
2018-10-18,-0.25566429816329267,-1.2307279796219333,-0.0,1.0,-0.9337712830138089,-1.0487107297671716,0.0
2018-10-19,-0.23328314586839075,-1.2170755468957577,-0.0,1.0,-0.9316269595252857,-1.046320077938181,0.0
2018-10-22,-0.23394820858460447,-1.2030862007804186,-0.0,1.0,-0.9417789996452642,-1.055427456544874,0.0
2018-10-23,-0.2353488784466708,-1.2028548630197713,-0.0,1.0,-0.9402872595088216,-1.0545261104707864,0.0
2018-10-24,-0.2338609283300729,-1.1986928685754936,-0.0,1.0,-0.9477147430197402,-1.0658011737506667,0.0
2018-10-25,-0.183606276991491,-1.1302432975584726,-0.0,1.0,-0.9427459699833242,-1.0191987001325522,0.0
2018-10-26,-0.16224886037481007,-1.1098261016376836,-0.0,1.0,-0.9443694073949013,-1.004389667398278,0.0
2018-10-29,-0.13724667477866825,-1.1167708639281668,-0.0,1.0,-0.9330340284479505,-1.0088532706751143,0.0
2018-10-30,-0.14966129507300038,-1.1199141667017294,-0.0,1.0,-0.9357091765893887,-1.0022720578954012,0.0
2018-10-31,-0.15469982060161044,-1.0917017814677292,-0.0,1.0,-0.9313279652884977,-0.9942842838666611,0.0
2018-11-01,-0.13988256361137716,-1.1016949152542372,-0.0,1.0,-0.9294132344979802,-0.9934618748178069,0.0
2018-11-02,-0.22852090190106597,-1.4099818244338558,-0.0,1.0,-1.0897479982315665,-1.1840644495750847,0.0
2018-11-05,-0.22021607222140002,-1.4475358887080065,-0.0,1.0,-1.0989097725815204,-1.1664940062157763,0.0
2018-11-06,-0.2251319228682744,-1.4508063322976772,-0.0,1.0,-1.09503378211767,-1.160723972974306,0.0
2018-11-07,-0.22361289050951016,-1.4510692815610526,-0.0,1.0,-1.092884596432443,-1.159998028974081,0.0
2018-11-08,-0.17283225680172243,-1.461440595028381,-0.0,1.0,-1.0822078684674103,-1.1768447837150127,0.0
2018-11-09,-0.17174637397099174,-1.4634947079576635,-0.0,1.0,-1.0866816934535475,-1.1781654253234024,0.0
2018-11-12,-0.16943699731903486,-1.4388983670485012,-0.0,1.0,-1.0933950767730929,-1.172751645137704,0.0
2018-11-13,-0.13029645697758496,-1.4326825741142444,-0.0,1.0,-1.0911062906724511,-1.166353338153772,0.0
2018-11-14,-0.1342158662672722,-1.433906657648082,-0.0,1.0,-1.095081650401005,-1.1681805005314523,0.0
2018-11-15,-0.13728739217310784,-1.4550904040157902,-0.0,1.0,-1.1225693259905452,-1.1585847263511866,0.0
2018-11-16,-0.13318766690944403,-1.4423403738771545,-0.0,1.0,-1.1184753580966253,-1.1614955086185967,0.0
2018-11-19,-0.13937095911720385,-1.4423703271595933,-0.0,1.0,-1.1173982791308152,-1.1620242088376842,0.0
2018-11-20,-0.08635486981677916,-1.4309064609450337,-0.0,1.0,-1.1195756991321117,-1.1847637415621985,0.0
2018-11-21,-0.09191176470588236,-1.4227941176470589,-0.0,1.0,-1.115784950343774,-1.144146294881589,0.0
2018-11-23,-0.09247865693709163,-1.4166547431678354,-0.0,1.0,-1.1166118185720417,-1.1436543139218773,0.0
2018-11-26,-0.09119961841163846,-1.4246601478654901,-0.0,1.0,-1.1136656331981873,-1.1403768185070355,0.0
2018-11-27,-0.07800947867298579,-1.4251184834123225,-0.0,1.0,-1.1045497630331753,-1.1316587677725118,0.0
2018-11-28,-0.08084783536440798,-1.41732656835317,-0.0,1.0,-1.1090615960927497,-1.1346199440466593,0.0
2018-11-29,-0.04272625280478684,-1.3960826477187736,-0.0,1.0,-1.099663425579656,-1.1362191473448018,0.0
2018-11-30,-0.04238911997008927,-1.39655091835304,-0.0,1.0,-1.1007150535121746,-1.13389727531897,0.0
2018-12-03,-0.040863027133050026,-1.396254611684491,-0.0,1.0,-1.099939289216831,-1.133003315742773,0.0
2018-12-04,-0.027978213304780966,-1.4018900423630185,-0.0,1.0,-1.0946883292211722,-1.1307201713141846,0.0
2018-12-06,-0.016844980651035738,-1.356111996357842,-0.0,1.0,-1.0772592761211017,-1.1025267470976552,0.0
2018-12-07,-0.007218567251461989,-1.3628015350877194,-0.0,1.0,-1.08406432748538,-1.1146747076023393,0.0
2018-12-10,-0.0,-1.3574750530545898,-0.0,1.0,-1.0686774732469408,-1.0891317108411975,0.0
2018-12-11,-0.0,-1.3609138204026239,-0.0,1.0,-1.0639221895498756,-1.099027369373445,0.0
2018-12-12,-0.0,-1.3633644520982506,-0.0,1.0,-1.0699265838847094,-1.0985679325659385,0.0
2018-12-13,-0.0,-1.358756167111755,-0.0,1.0,-1.0716969175757027,-1.0959127325397184,0.0
2018-12-14,-0.0,-1.36684647114818,-0.0,1.0,-1.068945197407189,-1.0970490911563393,0.0
