Date,BRMK,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-15,1.0,-0.2775411569249358,-0.6060413834768161,-0.46727080501434826,-0.6198459447213411,-0.05002265518803806,0.0
2020-07-16,1.0,-0.2811914687934264,-0.5983626366986889,-0.4704549574043865,-0.6217147000181259,-0.04921152800435019,0.0
2020-07-17,1.0,-0.27853798519861045,-0.5961939284096057,-0.4699894275789156,-0.6217187735991542,-0.05422141670442531,0.0
2020-07-20,1.0,-0.27868406742795,-0.5960667029182527,-0.47027369947435205,-0.6214428131230741,-0.054468007975348925,0.0
2020-07-21,1.0,-0.2621684420169589,-0.6030055221943933,-0.45942846796825487,-0.6247321886598871,-0.06825794381242645,0.0
2020-07-22,1.0,-0.2627878202613393,-0.6024987174457554,-0.45975797446962613,-0.6244379394634396,-0.06832241904819386,0.0
2020-07-23,1.0,-0.2643601752530593,-0.5990330865689681,-0.4597975525003777,-0.6261670947273001,-0.07221634688019338,0.0
2020-07-24,1.0,-0.2522933011466506,-0.6053711526855764,-0.4541641520820761,-0.6250452625226313,-0.08062764031382016,0.0
2020-07-27,1.0,-0.24956190706387096,-0.6043567587165388,-0.45691582572965134,-0.6211553568191431,-0.08931053235845066,0.0
2020-07-28,1.0,-0.248874792327443,-0.6037758646730101,-0.4560036248300861,-0.6214167044253134,-0.09065095906962693,0.0
2020-07-29,1.0,-0.24678383765174852,-0.6017394455517304,-0.4547925348795072,-0.6222141692335569,-0.09434076221537718,0.0
2020-07-30,1.0,-0.24664150943396226,-0.5944754716981132,-0.4557283018867925,-0.6226415094339622,-0.0993811320754717,0.0
2020-07-31,1.0,-0.246188679245283,-0.5945056603773585,-0.4557283018867925,-0.6229433962264151,-0.09950188679245284,0.0
2020-08-03,1.0,-0.24428010866284336,-0.5956836703893752,-0.45623302143072747,-0.6215514639299728,-0.1006640507093269,0.0
2020-08-04,1.0,-0.24305974652987328,-0.5922450211225107,-0.45500905250452633,-0.6235666867833435,-0.10362100181050092,0.0
2020-08-05,1.0,-0.24327097163548583,-0.5920639710319856,-0.45497887748943877,-0.6233554616777309,-0.10389257694628849,0.0
2020-08-06,1.0,-0.24364624207666769,-0.5949894355568971,-0.45393902807123454,-0.6234228795653487,-0.1024147298520978,0.0
2020-08-07,1.0,-0.24449073235524968,-0.5947292157217895,-0.45375233955201355,-0.6238000362253214,-0.10200446778965164,0.0
2020-08-10,1.0,-0.24025836829555403,-0.597778515589629,-0.4513597537049893,-0.6234644290845431,-0.10549032628052278,0.0
2020-08-11,1.0,-0.238825340295174,-0.5977122506262638,-0.44952162496604586,-0.6231249811366312,-0.10895481845893822,0.0
2020-08-12,1.0,-0.24085937027860035,-0.5983561974980359,-0.4544932616184202,-0.6242219133377652,-0.10376503293648395,0.0
2020-08-13,1.0,-0.24073850244757358,-0.5984770653290626,-0.4545234785761769,-0.6243427811687919,-0.10361394814770049,0.0
2020-08-14,1.0,-0.24052698374327672,-0.5982353296670091,-0.45422130899861,-0.6243427811687919,-0.10436937209161781,0.0
2020-08-17,1.0,-0.2393084897391725,-0.5969111735727023,-0.45410584217366334,-0.6241424124278417,-0.10783691480037479,0.0
2020-08-18,1.0,-0.23916722064422552,-0.5963014443705807,-0.45141113192723753,-0.6250982051127092,-0.10974799057230918,0.0
2020-08-19,1.0,-0.23895570193992868,-0.5965129630748776,-0.45122983018069734,-0.6247356016196289,-0.11026167885417296,0.0
2020-08-20,1.0,-0.24070769696053226,-0.5957356721608952,-0.45265386360199605,-0.6268259488885528,-0.10842280356872826,0.0
2020-08-21,1.0,-0.23887998548577302,-0.5962021106105047,-0.450878413111185,-0.6265610353481903,-0.11127574007438541,0.0
2020-08-24,1.0,-0.2388195095400804,-0.596625442230353,-0.45075746121979987,-0.6262586556197272,-0.11130597804723172,0.0
2020-08-25,1.0,-0.23879151151878425,-0.5954651409196864,-0.44413162594980776,-0.6303393576120848,-0.11854811854811854,0.0
2020-08-26,1.0,-0.2379972149906157,-0.59544711509354,-0.4436943754919174,-0.6301991887146576,-0.11984621904704243,0.0
2020-08-27,1.0,-0.23050396273216772,-0.6004900477947849,-0.4401657692540384,-0.6283501724242241,-0.12547643535604092,0.0
2020-08-28,1.0,-0.230171214229536,-0.6006412971141629,-0.4400447697985359,-0.6286526710629803,-0.1255066852199165,0.0
2020-08-31,1.0,-0.23073898182038174,-0.6004416346531959,-0.44045494419068937,-0.6284824102362443,-0.12477691400223843,0.0
2020-09-01,1.0,-0.2294427300780541,-0.6031947721909603,-0.43441035880680096,-0.6321776486960731,-0.1261269437889514,0.0
2020-09-02,1.0,-0.2255352606749728,-0.5998850852788195,-0.4341962017660579,-0.6314563928873836,-0.13302891012459175,0.0
2020-09-03,1.0,-0.22624338624338622,-0.601360544217687,-0.43528344671201813,-0.6299924414210128,-0.13058201058201058,0.0
2020-09-04,1.0,-0.19275914862958182,-0.606946654258353,-0.41136561496202456,-0.6384077331812313,-0.15253219657170303,0.0
2020-09-08,1.0,-0.19036759189797448,-0.6056414103525882,-0.40984246061515384,-0.6370892723180795,-0.15780945236309077,0.0
2020-09-09,1.0,-0.17723183597836156,-0.6112555665142413,-0.3902387997250366,-0.6369885531546071,-0.17301772318359782,0.0
2020-09-10,1.0,-0.17219155601969266,-0.6117260927942713,-0.3839773235864538,-0.6369088467850217,-0.17893480531105477,0.0
2020-09-11,1.0,-0.16890200286123033,-0.6137935145445875,-0.38331545064377687,-0.6355805913209347,-0.17888650453028135,0.0
2020-09-14,1.0,-0.169478390461997,-0.6138002980625931,-0.38336810730253357,-0.6351117734724292,-0.17886736214605067,0.0
2020-09-15,1.0,-0.16936566162655453,-0.6155796128955295,-0.38498702693030334,-0.6342190808505561,-0.17816349050132713,0.0
