Date,BRMK,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-09-16,1.0,-0.1683513731102961,-0.6156483883471986,-0.3806840206339267,-0.6352088737811968,-0.18191847809881623,0.0
2020-09-17,1.0,-0.1659015025041736,-0.6170701168614358,-0.37899475316002856,-0.6343012163129024,-0.1848914858096828,0.0
2020-09-18,1.0,-0.16444643123230515,-0.6165400089405454,-0.37866189837580094,-0.6334376396960214,-0.18709581284458351,0.0
2020-09-21,1.0,-0.16109422492401215,-0.620716371655045,-0.3830979200190715,-0.6288217414625425,-0.1862149114965135,0.0
2020-09-22,1.0,-0.15510398949661325,-0.6314266105690329,-0.37752513949810523,-0.6315758064034852,-0.1883149822456957,0.0
2020-09-23,1.0,-0.1570997880660279,-0.6315930867735292,-0.3769738216769649,-0.632160234022865,-0.18715859228082746,0.0
2020-09-24,1.0,-0.1516144406052663,-0.6281722864291671,-0.3737936375551054,-0.6335934707494341,-0.1915286548314071,0.0
2020-09-25,1.0,-0.15189156985403635,-0.6279416145367888,-0.37372654155495977,-0.6334524873398868,-0.19183795055108727,0.0
2020-09-28,1.0,-0.1501785714285714,-0.6267261904761904,-0.3708630952380952,-0.6331249999999999,-0.19526785714285713,0.0
2020-09-29,1.0,-0.15021561338289963,-0.6234646840148699,-0.3724907063197026,-0.6334869888475837,-0.19431970260223047,0.0
2020-09-30,1.0,-0.150449057277107,-0.6235353595432106,-0.3731933622791887,-0.6326057217629215,-0.19410575150181406,0.0
2020-10-01,1.0,-0.15085642916617104,-0.6248959200666111,-0.3720411561793743,-0.631943618413227,-0.19394552158915188,0.0
2020-10-02,1.0,-0.15053667528915055,-0.6234947819106235,-0.3715695893913715,-0.6324145928106324,-0.19525466060119526,0.0
2020-10-05,1.0,-0.1435489141736728,-0.6289177386292742,-0.3645167998574017,-0.6328391907548795,-0.20097442143727162,0.0
2020-10-06,1.0,-0.14449357509570585,-0.6219544766596433,-0.3610410422292786,-0.6356648959848058,-0.20446924058521532,0.0
2020-10-07,1.0,-0.14514309464434155,-0.6211257570359815,-0.36156632228951435,-0.6370680441752762,-0.20386533665835413,0.0
2020-10-08,1.0,-0.1446626713344805,-0.6204533317510236,-0.3612116537115053,-0.6371269210229632,-0.20340592179433925,0.0
2020-10-09,1.0,-0.14664609724982944,-0.6207019313495713,-0.3623282997596939,-0.6368113448245172,-0.20022547245379296,0.0
2020-10-12,1.0,-0.14369179666646895,-0.6197283350139392,-0.3616465982561244,-0.6353876267868795,-0.20535025802242127,0.0
2020-10-13,1.0,-0.14084590533210822,-0.6212691543910607,-0.36127330389163875,-0.6338362132843297,-0.20667476807255697,0.0
2020-10-14,1.0,-0.1404476063435601,-0.6213428190306803,-0.36057507040166004,-0.6348599377501112,-0.20708463020601753,0.0
2020-10-15,1.0,-0.141006255744315,-0.621690533368911,-0.3606688606243885,-0.6348542796999614,-0.20658780278098968,0.0
2020-10-16,1.0,-0.13835750511611353,-0.6260046860634101,-0.3582465818429872,-0.634368419491651,-0.20888572530177654,0.0
2020-10-19,1.0,-0.14028841018337193,-0.626787727731292,-0.3585247166340277,-0.6342650287816747,-0.2073467450002967,0.0
2020-10-20,1.0,-0.13871340866625143,-0.6273689830056054,-0.3581576059554527,-0.6342794436041166,-0.20734347658451224,0.0
2020-10-21,1.0,-0.1394072447859495,-0.627021093541401,-0.35657281870234675,-0.6357433174118137,-0.20799833862402473,0.0
2020-10-22,1.0,-0.1405002818907451,-0.62475890923118,-0.3552416842230201,-0.6376071926649061,-0.20916293285065726,0.0
2020-10-23,1.0,-0.14183555384113233,-0.6235423281208273,-0.35601317468324384,-0.6375775199548975,-0.2083320969704163,0.0
2020-10-26,1.0,-0.14183555384113233,-0.6232159283107327,-0.3560428473932524,-0.6373104655648201,-0.2088662057505712,0.0
2020-10-27,1.0,-0.13866729930903593,-0.6246849144450046,-0.3566916758103259,-0.6395124699742001,-0.2059250911894665,0.0
2020-10-28,1.0,-0.139052815752795,-0.6246849144450046,-0.3567509860324427,-0.6395124699742001,-0.20550991963464904,0.0
