Date,IDYA,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-02,1.0,-1.5055845122859268,-1.4376768428890543,-1.3535368577810871,-1.8017125837676842,-0.34743112434847356,0.0
2020-04-03,1.0,-1.496585510688836,-1.4465558194774346,-1.3512470308788598,-1.7794685273159143,-0.3489459619952494,0.0
2020-04-06,1.0,-1.4928629539235263,-1.4288144368020117,-1.3451667776052068,-1.7761999852081949,-0.3527845573552252,0.0
2020-04-07,1.0,-1.4135903068093247,-1.3366399773258697,-1.282576348047899,-1.742223481896124,-0.3105647275561539,0.0
2020-04-08,1.0,-1.4139181120272961,-1.342266135911288,-1.2742394085868638,-1.7498578333807222,-0.32804947398350864,0.0
2020-04-09,1.0,-1.4073241020594645,-1.3079356153792085,-1.272580305053771,-1.7350811836648625,-0.30596752653405496,0.0
2020-04-13,1.0,-1.4388271691745183,-1.2299254675854308,-1.3004500070313598,-1.7455350864857262,-0.316551821122205,0.0
2020-04-14,1.0,-1.4448506151142355,-1.213005272407733,-1.3145166959578207,-1.7438312829525484,-0.3136731107205624,0.0
2020-04-15,1.0,-1.3994280931789649,-1.2346212860929,-1.2720044636629932,-1.7353187334356255,-0.33317059562003065,0.0
2020-04-16,1.0,-1.4109760333449115,-1.2104897533865926,-1.2810003473428275,-1.7374088225078153,-0.30698159083014936,0.0
2020-04-17,1.0,-1.408263888888889,-1.2131944444444445,-1.2771527777777778,-1.736666666666667,-0.30916666666666665,0.0
2020-04-20,1.0,-1.4240624352510534,-1.1736998411492507,-1.2924235099109054,-1.7278817597900409,-0.2884177084052766,0.0
2020-04-21,1.0,-1.430130551909926,-1.1855356772812047,-1.3031014712993023,-1.724252262209021,-0.26448849899841126,0.0
2020-04-22,1.0,-1.4106945975744212,-1.2246416758544652,-1.2743246968026463,-1.7356670341786107,-0.24552094818081588,0.0
2020-04-23,1.0,-1.389994510019215,-1.2397749107878122,-1.257411474059841,-1.7272852045017841,-0.24800988196541313,0.0
2020-04-24,1.0,-1.3956218493197985,-1.2626890408120988,-1.2594434086043782,-1.7394516953249086,-0.24839444789724469,0.0
2020-04-27,1.0,-1.3945296311645254,-1.2568724962011328,-1.2619146290924161,-1.7445779803840313,-0.2490675507666805,0.0
2020-04-28,1.0,-1.4086147484493452,-1.222880771881461,-1.2685733976567883,-1.7540317022742935,-0.2377670572019297,0.0
2020-04-29,1.0,-1.3906131195133753,-1.2515379829957836,-1.254579387571715,-1.7541992119997236,-0.2613534250362895,0.0
2020-04-30,1.0,-1.3862248748027715,-1.2024422034712217,-1.2642519036838855,-1.765109418947657,-0.24216231048912668,0.0
2020-05-01,1.0,-1.3949424342105263,-1.1905838815789473,-1.2651452850877194,-1.7703536184210527,-0.2320449561403509,0.0
2020-05-04,1.0,-1.3952474977871587,-1.168992986995302,-1.2693538503438415,-1.7773541226935385,-0.19772588002995847,0.0
2020-05-05,1.0,-1.40075034106412,-1.1712824010914051,-1.2781036834924966,-1.7805593451568893,-0.19058663028649384,0.0
2020-05-06,1.0,-1.4274193548387097,-1.1796250344637442,-1.3057623380204026,-1.8087262200165426,-0.17114695340501795,0.0
2020-05-07,1.0,-1.4277639922801213,-1.1796939619520266,-1.3059691204852497,-1.808795147504825,-0.170526606010477,0.0
2020-05-08,1.0,-1.4256831355230473,-1.177546232404085,-1.317968534363787,-1.8095500966050233,-0.16961081976262768,0.0
2020-05-11,1.0,-1.4232840767849744,-1.178359342632233,-1.3175666344427566,-1.818326198038945,-0.16758734981356166,0.0
2020-05-12,1.0,-1.4646627053477805,-1.1812652918559943,-1.3735057672142605,-1.8461377140859838,-0.12506116742397763,0.0
2020-05-13,1.0,-1.465478841870824,-1.1492900890868596,-1.3841174832962138,-1.8527978841870825,-0.10822661469933184,0.0
2020-05-14,1.0,-1.4674757281553399,-1.1340499306518725,-1.3751733703190014,-1.8558252427184467,-0.1022884882108183,0.0
2020-05-15,1.0,-1.474188176519567,-1.1477935054121566,-1.3823202886483488,-1.8561615320566196,-0.07819872328615043,0.0
2020-05-18,1.0,-1.4950294035284233,-1.174180901708205,-1.39344721366564,-1.8678941472976758,-0.07028843461215346,0.0
2020-05-19,1.0,-1.5676420695504665,-1.0499010460842522,-1.5465790217698616,-1.9040147017246256,-0.0,0.0
2020-05-20,1.0,-1.5869117751437294,-1.0244162112286184,-1.5702320959613885,-1.9161757399389596,-0.0,0.0
2020-05-21,1.0,-1.5901361744161433,-0.9782685387709025,-1.5890072673393072,-1.8983278063924365,-0.0,0.0
2020-05-22,1.0,-1.590277287800748,-0.9781979820786003,-1.5885133704931913,-1.89875114654625,-0.0,0.0
2020-05-26,1.0,-1.5909636427815037,-0.9774091069537592,-1.5903988704553478,-1.9008824567596188,-0.0,0.0
2020-05-27,1.0,-1.5891647855530475,-0.9734762979683974,-1.595372460496614,-1.8960919864559818,-0.0,0.0
2020-05-28,1.0,-1.5891472868217056,-0.9713883016208597,-1.5928823114869628,-1.8937984496124034,-0.0,0.0
2020-05-29,1.0,-1.7100587371512483,-0.9090308370044053,-1.7048458149779737,-2.0182085168869315,-0.0,0.0
2020-06-01,1.0,-1.7101321585903084,-0.9085903083700442,-1.704625550660793,-2.018869309838473,-0.0,0.0
2020-06-02,1.0,-1.712753452835733,-0.911328239788422,-1.7013664413752572,-2.02101087275933,-0.0,0.0
2020-06-03,1.0,-1.7375585806739569,-0.9109573755858068,-1.7496838503310275,-2.0406903221007218,-0.0,0.0
2020-06-04,1.0,-1.7432462603259657,-0.8849445560765052,-1.7771079854134109,-2.036838580040188,-0.0,0.0
2020-06-05,1.0,-1.73245386496702,-0.8837915956421848,-1.7601719410064478,-2.034758763803454,-0.0,0.0
2020-06-08,1.0,-1.7590640651865141,-0.8389025940046348,-1.8377065111758988,-2.0397697540554685,-0.0,0.0
2020-06-09,1.0,-1.7717415772491933,-0.8389735124183988,-1.8434006152922637,-2.049448488031815,-0.0,0.0
2020-06-10,1.0,-1.7720417198169132,-0.8358970510992721,-1.8458017558340212,-2.049748630599535,-0.0,0.0
2020-06-11,1.0,-1.7693635544881416,-0.8456919843890723,-1.839687781447013,-2.0504353047132993,-0.0,0.0
2020-06-12,1.0,-1.7112131816856226,-0.7773403324584427,-1.8338436862058907,-1.9684310294546514,-0.0,0.0
2020-06-15,1.0,-1.7151175485843217,-0.7643933328480966,-1.8329572749108376,-1.9660819564742704,-0.0,0.0
2020-06-16,1.0,-1.7187066637471717,-0.7608933654477775,-1.8496460112400555,-1.9695642653820888,-0.0,0.0
2020-06-17,1.0,-1.89254697615664,-0.8659403126480342,-2.0054476551397444,-2.1312174324964475,-0.0,0.0
2020-06-18,1.0,-2.193715895088893,-0.8804787889456082,-2.3150853722936104,-2.411899313501144,-0.0,0.0
2020-06-19,1.0,-2.267470316323756,-0.8985769962838758,-2.3941810930843834,-2.5035801685851538,-0.0,0.0
2020-06-22,1.0,-2.2662378838662924,-0.8959144850077,-2.400398586828517,-2.4961500135881876,-0.0,0.0
2020-06-23,1.0,-2.2678101461112625,-0.8919139667846447,-2.405935202831473,-2.50966512387694,-0.0,0.0
2020-06-24,1.0,-2.2643990929705216,-0.8941496598639456,-2.40562358276644,-2.5062131519274375,-0.0,0.0
2020-06-25,1.0,-2.2586893555394645,-0.868845039826213,-2.425687907313541,-2.4981897175959453,-0.0,0.0
2020-06-26,1.0,-2.2578400361500224,-0.8596475372797108,-2.422864889290556,-2.4972435607772256,-0.0,0.0
2020-06-29,1.0,-2.2443284119553475,-0.8475873244508463,-2.4252790781418794,-2.4853258912495497,-0.0,0.0
2020-06-30,1.0,-2.2867513611615244,-0.8008166969147005,-2.4725045372050816,-2.514337568058076,-0.0,0.0
2020-07-01,1.0,-2.274676558400434,-0.7964353569166741,-2.46258934226002,-2.513616212792907,-0.0,0.0
2020-07-02,1.0,-2.2667574931880106,-0.8328792007266121,-2.4603088101725703,-2.5226158038147135,-0.0,0.0
2020-07-06,1.0,-2.2598083529199062,-0.8246248418007593,-2.449376242994034,-2.5061471704935814,-0.0,0.0
2020-07-07,1.0,-2.2360237282042066,-0.8343519683623943,-2.4212655042243396,-2.4963149379831027,-0.0,0.0
2020-07-08,1.0,-2.2348552939061657,-0.8392953442387202,-2.418658996944095,-2.4950566241236745,-0.0,0.0
2020-07-09,1.0,-2.2298086425298713,-0.844129009073758,-2.4142484951936036,-2.495732638576947,-0.0,0.0
2020-07-10,1.0,-2.229323984178353,-0.8543689320388349,-2.4091154261057173,-2.4968536497662708,-0.0,0.0
2020-07-13,1.0,-2.2354366753433266,-0.8503724979804327,-2.4046315411542953,-2.4854142357059508,-0.0,0.0
2020-07-14,1.0,-2.219400162118346,-0.8623795370620553,-2.3936773844906782,-2.5310276501846345,-0.0,0.0
2020-07-15,1.0,-2.2382501807664497,-0.8485177151120752,-2.4108821402747647,-2.5406724511930587,-0.0,0.0
2020-07-16,1.0,-2.238745254022781,-0.8506599168323993,-2.407430844331947,-2.5433013921533174,-0.0,0.0
2020-07-17,1.0,-2.24185667752443,-0.8526058631921825,-2.41033297140789,-2.543340571842201,-0.0,0.0
2020-07-20,1.0,-2.2721478648820903,-0.8578712555768006,-2.422197942274424,-2.552763361558773,-0.0,0.0
2020-07-21,1.0,-2.2424103877103145,-0.9007863935625458,-2.4105705925384053,-2.5903438185808336,-0.0,0.0
2020-07-22,1.0,-2.2369767866934747,-0.9071467738987388,-2.404770608663864,-2.5901114969840977,-0.0,0.0
2020-07-23,1.0,-2.2435029282576866,-0.9125183016105417,-2.407393850658858,-2.5873901903367496,-0.0,0.0
2020-07-24,1.0,-2.2248585508304433,-0.9289103851067714,-2.390034677860924,-2.5819492608140173,-0.0,0.0
2020-07-27,1.0,-2.2234983137362136,-0.9274450824902014,-2.3853796372254124,-2.5786163522012577,-0.0,0.0
2020-07-28,1.0,-2.226148087282023,-0.9219391947411668,-2.3791655254268234,-2.593536017529444,-0.009129918743723181,0.0
2020-07-29,1.0,-2.239610150790732,-0.910996689959544,-2.383504965060684,-2.611346083118794,-0.04909893343140861,0.0
2020-07-30,1.0,-2.239246323529412,-0.8918198529411766,-2.3865808823529413,-2.614154411764706,-0.059375,0.0
2020-07-31,1.0,-2.226236440522155,-0.9049457620886192,-2.3812281669424524,-2.615094686523258,-0.0652693509836367,0.0
2020-08-03,1.0,-2.25406053894426,-0.890826873385013,-2.3862126245847177,-2.64156515319306,-0.05583241048357327,0.0
2020-08-04,1.0,-2.267584666914775,-0.8711388165240045,-2.4001674730182354,-2.6873836992928912,-0.07787495347971717,0.0
2020-08-05,1.0,-2.268669208592951,-0.8686878080535665,-2.398865432902446,-2.684367153352553,-0.07904770761647913,0.0
2020-08-06,1.0,-2.266381633980853,-0.8590017659633795,-2.4006877962635933,-2.68231248257273,-0.08606747839018494,0.0
2020-08-07,1.0,-2.2684926402086827,-0.8753493571827836,-2.4011552077510716,-2.6726290292528416,-0.0985653065027017,0.0
2020-08-10,1.0,-2.2521212121212124,-0.8943589743589744,-2.3964568764568766,-2.6772960372960375,-0.10377622377622377,0.0
2020-08-11,1.0,-2.2510721611038598,-0.8995897818385233,-2.392224501212008,-2.6739697930262913,-0.10628379638262167,0.0
2020-08-12,1.0,-2.2325775878089575,-0.9023415721984762,-2.3698197361085303,-2.6693923062627762,-0.11782196617729047,0.0
2020-08-13,1.0,-2.217338784612526,-0.9257572941832374,-2.332930682029363,-2.666325961717153,-0.14950752648206653,0.0
2020-08-14,1.0,-2.217670011148272,-0.9270717205499814,-2.3322185061315497,-2.6660163507989596,-0.1473429951690821,0.0
2020-08-17,1.0,-2.2172862453531597,-0.9291821561338289,-2.3315985130111523,-2.663568773234201,-0.15213754646840147,0.0
2020-08-18,1.0,-2.2172982031468207,-0.9259845452006331,-2.316730285820687,-2.6763802253049063,-0.17372684107624986,0.0
2020-08-19,1.0,-2.218027591349739,-0.9342841163310962,-2.3100298284862046,-2.673937360178971,-0.18512304250559283,0.0
2020-08-20,1.0,-2.2168685927306617,-0.9356011183597389,-2.3091332712022363,-2.6733457595526557,-0.1847157502329916,0.0
2020-08-21,1.0,-2.2172008945210586,-0.9310473350726798,-2.3206298919120387,-2.6725680208721583,-0.17648155050316808,0.0
2020-08-24,1.0,-2.210302019640541,-0.9139336668519549,-2.3392625532703355,-2.6500833796553644,-0.15073188808597368,0.0
2020-08-25,1.0,-2.2103409933283915,-0.9183654558932542,-2.340530022238695,-2.6479799851742034,-0.14890659747961454,0.0
2020-08-26,1.0,-2.2066123356177068,-0.9172994999073902,-2.3441378032969067,-2.647249490646416,-0.14548990553806257,0.0
2020-08-27,1.0,-2.182844452669566,-0.9353197001943185,-2.3302489127417414,-2.641806236698436,-0.16294993985379846,0.0
2020-08-28,1.0,-2.0932536141352847,-0.8804212029270033,-2.244958058183116,-2.5166874888452613,-0.1884704622523648,0.0
2020-08-31,1.0,-2.0943463527733193,-0.8764044943820225,-2.250490458355627,-2.5145354021758517,-0.18173711432138398,0.0
2020-09-01,1.0,-2.065819657667196,-0.8782424563260985,-2.222428092465149,-2.4649726486677257,-0.19154755602611612,0.0
2020-09-02,1.0,-2.0508534224881227,-0.8649480907971142,-2.2152912194263594,-2.456185113496393,-0.21098011613584375,0.0
2020-09-03,1.0,-2.032664856817585,-0.8659252123653559,-2.204483755144934,-2.436990979945705,-0.21735703651808388,0.0
2020-09-04,1.0,-1.9469788259597176,-0.8643484248579789,-2.1252367016698224,-2.4202960922706143,-0.2503873300051644,0.0
2020-09-08,1.0,-1.9347676419965576,-0.8697074010327023,-2.113080895008606,-2.4132530120481928,-0.27504302925989677,0.0
2020-09-09,1.0,-1.892286548702972,-0.9055145164061158,-2.0417454045696615,-2.4212334650403715,-0.3288094829067171,0.0
2020-09-10,1.0,-1.8553448422484906,-0.9181903223063186,-1.9875839782294413,-2.3917850157326304,-0.3513053831108087,0.0
2020-09-11,1.0,-1.8435749448310983,-0.9257341707689697,-1.9831098285520286,-2.3829570531318964,-0.3520624681717875,0.0
2020-09-14,1.0,-1.8430740520824498,-0.921112901857664,-1.9818474849435914,-2.3805242174908816,-0.3558401900076343,0.0
2020-09-15,1.0,-1.8404336410603879,-0.9118319640890998,-1.9655289235199458,-2.385279918692301,-0.36656220885915136,0.0
2020-09-16,1.0,-1.8333192389006345,-0.91661733615222,-1.9535729386892178,-2.3713319238900636,-0.38173361522198734,0.0
2020-09-17,1.0,-1.823753169907016,-0.9210481825866441,-1.9461538461538461,-2.3687235841081997,-0.3934065934065934,0.0
2020-09-18,1.0,-1.817481807412422,-0.9179218141817567,-1.950753088509054,-2.3713826366559485,-0.4041292942968353,0.0
2020-09-21,1.0,-1.8115647983768703,-0.9228168061543662,-1.953165948093668,-2.3632597852734807,-0.4030771831938456,0.0
2020-09-22,1.0,-1.8134429564332937,-0.9273605695880657,-1.9605865400915408,-2.3673503983726056,-0.40727241905407696,0.0
2020-09-23,1.0,-1.7975465313028764,-0.9150592216582065,-1.9651438240270727,-2.358544839255499,-0.42394247038917093,0.0
2020-09-24,1.0,-1.7811524508563235,-0.8893950898506707,-1.9481987682443263,-2.3642959588289885,-0.45364042858348097,0.0
2020-09-25,1.0,-1.7808438818565402,-0.8921518987341772,-1.9477637130801688,-2.360168776371308,-0.4579746835443038,0.0
2020-09-28,1.0,-1.7730532354678141,-0.8866953513878343,-1.931747236986417,-2.364464692482916,-0.4806378132118451,0.0
2020-09-29,1.0,-1.7573732141365193,-0.8740078536218564,-1.9014955301194751,-2.338708329852118,-0.48333194084718856,0.0
2020-09-30,1.0,-1.7577504804880089,-0.8735689813654215,-1.9020640093590706,-2.3390991894376203,-0.48366340770452076,0.0
2020-10-01,1.0,-1.746734337299276,-0.885015392295532,-1.891089108910891,-2.3251518429153837,-0.4721690656460604,0.0
2020-10-02,1.0,-1.731792194879443,-0.8768746375010357,-1.8800231999337143,-2.3150219570801225,-0.4818957660120971,0.0
2020-10-05,1.0,-1.7070173991918858,-0.8895027624309392,-1.8533850086583654,-2.2984250020615153,-0.4976498721860312,0.0
2020-10-06,1.0,-1.7129782321899736,-0.8695580474934037,-1.8481200527704487,-2.308129947229552,-0.5066787598944591,0.0
2020-10-07,1.0,-1.7032794990112063,-0.8829927488464074,-1.841381015161503,-2.3010876730388925,-0.5111239288068556,0.0
2020-10-08,1.0,-1.7011097410604195,-0.8759556103575833,-1.842170160295931,-2.299054665022606,-0.5020139745170572,0.0
2020-10-09,1.0,-1.7041420118343196,-0.8731919789612097,-1.8436061801446417,-2.2958579881656807,-0.5014792899408284,0.0
2020-10-12,1.0,-1.6967206377907456,-0.8726062299663023,-1.839237281170379,-2.2922659653160187,-0.5181227911564067,0.0
2020-10-13,1.0,-1.6826425933524825,-0.8812474353713583,-1.8324169060320066,-2.283052933935166,-0.5273697168649979,0.0
2020-10-14,1.0,-1.6836533727227967,-0.8799441982602988,-1.8348104382077797,-2.282783522074512,-0.5248645987198425,0.0
2020-10-15,1.0,-1.6797771222549984,-0.8770075385119633,-1.8311209439528024,-2.278187479514913,-0.5278597181252049,0.0
2020-10-16,1.0,-1.6804258804258805,-0.8750204750204751,-1.8324324324324324,-2.2736281736281736,-0.5285831285831286,0.0
2020-10-19,1.0,-1.6761865793780688,-0.8729950900163665,-1.8233224222585924,-2.2728314238952536,-0.5378887070376431,0.0
2020-10-20,1.0,-1.6704786799542557,-0.8715896095409247,-1.8199640581604313,-2.265887926809345,-0.5406796275118445,0.0
2020-10-21,1.0,-1.670725727361883,-0.8704642039882314,-1.825923504413207,-2.265446224256293,-0.540045766590389,0.0
2020-10-22,1.0,-1.67162471395881,-0.8666230794377248,-1.822654462242563,-2.268633540372671,-0.5431513566525009,0.0
2020-10-23,1.0,-1.6696925089957473,-0.8693981027150801,-1.8229473339875695,-2.271180896303566,-0.5447333987569513,0.0
2020-10-26,1.0,-1.6728749589760419,-0.8628158844765343,-1.830735149327207,-2.278388578930095,-0.5599770265835248,0.0
2020-10-27,1.0,-1.6681673078497177,-0.8570843906032577,-1.8370303675206678,-2.27576328067447,-0.5472701972661046,0.0
2020-10-28,1.0,-1.4441710688182936,-0.7763224545915044,-1.5479412403212967,-2.029090382806281,-0.43888848686590926,0.0
