Date,ED,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23614445778311327,-0.44180172068827533,-0.0,-0.4848939575830332,-0.33816026410564226,0.0
2018-09-25,1.0,-0.23395429519571612,-0.44736908263569397,-0.0,-0.489051461900093,-0.3436407974457601,0.0
2018-09-26,1.0,-0.23259625324626207,-0.4478959179042384,-0.0,-0.49118781674693024,-0.3496633972920501,0.0
2018-09-27,1.0,-0.23153707785462743,-0.4566137163993818,-0.0,-0.49337488282536546,-0.3519799346355552,0.0
2018-09-28,1.0,-0.23465630634062112,-0.4565399558162566,-0.0,-0.49480714049922553,-0.353266803788629,0.0
2018-10-01,1.0,-0.23462077756532823,-0.4622817080943276,-0.0,-0.49646908859145955,-0.35602294455066924,0.0
2018-10-02,1.0,-0.2344702670986505,-0.4653945253705452,-0.0,-0.4957269318094849,-0.3554682517411158,0.0
2018-10-03,1.0,-0.23539682132128278,-0.4546434898708502,-0.0,-0.5066629008652785,-0.3708886435412227,0.0
2018-10-04,1.0,-0.2422213064084072,-0.44938697712755,-0.0,-0.5162013187718937,-0.36794250978776016,0.0
2018-10-05,1.0,-0.22578824495241026,-0.43974960876369323,-0.0,-0.5237178993817183,-0.376228225454732,0.0
2018-10-08,1.0,-0.2233831742028463,-0.4391744087294438,-0.0,-0.5324909282754716,-0.37849036209691944,0.0
2018-10-09,1.0,-0.22034858275622377,-0.4391267409829313,-0.0,-0.5339958293643642,-0.3809952887264115,0.0
2018-10-10,1.0,-0.22186188968676807,-0.4381643631122436,-0.0,-0.5350680771111626,-0.3787094947623092,0.0
2018-10-11,1.0,-0.16790423920331787,-0.4197978493555517,-0.0,-0.5162291702883255,-0.37949189162341374,0.0
2018-10-12,1.0,-0.1651132479157957,-0.4130536359835723,-0.0,-0.5107099820475617,-0.37036126208100734,0.0
2018-10-15,1.0,-0.13764245452531568,-0.4422428434292465,-0.0,-0.5083072833337435,-0.3732247027838629,0.0
2018-10-16,1.0,-0.1353466735582958,-0.44591301779517095,-0.0,-0.5075438726033129,-0.37249255457924146,0.0
2018-10-17,1.0,-0.12253585854921026,-0.420022736618049,-0.0,-0.5020680647267978,-0.37416249425537573,0.0
2018-10-18,1.0,-0.12212522067180964,-0.4192643466905274,-0.0,-0.5027931609876424,-0.37416265628400763,0.0
2018-10-19,1.0,-0.10811458707898837,-0.40769507371449115,-0.0,-0.507299532542251,-0.37411003236245954,0.0
2018-10-22,1.0,-0.10835057001298765,-0.39833565828082157,-0.0,-0.5160421376689596,-0.382413776516427,0.0
2018-10-23,1.0,-0.10739983154855012,-0.39870051738659606,-0.0,-0.5171940801347612,-0.38315485501143065,0.0
2018-10-24,1.0,-0.10600341403601567,-0.39771115331906814,-0.0,-0.5176351789964657,-0.38292501142019086,0.0
2018-10-25,1.0,-0.0727690086849516,-0.3689329578531368,-0.0,-0.5556475850155004,-0.369122275599309,0.0
2018-10-26,1.0,-0.0530390652661395,-0.36511271096423936,-0.0,-0.5742240056650536,-0.36806325976631654,0.0
2018-10-29,1.0,-0.041096854401726446,-0.36649386596608097,-0.0,-0.5693978560202669,-0.36872229129037554,0.0
2018-10-30,1.0,-0.024596916558785452,-0.37022478521831237,-0.0,-0.5733553018712487,-0.3855713781334589,0.0
2018-10-31,1.0,-0.02862479570394583,-0.35332710716787297,-0.0,-0.5715386411393882,-0.38132150361895867,0.0
2018-11-01,1.0,-0.004832051041471196,-0.3781197222743479,-0.0,-0.5760696190654907,-0.3866344529930569,0.0
2018-11-02,1.0,-0.010163170163170164,-0.3538927738927739,-0.0,-0.5841258741258741,-0.38282051282051277,0.0
2018-11-05,1.0,-0.012855573475445855,-0.34941448706261835,-0.0,-0.585419442301849,-0.3896874926956969,0.0
2018-11-06,1.0,-0.008164321678979812,-0.34941885087760577,-0.0,-0.5944190861606512,-0.4008281963201732,0.0
2018-11-07,1.0,-0.009040694929657256,-0.3513360400339911,-0.0,-0.5972995939949013,-0.4027948257954867,0.0
2018-11-08,1.0,-0.0,-0.3477670630090815,-0.0,-0.5910729332459507,-0.40176481602846176,0.0
2018-11-09,1.0,-0.0,-0.34771924076111127,-0.0,-0.591054836520233,-0.40164298921056946,0.0
2018-11-12,1.0,-0.0,-0.33230604001774416,-0.0,-0.6015269314281712,-0.40092456398403026,0.0
2018-11-13,1.0,-0.0,-0.3212898751733703,-0.0,-0.5982431807674525,-0.39204808136846975,0.0
2018-11-14,1.0,-0.0,-0.3211758175678801,-0.0,-0.5993107914334614,-0.3922706878208983,0.0
2018-11-15,1.0,-0.0,-0.32170981225319256,-0.0,-0.6023370205297555,-0.38526199108606796,0.0
2018-11-16,1.0,-0.0,-0.32414983682542686,-0.0,-0.6223809298585821,-0.4183181194721657,0.0
2018-11-19,1.0,-0.0,-0.32452446295069554,-0.0,-0.622787924671146,-0.4185435790669064,0.0
2018-11-20,1.0,-0.0,-0.3075602990267526,-0.0,-0.6147914805585594,-0.4284639616343035,0.0
2018-11-21,1.0,-0.0,-0.3042313248520434,-0.0,-0.6197399692436739,-0.40603010391910155,0.0
2018-11-23,1.0,-0.0,-0.2914780417230597,-0.0,-0.6309096000373361,-0.4111168152331171,0.0
2018-11-26,1.0,-0.0,-0.2951703219785348,-0.0,-0.6289314045730285,-0.40907606159589366,0.0
2018-11-27,1.0,-0.0,-0.29298697680896996,-0.0,-0.6240685284490564,-0.40436892076978437,0.0
2018-11-28,1.0,-0.0,-0.2868770493709449,-0.0,-0.6301248808167251,-0.40852538313062486,0.0
2018-11-29,1.0,-0.0,-0.27188770704587745,-0.0,-0.6181166578602771,-0.4072916905970732,0.0
2018-11-30,1.0,-0.0,-0.2724891431722617,-0.0,-0.6199765630385331,-0.40527561407136786,0.0
2018-12-03,1.0,-0.0,-0.27389121724312626,-0.0,-0.6218624786993967,-0.40701423110578916,0.0
2018-12-04,1.0,-0.0,-0.27290690193916,-0.0,-0.6195662163404099,-0.40510982446466315,0.0
2018-12-06,1.0,-0.0,-0.21778382113639908,-0.0,-0.6276944339181025,-0.38360714206103297,0.0
2018-12-07,1.0,-0.0,-0.2175357246360657,-0.0,-0.6277726999130571,-0.3839980382103127,0.0
2018-12-10,1.0,-0.0,-0.21677040568578113,-0.0,-0.6249282655718889,-0.36551450139054426,0.0
2018-12-11,1.0,-0.0,-0.21681718815554132,-0.0,-0.6287234747278468,-0.36259853821184884,0.0
2018-12-12,1.0,-0.0,-0.21709552733296522,-0.0,-0.629530646051905,-0.36209828823854223,0.0
2018-12-13,1.0,-0.0,-0.2136795580110497,-0.0,-0.6355359116022099,-0.36072928176795577,0.0
2018-12-14,1.0,-0.0,-0.19952973536523147,-0.0,-0.6532463787404893,-0.36543111288569463,0.0
2018-12-17,1.0,-0.0,-0.19473068690836073,-0.0,-0.6408129040799665,-0.37103643063615704,0.0
2018-12-18,1.0,-0.0,-0.20725864230700342,-0.0,-0.6543972774493999,-0.3772837184309511,0.0
2018-12-19,1.0,-0.0,-0.20771918820841362,-0.0,-0.6548317727700371,-0.3774920478473187,0.0
2018-12-20,1.0,-0.0,-0.1986193074267899,-0.0,-0.6554949337490257,-0.37280926400178155,0.0
2018-12-21,1.0,-0.0,-0.19846685572492026,-0.0,-0.660160404112017,-0.3568991492378589,0.0
2018-12-24,1.0,-0.0,-0.18533506344982295,-0.0,-0.6540280190899294,-0.3599375398623238,0.0
2018-12-26,1.0,-0.0,-0.19607039592013295,-0.0,-0.6938733693053752,-0.3867677526580607,0.0
2018-12-27,1.0,-0.0,-0.16622950819672133,-0.0,-0.6350382513661202,-0.3845245901639344,0.0
2018-12-28,1.0,-0.0,-0.16601818658739181,-0.0,-0.6352627437265017,-0.3845851184751246,0.0
2018-12-31,1.0,-0.0,-0.16505236460633624,-0.0,-0.6359184030434878,-0.38544285807989154,0.0
2019-01-02,1.0,-0.0,-0.16404612159329143,-0.0,-0.633866177498253,-0.38587526205450734,0.0
2019-01-03,1.0,-0.0,-0.16635624602844185,-0.0,-0.6523873173083243,-0.3724609417796963,0.0
2019-01-04,1.0,-0.0,-0.16774797526778715,-0.0,-0.6350692327788906,-0.37431420360532963,0.0
2019-01-07,1.0,-0.0,-0.15009517291528543,-0.0,-0.6277134974442329,-0.36090852706546617,0.0
2019-01-08,1.0,-0.0,-0.13633349731568029,-0.0,-0.6420122772870189,-0.3605544029260154,0.0
2019-01-09,1.0,-0.0,-0.13340455079585514,-0.0,-0.6413203717551543,-0.36182031834205747,0.0
2019-01-10,1.0,-0.0,-0.130982905982906,-0.0,-0.6448076923076922,-0.36096153846153844,0.0
2019-01-11,1.0,-0.0,-0.12730591646086115,-0.0,-0.6499302050896596,-0.37029958123053797,0.0
2019-01-14,1.0,-0.0,-0.1308880308880309,-0.0,-0.6493564993564993,-0.3647361647361647,0.0
2019-01-15,1.0,-0.0,-0.13471167127071823,-0.0,-0.6475310773480663,-0.3759064226519337,0.0
2019-01-16,1.0,-0.0,-0.13866672430936838,-0.0,-0.6488694825126454,-0.37406510743158533,0.0
2019-01-17,1.0,-0.0,-0.14306314837932074,-0.0,-0.6428479187292842,-0.3664069562222892,0.0
2019-01-18,1.0,-0.0,-0.14731542167628803,-0.0,-0.6418247319762143,-0.38109292938061545,0.0
2019-01-22,1.0,-0.0,-0.025503413335623202,-0.0,-0.8266712464041904,-0.2945987720578764,0.0
2019-01-23,1.0,-0.0,-0.0,-0.0,-0.8254685659205312,-0.31654707079361677,0.0
2019-01-24,1.0,-0.0,-0.0,-0.0,-0.822730873819669,-0.31845919962315056,0.0
2019-01-25,1.0,-0.0,-0.0,-0.0,-0.929888335038419,-0.24681656907773014,0.0
2019-01-28,1.0,-0.0,-0.0,-0.0,-0.9326868722007218,-0.2415097621428882,0.0
2019-01-29,1.0,-0.0,-0.0,-0.0,-0.9348522838765944,-0.24545950070860134,0.0
2019-01-30,1.0,-0.0,-0.0,-0.0,-0.9339061034911359,-0.24669094398046185,0.0
2019-01-31,1.0,-0.0,-0.0,-0.0,-0.9063023109198025,-0.2676362529620209,0.0
2019-02-01,1.0,-0.0,-0.0,-0.0,-0.9119750556015873,-0.26847935109676857,0.0
2019-02-04,1.0,-0.0,-0.0,-0.0,-0.9199554701824849,-0.2628787217322972,0.0
2019-02-05,1.0,-0.0,-0.0,-0.0,-0.9210864219025441,-0.2552395046682191,0.0
2019-02-06,1.0,-0.0,-0.0,-0.0,-0.9174760445864025,-0.25537231384307846,0.0
2019-02-07,1.0,-0.0,-0.0,-0.0,-0.9207404510494068,-0.25196627992873594,0.0
2019-02-08,1.0,-0.0,-0.0,-0.0,-0.9348794946129548,-0.2285924451559863,0.0
2019-02-11,1.0,-0.0,-0.0,-0.0,-0.9398060779592634,-0.22934426585106615,0.0
2019-02-12,1.0,-0.0,-0.0,-0.0,-0.9339733032850828,-0.23296784259339515,0.0
2019-02-13,1.0,-0.0,-0.0,-0.0,-0.9303054540738018,-0.23143604487775352,0.0
2019-02-14,1.0,-0.0,-0.0,-0.0,-0.9417745719996523,-0.23081602502824367,0.0
2019-02-15,1.0,-0.0,-0.0,-0.0,-0.9417401886218436,-0.23132252596809946,0.0
2019-02-19,1.0,-0.0,-0.0,-0.0,-0.9336151490316179,-0.22313764396324892,0.0
2019-02-20,1.0,-0.0,-0.0,-0.0,-0.926791478373144,-0.22513449537335917,0.0
2019-02-21,1.0,-0.0,-0.0,-0.0,-0.9282384031970436,-0.22031239928668114,0.0
2019-02-22,1.0,-0.0,-0.0,-0.0,-0.9331900257953568,-0.21642304385210664,0.0
2019-02-25,1.0,-0.0,-0.0,-0.0,-0.9558168964915343,-0.22606475824751263,0.0
2019-02-26,1.0,-0.0,-0.0,-0.0,-0.9588924527066833,-0.22303680914664747,0.0
2019-02-27,1.0,-0.0,-0.0,-0.0,-0.9609816808227254,-0.2224939409157405,0.0
2019-02-28,1.0,-0.0,-0.0,-0.0,-0.960034942127102,-0.22384800174710637,0.0
