Date,IWF,IWM,MTUM,SPY,VLUE,VNO,VXX
2018-09-24,-0.27495814148179154,-0.4980640435328589,-0.0,-0.479227710339054,-0.3639074926747593,1.0,0.0
2018-09-25,-0.2718633180645501,-0.5051334702258727,-0.0,-0.48454693834570634,-0.37100510714473756,1.0,0.0
2018-09-26,-0.27206675968094346,-0.5053307710532551,-0.0,-0.48453418274672916,-0.3705478189907074,1.0,0.0
2018-09-27,-0.2703633089715073,-0.5169738375172122,-0.0,-0.48726300180065674,-0.3734509056244042,1.0,0.0
2018-09-28,-0.2695760400391918,-0.5177819558827423,-0.0,-0.4871699811985276,-0.37356671874586234,1.0,0.0
2018-10-01,-0.26929004144967583,-0.5231958762886598,-0.0,-0.4884684876182379,-0.37604952704857053,1.0,0.0
2018-10-02,-0.2683679714734293,-0.5316000957981851,-0.0,-0.48673461241650917,-0.3743580191064158,1.0,0.0
2018-10-03,-0.2680338333865305,-0.5283274816469837,-0.0,-0.48744547292265133,-0.37605064368549845,1.0,0.0
2018-10-04,-0.27341731696274,-0.5224918102644684,-0.0,-0.49473992595946414,-0.3726529416464697,1.0,0.0
2018-10-05,-0.2638027048528242,-0.5166534075841952,-0.0,-0.4968708565367277,-0.3744895253248476,1.0,0.0
2018-10-08,-0.26235238044802206,-0.5147487157760948,-0.0,-0.4972726791293756,-0.3735370439019224,1.0,0.0
2018-10-09,-0.25546455352869224,-0.5174706163910014,-0.0,-0.5035632611817263,-0.38265170451523695,1.0,0.0
2018-10-10,-0.25595427963849016,-0.5169059011164274,-0.0,-0.5038809144072303,-0.3814460393407762,1.0,0.0
2018-10-11,-0.20868238701003208,-0.5053004447202399,-0.0,-0.48815803082014686,-0.3834677836384321,1.0,0.0
2018-10-12,-0.2035379866677042,-0.5094545171581978,-0.0,-0.4939952792260006,-0.38684408476642546,1.0,0.0
2018-10-15,-0.18097285536676339,-0.5311075424782429,-0.0,-0.49044239535847495,-0.3876398673849979,1.0,0.0
2018-10-16,-0.17973686936703615,-0.5329949238578681,-0.0,-0.4899513104734279,-0.3871853309851859,1.0,0.0
2018-10-17,-0.1694208533715338,-0.5132252123196562,-0.0,-0.48623759336948735,-0.389184487874757,1.0,0.0
2018-10-18,-0.16939960604742782,-0.5134429919930419,-0.0,-0.48614770663324036,-0.3891688623979944,1.0,0.0
2018-10-19,-0.15819811584266524,-0.5048627510728524,-0.0,-0.4882811508087656,-0.38792818872044893,1.0,0.0
2018-10-22,-0.15808860888121126,-0.4969515293161264,-0.0,-0.49296311350472516,-0.39238898485926227,1.0,0.0
2018-10-23,-0.1527482927078804,-0.5022891781978157,-0.0,-0.5030053456786966,-0.39969818656162875,1.0,0.0
2018-10-24,-0.15122636688809402,-0.49885028104241186,-0.0,-0.5038068472151251,-0.4010475217169136,1.0,0.0
2018-10-25,-0.12191415688912138,-0.46551079889395414,-0.0,-0.5229803452656752,-0.3806890366938196,1.0,0.0
2018-10-26,-0.11432173225232352,-0.4582015028673127,-0.0,-0.5237047656713467,-0.3755932370970932,1.0,0.0
2018-10-29,-0.10777306782334384,-0.4591384069400631,-0.0,-0.5220573738170347,-0.375517547318612,1.0,0.0
2018-10-30,-0.08621885371773914,-0.4646059345123099,-0.0,-0.527814930400753,-0.3982018130480012,1.0,0.0
2018-10-31,-0.09145320197044335,-0.44753694581280784,-0.0,-0.5283990147783251,-0.3956403940886699,1.0,0.0
2018-11-01,-0.08198858604742694,-0.4545655810292237,-0.0,-0.5277477122896783,-0.3956016924136574,1.0,0.0
2018-11-02,-0.08660010766896686,-0.43341653208045805,-0.0,-0.534747712034454,-0.3922576224734498,1.0,0.0
2018-11-05,-0.0875792669490488,-0.4313101388242783,-0.0,-0.5349019415811767,-0.39460862326469653,1.0,0.0
2018-11-06,-0.0854256571204394,-0.430095135347195,-0.0,-0.5377844252648097,-0.3986612397018439,1.0,0.0
2018-11-07,-0.08657443875541553,-0.4323798739661284,-0.0,-0.5415517920441119,-0.4011175659708547,1.0,0.0
2018-11-08,-0.06924260557360232,-0.4325769972889138,-0.0,-0.5360134821581222,-0.4045868646655105,1.0,0.0
2018-11-09,-0.068273485052189,-0.4333276296169547,-0.0,-0.5379500843335207,-0.40489867755261677,1.0,0.0
2018-11-12,-0.06795927315243339,-0.42020265991133626,-0.0,-0.544526720904175,-0.4031275880547572,1.0,0.0
2018-11-13,-0.047605238992798796,-0.41706539074960125,-0.0,-0.5503600599294379,-0.40147890387124835,1.0,0.0
2018-11-14,-0.0488093799105524,-0.4165598936298803,-0.0,-0.5508521697086909,-0.40128127644143596,1.0,0.0
2018-11-15,-0.048440145102781135,-0.4197823458282951,-0.0,-0.5572188633615478,-0.392938331318017,1.0,0.0
2018-11-16,-0.043848610976672156,-0.41210918594521345,-0.0,-0.5599893524344207,-0.4039783176846385,1.0,0.0
2018-11-19,-0.041816067448396166,-0.41363019672448875,-0.0,-0.562069968020157,-0.40517492005039246,1.0,0.0
2018-11-20,-0.008940836245330763,-0.4077117725027112,-0.0,-0.5692011085672973,-0.4240751897819014,1.0,0.0
2018-11-21,-0.008935629925975611,-0.4039240112114606,-0.0,-0.568478547301344,-0.41427305176915885,1.0,0.0
2018-11-23,-0.010416666666666666,-0.3926245210727969,-0.0,-0.5749760536398467,-0.4166427203065134,1.0,0.0
2018-11-26,-0.010198218902614192,-0.39342143062338414,-0.0,-0.5743560279613138,-0.41597242171789717,1.0,0.0
2018-11-27,-0.0035036705119649157,-0.39579559538564213,-0.0,-0.571622652302412,-0.41252740966727053,1.0,0.0
2018-11-28,-0.003551762770851708,-0.3970584729803819,-0.0,-0.5708803127458225,-0.41224285475912376,1.0,0.0
2018-11-29,-0.0,-0.3899697055760674,-0.0,-0.5654880242355391,-0.4112941399223705,1.0,0.0
2018-11-30,-0.0,-0.3899957408546685,-0.0,-0.566087738393829,-0.41010837158676827,1.0,0.0
2018-12-03,-0.0,-0.3922346236048445,-0.0,-0.5694134409878889,-0.4130847779624792,1.0,0.0
2018-12-04,-0.0,-0.39272348287460324,-0.0,-0.5653512719693022,-0.41058316357951585,1.0,0.0
2018-12-06,-0.0,-0.3591015507290049,-0.0,-0.5647527873716418,-0.394126237222132,1.0,0.0
2018-12-07,-0.0,-0.36256249273340313,-0.0,-0.571049877921172,-0.39169863969305896,1.0,0.0
2018-12-10,-0.0,-0.35938654841093864,-0.0,-0.5676043976348855,-0.3826681448632668,1.0,0.0
2018-12-11,-0.0,-0.3602893593417768,-0.0,-0.564874734214662,-0.3860127576962189,1.0,0.0
2018-12-12,-0.0,-0.3603920118343195,-0.0,-0.5646033653846153,-0.3864182692307692,1.0,0.0
2018-12-13,-0.0,-0.3576026585484883,-0.0,-0.5792568148544073,-0.38704654783760545,1.0,0.0
2018-12-14,-0.0,-0.3481049427183789,-0.0,-0.587339948411684,-0.3883298863662771,1.0,0.0
2018-12-17,-0.0,-0.3448954546507051,-0.0,-0.5779285433116448,-0.39268761432838584,1.0,0.0
2018-12-18,-0.0,-0.35216326530612246,-0.0,-0.5852594752186588,-0.39493877551020407,1.0,0.0
2018-12-19,-0.0,-0.35258011062618155,-0.0,-0.5855952575442855,-0.39571031810861906,1.0,0.0
2018-12-20,-0.0,-0.3551970068981644,-0.0,-0.5857359990646557,-0.3974044195019292,1.0,0.0
2018-12-21,-0.0,-0.3537313432835821,-0.0,-0.5859141791044776,-0.3924440298507463,1.0,0.0
2018-12-24,-0.0,-0.345589259999071,-0.0,-0.5822223254517583,-0.39485297533330244,1.0,0.0
2018-12-26,-0.0,-0.3448372093023256,-0.0,-0.5851162790697674,-0.39562790697674416,1.0,0.0
2018-12-27,-0.0,-0.3270030212852956,-0.0,-0.5503736852865678,-0.3942890892982895,1.0,0.0
2018-12-28,-0.0,-0.33019189281253547,-0.0,-0.5490405359373226,-0.39171113886681047,1.0,0.0
2018-12-31,-0.0,-0.33168271851717246,-0.0,-0.5485644194075958,-0.39126385607850256,1.0,0.0
2019-01-02,-0.0,-0.3309502734844874,-0.0,-0.5465604502848324,-0.39207008465536414,1.0,0.0
2019-01-03,-0.0,-0.33537407195888064,-0.0,-0.57478012564249,-0.37427755568246723,1.0,0.0
2019-01-04,-0.0,-0.3371590909090909,-0.0,-0.559590909090909,-0.3759545454545455,1.0,0.0
2019-01-07,-0.0,-0.32136614226166466,-0.0,-0.5550177042714356,-0.3646631706333199,1.0,0.0
2019-01-08,-0.0,-0.32489451476793246,-0.0,-0.5535954753568543,-0.3658766496094802,1.0,0.0
2019-01-09,-0.0,-0.33453594299630196,-0.0,-0.5564850726075584,-0.3638721024623433,1.0,0.0
2019-01-10,-0.0,-0.33310795582600855,-0.0,-0.557561415370746,-0.36310570205093534,1.0,0.0
