Date,IWF,IWM,MTUM,QNST,SPY,VLUE,VXX
2018-09-24,-1.9682520225545477,-3.067786222113263,-1.3339053689629812,1.0,-2.4800196126501595,-2.407943123314538,0.0
2018-09-25,-1.9738714425907753,-3.067222767419038,-1.3408979391560354,1.0,-2.47963689892051,-2.405299313052012,0.0
2018-09-26,-1.9738714425907753,-3.067222767419038,-1.3410206084396468,1.0,-2.47963689892051,-2.4051766437684003,0.0
2018-09-27,-1.9725725480592626,-3.0554671237908657,-1.340761601567283,1.0,-2.4750826496877676,-2.4003918207420103,0.0
2018-09-28,-1.9702570379436966,-3.0556915544675647,-1.340514075887393,1.0,-2.4739290085679317,-2.399388004895961,0.0
2018-10-01,-1.9707323046779328,-3.0584129316678914,-1.3408033308841538,1.0,-2.4751408278226794,-2.4009306882194466,0.0
2018-10-02,-1.9713340683572218,-3.0627220384662506,-1.3410510841602352,1.0,-2.474702927845155,-2.400588019110621,0.0
2018-10-03,-1.9709701126898578,-3.0483831455169033,-1.339294463498285,1.0,-2.480279274865262,-2.4099706026457617,0.0
2018-10-04,-1.9724703291325094,-3.0384191851217426,-1.33879848280925,1.0,-2.4820751254129454,-2.4036461519637835,0.0
2018-10-05,-1.9457743038593063,-3.028456277479238,-1.30752320468979,1.0,-2.501954079140205,-2.4294088910600884,0.0
2018-10-08,-1.945959163711945,-3.0289766475119206,-1.2997921506296612,1.0,-2.5163222887883605,-2.4353832986917716,0.0
2018-10-09,-1.9434192838812172,-3.028229255774166,-1.2953684467799096,1.0,-2.5166809238665526,-2.4367591347916413,0.0
2018-10-10,-1.9553483807654564,-3.037536800785084,-1.303974484789009,1.0,-2.529685966633955,-2.4403827281648676,0.0
2018-10-11,-1.7536951501154736,-2.9420323325635107,-1.071593533487298,1.0,-2.405889145496536,-2.374133949191686,0.0
2018-10-12,-1.747897249374858,-2.9135030688792907,-1.0435326210502387,1.0,-2.350875198908843,-2.310411457149352,0.0
2018-10-15,-1.710562258137947,-2.9979512861370368,-0.9805372183018439,1.0,-2.3601183701343045,-2.3324607329842935,0.0
2018-10-16,-1.7089560752994866,-3.0280661722760978,-0.9657729606389047,1.0,-2.3670279520821444,-2.3393040501996576,0.0
2018-10-17,-1.6338168530616763,-2.9097552873435943,-0.8924814527737792,1.0,-2.3208946960469494,-2.316133318569372,0.0
2018-10-18,-1.6620051877748958,-2.9587233562648025,-0.9088756061802188,1.0,-2.380286455396414,-2.367993684447953,0.0
2018-10-19,-1.6232158786797504,-2.9259589652096345,-0.8686440677966102,1.0,-2.3748884924174845,-2.358050847457627,0.0
2018-10-22,-1.6272778088317494,-2.936277249860257,-0.8772498602571268,1.0,-2.377417551704863,-2.3610955841252097,0.0
2018-10-23,-1.6291079812206575,-2.935278336686787,-0.8816230717639169,1.0,-2.373686563827409,-2.358484238765929,0.0
2018-10-24,-1.6255855453937094,-2.927838501003792,-0.868949364265001,1.0,-2.372406870399286,-2.3584653134062012,0.0
2018-10-25,-1.500690241053414,-2.7683975788467663,-0.7934586386322607,1.0,-2.321227567165764,-2.2353191037485396,0.0
2018-10-26,-1.4563309653155034,-2.727434183033849,-0.738926034266611,1.0,-2.318951107396573,-2.205390722941914,0.0
2018-10-29,-1.4185104393892178,-2.7499740313701047,-0.6999065129323777,1.0,-2.3023787264983904,-2.2165783733250235,0.0
2018-10-30,-1.4019964645939482,-2.757824685452844,-0.6852448788603515,1.0,-2.310803784964126,-2.2423832796090255,0.0
2018-10-31,-1.3945095619987662,-2.7024470491466177,-0.675817396668723,1.0,-2.2920008225375286,-2.2169442730824596,0.0
2018-11-01,-1.4444561329686512,-2.7491058278981697,-0.6986114033242162,1.0,-2.3538817588891225,-2.273616663160109,0.0
2018-11-02,-1.4306046125077914,-2.6971743195512157,-0.676708913359651,1.0,-2.338769997922294,-2.24537710367754,0.0
2018-11-05,-1.4241984019923215,-2.7088305489260143,-0.675417661097852,1.0,-2.3361004461969492,-2.232126180346581,0.0
2018-11-06,-1.430438842203548,-2.7138707334785765,-0.6724763979665941,1.0,-2.332192136113705,-2.2255420686793235,0.0
2018-11-07,-1.4365137422928207,-2.735395548124151,-0.6892047235865816,1.0,-2.3466401922875955,-2.242763089142021,0.0
2018-11-08,-1.3746666666666667,-2.7174358974358976,-0.6268717948717949,1.0,-2.3095384615384615,-2.228,0.0
2018-11-09,-1.373423561980929,-2.7159848251819954,-0.6280118937762739,1.0,-2.3090331180149697,-2.226699477083974,0.0
2018-11-12,-1.3637843336724316,-2.673855544252289,-0.6206510681586979,1.0,-2.3053916581892167,-2.209359104781282,0.0
2018-11-13,-1.318369401107197,-2.6684448917966788,-0.5653749370910921,1.0,-2.3099144438852544,-2.20322093608455,0.0
2018-11-14,-1.3187632188538625,-2.670661698056199,-0.5654144425420485,1.0,-2.311511733306476,-2.205055896867761,0.0
2018-11-15,-1.3137865247514813,-2.6662315493523447,-0.5598955718445627,1.0,-2.3076614117883323,-2.1935937343106735,0.0
2018-11-16,-1.312877263581489,-2.6575452716297785,-0.5484909456740442,1.0,-2.3211267605633803,-2.2202213279678067,0.0
2018-11-19,-1.3181772356084283,-2.658836576267769,-0.5614477265853413,1.0,-2.3211009174311927,-2.221998185300938,0.0
2018-11-20,-1.2524397530372435,-2.638617805218084,-0.4888468432583151,1.0,-2.3246365265883293,-2.25363473411671,0.0
2018-11-21,-1.240337453403963,-2.6036884441828523,-0.4864626250735727,1.0,-2.293407886992348,-2.18569746909947,0.0
2018-11-23,-1.236324493590371,-2.5875330267149423,-0.486642528623153,1.0,-2.2930815148253254,-2.182013895684509,0.0
2018-11-26,-1.2362443704719013,-2.598981789700411,-0.483551987468181,1.0,-2.2915606030937927,-2.1800469943215197,0.0
2018-11-27,-1.2179574385385288,-2.603342726654358,-0.4485472743173647,1.0,-2.2802448741618893,-2.167039160431445,0.0
2018-11-28,-1.2179998056176498,-2.6072504616580816,-0.44863446399066964,1.0,-2.278841481193508,-2.1663912916707164,0.0
2018-11-29,-1.157864578359278,-2.5733931811670328,-0.387069047846433,1.0,-2.2652086715690958,-2.1667462515519054,0.0
2018-11-30,-1.1612317108157215,-2.5789423352778043,-0.3842402218609544,1.0,-2.2720665582863155,-2.1665869752319025,0.0
2018-12-03,-1.1578495034377387,-2.578972498090145,-0.3765278838808251,1.0,-2.2711038961038965,-2.1648204736440033,0.0
2018-12-04,-1.1368301026225769,-2.580197643481566,-0.37162675788673505,1.0,-2.258456860509312,-2.154979095400988,0.0
2018-12-06,-1.060666971219735,-2.4141617176793058,-0.40264961169483776,1.0,-2.205207857469164,-2.0539058931018728,0.0
2018-12-07,-1.062220191868433,-2.413796253997259,-0.4039287345820009,1.0,-2.204933759707629,-2.0516217450890815,0.0
2018-12-10,-1.0066367713004485,-2.402062780269058,-0.3712107623318386,1.0,-2.182690582959641,-2.00609865470852,0.0
2018-12-11,-1.0118438761776583,-2.4,-0.3755944369672499,1.0,-2.1845670704351727,-2.000628084342755,0.0
2018-12-12,-1.0131035720696462,-2.4001077005923532,-0.3765033207682642,1.0,-2.185424519834859,-1.9999102495063723,0.0
2018-12-13,-1.0092252575011196,-2.3903269144648456,-0.37850425436632334,1.0,-2.1851321092700404,-1.993282579489476,0.0
2018-12-14,-1.011456189027119,-2.369909603508458,-0.38861541215430057,1.0,-2.189653629284883,-1.990423341985143,0.0
2018-12-17,-0.9852168492296732,-2.37135987176062,-0.3604951464956808,1.0,-2.172054501736575,-2.0162970878974087,0.0
2018-12-18,-0.9642509512432528,-2.3534200513228916,-0.3310326519777011,1.0,-2.1731705158835504,-2.0268117865675603,0.0
2018-12-19,-0.9608641756684966,-2.3561182928988846,-0.3315919957499557,1.0,-2.1763768372587213,-2.029307596954135,0.0
2018-12-20,-0.9420825631546519,-2.318897984332365,-0.3593873778716662,1.0,-2.17243200422498,-2.009242144177449,0.0
2018-12-21,-0.9394259552738158,-2.3361507307624585,-0.3463637964430357,1.0,-2.193608029582673,-1.9889064976228208,0.0
2018-12-24,-0.8986199114660185,-2.289037409947053,-0.34319937505424875,1.0,-2.1646558458467147,-1.984289558198073,0.0
2018-12-26,-0.8971689183374926,-2.309525858359866,-0.3170983564237157,1.0,-2.1244299113673524,-1.9568023405903108,0.0
2018-12-27,-0.7646440979235679,-2.1870404783065363,-0.2657348307344268,1.0,-1.9628342894077724,-1.899167811262826,0.0
2018-12-28,-0.7605872388481084,-2.1884326853270952,-0.2638541582640962,1.0,-1.9592643381463257,-1.8943292732112609,0.0
2018-12-31,-0.7666316385094172,-2.1870503597122304,-0.263357853043408,1.0,-1.965483792741088,-1.9009780939293508,0.0
2019-01-02,-0.7626079238279674,-2.186798999435165,-0.2532074558218349,1.0,-1.9639312515129508,-1.9025256193012183,0.0
2019-01-03,-0.7672636334301387,-2.1792513714101323,-0.271377863827041,1.0,-1.9663601161665052,-1.882946111648919,0.0
2019-01-04,-0.7188223091039656,-2.1829569935370623,-0.25460783531476905,1.0,-1.9408760871299768,-1.881672384903854,0.0
2019-01-07,-0.647829457364341,-2.107364341085271,-0.2744186046511628,1.0,-1.901860465116279,-1.8204651162790697,0.0
2019-01-08,-0.6442553191489361,-2.1012765957446806,-0.2715667311411992,1.0,-1.9027466150870407,-1.8171760154738876,0.0
2019-01-09,-0.6397678916827853,-2.0837137330754354,-0.26769825918762086,1.0,-1.9101740812379109,-1.8356673114119921,0.0
2019-01-10,-0.6414758663366337,-2.078279702970297,-0.2681002475247525,1.0,-1.9137530940594059,-1.8334622524752473,0.0
2019-01-11,-0.6477776912897953,-2.081030590799408,-0.2668327235930567,1.0,-1.9314236786798473,-1.8568537401728031,0.0
2019-01-14,-0.6570627628095311,-2.078336707677932,-0.2743342158542283,1.0,-1.9302289363027565,-1.8469864507086124,0.0
2019-01-15,-0.6473384771257111,-2.067804535889642,-0.2880523731587561,1.0,-1.9270516717325228,-1.863377756994778,0.0
2019-01-16,-0.63342674762572,-2.070138564533707,-0.27673984119570294,1.0,-1.9232445897555661,-1.8809746224505686,0.0
2019-01-17,-0.2844510385756676,-1.6737685459940652,-0.0,1.0,-1.5490801186943617,-1.4273590504451037,0.0
2019-01-18,-0.29803780808805935,-1.6665470208183775,-0.0,1.0,-1.5573701842546064,-1.460337401292175,0.0
2019-01-22,-0.0,-1.8613403350837712,-0.0,1.0,-1.866279069767442,-1.5240060015003751,0.0
2019-01-23,-0.0,-1.7736520219670495,-0.0,1.0,-1.8826135796305543,-1.584435846230654,0.0
2019-01-24,-0.0,-1.786631585541565,-0.0,1.0,-1.8816012027814322,-1.596253836998058,0.0
2019-01-25,-0.0,-1.6305326331582897,-0.0,1.0,-2.007876969242311,-1.6131532883220805,0.0
2019-01-28,-0.0,-1.5896988214753383,-0.0,1.0,-2.0456444472158135,-1.6002369520483881,0.0
2019-01-29,-0.0,-1.5795106076725705,-0.0,1.0,-2.0595781963827524,-1.6191251016959762,0.0
2019-01-30,-0.0,-1.580154574918973,-0.0,1.0,-2.0536025928696087,-1.599102468212416,0.0
2019-01-31,-0.0,-1.6043695380774032,-0.0,1.0,-2.0053682896379526,-1.6325218476903869,0.0
2019-02-01,-0.0,-1.5907118055555556,-0.0,1.0,-2.0122767857142856,-1.5974082341269842,0.0
2019-02-04,-0.0,-1.5939111525318421,-0.0,1.0,-2.0095060577819197,-1.6097545821683752,0.0
2019-02-05,-0.0,-1.567007099265164,-0.0,1.0,-1.9984431436044336,-1.6619753393946943,0.0
2019-02-06,-0.0,-1.522486854314878,-0.0,1.0,-1.9904732446643985,-1.6732446643983916,0.0
2019-02-07,-0.0,-1.5256569162121965,-0.0,1.0,-2.010287555775905,-1.661378284581061,0.0
2019-02-08,-0.0,-1.5159050040305078,-0.0,1.0,-2.027469461152105,-1.6574688410739753,0.0
2019-02-11,-0.0,-1.612490594431904,-0.0,1.0,-2.196114645324578,-2.031807921198441,0.0
2019-02-12,-0.0,-1.5982977535928562,-0.0,1.0,-2.287568020092089,-2.090553927724292,0.0
2019-02-13,-0.0,-1.6284301434740212,-0.0,1.0,-2.2677949575149743,-2.0685332218971997,0.0
2019-02-14,-0.0,-1.6249999999999998,-0.0,1.0,-2.3267445132245355,-2.082583005064716,0.0
2019-02-15,-0.0,-1.6556464119554488,-0.0,1.0,-2.3181305512477084,-2.0754969688425207,0.0
2019-02-19,-0.0,-1.6088976488807547,-0.0,1.0,-2.3568914543150785,-2.0734900746163594,0.0
2019-02-20,-0.0,-1.61996336996337,-0.0,1.0,-2.3567906452521834,-2.0675542406311638,0.0
2019-02-21,-0.0,-1.5992680695333943,-0.0,1.0,-2.3608276444507004,-2.0776972341473714,0.0
2019-02-22,-0.0,-1.5906852399043199,-0.0,1.0,-2.369213451526664,-2.075348248205994,0.0
2019-02-25,-0.0,-1.5965173072839243,-0.0,1.0,-2.3898916967509023,-2.0922347278261486,0.0
2019-02-26,-0.0,-1.6008195563091705,-0.0,1.0,-2.377207856436343,-2.087183834958316,0.0
2019-02-27,-0.0,-1.6107691219132525,-0.0,1.0,-2.3782636382933555,-2.0866765725606733,0.0
2019-02-28,-0.0,-1.5992245329573493,-0.0,1.0,-2.361720126894607,-2.088755727881565,0.0
2019-03-01,-0.0,-1.5999718091479316,-0.0,1.0,-2.365282965677638,-2.082458242300374,0.0
2019-03-04,-0.0,-1.5938578572937945,-0.0,1.0,-2.3580333873353525,-2.091850390927661,0.0
2019-03-05,-0.0,-1.5779142836969569,-0.0,1.0,-2.38162818611876,-2.1011085222057475,0.0
2019-03-06,-0.0,-1.5760930888575457,-0.0,1.0,-2.3837094499294778,-2.0923836389280677,0.0
2019-03-07,-0.0,-1.498487513190292,-0.0,1.0,-2.4489623637003164,-2.0873724938445304,0.0
2019-03-08,-0.0,-1.4778874139277347,-0.0,1.0,-2.5170014907361398,-2.1038546177326616,0.0
2019-03-11,-0.0,-1.4817927170868348,-0.0,1.0,-2.5282625870861164,-2.172304819363643,0.0
2019-03-12,-0.0,-1.4113795110593714,-0.0,1.0,-2.585855646100116,-2.2786670547147847,0.0
2019-03-13,-0.0,-1.4486784140969164,-0.0,1.0,-2.6028634361233483,-2.2906020558002935,0.0
2019-03-14,-0.0,-1.4453993933265925,-0.0,1.0,-2.5286003177813083,-2.248302758919544,0.0
2019-03-15,-0.0,-1.4287577909842009,-0.0,1.0,-2.5422525003623715,-2.2764168720104365,0.0
2019-03-18,-0.0,-1.4696480938416423,-0.0,1.0,-2.5587976539589445,-2.3029325513196484,0.0
2019-03-19,-0.0,-1.4721260770307092,-0.0,1.0,-2.5640326975476837,-2.328153766845865,0.0
2019-03-20,-0.0,-1.4774867569158328,-0.0,1.0,-2.545982931135962,-2.333872866391995,0.0
2019-03-21,-0.0,-1.4803719008264462,-0.0,1.0,-2.60706906729634,-2.2909533648170015,0.0
2019-03-22,-0.0,-1.4652633144897351,-0.05511752454626599,1.0,-2.6415501338887237,-2.27633144897352,0.0
2019-03-25,-0.0,-1.2619950415633658,-0.18010791891497738,1.0,-2.614481551698993,-2.2352340673764033,0.0
2019-03-26,-0.0,-1.2762540334408916,-0.21465239073041947,1.0,-2.5890290407744208,-2.253593429158111,0.0
