Date,IWF,IWM,LMNX,MTUM,SPY,VLUE,VXX
2018-09-24,-0.9176492607149542,-1.6842597791502902,1.0,-0.3639653128704224,-1.2064383305259219,-1.0663796868176432,0.0
2018-09-25,-0.9212003993012229,-1.6816820564012978,1.0,-0.36941602196156725,-1.204329922635388,-1.062453206887946,0.0
2018-09-26,-0.9243986254295533,-1.6858481724461107,1.0,-0.3740081224617307,-1.205248359887535,-1.0586066854108092,0.0
2018-09-27,-0.9310991621858197,-1.6745029386019759,1.0,-0.3785794673002376,-1.2078904589220958,-1.060335125672127,0.0
2018-09-28,-0.9287102639663929,-1.6844316258072607,1.0,-0.3802119255125713,-1.2118628127155309,-1.0647062511756222,0.0
2018-10-01,-0.9286386154135574,-1.6846428795384711,1.0,-0.3807612717125478,-1.2117639681444785,-1.0649651972157772,0.0
2018-10-02,-0.9310366544904899,-1.711109711550573,1.0,-0.37643280010076835,-1.2133140193979088,-1.0661292354200782,0.0
2018-10-03,-0.9302076777847702,-1.7061674008810572,1.0,-0.37595972309628695,-1.213530522341095,-1.0674008810572686,0.0
2018-10-04,-0.936712846347607,-1.6978589420654915,1.0,-0.37751889168765745,-1.2219773299748111,-1.06316120906801,0.0
2018-10-05,-0.9222437863895323,-1.6914793714393035,1.0,-0.3595442308896262,-1.2233769486007637,-1.0640455769110373,0.0
2018-10-08,-0.9194022384793348,-1.6871131119864942,1.0,-0.3521540674044895,-1.22997561433127,-1.0640280122553618,0.0
2018-10-09,-0.9221283255086071,-1.6895774647887323,1.0,-0.3557433489827856,-1.2299217527386541,-1.062472613458529,0.0
2018-10-10,-0.9253413503695354,-1.688525616935989,1.0,-0.3588250031316548,-1.2322435174746336,-1.0583740448452963,0.0
2018-10-11,-0.8345982411757619,-1.6864835561980485,1.0,-0.22955065654740392,-1.2040115648717022,-1.0686664257318395,0.0
2018-10-12,-0.8508458422682869,-1.6841791756016202,1.0,-0.21765546819156542,-1.174588992137241,-1.029366213962354,0.0
2018-10-15,-0.8283679525222551,-1.7182789317507419,1.0,-0.18373887240356082,-1.172759643916914,-1.0315727002967359,0.0
2018-10-16,-0.8261437132854683,-1.7255681481041951,1.0,-0.17812852311161217,-1.1726102177653828,-1.0312703969619652,0.0
2018-10-17,-0.7936829904375542,-1.6589973920602723,1.0,-0.1480730223123732,-1.1594900028977106,-1.0351782092147204,0.0
2018-10-18,-0.7925479515558904,-1.657124645071565,1.0,-0.14886712638349656,-1.1610940487917947,-1.0352320797357595,0.0
2018-10-19,-0.7807708005364119,-1.665383942627252,1.0,-0.11917672438924844,-1.1997551163197482,-1.0654772316483005,0.0
2018-10-22,-0.7810223232499854,-1.6627032698024131,1.0,-0.11913504691962465,-1.199860115404791,-1.0657457597482078,0.0
2018-10-23,-0.7807923449442792,-1.6650329657506275,1.0,-0.11634284380652314,-1.2036874963533464,-1.0687321313962308,0.0
2018-10-24,-0.7802120964922503,-1.6636172940216758,1.0,-0.10890339121314531,-1.2046964223284,-1.06945577438527,0.0
2018-10-25,-0.7175500195062141,-1.5746530680488213,1.0,-0.08571587805829571,-1.1938360363372904,-1.0014490330491,0.0
2018-10-26,-0.6957595040868945,-1.5486313017719018,1.0,-0.06379944045202698,-1.1937023424214164,-0.9838718525426519,0.0
2018-10-29,-0.6708111957057566,-1.5793394314509501,1.0,-0.034069124171550634,-1.1896806704277811,-1.003450731226379,0.0
2018-10-30,-0.6595826258421427,-1.5817494659582625,1.0,-0.025524456372898064,-1.1929670811195705,-1.0174727501780139,0.0
2018-10-31,-0.6605052038161318,-1.5469427580225499,1.0,-0.02672376409366869,-1.1830550737207286,-1.0034692107545533,0.0
2018-11-01,-0.6492347628576065,-1.5579471094045754,1.0,-0.014818019577091559,-1.1825753069060625,-1.0035152236223028,0.0
2018-11-02,-0.6712885229919299,-1.5141634620592537,1.0,-0.0,-1.2201159074906571,-1.0106699886259005,0.0
2018-11-05,-0.6675662279010849,-1.586660791981054,1.0,-0.0,-1.250041306383213,-1.0033045106570468,0.0
2018-11-06,-0.6755415908715066,-1.594619921724271,1.0,-0.0,-1.2460724326112123,-0.9960862135494185,0.0
2018-11-07,-0.7265615669413591,-1.7365938134479877,1.0,-0.010330825271706676,-1.3732831721008003,-1.124805923802699,0.0
2018-11-08,-0.7034852863124373,-1.7248334021348117,1.0,-0.0,-1.3541900100253583,-1.114760865719172,0.0
2018-11-09,-0.7061569368943512,-1.7280784684471755,1.0,-0.0,-1.3562987473410542,-1.1182344599385488,0.0
2018-11-12,-0.7022537856555934,-1.6999060922643503,1.0,-0.0,-1.358610165512384,-1.1085221270102126,0.0
2018-11-13,-0.6570864541601348,-1.6940138187307672,1.0,-0.0,-1.3588805666840853,-1.0962085583231724,0.0
2018-11-14,-0.6577847439916406,-1.6930802275629864,1.0,-0.0,-1.358701962150238,-1.0956112852664577,0.0
2018-11-15,-0.6552582812138059,-1.6919156821867036,1.0,-0.0,-1.3584665276812602,-1.0854181144313182,0.0
2018-11-16,-0.64977808519223,-1.6765231425442388,1.0,-0.0,-1.3517782004726497,-1.0859415528272522,0.0
2018-11-19,-0.6487748630729318,-1.6775439607956184,1.0,-0.0,-1.3527241279907756,-1.08630729316806,0.0
2018-11-20,-0.5852376599634369,-1.6624200182815358,1.0,-0.0,-1.3546617915904935,-1.1106604204753199,0.0
2018-11-21,-0.5960174731945311,-1.657570772110966,1.0,-0.0,-1.3553071991830714,-1.0641629318658874,0.0
2018-11-23,-0.5968180274034651,-1.6419431547956063,1.0,-0.0,-1.3590193636054806,-1.0640357830370288,0.0
2018-11-26,-0.5954954445136099,-1.6471054269707428,1.0,-0.0,-1.355724067681512,-1.0606643653443495,0.0
2018-11-27,-0.5769945385957999,-1.6545239569844041,1.0,-0.0,-1.3478970778672372,-1.0509543381566353,0.0
2018-11-28,-0.5806978972884606,-1.6458086701617904,1.0,-0.0,-1.3547550594734765,-1.0560347257455325,0.0
2018-11-29,-0.5429994465965688,-1.6135583840619812,1.0,-0.0,-1.3324294410625346,-1.0450470392916436,0.0
2018-11-30,-0.5437081326468471,-1.6152355644134417,1.0,-0.0,-1.3352156341692962,-1.0420749598627028,0.0
2018-12-03,-0.5398151734823751,-1.6167893309722758,1.0,-0.0,-1.335454595761164,-1.0416689723866968,0.0
2018-12-04,-0.5267247079567996,-1.6199030196164868,1.0,-0.0,-1.3279700242450958,-1.0357064139299095,0.0
2018-12-06,-0.5044280836534357,-1.5187259923175416,1.0,-0.0,-1.3292787025181392,-0.9826077678190355,0.0
2018-12-07,-0.50309465371892,-1.5195283320883577,1.0,-0.0,-1.3299541137552022,-0.9830327606445416,0.0
2018-12-10,-0.46207621550591327,-1.52,1.0,-0.0,-1.32257555847569,-0.9515900131406045,0.0
2018-12-11,-0.43527776292573384,-1.558733892958349,1.0,-0.0,-1.3435812436507513,-1.0090894508902315,0.0
2018-12-12,-0.43478260869565216,-1.5591742873950478,1.0,-0.0,-1.3435477833039202,-1.0103748863575592,0.0
2018-12-13,-0.4343833422317139,-1.5533902829684998,1.0,-0.0,-1.3442071542979177,-1.007047517351842,0.0
2018-12-14,-0.43631609839389573,-1.5481564484285792,1.0,-0.0,-1.3449655834800704,-1.0064030734752683,0.0
2018-12-17,-0.4192966636609558,-1.5437330928764654,1.0,-0.0,-1.3299740094414683,-1.0111388107993422,0.0
2018-12-18,-0.40093423607830786,-1.5248517293864483,1.0,-0.0,-1.3182700886999423,-1.0044087545268463,0.0
2018-12-19,-0.39268613522757173,-1.5314390949750065,1.0,-0.0,-1.327019205472244,-1.0105761641673245,0.0
2018-12-20,-0.3894659915435611,-1.509265542621496,1.0,-0.0,-1.3232760870700007,-0.9980163908753981,0.0
2018-12-21,-0.38083398083398085,-1.505982905982906,1.0,-0.0,-1.31996891996892,-0.9732193732193731,0.0
2018-12-24,-0.36113106845940673,-1.4838345478805297,1.0,-0.0,-1.3090423894077798,-0.9778815559889151,0.0
2018-12-26,-0.35906313645621185,-1.504684317718941,1.0,-0.0,-1.2731670061099796,-0.954735234215886,0.0
2018-12-27,-0.2809957380860132,-1.4398488957768307,1.0,-0.0,-1.171154591243704,-0.9510848508330104,0.0
2018-12-28,-0.27866473149492016,-1.4412675374939528,1.0,-0.0,-1.1694726656990808,-0.9485244315432996,0.0
2018-12-31,-0.2787265953843921,-1.4416759398132468,1.0,-0.0,-1.1692873385262954,-0.9484735594368376,0.0
2019-01-02,-0.2728107925148687,-1.4424350853440358,1.0,-0.0,-1.168028625308254,-0.952033267250133,0.0
2019-01-03,-0.28818401937046007,-1.4400000000000002,1.0,-0.0,-1.1823728813559322,-0.9320096852300243,0.0
2019-01-04,-0.24962767235166947,-1.4498198414604853,1.0,-0.0,-1.1672832092241172,-0.9374489550804708,0.0
2019-01-07,-0.22086378115045904,-1.4072512647554807,1.0,-0.0,-1.1529417275623008,-0.9032227843357691,0.0
2019-01-08,-0.22317716848054558,-1.393899761782428,1.0,-0.0,-1.1555420617497314,-0.8983137932645149,0.0
2019-01-09,-0.2208809135399674,-1.3836867862969007,1.0,-0.0,-1.1542763924493127,-0.9020274994173852,0.0
2019-01-10,-0.22117131808228113,-1.3826119368215068,1.0,-0.0,-1.1541722965102736,-0.9012719563900666,0.0
2019-01-11,-0.22386040218354875,-1.3674240656930903,1.0,-0.0,-1.1591471095973498,-0.9152241870013531,0.0
2019-01-14,-0.23301288034347584,-1.364943065148404,1.0,-0.0,-1.1580642150457345,-0.9107709538921038,0.0
2019-01-15,-0.23130491680687978,-1.3597868760515983,1.0,-0.0,-1.1596560104692466,-0.9230229949523275,0.0
2019-01-16,-0.22054154995331465,-1.3631652661064426,1.0,-0.0,-1.153968253968254,-0.930859010270775,0.0
2019-01-17,-0.22363263020347207,-1.3584562254993466,1.0,-0.0,-1.1537707672204593,-0.9309314915064402,0.0
2019-01-18,-0.23095372460496616,-1.3459367945823928,1.0,-0.0,-1.1573081264108354,-0.9685854025583146,0.0
2019-01-22,-0.0,-1.5123138323761316,1.0,-0.0,-1.3753528667380512,-0.9794607222817093,0.0
2019-01-23,-0.0,-1.4700433871203626,1.0,-0.0,-1.3915565738799784,-1.0133086335494563,0.0
2019-01-24,-0.0,-1.4643799472295516,1.0,-0.0,-1.40672334603733,-1.0150493501416984,0.0
2019-01-25,-0.0,-1.4516210103040965,1.0,-0.0,-1.5288263382759488,-1.045941191254084,0.0
2019-01-28,-0.0,-1.4340866763980469,1.0,-0.0,-1.550007550208889,-1.0493280314088689,0.0
2019-01-29,-0.0,-1.4235995352831239,1.0,-0.0,-1.5583169167045512,-1.0693539425165428,0.0
2019-01-30,-0.0,-1.4219886822958772,1.0,-0.0,-1.5574979789814065,-1.0730598221503638,0.0
2019-01-31,-0.0,-1.4405364372469636,1.0,-0.0,-1.5193825910931174,-1.1008097165991904,0.0
2019-02-01,-0.0,-1.4395175594182332,1.0,-0.0,-1.5284041960168244,-1.0996807378503015,0.0
2019-02-04,-0.0,-1.4425074747884254,1.0,-0.0,-1.5298231389043733,-1.0953225561242588,0.0
2019-02-05,-0.0,-1.4348442643707269,1.0,-0.0,-1.521397822233477,-1.1083312230944544,0.0
2019-02-06,-0.0,-1.4659513216435487,1.0,-0.0,-1.564930646427637,-1.2033499084009422,0.0
2019-02-07,-0.0,-1.5003737718923538,1.0,-0.0,-1.6276164032464757,-1.2116082870568132,0.0
2019-02-08,-0.0,-1.50066905743189,1.0,-0.0,-1.6459883316383879,-1.2058020660493498,0.0
2019-02-11,-0.0,-1.4918756052943076,1.0,-0.0,-1.6702894651888518,-1.2182287743462823,0.0
2019-02-12,-0.0,-1.4989470273772882,1.0,-0.0,-1.677844376046223,-1.223068200226794,0.0
2019-02-13,-0.0,-1.5136025045881463,1.0,-0.0,-1.669113678074058,-1.2150491201554572,0.0
2019-02-14,-0.0,-1.4951787648970747,1.0,-0.0,-1.693282773564464,-1.228656554712893,0.0
2019-02-15,-0.0,-1.5235721252844912,1.0,-0.0,-1.678931396987103,-1.2163758534735016,0.0
2019-02-19,-0.0,-1.5058454210868153,1.0,-0.0,-1.6914916648625244,-1.2150357220177528,0.0
2019-02-20,-0.0,-1.506415462075686,1.0,-0.0,-1.6954685723566671,-1.2120080125602295,0.0
2019-02-21,-0.0,-1.4934018388318009,1.0,-0.0,-1.697674418604651,-1.2172525689561924,0.0
2019-02-22,-0.0,-1.49640792956301,1.0,-0.0,-1.693188570193918,-1.2120131799276186,0.0
2019-02-25,-0.0,-1.4957329999456435,1.0,-0.0,-1.7088655759091156,-1.2311246398869382,0.0
2019-02-26,-0.0,-1.493253536452666,1.0,-0.0,-1.7114798694232864,-1.235963003264418,0.0
2019-02-27,-0.0,-1.5054837125552465,1.0,-0.0,-1.7120096033175096,-1.2388825230534186,0.0
2019-02-28,-0.0,-1.506580025118768,1.0,-0.0,-1.7129361655654456,-1.241085567629553,0.0
2019-03-01,-0.0,-1.5095277095277095,1.0,-0.0,-1.7108381108381108,-1.2396396396396396,0.0
2019-03-04,-0.0,-1.5028122099055317,1.0,-0.0,-1.7062742314203028,-1.2515699230055153,0.0
2019-03-05,-0.0,-1.486176374166758,1.0,-0.0,-1.720303791935308,-1.2574582012894766,0.0
2019-03-06,-0.0,-1.4838586333096628,1.0,-0.0,-1.7222920194461135,-1.2561861583001037,0.0
2019-03-07,-0.0,-1.4577821329413687,1.0,-0.0,-1.7408677663454735,-1.2452501497087485,0.0
2019-03-08,-0.0,-1.453295191990318,1.0,-0.0,-1.784409726042469,-1.2635053361205852,0.0
2019-03-11,-0.0,-1.459974374686647,1.0,-0.0,-1.7949417859729262,-1.3158598406773996,0.0
2019-03-12,-0.0,-1.408960270498732,1.0,-0.0,-1.8355029585798817,-1.3909270216962526,0.0
2019-03-13,-0.0,-1.4303632236095345,1.0,-0.0,-1.8461975028376845,-1.3987514188422248,0.0
2019-03-14,-0.0,-1.432372631340066,1.0,-0.0,-1.845171905140134,-1.3958356972654034,0.0
2019-03-15,-0.0,-1.42170524998578,1.0,-0.0,-1.8506910869688868,-1.4155622547067859,0.0
2019-03-18,-0.0,-1.4538178049061385,1.0,-0.0030519405735344924,-1.8644477715075434,-1.4370609236439018,0.0
2019-03-19,-0.0,-1.4573526860579427,1.0,-0.0042791881107962755,-1.8668825536344187,-1.4541722084080264,0.0
2019-03-20,-0.0,-1.4559660741257119,1.0,-0.009352852329499246,-1.8705704658998492,-1.4733356570233533,0.0
2019-03-21,-0.0,-1.4544821179749188,1.0,-0.01706920575940548,-1.8814444960520205,-1.4528564793311658,0.0
2019-03-22,-0.0,-1.4380406827215337,1.0,-0.06423895253682488,-1.9021510404489126,-1.4408463876548983,0.0
2019-03-25,-0.0,-1.288046613591785,1.0,-0.14843659859236183,-1.9098880812276453,-1.42263759086189,0.0
2019-03-26,-0.0,-1.2942615787940577,1.0,-0.16143314884940285,-1.9169239732012817,-1.453189630061171,0.0
2019-03-27,-0.0,-1.2772438697652746,1.0,-0.16803541266235658,-1.9271943619313878,-1.4519774011299436,0.0
2019-03-28,-0.0,-1.2644729178800234,1.0,-0.19091438555620266,-1.9096680256260923,-1.459114735002912,0.0
2019-03-29,-0.0,-1.2538000116475454,1.0,-0.20453089511385475,-1.9035583250829886,-1.4618834080717489,0.0
2019-04-01,-0.0,-1.2671216894178041,1.0,-0.20306848675767122,-1.906370318515926,-1.4570061836425157,0.0
2019-04-02,-0.0,-1.2667674067185866,1.0,-0.2638614436824364,-1.8813204696036268,-1.399976752295711,0.0
2019-04-03,-0.0,-1.2676359406804305,1.0,-0.2637976155859261,-1.8878743820878163,-1.396394300668799,0.0
2019-04-04,-0.0,-1.2678779408339156,1.0,-0.2596668996040065,-1.891567668297228,-1.404320987654321,0.0
2019-04-05,-0.0,-1.2569246020176104,1.0,-0.26672109160884017,-1.897253484168173,-1.4103446265088342,0.0
2019-04-08,-0.0,-1.2494756467024006,1.0,-0.26928454905616406,-1.8982171987881613,-1.4092286180377536,0.0
2019-04-09,-0.0,-1.2354178842782,1.0,-0.2884862653419053,-1.9164815897136176,-1.4041496201052015,0.0
2019-04-10,-0.0,-1.213261021693492,1.0,-0.30516678329834385,-1.9157919290879402,-1.3973058082575227,0.0
2019-04-11,-0.0,-1.1923704135119395,1.0,-0.33430401863715786,-1.9198019801980197,-1.3776354105998836,0.0
2019-04-12,-0.0,-1.1940672533364416,1.0,-0.3364997960254094,-1.9202750743050296,-1.3769450434174486,0.0
2019-04-15,-0.0,-1.1993105060184643,1.0,-0.3369171438588291,-1.9196564216430994,-1.3873436952202876,0.0
2019-04-16,-0.0,-1.200642335766423,1.0,-0.343941605839416,-1.9135182481751822,-1.3813138686131385,0.0
2019-04-17,-0.0,-1.1878414096916299,1.0,-0.3793832599118942,-1.93856093979442,-1.3679295154185023,0.0
2019-04-18,-0.0,-1.2097059865391426,1.0,-0.38452001416932335,-1.940665958200496,-1.3690518361081592,0.0
2019-04-22,-0.0,-1.211465496798672,1.0,-0.3823215556082524,-1.951031539008774,-1.3835072326298317,0.0
2019-04-23,-0.0,-1.2019515079834417,1.0,-0.3775280898876404,-1.9483146067415729,-1.385925487876996,0.0
2019-04-24,-0.001606241395135383,-1.1388825149150987,1.0,-0.3608880220284534,-1.9002409362092703,-1.3349586966498395,0.0
2019-04-25,-0.003420752565564424,-1.1417331812998859,1.0,-0.3525655644241733,-1.8831242873432155,-1.3204675028506272,0.0
2019-04-26,-0.014265335235378032,-1.116176890156919,1.0,-0.3689586305278174,-1.8956348074179745,-1.3110984308131242,0.0
2019-04-29,-0.014476233899464265,-1.1064060184657472,1.0,-0.3653254302975037,-1.8947338424712186,-1.318306166647669,0.0
2019-04-30,-0.014588557100524278,-1.1031456576248007,1.0,-0.363916115796672,-1.8931502165488945,-1.3237975837702303,0.0
2019-05-01,-0.03334283271587347,-1.0988315759475633,1.0,-0.3627244229125107,-1.8868623539469935,-1.317868338557994,0.0
2019-05-02,-0.032533758760184606,-1.0939547604125122,1.0,-0.3601504187795567,-1.8846789356731812,-1.3263631701897327,0.0
2019-05-03,-0.030731512628998234,-1.1014881122070814,1.0,-0.3618792405496323,-1.8822053708877362,-1.3252751012030333,0.0
2019-05-06,-0.018678892851078283,-1.061074319352465,1.0,-0.3696156676289127,-1.8756438557763062,-1.335201222618441,0.0
2019-05-07,-0.007444450758652043,-1.0760356879013468,1.0,-0.383019832926067,-1.8774791157583681,-1.3388645791896348,0.0
2019-05-08,-0.016468851155659037,-1.0792776421148276,1.0,-0.38514396047475724,-1.8662615707876653,-1.3317621670736555,0.0
2019-05-09,-0.017773992049971606,-1.0788188529244747,1.0,-0.3855763770584895,-1.8661555934128333,-1.330266893810335,0.0
2019-05-10,-0.017992961743671244,-1.0782722215915541,1.0,-0.38784197979339313,-1.8655352480417755,-1.3263707571801566,0.0
2019-05-13,-0.015553158880626666,-1.0792416415961854,1.0,-0.38127944598966906,-1.8714877674973038,-1.3287733439291594,0.0
2019-05-14,-0.0,-0.9688386845473261,1.0,-0.4732624784374826,-1.8330087362973677,-1.2894107172667075,0.0
2019-05-15,-0.0,-0.9718615924667076,1.0,-0.4897754499359225,-1.8410876469604949,-1.2692371984175628,0.0
2019-05-16,-0.0,-0.9740093499554764,1.0,-0.49899821905609976,-1.8293633125556543,-1.2630788067675869,0.0
2019-05-17,-0.0,-0.9634255129348797,1.0,-0.5090878679750224,-1.8175178412132027,-1.2852921498661911,0.0
2019-05-20,-0.0,-0.9557177073469616,1.0,-0.5123377708460982,-1.8178577396535398,-1.2841307859410684,0.0
2019-05-21,-0.0,-0.9558226228231236,1.0,-0.5167195237300395,-1.8104378790407833,-1.2809213820731098,0.0
2019-05-22,-0.0,-0.9402013684151972,1.0,-0.5330144072982144,-1.8135951493575122,-1.2758524781665461,0.0
2019-05-23,-0.0,-0.9341746817145717,1.0,-0.5556791015733585,-1.8163673764385388,-1.2533496414076832,0.0
2019-05-24,-0.0,-0.9060302342322387,1.0,-0.5658674345201838,-1.8150506672573232,-1.2504568359266848,0.0
2019-05-28,-0.0,-0.9077868852459017,1.0,-0.565352237483385,-1.815241470979176,-1.2499446167478954,0.0
2019-05-29,-0.0,-0.911490254541439,1.0,-0.5649053061675225,-1.8130417978024405,-1.2321241234608802,0.0
2019-05-30,-0.0,-0.9071171420659099,1.0,-0.5641096649127666,-1.8196067571309886,-1.2478537801163114,0.0
2019-05-31,-0.0,-0.905595567867036,1.0,-0.5681440443213297,-1.8204986149584488,-1.2459279778393353,0.0
2019-06-03,-0.0,-0.909045780474352,1.0,-0.5986762272476558,-1.8144511858797572,-1.1935466078323222,0.0
2019-06-04,-0.0,-0.9026582836973307,1.0,-0.6028016765938672,-1.8217515993823075,-1.1878998455768806,0.0
2019-06-05,-0.0,-0.8761398176291795,1.0,-0.6266283108988276,-1.8089991315675207,-1.1159357359965263,0.0
2019-06-06,-0.0,-0.8893353605560383,1.0,-0.6018679409209383,-1.8014769765421375,-1.1373262380538662,0.0
2019-06-07,-0.0,-0.9121100119578214,1.0,-0.6035438634634199,-1.7857375801717577,-1.1339276008261767,0.0
2019-06-10,-0.0,-0.9153616905987537,1.0,-0.6057978867515579,-1.7658629097805474,-1.13150907613113,0.0
2019-06-11,-0.0,-0.9188043478260869,1.0,-0.6286956521739131,-1.755054347826087,-1.132228260869565,0.0
2019-06-12,-0.0,-0.9211870855527774,1.0,-0.6306663767800847,-1.7527992173062288,-1.1307207305141862,0.0
2019-06-13,-0.0,-0.9381263616557733,1.0,-0.6474945533769063,-1.7409586056644877,-1.1200435729847493,0.0
2019-06-14,-0.0,-0.9268213002286836,1.0,-0.6637264510508548,-1.7472503539148427,-1.1070456277904825,0.0
