Date,IWF,IWM,LEGR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.22921239285631775,-0.24342120462999328,1.0,-0.2152808261904212,-0.31076866206131737,-0.31171591617956246,0.0
2018-09-25,-0.2297653146077797,-0.24283932366257044,1.0,-0.21618312852259078,-0.3102189781021898,-0.31088884782407833,0.0
2018-09-26,-0.23001409003765044,-0.24313399394821336,1.0,-0.21684798928233204,-0.310027025154182,-0.30984223777516,0.0
2018-09-27,-0.23006028688240593,-0.24304160025870233,1.0,-0.21687108770470978,-0.3100039267318042,-0.30984223777516,0.0
2018-09-28,-0.22964981982814375,-0.24348609442853184,1.0,-0.2169684930241153,-0.30996488958699064,-0.3098262958514275,0.0
2018-10-01,-0.2314842648044951,-0.24262954655814273,1.0,-0.21645432053090385,-0.3114898143223807,-0.3102411727981132,0.0
2018-10-02,-0.23178486368996692,-0.2401322635096076,1.0,-0.21735611718731934,-0.3120910120933244,-0.3109117395426272,0.0
2018-10-03,-0.231975574214142,-0.24155159253348135,1.0,-0.21756528577706846,-0.3117525963962714,-0.3102259847801448,0.0
2018-10-04,-0.23378965868097307,-0.2385302007214874,1.0,-0.21776431412450284,-0.3141476274165202,-0.30825085561002685,0.0
2018-10-05,-0.2310638396050112,-0.23553976420644626,1.0,-0.21611332856516624,-0.31497588999377063,-0.309461735459013,0.0
2018-10-08,-0.23139789911116243,-0.2362922775020201,1.0,-0.21657624379545196,-0.3146715918273116,-0.309754126745931,0.0
2018-10-09,-0.2337932468973168,-0.23675148489680833,1.0,-0.22145184774318796,-0.3126950010400055,-0.30645496775982806,0.0
2018-10-10,-0.23409810309373627,-0.23613132783438462,1.0,-0.22194496430304295,-0.31279314248746565,-0.30551512210900855,0.0
2018-10-11,-0.21699893159964537,-0.23104725966675,1.0,-0.2033370462139983,-0.30885863017435383,-0.312973108135755,0.0
2018-10-12,-0.21702233587544412,-0.22727375591210483,1.0,-0.20360270655593019,-0.30557378533119106,-0.3095114168684514,0.0
2018-10-15,-0.21279096045197737,-0.2328361581920904,1.0,-0.19844067796610168,-0.3054237288135593,-0.3103954802259887,0.0
2018-10-16,-0.21074903824394658,-0.24390133514369766,1.0,-0.19058610545372257,-0.3067436071509391,-0.3109753337859244,0.0
2018-10-17,-0.206133453156594,-0.23250954841608626,1.0,-0.18669961806335653,-0.3066052572455628,-0.3147382610649292,0.0
2018-10-18,-0.20733078479874073,-0.23474252304924667,1.0,-0.18558578817180124,-0.30580166404317516,-0.31524623341578595,0.0
2018-10-19,-0.20467587196270062,-0.231014076929974,1.0,-0.18438985026450283,-0.3061732269344571,-0.31525150183807044,0.0
2018-10-22,-0.2068385650224215,-0.22643497757847533,1.0,-0.17840807174887893,-0.31112107623318386,-0.31937219730941707,0.0
2018-10-23,-0.20755436000896663,-0.22611522080251065,1.0,-0.18013898229096614,-0.30945976238511547,-0.31840394530374355,0.0
2018-10-24,-0.20686019382627424,-0.22770100502512564,1.0,-0.18155509691313712,-0.3093817300789663,-0.3178391959798995,0.0
2018-10-25,-0.1996139081811525,-0.2160339050746666,1.0,-0.18168504670823438,-0.3105376439523376,-0.3110701843921273,0.0
2018-10-26,-0.19680321888886432,-0.2136051113125373,1.0,-0.17776844339309794,-0.31309000066323256,-0.30948643689341854,0.0
2018-10-29,-0.19559648425422904,-0.21304271012764453,1.0,-0.17713440219071597,-0.3128174550594055,-0.30979197031933214,0.0
2018-10-30,-0.20122935414685916,-0.21310279257965373,1.0,-0.18037897715966125,-0.3122913303999823,-0.30408826585888965,0.0
2018-10-31,-0.20134791735719812,-0.21202077118550436,1.0,-0.18053253784112253,-0.31205391669428795,-0.30374544249254226,0.0
2018-11-01,-0.20788371629257052,-0.2055793135538765,1.0,-0.18659014867829207,-0.3120693093439099,-0.30364937626022026,0.0
2018-11-02,-0.2082871949328963,-0.20416795854187889,1.0,-0.18638437347743278,-0.3124418656154494,-0.3033618284094432,0.0
2018-11-05,-0.20753714323672032,-0.20607576998870758,1.0,-0.18641365719726327,-0.31253459690454577,-0.30164072360117794,0.0
2018-11-06,-0.21124421514138306,-0.2089192001948584,1.0,-0.18449547175660416,-0.310931998848564,-0.29870906312969153,0.0
2018-11-07,-0.2108117680915591,-0.20877515329953733,1.0,-0.1852433976047639,-0.31042879596218975,-0.2984526155004095,0.0
2018-11-08,-0.2090129514211201,-0.20846041639039917,1.0,-0.18383945542147373,-0.3098174424258498,-0.29903195862617693,0.0
2018-11-09,-0.20957792566716044,-0.20878197616573435,1.0,-0.18346636007871056,-0.3097570143049813,-0.29938756107806935,0.0
2018-11-12,-0.20947124406667403,-0.20536483055524893,1.0,-0.18353019097030576,-0.3107186223644994,-0.298664311734187,0.0
2018-11-13,-0.20914326059616528,-0.2040906383072612,1.0,-0.1834388720958454,-0.31094587736910617,-0.2987666306290404,0.0
2018-11-14,-0.21066807965734977,-0.203647282200733,1.0,-0.18313683931646574,-0.31171899147789994,-0.2986267496798693,0.0
2018-11-15,-0.21089545655050726,-0.203970004411116,1.0,-0.18253198059108955,-0.3134539038376709,-0.2946846052051169,0.0
2018-11-16,-0.21053095589693857,-0.2026184126424368,1.0,-0.18203257587445723,-0.3132838156531705,-0.2955852857552181,0.0
2018-11-19,-0.21054487744665842,-0.20276406277552458,1.0,-0.181736025392347,-0.3134588256039499,-0.29569299947099276,0.0
2018-11-20,-0.20935917198854878,-0.20169566174851356,1.0,-0.18079718123761288,-0.3139176392865008,-0.2963884606914776,0.0
2018-11-21,-0.20939381950854982,-0.1999208756428854,1.0,-0.18172227350652778,-0.31328849619763505,-0.293595322871335,0.0
2018-11-23,-0.20976296850584328,-0.20470101459163237,1.0,-0.18007350837423247,-0.31245460747848675,-0.2938574289675815,0.0
