Date,AMTB,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-06-17,1.0,-0.0,-0.8908179702881689,-3.1786289600859137,-7.535707893323787,-5.293538571684267,0.0
2019-06-18,1.0,-0.0,-0.8917322834645669,-3.179491768074445,-7.531675017895491,-5.2925912670007165,0.0
2019-06-19,1.0,-0.0,-0.8645997547731652,-3.1627255211070238,-7.38150289017341,-5.107374321247153,0.0
2019-06-20,1.0,-0.0,-0.8629512793550649,-3.1466876971608833,-7.398352611286366,-5.117420259376095,0.0
2019-06-21,1.0,-0.0,-0.9027339642481599,-3.1230283911671926,-7.363301787592009,-5.136347704171048,0.0
2019-06-24,1.0,-0.0,-0.8755469980745668,-3.1071241029231578,-7.37475932084719,-5.146507964291966,0.0
2019-06-25,1.0,-0.0,-0.8686744878305025,-3.10453510768692,-7.386447207144108,-5.150586587287691,0.0
2019-06-26,1.0,-0.0,-0.8585806003817457,-3.0338365434669443,-7.292208918965817,-5.167447509977443,0.0
2019-06-27,1.0,-0.0,-0.8599444637278723,-3.032627559875044,-7.289135716765013,-5.173377299548768,0.0
2019-06-28,1.0,-0.0,-0.7910705050853302,-3.0341320461989314,-7.27305636959145,-5.140148250301673,0.0
2019-07-01,1.0,-0.0,-0.7527303754266212,-3.020307167235495,-7.22764505119454,-5.064163822525598,0.0
2019-07-02,1.0,-0.0,-0.749320652173913,-3.000509510869565,-7.193783967391304,-5.040251358695651,0.0
2019-07-03,1.0,-0.0,-0.8133796698523024,-3.009730668983493,-7.363336229365769,-5.189748045178106,0.0
2019-07-05,1.0,-0.0,-0.8217665615141956,-3.005958640028041,-7.433753943217665,-5.263932702418507,0.0
2019-07-08,1.0,-0.0,-0.8293323988084808,-3.0,-7.428771683896969,-5.264236902050113,0.0
2019-07-09,1.0,-0.0,-0.7905193447194144,-2.985186476124085,-7.401010805158592,-5.250958522133147,0.0
2019-07-10,1.0,-0.0,-0.7823488045007032,-2.9964838255977497,-7.484528832630098,-5.317510548523207,0.0
2019-07-11,1.0,-0.0,-0.7970401691331924,-2.995771670190275,-7.493481324876674,-5.331747709654687,0.0
2019-07-12,1.0,-0.0,-0.8058098591549295,-2.993838028169014,-7.484154929577464,-5.322007042253521,0.0
2019-07-15,1.0,-0.0,-0.7955859169732002,-3.002452268348222,-7.469609388684533,-5.248730075319671,0.0
2019-07-16,1.0,-0.0,-0.7980381853214223,-3.002977754422841,-7.467157120336311,-5.247854265195305,0.0
2019-07-17,1.0,-0.0,-0.8023418385180007,-2.9886403355470113,-7.449143656064313,-5.23628102062216,0.0
2019-07-18,1.0,-0.0,-0.8090523338048091,-3.0569306930693068,-7.541548797736916,-5.272984441301273,0.0
2019-07-19,1.0,-0.0,-0.821054500266288,-3.0569856204509143,-7.595597372625599,-5.278892242144506,0.0
2019-07-22,1.0,-0.0,-0.8096419709322935,-3.0274725274725274,-7.576923076923077,-5.310173697270471,0.0
2019-07-23,1.0,-0.0,-0.8154118689105403,-3.0214348981399466,-7.569176262178919,-5.308768821966342,0.0
2019-07-24,1.0,-0.0,-0.8139575971731449,-3.0609540636042403,-7.537279151943463,-5.25565371024735,0.0
2019-07-25,1.0,-0.0,-0.7361306179775282,-3.0888342696629216,-7.5428370786516865,-5.188377808988765,0.0
2019-07-26,1.0,-0.0,-0.6789280084077772,-3.099842354177614,-7.552285864424593,-5.184971098265896,0.0
2019-07-29,1.0,-0.0,-0.6330771917568984,-3.0939573873559207,-7.529339853300734,-5.207823960880196,0.0
2019-07-30,1.0,-0.0,-0.6238003838771593,-3.0905601116733554,-7.527133135578433,-5.207468155644738,0.0
2019-07-31,1.0,-0.0,-0.7421305353014406,-3.1237773430553086,-7.6521429841721496,-5.265872310154721,0.0
2019-08-01,1.0,-0.0,-0.7817926679529907,-2.997544290475355,-7.596737414488686,-5.16470794597439,0.0
2019-08-02,1.0,-0.0,-0.7008124337689863,-3.1425291416460617,-7.674673260332038,-5.143588837866479,0.0
2019-08-05,1.0,-0.0,-0.6624956551963851,-3.070038234271811,-7.590719499478623,-5.056134862704206,0.0
2019-08-06,1.0,-0.0,-0.658975229046488,-2.9589412962334576,-7.327960637936886,-5.020529351883272,0.0
2019-08-07,1.0,-0.0,-0.7016537293283833,-2.8450894363820454,-7.277421532230846,-5.05062436719541,0.0
2019-08-08,1.0,-0.0,-0.7031724603442456,-2.8461019237259535,-7.275396557543031,-5.050118123523456,0.0
2019-08-09,1.0,-0.0,-0.5963410540449815,-2.79120510238335,-7.233803289694528,-5.162806310842564,0.0
2019-08-12,1.0,-0.0,-0.5499750540495593,-2.8142358223848327,-7.206885082321636,-5.059537668385166,0.0
2019-08-13,1.0,-0.0,-0.5240863787375416,-2.796179401993356,-7.234551495016612,-5.056644518272425,0.0
2019-08-14,1.0,-0.0,-0.5752519411861886,-2.7687097307120436,-7.163224847183215,-5.013547001486867,0.0
2019-08-15,1.0,-0.0,-0.6722256857855362,-2.692331670822943,-6.746726932668329,-4.474750623441397,0.0
2019-08-16,1.0,-0.0,-0.6839887640449439,-2.687578027465668,-6.745786516853933,-4.4882958801498125,0.0
2019-08-19,1.0,-0.0,-0.5653045489591364,-2.7071703932151117,-6.737856592135698,-4.409868928296068,0.0
2019-08-20,1.0,-0.0,-0.5627082702211452,-2.6778249015449864,-6.6158739775825515,-4.290518024840957,0.0
2019-08-21,1.0,-0.0,-0.5701820370091771,-2.6741387091921167,-6.571385587483075,-4.228825033849857,0.0
2019-08-22,1.0,-0.0,-0.5708932853717026,-2.658573141486811,-6.570893285371703,-4.1875,0.0
2019-08-23,1.0,-0.0,-0.5684305201618948,-2.6579223504721927,-6.572777694498575,-4.191275670813971,0.0
2019-08-26,1.0,-0.0,-0.43116771608471666,-2.5593875214653696,-6.348883800801374,-3.970807097882084,0.0
2019-08-27,1.0,-0.0,-0.4166547431678352,-2.533695807697811,-6.349263127772214,-4.008584919158679,0.0
2019-08-28,1.0,-0.0,-0.3757307856837302,-2.555397119634964,-6.347640096962784,-3.980322258662484,0.0
2019-08-29,1.0,-0.0,-0.35244973095440385,-2.564004531294251,-6.318323421127159,-3.9256584536958363,0.0
2019-08-30,1.0,-0.0,-0.29407636159460976,-2.575098259404829,-6.304604154969119,-3.863279056709714,0.0
2019-09-03,1.0,-0.0,-0.29782456140350877,-2.576982456140351,-6.304,-3.8564210526315796,0.0
2019-09-04,1.0,-0.0,-0.19381177481736142,-2.6493339063171466,-6.477009024495058,-4.004440624552357,0.0
2019-09-05,1.0,-0.0,-0.2688562708908589,-2.683330911204767,-6.615172213341085,-3.9654120040691763,0.0
2019-09-06,1.0,-0.0,-0.21070911722141825,-2.7623733719247467,-6.651808972503618,-3.8468885672937776,0.0
2019-09-09,1.0,-0.0,-0.21808972503617946,-2.7639652677279307,-6.648335745296672,-3.841389290882779,0.0
2019-09-10,1.0,-0.0,-0.37465940054495916,-2.7105661519830457,-6.850741749924312,-4.20178625491977,0.0
2019-09-11,1.0,-0.0,-0.3924780103124052,-2.6833484986351226,-6.856536245071277,-4.232939035486806,0.0
2019-09-12,1.0,-0.0,-0.3155830441997285,-2.699653039674159,-6.8432644441092165,-4.226731030321315,0.0
2019-09-13,1.0,-0.0,-0.3192098914354644,-2.6832026537997584,-6.837002412545234,-4.238992762364294,0.0
2019-09-16,1.0,-0.0,-0.32152547482665056,-2.6813385589388004,-6.833132348507688,-4.237865541151644,0.0
2019-09-17,1.0,-0.0,-0.3680314246865085,-2.6741199576975374,-6.847560054388881,-4.218310923100167,0.0
2019-09-18,1.0,-0.0,-0.37877871825876663,-2.656136638452237,-6.848246674727933,-4.23171100362757,0.0
2019-09-19,1.0,-0.0,-0.36936118679987895,-2.6687859521646993,-6.86936118679988,-4.230396609143203,0.0
