Date,IWF,IWM,MTUM,SPY,VLUE,VRTS,VXX
2018-09-24,-0.27565510174205826,-0.65788317962231,-0.024271702532572097,-0.48818620992534034,-0.48186209925340356,1.0,0.0
2018-09-25,-0.2746363209760676,-0.6607519943688409,-0.021556780854059127,-0.49073205068043174,-0.48518887846081654,1.0,0.0
2018-09-26,-0.2741679873217116,-0.6606210013500029,-0.019575042554440335,-0.4918412866114926,-0.488583670834067,1.0,0.0
2018-09-27,-0.2742373184624102,-0.6919750693346852,-0.013986222527062891,-0.5029075835743895,-0.49903080547520345,1.0,0.0
2018-09-28,-0.2742753190981749,-0.691846594297984,-0.014314684480496241,-0.5028032923774305,-0.4989860431826315,1.0,0.0
2018-10-01,-0.2754310601992721,-0.6908299027504325,-0.014229461249328798,-0.5035797386790763,-0.4990454030189129,1.0,0.0
2018-10-02,-0.2767601431980907,-0.6799522673031027,-0.01825775656324582,-0.5062649164677804,-0.5020584725536993,1.0,0.0
2018-10-03,-0.2772647120356257,-0.6680414836068024,-0.015900056785917095,-0.513942437012463,-0.5135837891150363,1.0,0.0
2018-10-04,-0.2790141896938013,-0.6644958924570575,-0.016460044809559374,-0.5159970126960418,-0.5113666915608663,1.0,0.0
2018-10-05,-0.26888955046144686,-0.65969038404287,-0.005715986900863353,-0.5229234891336708,-0.5197975587972612,1.0,0.0
2018-10-08,-0.26794528694617903,-0.6583110318168303,-0.004133214391911983,-0.523788284269997,-0.5193577163247102,1.0,0.0
2018-10-09,-0.2679075852635961,-0.6584401296422943,-0.004014153608278077,-0.5237727097023579,-0.5192828045553209,1.0,0.0
2018-10-10,-0.2681846556285485,-0.6579174221931572,-0.004339942332273119,-0.5239737225409471,-0.5181474985880324,1.0,0.0
2018-10-11,-0.20807318135617833,-0.6542471322782053,-0.0,-0.5086104254392333,-0.5330622912734136,1.0,0.0
2018-10-12,-0.2069213716062534,-0.6503901189070912,-0.0,-0.4990354993809921,-0.522788126565514,1.0,0.0
2018-10-15,-0.1876849696865213,-0.6674711950119243,-0.0,-0.49507226388529724,-0.5230583570381864,1.0,0.0
2018-10-16,-0.17836215108391304,-0.689518806108016,-0.0,-0.49554022457639346,-0.5231648529284415,1.0,0.0
2018-10-17,-0.16049347541170436,-0.6588979429027294,-0.0,-0.4949854692575075,-0.5347883070260414,1.0,0.0
2018-10-18,-0.16025641025641027,-0.6587749287749288,-0.0,-0.4951566951566952,-0.5347863247863248,1.0,0.0
2018-10-19,-0.153581678174637,-0.6579717557468814,-0.0,-0.4951837013042366,-0.5347654363083567,1.0,0.0
2018-10-22,-0.15367571866833316,-0.6527667310532894,-0.0,-0.4974150664697193,-0.5367287808203614,1.0,0.0
2018-10-23,-0.15501278046009653,-0.6527122976427151,-0.0,-0.49627946606077816,-0.5360976995171827,1.0,0.0
2018-10-24,-0.1549062687248552,-0.6619682141124775,-0.0,-0.499186806288698,-0.5372499786001655,1.0,0.0
2018-10-25,-0.14244693429424019,-0.6476268228140308,-0.0,-0.4981982996452902,-0.5268847474804347,1.0,0.0
2018-10-26,-0.13231637471013885,-0.6392031961556728,-0.0,-0.5011873830078506,-0.5211074791160282,1.0,0.0
2018-10-29,-0.10955658983863324,-0.6531590535380842,-0.0,-0.4931579387419525,-0.5311446169281793,1.0,0.0
2018-10-30,-0.13045796385677402,-0.6584914131776854,-0.0,-0.4976428330901336,-0.519558873049725,1.0,0.0
2018-10-31,-0.13575595188255324,-0.6406542186496972,-0.0,-0.497948589131709,-0.5167043456417986,1.0,0.0
2018-11-01,-0.1300819809268864,-0.6445820088115555,-0.0,-0.49732307177513807,-0.5164519547152976,1.0,0.0
2018-11-02,-0.13346287300485773,-0.6275364330326162,-0.0,-0.5017626648160999,-0.5131158917418459,1.0,0.0
2018-11-05,-0.13073763667647223,-0.6350668812787922,-0.0,-0.5024143864128323,-0.5069378919908974,1.0,0.0
2018-11-06,-0.13204772475027748,-0.6356825749167592,-0.0,-0.5014150943396227,-0.5055493895671476,1.0,0.0
2018-11-07,-0.13166578852499933,-0.6356728876071102,-0.0,-0.5005407503951638,-0.5052272538199163,1.0,0.0
2018-11-08,-0.1173698569735718,-0.6357648744729517,-0.0,-0.49505332488218917,-0.5076473668255849,1.0,0.0
2018-11-09,-0.11560677666307383,-0.6384766326728022,-0.0,-0.5002901915264074,-0.5093552220656109,1.0,0.0
2018-11-12,-0.11507739767531537,-0.6267559081143613,-0.0,-0.5051231201454305,-0.5073816999944913,1.0,0.0
2018-11-13,-0.09503103891486861,-0.6251811742828234,-0.0,-0.5083271802444828,-0.5061941094429403,1.0,0.0
2018-11-14,-0.09559748427672955,-0.6246923707957341,-0.0,-0.5083401695378725,-0.5058791359037462,1.0,0.0
2018-11-15,-0.09482711531108319,-0.6251160758179931,-0.0,-0.509723056754247,-0.5015294696017916,1.0,0.0
2018-11-16,-0.0932235730251322,-0.6200185356811863,-0.0,-0.5086954151447418,-0.5039524614294281,1.0,0.0
2018-11-19,-0.0937908853030964,-0.6197939380723942,-0.0,-0.5083406018316616,-0.5037887047535979,1.0,0.0
2018-11-20,-0.08058249789442225,-0.6176270818050914,-0.0,-0.5094139701687179,-0.5092509576982639,1.0,0.0
2018-11-21,-0.07110396807803147,-0.6351141653735314,-0.0,-0.5246065174019064,-0.5402072711150522,1.0,0.0
2018-11-23,-0.07135138130732356,-0.6347363462550916,-0.0,-0.5246473994846076,-0.540164593089307,1.0,0.0
2018-11-26,-0.07014623047254363,-0.6441632675712423,-0.0,-0.5227670024140515,-0.5376952745636672,1.0,0.0
2018-11-27,-0.061632472487972136,-0.6490350052535531,-0.0,-0.5199082010728309,-0.5344522479677045,1.0,0.0
2018-11-28,-0.05678902153296887,-0.6804920227602365,-0.0,-0.5172375320763137,-0.5347539886198818,1.0,0.0
