Date,IWF,IWM,MTUM,REX,SPY,VLUE,VXX
2018-10-17,-0.2400448681996635,-0.9558679192372407,-0.0,1.0,-0.6573191250701066,-0.6521312394840157,0.0
2018-10-18,-0.24331842670516565,-0.9655973801894433,-0.0,1.0,-0.6568189020740166,-0.655551251804641,0.0
2018-10-19,-0.2295821960948982,-0.9593393519490518,-0.0,1.0,-0.6566589684372595,-0.6536496605780671,0.0
2018-10-22,-0.23026385131574326,-0.9445244703650354,-0.0,1.0,-0.6713628219091452,-0.6671468221902119,0.0
2018-10-23,-0.22603149994714772,-0.9475000880871004,-0.0,1.0,-0.6780944998414432,-0.6718579331242732,0.0
2018-10-24,-0.22370459025626582,-0.9437482399324134,-0.0,1.0,-0.6787876654463532,-0.6739298789073501,0.0
2018-10-25,-0.1849622002531386,-0.8990182328190743,-0.0,1.0,-0.692676085246126,-0.6441008449355182,0.0
2018-10-26,-0.176460603591676,-0.888888888888889,-0.0,1.0,-0.6922972468343688,-0.6371320908442816,0.0
2018-10-29,-0.1582184374155177,-0.8960529872938632,-0.0,1.0,-0.6844079480940795,-0.6406123276561232,0.0
2018-10-30,-0.14453758788534343,-0.897072742022715,-0.0,1.0,-0.6858436992969172,-0.6527852893455923,0.0
2018-10-31,-0.14752611601894464,-0.880823620301636,-0.0,1.0,-0.6828121326122737,-0.6478116287662491,0.0
2018-11-01,-0.14937159755359905,-0.8797970293702533,-0.0,1.0,-0.6832112373143355,-0.6480610256065595,0.0
2018-11-02,-0.16176816364918883,-0.8400120923045918,-0.0,1.0,-0.7087434080145109,-0.6484834234657889,0.0
2018-11-05,-0.15592319849356065,-0.8590739433067689,-0.0,1.0,-0.7117925955815596,-0.6357981102256297,0.0
2018-11-06,-0.14804649113889737,-0.8581207007556505,-0.0,1.0,-0.727491443868388,-0.6549422249330759,0.0
2018-11-07,-0.14745463195813224,-0.8636919730850268,-0.0,1.0,-0.7288792224563311,-0.6583293685856045,0.0
2018-11-08,-0.12090875383422658,-0.8653722991876497,-0.0,1.0,-0.7203626925540163,-0.6641048976977787,0.0
2018-11-09,-0.12230919765166341,-0.8662190431203186,-0.0,1.0,-0.7203252581145827,-0.6651933328834605,0.0
2018-11-12,-0.12190117393790575,-0.8471862491170237,-0.0,1.0,-0.7311715833024993,-0.6634599212889771,0.0
2018-11-13,-0.10511534603811436,-0.8455366098294885,-0.0,1.0,-0.7322634570377801,-0.660448010698763,0.0
2018-11-14,-0.105342337523402,-0.8453129178924846,-0.0,1.0,-0.7322144958545065,-0.6602701257020595,0.0
2018-11-15,-0.1041896177599733,-0.8460023368385912,-0.0,1.0,-0.7345351360373895,-0.6535803705558338,0.0
2018-11-16,-0.09985007496251876,-0.835848742295519,-0.0,1.0,-0.734432783608196,-0.6615025820423123,0.0
2018-11-19,-0.09901023094611257,-0.8364048388709301,-0.0,1.0,-0.735228446695771,-0.6619122204818875,0.0
2018-11-20,-0.07574953568585831,-0.8319182807110639,-0.0,1.0,-0.7373971875829133,-0.6714645794640488,0.0
2018-11-21,-0.07069767441860465,-0.8353488372093023,-0.0,1.0,-0.7406312292358804,-0.6755813953488372,0.0
2018-11-23,-0.07030780530146225,-0.8510716431862189,-0.0,1.0,-0.7393670294451493,-0.6777058155838954,0.0
2018-11-26,-0.07071247159470659,-0.849619034888384,-0.0,1.0,-0.7416455019382435,-0.6798222162812458,0.0
2018-11-27,-0.05675061794375043,-0.8629166945019708,-0.0,1.0,-0.7420669383392344,-0.6785022379584476,0.0
2018-11-28,-0.05562798783137766,-0.8709591147661551,-0.0,1.0,-0.7392772373215659,-0.6771637749473473,0.0
2018-11-29,-0.010482180293501049,-0.8663272436857343,-0.0,1.0,-0.7513560280855878,-0.6995108315863033,0.0
2018-11-30,-0.012236710130391175,-0.8730524908057505,-0.0,1.0,-0.7613507188231362,-0.6967235038448679,0.0
2018-12-03,-0.017771471045340898,-0.8815122643421851,-0.0,1.0,-0.7724170552064328,-0.7069058720183796,0.0
2018-12-04,-0.007016123591715577,-0.8891587397962626,-0.0,1.0,-0.770087026917628,-0.7069081832287661,0.0
2018-12-06,-0.0,-0.8359156551202342,-0.0,1.0,-0.7712095792624758,-0.6824237639396034,0.0
2018-12-07,-0.0,-0.8392585739774004,-0.0,1.0,-0.7730787021740567,-0.6917002577149277,0.0
2018-12-10,-0.0,-0.8375053172343837,-0.0,1.0,-0.7640784005758974,-0.6705605183076471,0.0
2018-12-11,-0.0,-0.8422872953654599,-0.0,1.0,-0.7914621693731677,-0.6601666721565268,0.0
2018-12-12,-0.0,-0.8426307291838282,-0.0,1.0,-0.7931068568980857,-0.6592638966687535,0.0
2018-12-13,-0.0,-0.8398077429549645,-0.0,1.0,-0.7945746642085858,-0.6577232025283118,0.0
2018-12-14,-0.0,-0.8219358665919653,-0.0,1.0,-0.8122796032033748,-0.6614046073229412,0.0
2018-12-17,-0.0,-0.817740135250476,-0.0,1.0,-0.7952859300111614,-0.6697524784978005,0.0
2018-12-18,-0.0,-0.8156669944280565,-0.0,1.0,-0.7936414290396592,-0.6683054736152082,0.0
2018-12-19,-0.0,-0.8156549101874918,-0.0,1.0,-0.793627900878458,-0.6685459551593025,0.0
2018-12-20,-0.0,-0.804136491159392,-0.0,1.0,-0.795132772232009,-0.6629477392836173,0.0
2018-12-21,-0.0,-0.806335282651072,-0.0,1.0,-0.8000324886289798,-0.642495126705653,0.0
2018-12-24,-0.0,-0.7750461568360704,-0.0,1.0,-0.7910471933404593,-0.6730152560489748,0.0
2018-12-26,-0.0,-0.7789274123582147,-0.0,1.0,-0.772950740657434,-0.6613862022428586,0.0
2018-12-27,-0.0,-0.7417811198806786,-0.0,1.0,-0.706046858492325,-0.6594990988751477,0.0
2018-12-28,-0.0,-0.7434950009315034,-0.0,1.0,-0.7043718561758678,-0.6571446314351362,0.0
2018-12-31,-0.0,-0.7471567957243179,-0.0,1.0,-0.7037785097259337,-0.656360698527127,0.0
2019-01-02,-0.0,-0.7524758661626417,-0.0,1.0,-0.7121747008653816,-0.6594707738448562,0.0
2019-01-03,-0.0,-0.7525860183130723,-0.0,1.0,-0.7263976999281228,-0.6460826900840652,0.0
2019-01-04,-0.0,-0.7548635713841755,-0.0,1.0,-0.705295543539064,-0.6475853067313071,0.0
2019-01-07,-0.0,-0.7279142228739003,-0.0,1.0,-0.6979472140762464,-0.6288795210166178,0.0
2019-01-08,-0.0,-0.7137455787291134,-0.0,1.0,-0.7086534943285767,-0.6267227710696427,0.0
2019-01-09,-0.0,-0.7056387772500304,-0.0,1.0,-0.7079831932773109,-0.631074168797954,0.0
2019-01-10,-0.0,-0.7055564012787334,-0.0,1.0,-0.707992084031055,-0.6310245090576952,0.0
2019-01-11,-0.0,-0.6914776883686906,-0.0,1.0,-0.7121738600341381,-0.6443855157278713,0.0
2019-01-14,-0.0,-0.6937189528540518,-0.0,1.0,-0.7148995824825527,-0.638923597354707,0.0
2019-01-15,-0.0,-0.6862487792968749,-0.0,1.0,-0.7136230468749999,-0.6518859863281249,0.0
2019-01-16,-0.0,-0.6862458066483683,-0.0,1.0,-0.7077157670021347,-0.6557182067703567,0.0
2019-01-17,-0.0,-0.6976637233259749,-0.0,1.0,-0.7095290654893304,-0.6587870983566347,0.0
2019-01-18,-0.0,-0.6959378550155055,-0.0,1.0,-0.7107679081335012,-0.6636986091068194,0.0
2019-01-22,-0.0,-0.7058604072749883,-0.0,1.0,-0.768568319602052,-0.6345095600808331,0.0
2019-01-23,-0.0,-0.6846465275615073,-0.0,1.0,-0.7797259420741202,-0.6499221426346932,0.0
2019-01-24,-0.0,-0.7020856820744081,-0.0,1.0,-0.7651572090692722,-0.6644431917825379,0.0
2019-01-25,-0.0,-0.6692579730461656,-0.0,1.0,-0.8508299614490076,-0.6659444993150031,0.0
2019-01-28,-0.0,-0.6667616604920681,-0.0,1.0,-0.8395870935055888,-0.6601120927139736,0.0
2019-01-29,-0.0,-0.6439403553299493,-0.0,1.0,-0.8536802030456853,-0.675,0.0
2019-01-30,-0.0,-0.6435069257345717,-0.0,1.0,-0.8531807664268282,-0.6729531839360994,0.0
2019-01-31,-0.0,-0.6488610333418172,-0.0,1.0,-0.8602379740391958,-0.6723721048612878,0.0
2019-02-01,-0.0,-0.6470831215048297,-0.0,1.0,-0.8545055922724962,-0.675838840874428,0.0
2019-02-04,-0.0,-0.6421834809945698,-0.0,1.0,-0.8533866819091167,-0.6799403004032898,0.0
2019-02-05,-0.0,-0.63835329246212,-0.0,1.0,-0.8477812013595503,-0.6903846764715226,0.0
2019-02-06,-0.0,-0.6279180562172463,-0.0,1.0,-0.8492615531205336,-0.6989677624265522,0.0
2019-02-07,-0.0,-0.6309697933227345,-0.0,1.0,-0.8596502384737679,-0.6890302066772656,0.0
2019-02-08,-0.0,-0.6281560826319816,-0.0,1.0,-0.8663925019127774,-0.6934136699821474,0.0
2019-02-11,-0.0,-0.6149201277955272,-0.0,1.0,-0.869520766773163,-0.710479233226837,0.0
2019-02-12,-0.0,-0.6448083915183885,-0.0,1.0,-0.8661475594452845,-0.7066507931400624,0.0
2019-02-13,-0.0,-0.6456488255679631,-0.0,1.0,-0.8633038120908741,-0.6999101527403415,0.0
2019-02-14,-0.0,-0.6352447100629948,-0.0,1.0,-0.8699079308673883,-0.7253432401873688,0.0
2019-02-15,-0.0,-0.6246209432866636,-0.0,1.0,-0.8731853667978581,-0.728240531647203,0.0
2019-02-19,-0.0,-0.6270334315358013,-0.0,1.0,-0.8556423722300499,-0.7195785833226591,0.0
2019-02-20,-0.0,-0.6511694969561038,-0.0,1.0,-0.831976930471003,-0.7209548221723806,0.0
2019-02-21,-0.0,-0.6658715832903559,-0.0,1.0,-0.8437338834450747,-0.7137055183084063,0.0
2019-02-22,-0.0,-0.6733256128160586,-0.0,1.0,-0.83423406034871,-0.7093225246091488,0.0
2019-02-25,-0.0,-0.6731202886411959,-0.0,1.0,-0.8371883254944914,-0.7111010888473681,0.0
2019-02-26,-0.0,-0.6658643045124847,-0.0,1.0,-0.841068104499647,-0.7025162077155144,0.0
2019-02-27,-0.0,-0.6600808262236193,-0.0,1.0,-0.8403682083520432,-0.7069087176855475,0.0
2019-02-28,-0.0,-0.6641757680270806,-0.0,1.0,-0.8393051031487514,-0.6899789231653574,0.0
2019-03-01,-0.0,-0.6695707675123663,-0.0,1.0,-0.8307643210467528,-0.6909845220998883,0.0
2019-03-04,-0.0,-0.6566865633731268,-0.0,1.0,-0.8383604267208534,-0.6799593599187198,0.0
2019-03-05,-0.0,-0.6534851271643306,-0.0,1.0,-0.8410604426967717,-0.6766347434515126,0.0
2019-03-06,-0.0,-0.6499191682251878,-0.0,1.0,-0.845088280977589,-0.6748660728436936,0.0
2019-03-07,-0.0,-0.6239681184173071,-0.0,1.0,-0.8670968150045861,-0.6717904924565898,0.0
2019-03-08,-0.0,-0.6206111630807609,-0.0,1.0,-0.8450265045213596,-0.6525101340816963,0.0
2019-03-11,-0.0,-0.6199869528750273,-0.0,1.0,-0.8432481128265665,-0.6432232611599515,0.0
2019-03-12,-0.0,-0.5592380120970256,-0.0,1.0,-0.8514061233397767,-0.7071771528340711,0.0
2019-03-13,-0.0,-0.5610783487784331,-0.0,1.0,-0.8511654029766919,-0.707978408062654,0.0
2019-03-14,-0.0,-0.5633539210181546,-0.0,1.0,-0.8504273504273504,-0.7055649135941108,0.0
2019-03-15,-0.0,-0.5555381727158949,-0.0,1.0,-0.8568836045056321,-0.7165206508135169,0.0
2019-03-18,-0.0,-0.5727748361069087,-0.0,1.0,-0.8554904185577408,-0.7235249621785174,0.0
2019-03-19,-0.0,-0.5740027770764958,-0.0,1.0,-0.8445783892956323,-0.7371875788942186,0.0
2019-03-20,-0.0,-0.5747002815297504,-0.0,1.0,-0.841963749090564,-0.7465599595103279,0.0
2019-03-21,-0.0,-0.5733860759493671,-0.0,1.0,-0.8775632911392405,-0.7136075949367089,0.0
2019-03-22,-0.0,-0.5697454778293581,-0.0,1.0,-0.9050744357291499,-0.7267168240755563,0.0
2019-03-25,-0.0,-0.5400559511698881,-0.0,1.0,-0.9168997965412005,-0.7220879959308241,0.0
2019-03-26,-0.0,-0.5684544812985179,-0.0,1.0,-0.9228844549945467,-0.7164624366459228,0.0
2019-03-27,-0.0,-0.5549283125380889,-0.0,1.0,-0.9360746704301247,-0.7164576450588576,0.0
2019-03-28,-0.0,-0.5525909733830525,-0.0,1.0,-0.9398868458274398,-0.7221293557927221,0.0
2019-03-29,-0.0,-0.5533275490857675,-0.0,1.0,-0.9374658568720073,-0.7226453292200905,0.0
2019-04-01,-0.0,-0.5664157982760839,-0.0,1.0,-0.9367361379132897,-0.7131094815386595,0.0
2019-04-02,-0.0,-0.5770737031330252,-0.0,1.0,-0.9500192604006162,-0.6829417051874679,0.0
2019-04-03,-0.0,-0.5716061977937895,-0.0,1.0,-0.938755340177262,-0.6777721099279475,0.0
2019-04-04,-0.0,-0.5709138447803073,-0.0,1.0,-0.9410751865314713,-0.676583126076143,0.0
2019-04-05,-0.0,-0.5695673000159668,-0.0,1.0,-0.9406354782053329,-0.6831869711001117,0.0
2019-04-08,-0.0,-0.5743843939878478,-0.0,1.0,-0.9404221298369044,-0.6831467860569236,0.0
2019-04-09,-0.0,-0.5761703760552571,-0.0,1.0,-0.9388910207214121,-0.6826873880787926,0.0
2019-04-10,-0.0,-0.5754909461871972,-0.0,1.0,-0.9504590665646518,-0.6620441213976026,0.0
2019-04-11,-0.0,-0.5664765667314494,-0.0,1.0,-0.9566380985758436,-0.6629177685028834,0.0
2019-04-12,-0.0,-0.5629155928860043,-0.0,1.0,-0.9566669848239001,-0.662021571060418,0.0
2019-04-15,-0.0,-0.5645638951692514,-0.0,1.0,-0.9531891857465847,-0.6666560519695571,0.0
2019-04-16,-0.0,-0.5676149214743079,-0.0,1.0,-0.9514510528495428,-0.6665604791182186,0.0
2019-04-17,-0.0,-0.5454082120217884,-0.0,1.0,-0.9755040932692002,-0.6645430509986303,0.0
2019-04-18,-0.0,-0.5266861054766734,-0.0,1.0,-0.9770537525354969,-0.6656313387423936,0.0
2019-04-22,-0.0,-0.5260848831664282,-0.0,1.0,-0.9816563344460341,-0.6714035924336353,0.0
2019-04-23,-0.0,-0.5308594867881331,-0.0,1.0,-0.9800629590766002,-0.6688288975802092,0.0
2019-04-24,-0.0,-0.5300504809981902,-0.0,1.0,-0.9738387782963456,-0.6710162872654538,0.0
2019-04-25,-0.0,-0.5225812607340501,-0.0,1.0,-0.9827619108199225,-0.6751160867629286,0.0
2019-04-26,-0.0,-0.5094844048376831,-0.0,1.0,-0.9962126034373012,-0.6769891788669637,0.0
2019-04-29,-0.0,-0.5072380770576819,-0.0,1.0,-0.9957685087970475,-0.6785975629155929,0.0
2019-04-30,-0.0,-0.5135324460294212,-0.0,1.0,-0.9936636311532828,-0.6768770298669043,0.0
2019-05-01,-0.0,-0.5181319032113899,-0.0,1.0,-1.0108855263997958,-0.663219051267318,0.0
2019-05-02,-0.0,-0.5070688936620396,-0.0,1.0,-1.0109639983329595,-0.6878145737825794,0.0
2019-05-03,-0.0,-0.48061716489874634,-0.0,1.0,-1.0352298296367728,-0.6985535197685633,0.0
2019-05-06,-0.0,-0.5117906786590352,-0.0,1.0,-1.0448732624693375,-0.713949304987735,0.0
2019-05-07,-0.0,-0.5044758500836147,-0.0,1.0,-1.0530543987933239,-0.721448011279798,0.0
2019-05-08,-0.0,-0.5055138662316476,-0.0,1.0,-1.0307014681892335,-0.7264600326264274,0.0
2019-05-09,-0.0,-0.503404019674908,-0.0,1.0,-1.0269064138897033,-0.7270920876901528,0.0
2019-05-10,-0.0,-0.5173292238017361,-0.0,1.0,-0.941187570763618,-0.6865014467228582,0.0
2019-05-13,-0.0,-0.5160732803318354,-0.0,1.0,-0.9353297929170726,-0.6909467994846494,0.0
2019-05-14,-0.0,-0.469539514623522,-0.0,1.0,-0.9524891101431238,-0.6893590541381456,0.0
2019-05-15,-0.0,-0.4589458698276129,-0.0,1.0,-0.9573210361796292,-0.6786543282473461,0.0
2019-05-16,-0.0,-0.46298476025275676,-0.0,1.0,-0.9531966299095527,-0.6813282121174575,0.0
2019-05-17,-0.0,-0.4448296140394317,-0.0,1.0,-0.9240459314742022,-0.7262063202203721,0.0
2019-05-20,-0.0,-0.4381606928221407,-0.0,1.0,-0.9189139211637439,-0.7248435910870035,0.0
2019-05-21,-0.0,-0.4374075443786982,-0.0,1.0,-0.9196252465483234,-0.7248212524654832,0.0
2019-05-22,-0.0,-0.4283821671750315,-0.0,1.0,-0.9308007517638721,-0.721785747296423,0.0
2019-05-23,-0.0,-0.43207810320781037,-0.0,1.0,-0.9193243452657679,-0.7479311947931195,0.0
2019-05-24,-0.0,-0.4252916241220335,-0.0,1.0,-0.9215012840743835,-0.7473931742937591,0.0
2019-05-28,-0.0,-0.42080019803818425,-0.0,1.0,-0.9237862425348888,-0.749760188136275,0.0
2019-05-29,-0.0,-0.42716438186982836,-0.0,1.0,-0.9264851179449178,-0.7339137952328022,0.0
2019-05-30,-0.0,-0.42560873993148784,-0.0,1.0,-0.9248217757615036,-0.735703484245286,0.0
2019-05-31,-0.0,-0.44378413106328296,-0.0,1.0,-0.9460970125281079,-0.8224542242210086,0.0
2019-06-03,-0.0,-0.4398478057588753,-0.0,1.0,-0.9481830200238609,-0.8364234353335698,0.0
2019-06-04,-0.0,-0.41214191344697587,-0.0,1.0,-0.9131247381819354,-0.8971095285663648,0.0
2019-06-05,-0.0,-0.3978847440349144,-0.0,1.0,-0.9201363448122072,-0.8676053645949475,0.0
2019-06-06,-0.0,-0.39670920721810254,-0.0,1.0,-0.9078323414277076,-0.8780433468062762,0.0
2019-06-07,-0.0,-0.4188268263167951,-0.0,1.0,-0.8942424049423603,-0.8714413094707343,0.0
2019-06-10,-0.0,-0.43527818885985076,-0.0,1.0,-0.8482634843666362,-0.8651405900689569,0.0
2019-06-11,-0.0,-0.43581957360663004,-0.0,1.0,-0.8679382552033911,-0.8594293667362561,0.0
2019-06-12,-0.0,-0.4341293689704255,-0.0,1.0,-0.8677842796141072,-0.8611418630396963,0.0
2019-06-13,-0.0,-0.4316999201915403,-0.0,1.0,-0.8746687948922587,-0.8859377494014365,0.0
2019-06-14,-0.0,-0.44859934010480684,-0.0,1.0,-0.8761726078799248,-0.9100084104289319,0.0
2019-06-17,-0.0,-0.46380958574494374,-0.0,1.0,-0.857124276516876,-0.9306756844638095,0.0
2019-06-18,-0.0,-0.5044581841848356,-0.0,1.0,-0.8427920598763423,-0.9068987959648551,0.0
2019-06-19,-0.0,-0.49032404701604004,-0.0,1.0,-0.8568738229755181,-0.8997662185856226,0.0
2019-06-20,-0.0,-0.49019480096423224,-0.0,1.0,-0.8621082806697505,-0.9052381262622974,0.0
2019-06-21,-0.0,-0.48976326530612246,-0.0,1.0,-0.8783673469387755,-0.8971755102040816,0.0
2019-06-24,-0.0,-0.49113666896031977,-0.0,1.0,-0.8759461319178217,-0.9095645335692519,0.0
2019-06-25,-0.0,-0.5043515527131271,-0.0,1.0,-0.8752225225819213,-0.9170238016746883,0.0
2019-06-26,-0.0,-0.510338716029933,-0.0,1.0,-0.8454115793619534,-0.9263817776027308,0.0
2019-06-27,-0.0,-0.4928017354719958,-0.0,1.0,-0.8454509597686037,-0.9486260846699973,0.0
2019-06-28,-0.0,-0.4993750822260229,-0.0,1.0,-0.8405472964083675,-0.9491185370346008,0.0
2019-07-01,-0.0,-0.5001645711276415,-0.0,1.0,-0.8370416694095187,-0.9541833980646436,0.0
2019-07-02,-0.0,-0.512916955359794,-0.0,1.0,-0.8248045135108383,-0.9616285591738427,0.0
2019-07-03,-0.0,-0.5234176169228227,-0.0,1.0,-0.8137167410345397,-0.9680713931581557,0.0
2019-07-05,-0.0,-0.5169597989949749,-0.0,1.0,-0.8187979370536894,-0.9702459666754827,0.0
2019-07-08,-0.0,-0.5219978183981754,-0.0,1.0,-0.8098039863815159,-0.9736555052391497,0.0
2019-07-09,-0.0,-0.5077280265339967,-0.0,1.0,-0.8199336650082919,-0.9890878938640132,0.0
2019-07-10,-0.0,-0.5091440140728203,-0.0,1.0,-0.8230940290085963,-0.9868565169769988,0.0
2019-07-11,-0.0,-0.5058040911358723,-0.0,1.0,-0.8323964743056711,-0.9879261599866956,0.0
2019-07-12,-0.0,-0.5146584140294832,-0.0,1.0,-0.8466606768493561,-0.9663239160094506,0.0
2019-07-15,-0.0,-0.5333666167415544,-0.0,1.0,-0.8434681311366283,-0.9515393576302212,0.0
2019-07-16,-0.0,-0.5357499500699021,-0.0,1.0,-0.8602290127155315,-0.932694228080687,0.0
2019-07-17,-0.0,-0.5500384011754099,-0.0,1.0,-0.8570808428223194,-0.9321134003406016,0.0
2019-07-18,-0.0,-0.550930558335001,-0.0,1.0,-0.8546461210059371,-0.9297912080581684,0.0
2019-07-19,-0.0,-0.5533611342785654,-0.0,1.0,-0.8536447039199332,-0.9291075896580484,0.0
2019-07-22,-0.0,-0.5385834204227489,-0.0,1.0,-0.8531166773421435,-0.9795030846509118,0.0
2019-07-23,-0.0,-0.5438346883468834,-0.0,1.0,-0.8543021680216802,-0.9893631436314362,0.0
2019-07-24,-0.0,-0.5471002233200243,-0.0,1.0,-0.8571090207755294,-0.9794274886648169,0.0
2019-07-25,-0.0,-0.5444061147186148,-0.0,1.0,-0.859273538961039,-0.9783211580086582,0.0
2019-07-26,-0.0,-0.5656449206564491,-0.0,1.0,-0.851281703512817,-0.9738234097382341,0.0
2019-07-29,-0.0,-0.551491296528791,-0.0,1.0,-0.8531098367887073,-0.9885650300295205,0.0
2019-07-30,-0.0,-0.5621851599727706,-0.0,1.0,-0.8580326752893124,-0.9834581347855683,0.0
2019-07-31,-0.0,-0.6030344357313331,-0.0,1.0,-0.8404705080122741,-0.9659734060688715,0.0
2019-08-01,-0.0,-0.603932106534236,-0.0,1.0,-0.8360828599612232,-0.9614952889554067,0.0
2019-08-02,-0.0,-0.5925333514838007,-0.0,1.0,-0.8591410291315001,-0.9515382521099919,0.0
2019-08-05,-0.0,-0.5909090909090908,-0.0,1.0,-0.8484055211803903,-0.9604610049636226,0.0
2019-08-06,-0.0,-0.5931601005867561,-0.0,1.0,-0.8102933780385582,-0.9494383906119026,0.0
2019-08-07,-0.0,-0.5975055172875008,-0.0,1.0,-0.7902761987561024,-0.9560288905236407,0.0
2019-08-08,-0.0,-0.5822599434182061,-0.0,1.0,-0.780362789149609,-0.9657180895323682,0.0
2019-08-09,-0.0,-0.5777681890600106,-0.0,1.0,-0.7709771640998406,-0.9704261816250664,0.0
2019-08-12,-0.0,-0.5749875766108994,-0.0,1.0,-0.7752194798741097,-0.9626967036607587,0.0
2019-08-13,-0.0,-0.5580779667747701,-0.0,1.0,-0.7755642332384671,-0.9756767489575748,0.0
2019-08-14,-0.0,-0.567860198775752,-0.0,1.0,-0.7510695715131969,-0.9720595010860265,0.0
2019-08-15,-0.0,-0.585669275993114,-0.0,1.0,-0.7354402832364311,-0.9270146490401793,0.0
2019-08-16,-0.0,-0.5701159128543135,-0.0,1.0,-0.753108867171012,-0.9236014156303777,0.0
2019-08-19,-0.0,-0.5624959481361426,-0.0,1.0,-0.75387358184765,-0.9251539708265802,0.0
2019-08-20,-0.0,-0.5589354838709678,-0.0,1.0,-0.7452903225806452,-0.9215806451612903,0.0
2019-08-21,-0.0,-0.5552646887725422,-0.0,1.0,-0.7475922694072782,-0.9289961864132894,0.0
2019-08-22,-0.0,-0.5558027796588307,-0.0,1.0,-0.7504433910547871,-0.91841604591919,0.0
2019-08-23,-0.0,-0.5551111254475661,-0.0,1.0,-0.7527176542692171,-0.9178736169800975,0.0
2019-08-26,-0.0,-0.5512993262752647,-0.0,1.0,-0.7458774462624319,-0.9110362528071865,0.0
2019-08-27,-0.0,-0.5478806907378335,-0.0,1.0,-0.7396917950853811,-0.9162208054336334,0.0
2019-08-28,-0.0,-0.5469480561070903,-0.0,1.0,-0.7351566002690066,-0.9203548325113687,0.0
2019-08-29,-0.0,-0.5490636944721036,-0.0,1.0,-0.7329842931937173,-0.9299457167635627,0.0
2019-08-30,-0.0,-0.5416800153777152,-0.0,1.0,-0.7392516178637791,-0.9227269814826681,0.0
2019-09-03,-0.0,-0.5566592728324814,-0.0,1.0,-0.7618220979200823,-0.8962291445655318,0.0
2019-09-04,-0.0,-0.4817568679059056,-0.0,1.0,-0.8375719690738608,-0.9706859680868565,0.0
2019-09-05,-0.0,-0.48220955376449776,-0.0,1.0,-0.8338903086298409,-0.9602254111788219,0.0
2019-09-06,-0.0,-0.4810524248969173,-0.0,1.0,-0.8395182930820079,-0.9518620328555534,0.0
2019-09-09,-0.0,-0.4779079662237351,-0.0,1.0,-0.8398900307652027,-0.9550631668521308,0.0
2019-09-10,-0.0,-0.4722458597892257,-0.0,1.0,-0.8692478889834392,-0.9313674150684035,0.0
2019-09-11,-0.0,-0.47571830617186983,-0.0,1.0,-0.8654689443026375,-0.9313109496694809,0.0
2019-09-12,-0.0,-0.4655634770096147,-0.0,1.0,-0.872064883249395,-0.9326967100529793,0.0
2019-09-13,-0.0,-0.4655894282349863,-0.0,1.0,-0.8651053251341096,-0.9402721444458982,0.0
2019-09-16,-0.0,-0.4609469585419325,-0.0,1.0,-0.8710775170969537,-0.940119760479042,0.0
2019-09-17,-0.0,-0.4823029264434485,-0.0,1.0,-0.8866003163722647,-0.926674136567361,0.0
2019-09-18,-0.0,-0.5057031713588712,-0.0,1.0,-0.8691237555218566,-0.9218039163974417,0.0
2019-09-19,-0.0,-0.4949418642843066,-0.0,1.0,-0.8786047428233594,-0.9109571043815279,0.0
