Date,CIM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.16978821014186135,-0.4119991982718304,-0.0,-0.3449880854285905,-0.30026946974589674,0.0
2018-09-25,1.0,-0.1709635764538249,-0.41143467806572265,-0.0,-0.34457654288004275,-0.29940333066167957,0.0
2018-09-26,1.0,-0.17018575437658695,-0.41104280814290167,-0.0,-0.34487059557218586,-0.3011715443895051,0.0
2018-09-27,1.0,-0.17064861615194496,-0.41001091046736876,-0.0,-0.34485983389370084,-0.30112889937877135,0.0
2018-09-28,1.0,-0.17115812917594656,-0.40982182628062364,-0.0,-0.3449443207126949,-0.3012472160356347,0.0
2018-10-01,1.0,-0.1713477515201461,-0.4096932979931844,-0.0,-0.34501191616366356,-0.3012673452569214,0.0
2018-10-02,1.0,-0.1709611269614836,-0.4135164051355207,-0.0,-0.34410663338088443,-0.30037446504992865,0.0
2018-10-03,1.0,-0.17053607236754154,-0.4090726794706119,-0.0,-0.3454614321999911,-0.30301679960786065,0.0
2018-10-04,1.0,-0.17358557835862468,-0.4048398957149542,-0.0,-0.349421752790962,-0.3004434342759097,0.0
2018-10-05,1.0,-0.17412436180411567,-0.40746438365326737,-0.0,-0.34914052571734333,-0.2987760016052438,0.0
2018-10-08,1.0,-0.17486826828614807,-0.40914977226042687,-0.0,-0.3492006787532375,-0.2995221934446727,0.0
2018-10-09,1.0,-0.16990671349634237,-0.40996845708149704,-0.0,-0.3524753361222344,-0.30471354108409204,0.0
2018-10-10,1.0,-0.17156917570741528,-0.4091936025053126,-0.0,-0.35358461022257015,-0.3025388658986691,0.0
2018-10-11,1.0,-0.14324158753774122,-0.4007788911740253,-0.0,-0.34218702139762835,-0.3017109351069881,0.0
2018-10-12,1.0,-0.14319462505418293,-0.39653229302123977,-0.0,-0.3348721283051582,-0.29269614217598616,0.0
2018-10-15,1.0,-0.11966182527639281,-0.4214177324951225,-0.0,-0.3318881422068069,-0.2948189898114026,0.0
2018-10-16,1.0,-0.11470498849476837,-0.43088177831806534,-0.0,-0.33117700690313895,-0.2940129379585812,0.0
2018-10-17,1.0,-0.10748135571364095,-0.4172451589331385,-0.0,-0.32869823121064284,-0.29577252896043327,0.0
2018-10-18,1.0,-0.10698014269749849,-0.4162511819822918,-0.0,-0.329880512335597,-0.29594687526863234,0.0
2018-10-19,1.0,-0.09881971271850255,-0.41028322626085845,-0.0,-0.33048043881928585,-0.29477301346765417,0.0
2018-10-22,1.0,-0.09875146729271154,-0.4051008430263579,-0.0,-0.3331341372318856,-0.29725749653185357,0.0
2018-10-23,1.0,-0.10009815636736087,-0.40508706043018095,-0.0,-0.3320032434277911,-0.2966456128371458,0.0
2018-10-24,1.0,-0.099108703995906,-0.4047507356390464,-0.0,-0.3319757772186447,-0.2964518742803531,0.0
2018-10-25,1.0,-0.07430430973340565,-0.37876006508406695,-0.0,-0.35172514497893115,-0.2812591263715633,0.0
2018-10-26,1.0,-0.06873678537374073,-0.3735956220720534,-0.0,-0.35278388126528754,-0.27776626176360847,0.0
2018-10-29,1.0,-0.06631058112332568,-0.373827712564437,-0.0,-0.3528973355692193,-0.2772291576092582,0.0
2018-10-30,1.0,-0.05617814603832211,-0.3747902641118592,-0.0,-0.35413775245986534,-0.28635939927498705,0.0
2018-10-31,1.0,-0.057664941118237875,-0.3676655598407821,-0.0,-0.35285746694990405,-0.28422051271474824,0.0
2018-11-01,1.0,-0.09662042282123083,-0.3628396143733567,-0.0,-0.37557982941792606,-0.30255873110878345,0.0
2018-11-02,1.0,-0.10291328346439912,-0.3393218677407668,-0.0,-0.3877842422692497,-0.3011103296890651,0.0
2018-11-05,1.0,-0.0998571946202869,-0.3482959268495428,-0.0,-0.38889954600677795,-0.2943709103310101,0.0
2018-11-06,1.0,-0.10131276106043816,-0.34926689966754754,-0.0,-0.3877333560651266,-0.29279260080129577,0.0
2018-11-07,1.0,-0.10109272157965365,-0.34920229194623725,-0.0,-0.38718128953926767,-0.29258525571389016,0.0
2018-11-08,1.0,-0.08922640830918284,-0.3489095255219682,-0.0,-0.38275548410297633,-0.2945021471029975,0.0
2018-11-09,1.0,-0.08911686938127975,-0.34885245901639345,-0.0,-0.3829085140137493,-0.29442622950819675,0.0
2018-11-12,1.0,-0.08904961727431837,-0.3371149020517471,-0.0,-0.38936802817198407,-0.29312780718216896,0.0
2018-11-13,1.0,-0.07818516658295664,-0.3337937384898711,-0.0,-0.39050728277247615,-0.29026452368993805,0.0
2018-11-14,1.0,-0.07890165546974738,-0.3333333333333333,-0.0,-0.39063644544902787,-0.29001067369875055,0.0
2018-11-15,1.0,-0.07842604020668159,-0.33322176432441475,-0.0,-0.3908959688722465,-0.2893751438194256,0.0
2018-11-16,1.0,-0.07550283005075295,-0.32705361431943025,-0.0,-0.3911109254579252,-0.2949309718248084,0.0
2018-11-19,1.0,-0.07465368462840308,-0.3275735985457889,-0.0,-0.39186393932429325,-0.2953135120452978,0.0
2018-11-20,1.0,-0.0580764513916315,-0.32332827537467,-0.0,-0.3940011224511006,-0.30318651395788726,0.0
2018-11-21,1.0,-0.05970426665565239,-0.31991656684977904,-0.0,-0.3928586179835612,-0.2926975341786791,0.0
2018-11-23,1.0,-0.05944547899855162,-0.3249120629008897,-0.0,-0.39178564038899233,-0.2929650320711773,0.0
2018-11-26,1.0,-0.05909363559269448,-0.3266593583883178,-0.0,-0.39073779138312614,-0.2918691956067595,0.0
2018-11-27,1.0,-0.0555360933088796,-0.327261112370433,-0.0,-0.3885465823149999,-0.28938529066292995,0.0
