Date,IWF,IWM,MTUM,SMG,SPY,VLUE,VXX
2018-09-24,-0.37121742512640993,-0.9091015169194866,-0.04290159471022948,1.0,-0.7692726565538701,-0.7970439517697394,0.0
2018-09-25,-0.3717873945332245,-0.9080835180216962,-0.04413079824254443,1.0,-0.7683813523076325,-0.795792993506746,0.0
2018-09-26,-0.3715485727619196,-0.9080267558528429,-0.04320603562261803,1.0,-0.7688807653418371,-0.7972699696663297,0.0
2018-09-27,-0.3770715008169299,-0.8977281568505407,-0.04664280712674084,1.0,-0.7705205010503384,-0.7981794133665292,0.0
2018-09-28,-0.37626419791504595,-0.8981639956433796,-0.047222654426637624,1.0,-0.7701882682433485,-0.7979617239769722,0.0
2018-10-01,-0.3758613977029394,-0.9005255985984036,-0.0478878722990072,1.0,-0.7702939458828109,-0.7987930698851469,0.0
2018-10-02,-0.3772189349112426,-0.8895593273123638,-0.052086577390221114,1.0,-0.7726175646216132,-0.8013858611024602,0.0
2018-10-03,-0.3769119993772623,-0.8795780952010275,-0.05071420231191375,1.0,-0.7766706885143814,-0.8082357062234851,0.0
2018-10-04,-0.3789039710629692,-0.8749951382676675,-0.05145657500680643,1.0,-0.7787717319435261,-0.8052584496907939,0.0
2018-10-05,-0.36562887236679054,-0.8679522924411399,-0.03763940520446096,1.0,-0.7862453531598512,-0.8149395910780668,0.0
2018-10-08,-0.3638334107446973,-0.8652655209784798,-0.03146771946121691,1.0,-0.793737420653352,-0.8162641275739279,0.0
2018-10-09,-0.3620736381586589,-0.8661581942777498,-0.026675442332262184,1.0,-0.7965852336520963,-0.8201246660730186,0.0
2018-10-10,-0.36161804021852845,-0.8680305319849666,-0.025223759153783568,1.0,-0.7972800185981636,-0.8224650315781317,0.0
2018-10-11,-0.2922470433639948,-0.8526750516238034,-0.0,1.0,-0.7755960202740756,-0.8339778486953258,0.0
2018-10-12,-0.2896229562896229,-0.8421755088421754,-0.0,1.0,-0.7589441293144996,-0.8167055944833722,0.0
2018-10-15,-0.25706350675800776,-0.8732456952416219,-0.0,1.0,-0.7537122755045361,-0.818959451953342,0.0
2018-10-16,-0.2533234586187743,-0.8793927050546194,-0.0,1.0,-0.7525273097574523,-0.8177744862062581,0.0
2018-10-17,-0.23180494905385737,-0.8398471615720524,-0.0,1.0,-0.7448326055312955,-0.8225254730713246,0.0
2018-10-18,-0.2325623747951193,-0.8424694955381533,-0.0,1.0,-0.7440903296303041,-0.8231651793844472,0.0
2018-10-19,-0.21308573286607177,-0.8290400664763902,-0.0,1.0,-0.7464142490696919,-0.8243072365331118,0.0
2018-10-22,-0.21322546859763805,-0.8214092238795189,-0.0,1.0,-0.7497201054570406,-0.8271876918631946,0.0
2018-10-23,-0.21183868169991324,-0.8220222607690083,-0.0,1.0,-0.751517779705117,-0.8283824804856894,0.0
2018-10-24,-0.21116953762466,-0.8301359927470535,-0.0,1.0,-0.754777878513146,-0.8303535811423391,0.0
2018-10-25,-0.16847138236534942,-0.7788988890451413,-0.0,1.0,-0.7689143580368442,-0.7993601462522851,0.0
2018-10-26,-0.152484612442188,-0.7646138331536669,-0.0,1.0,-0.7713252425496401,-0.7889905066592482,0.0
2018-10-29,-0.14056544937980736,-0.7663710068602315,-0.0,1.0,-0.767167902432264,-0.7906589979904373,0.0
2018-10-30,-0.14576036067279347,-0.767157967747529,-0.0,1.0,-0.7677475290445639,-0.7873417721518988,0.0
2018-10-31,-0.1471846536019873,-0.7557617996135799,-0.0,1.0,-0.7643182445487166,-0.7829492133590947,0.0
2018-11-01,-0.11847472861785245,-0.7836548433934868,-0.0,1.0,-0.767544769411602,-0.7874576505565927,0.0
2018-11-02,-0.11876451624085693,-0.7904808125628315,-0.0,1.0,-0.7676014836898117,-0.7897528339168718,0.0
2018-11-05,-0.11165959813668914,-0.816693318501008,-0.0,1.0,-0.7730654244594312,-0.7749078773552109,0.0
2018-11-06,-0.11788024201961193,-0.8219278113916128,-0.0,1.0,-0.7690729536129077,-0.768412267890674,0.0
2018-11-07,-0.11775544970969648,-0.8218196989187498,-0.0,1.0,-0.7688349615825888,-0.7682786913743351,0.0
2018-11-08,-0.13426726419422,-0.8333392145100392,-0.0,1.0,-0.7860545537951235,-0.7750802780620347,0.0
2018-11-09,-0.13268285734634286,-0.8442062531158749,-0.0,1.0,-0.8008688839826222,-0.7832419343351613,0.0
2018-11-12,-0.13326642531990393,-0.8585612387540771,-0.0,1.0,-0.8030036918885981,-0.7894906627477687,0.0
2018-11-13,-0.0874025738626065,-0.8815660685154977,-0.0,1.0,-0.8429581294181621,-0.8132318288925141,0.0
2018-11-14,-0.08834191256434423,-0.8808453563401726,-0.0,1.0,-0.8430725730442978,-0.8127673457550931,0.0
2018-11-15,-0.08740397159008552,-0.8842223510653718,-0.0,1.0,-0.8497245977677925,-0.8023264241194377,0.0
2018-11-16,-0.08476964769647698,-0.8757362240289069,-0.0,1.0,-0.8474435411020776,-0.805420054200542,0.0
2018-11-19,-0.08291148394561759,-0.8771333526178768,-0.0,1.0,-0.8493274515475846,-0.8064796065953139,0.0
2018-11-20,-0.06948400822125265,-0.8750585944542603,-0.0,1.0,-0.8507193596076875,-0.8105506075794179,0.0
2018-11-21,-0.0661944484395225,-0.8734718826405868,-0.0,1.0,-0.850316410182655,-0.8056234718826407,0.0
2018-11-23,-0.06627743539842146,-0.881933181965618,-0.0,1.0,-0.8492810033517137,-0.806501603776985,0.0
2018-11-26,-0.06505033012230761,-0.8919435725367102,-0.0,1.0,-0.8471335281596132,-0.8038027203521303,0.0
2018-11-27,-0.05185185185185185,-0.9000359582883856,-0.0,1.0,-0.8441208198489751,-0.7998202085580726,0.0
2018-11-28,-0.052071346375143844,-0.9013952819332566,-0.0,1.0,-0.8432465477560415,-0.7993383199079402,0.0
2018-11-29,-0.02101781713432199,-0.8886518012731605,-0.0,1.0,-0.8408905010846758,-0.8057185532913689,0.0
