Date,GOOD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24342396109637487,-0.7545866489832007,-0.0,-0.4255360300618921,-0.33946728558797523,0.0
2018-09-25,1.0,-0.24247870810751024,-0.7555856653025107,-0.0,-0.42636323415551375,-0.34078088707001436,0.0
2018-09-26,1.0,-0.24499003542958372,-0.758359167404783,-0.0,-0.42698184233835257,-0.33760518157661645,0.0
2018-09-27,1.0,-0.24523967674083916,-0.7578047160411824,-0.0,-0.42696224952950296,-0.3376231595261818,0.0
2018-09-28,1.0,-0.24694640631491485,-0.7570696579421133,-0.0,-0.4275308129067996,-0.3381526104417671,0.0
2018-10-01,1.0,-0.24662818449242385,-0.7605317200421824,-0.0,-0.4282066936781928,-0.33979019814619527,0.0
2018-10-02,1.0,-0.24574716477651767,-0.7692350455859461,-0.0,-0.42653435623749164,-0.3381420947298198,0.0
2018-10-03,1.0,-0.24512883230953111,-0.761152958834811,-0.0,-0.4296356005225561,-0.3436362120243489,0.0
2018-10-04,1.0,-0.2474925679993332,-0.7570083071708387,-0.0,-0.4325007640374517,-0.34131636707137497,0.0
2018-10-05,1.0,-0.2371085537235808,-0.7534026778798274,-0.0,-0.4334403009848401,-0.34242558371140863,0.0
2018-10-08,1.0,-0.23481982603893414,-0.7507938699433935,-0.0,-0.4345160844953748,-0.34112936628468865,0.0
2018-10-09,1.0,-0.22735474557921329,-0.754490186825084,-0.0,-0.4421619520861672,-0.35199733503594927,0.0
2018-10-10,1.0,-0.22847231857915914,-0.7537949216039961,-0.0,-0.44281948106008046,-0.34999306230054117,0.0
2018-10-11,1.0,-0.18015172376555708,-0.7477119948165546,-0.0,-0.42331470532653004,-0.34853270700035094,0.0
2018-10-12,1.0,-0.17674979887369266,-0.7479485116653258,-0.0,-0.4170823277017967,-0.3399034593724859,0.0
2018-10-15,1.0,-0.15571971521867137,-0.7681333975697233,-0.0,-0.4128793961779348,-0.3397837374872866,0.0
2018-10-16,1.0,-0.14969032361852158,-0.7801967986701344,-0.0,-0.41220473496527865,-0.33906212295895105,0.0
2018-10-17,1.0,-0.14429887628481655,-0.7704904936890877,-0.0,-0.4093039356659744,-0.33873888267561375,0.0
2018-10-18,1.0,-0.14506197520991604,-0.772944155671065,-0.0,-0.4084232973477276,-0.3391709982673597,0.0
2018-10-19,1.0,-0.13204751699870362,-0.7665158610471731,-0.0,-0.4097944281292166,-0.3373812736460566,0.0
2018-10-22,1.0,-0.1321677951756242,-0.7620873889123995,-0.0,-0.4115531104528142,-0.3391345746931866,0.0
2018-10-23,1.0,-0.13224364569282449,-0.7620672326694703,-0.0,-0.4114628792086541,-0.33907270755640195,0.0
2018-10-24,1.0,-0.13082925538949874,-0.7585769078164264,-0.0,-0.41333156989816167,-0.3423885729400873,0.0
2018-10-25,1.0,-0.09955078225848091,-0.7272680332524397,-0.0,-0.43377910879330817,-0.32111323385139673,0.0
2018-10-26,1.0,-0.08639701179420269,-0.7176554864788804,-0.0,-0.43909739811190424,-0.31527106198991994,0.0
2018-10-29,1.0,-0.08253481538264981,-0.7198926791874282,-0.0,-0.4387632553979814,-0.3140411396448192,0.0
2018-10-30,1.0,-0.06318110720787712,-0.7239159978460986,-0.0,-0.4432934177799431,-0.3337777891740814,0.0
2018-10-31,1.0,-0.06580355777562566,-0.7113767266425404,-0.0,-0.44125592537845965,-0.3301136653244304,0.0
2018-11-01,1.0,-0.0646624203821656,-0.7120764331210191,-0.0,-0.44104458598726115,-0.3300127388535032,0.0
2018-11-02,1.0,-0.07125275952193662,-0.6856301859981222,-0.0,-0.453018346063082,-0.32756476946890306,0.0
2018-11-05,1.0,-0.0711730227601431,-0.6858237547892719,-0.0,-0.45299535662632257,-0.3273705310700058,0.0
2018-11-06,1.0,-0.06669214112851865,-0.6840657241115781,-0.0,-0.4601197299707044,-0.3365431155266845,0.0
2018-11-07,1.0,-0.06631704895496551,-0.6839948066495252,-0.0,-0.4592551106132736,-0.3362185280415468,0.0
2018-11-08,1.0,-0.060819039886329036,-0.6838526337156196,-0.0,-0.45696742109002336,-0.33565919009438744,0.0
2018-11-09,1.0,-0.05985271711528695,-0.6844591163026917,-0.0,-0.45901472828847134,-0.33603351955307265,0.0
2018-11-12,1.0,-0.059348312322082146,-0.6867374949166327,-0.0,-0.4590788938592924,-0.3365189101260675,0.0
2018-11-13,1.0,-0.036192927992731126,-0.6879685015522071,-0.0,-0.46515736604325986,-0.3345952903763156,0.0
2018-11-14,1.0,-0.03629113668483747,-0.6878154653745205,-0.0,-0.46512214819301434,-0.33449424591156873,0.0
2018-11-15,1.0,-0.03564226658600524,-0.6892770719903206,-0.0,-0.4681387376487195,-0.3276114135914499,0.0
2018-11-16,1.0,-0.03211193879605396,-0.6814223877592108,-0.0,-0.46851721360982485,-0.3345580833501107,0.0
2018-11-19,1.0,-0.033822382162719884,-0.6809019301910058,-0.0,-0.4675743010292674,-0.33424767848604575,0.0
2018-11-20,1.0,-0.005154639175257733,-0.6767340606545892,-0.0,-0.4717996196576919,-0.34856370733660297,0.0
2018-11-21,1.0,-0.007844305431436799,-0.6735676695462219,-0.0,-0.4700625558534406,-0.33090060569953333,0.0
2018-11-23,1.0,-0.009380350894607538,-0.6616125269871207,-0.0,-0.4770578454971834,-0.3335235873638236,0.0
2018-11-26,1.0,-0.008806966186211516,-0.6646654593267012,-0.0,-0.4754769406336054,-0.3318613709097224,0.0
2018-11-27,1.0,-0.0017044191388978088,-0.6679593903613862,-0.0,-0.47242052219450137,-0.3280883333745028,0.0
2018-11-28,1.0,-0.0027670034834597424,-0.6649208192306741,-0.0,-0.4737752303777454,-0.32907577142574795,0.0
2018-11-29,1.0,-0.0,-0.6539035914510246,-0.0,-0.46593385071119053,-0.32829828383969445,0.0
2018-11-30,1.0,-0.0,-0.654255058546862,-0.0,-0.4657292636323551,-0.32967517515065403,0.0
2018-12-03,1.0,-0.0,-0.6541154580619889,-0.0,-0.46506389854575725,-0.3290407873475983,0.0
2018-12-04,1.0,-0.0,-0.6549037804044154,-0.0,-0.46087721012015237,-0.3263407248217251,0.0
2018-12-06,1.0,-0.0,-0.6180630082755002,-0.0,-0.4608285039708092,-0.30597887004841284,0.0
2018-12-07,1.0,-0.0,-0.621016900533072,-0.0,-0.46604355413190546,-0.30339683981545673,0.0
2018-12-10,1.0,-0.0,-0.6220390373318173,-0.0,-0.4606073526624977,-0.2861237445518287,0.0
2018-12-11,1.0,-0.0,-0.6247832593050047,-0.0,-0.4553811073371179,-0.29507612645780384,0.0
2018-12-12,1.0,-0.0,-0.6247565204997862,-0.0,-0.4551997719606632,-0.2954534657228372,0.0
2018-12-13,1.0,-0.0,-0.620701128936423,-0.0,-0.4619370172311349,-0.2940701128936423,0.0
2018-12-14,1.0,-0.0,-0.6131952198807346,-0.0,-0.46770093369128796,-0.2949324083533297,0.0
2018-12-17,1.0,-0.0,-0.6111137429532427,-0.0,-0.45148988583068833,-0.3060542896394902,0.0
2018-12-18,1.0,-0.0,-0.6347044137964466,-0.0,-0.4727924958188914,-0.31633419783309497,0.0
2018-12-19,1.0,-0.0,-0.6365205133190746,-0.0,-0.4749416682869921,-0.31902586039276687,0.0
2018-12-20,1.0,-0.0,-0.6266363394391075,-0.0,-0.4780409901517168,-0.3150482735257822,0.0
2018-12-21,1.0,-0.0,-0.6294792628968736,-0.0,-0.48033257159527404,-0.3212427675402344,0.0
2018-12-24,1.0,-0.0,-0.6081087619139774,-0.0,-0.4720837969906623,-0.33888915767574623,0.0
2018-12-26,1.0,-0.0,-0.6087953464796891,-0.0,-0.46892423547585144,-0.3359320315705631,0.0
2018-12-27,1.0,-0.0,-0.5938293580159012,-0.0,-0.4452118191527234,-0.3342589296309481,0.0
2018-12-28,1.0,-0.0,-0.5945394596389686,-0.0,-0.44443390184311027,-0.33311193870531586,0.0
2018-12-31,1.0,-0.0,-0.5964878974845752,-0.0,-0.4439487422876127,-0.3326056003796868,0.0
2019-01-02,1.0,-0.0,-0.5957986580363706,-0.0,-0.44178106550963797,-0.33335704293809426,0.0
2019-01-03,1.0,-0.0,-0.5953548998696528,-0.0,-0.4452897262708852,-0.32928072046451,0.0
2019-01-04,1.0,-0.0,-0.6046698682311751,-0.0,-0.4232215940006151,-0.3377965981405692,0.0
2019-01-07,1.0,-0.0,-0.5855276943493748,-0.0,-0.4185467160252381,-0.32416008940420477,0.0
2019-01-08,1.0,-0.0,-0.592679109533042,-0.0,-0.4163143264266859,-0.32696395617743934,0.0
2019-01-09,1.0,-0.0,-0.6051109648297912,-0.0,-0.4207729922888847,-0.32508933609178103,0.0
2019-01-10,1.0,-0.0,-0.6025291462956,-0.0,-0.4238670552839413,-0.32408800300864987,0.0
2019-01-11,1.0,-0.0,-0.5835602290864708,-0.0,-0.42613369636653836,-0.3375269927706319,0.0
2019-01-14,1.0,-0.0,-0.5810141949943968,-0.0,-0.4216240194247292,-0.3320648113559955,0.0
2019-01-15,1.0,-0.0,-0.579172510518934,-0.0,-0.4210612435717625,-0.33728377746610566,0.0
2019-01-16,1.0,-0.0,-0.5802376894160499,-0.0,-0.41212729692498073,-0.3425015760349296,0.0
2019-01-17,1.0,-0.0,-0.5840436650795495,-0.0,-0.40508651724538386,-0.3334804320055743,0.0
2019-01-18,1.0,-0.0,-0.5778146469131187,-0.0,-0.408632051222134,-0.35032948544188436,0.0
2019-01-22,1.0,-0.0,-0.6396929070700126,-0.0,-0.38686833963561357,-0.26519995416523434,0.0
2019-01-23,1.0,-0.0,-0.633120902297006,-0.0,-0.3895511439182064,-0.26974920911466693,0.0
2019-01-24,1.0,-0.0,-0.6283520513408205,-0.0,-0.3965849186339674,-0.2670639468255787,0.0
2019-01-25,1.0,-0.0,-0.6464788732394366,-0.0,-0.4157469406603556,-0.2466866774416994,0.0
2019-01-28,1.0,-0.0,-0.6465064899199116,-0.0,-0.40990057995028994,-0.2449829697137071,0.0
2019-01-29,1.0,-0.0,-0.6207520795618598,-0.0,-0.4111230779807053,-0.25965306262746624,0.0
2019-01-30,1.0,-0.0,-0.619447118690689,-0.0,-0.41014532618163485,-0.2625956998120387,0.0
2019-01-31,1.0,-0.0,-0.6383061117565321,-0.0,-0.364518553953393,-0.2751087724093943,0.0
2019-02-01,1.0,-0.0,-0.6380154375099615,-0.0,-0.3633962521915344,-0.2755071836790455,0.0
2019-02-04,1.0,-0.0,-0.6333477341458423,-0.0,-0.36446940585279336,-0.2759726232974829,0.0
2019-02-05,1.0,-0.0,-0.6300839689473328,-0.0,-0.3648688409569291,-0.26836113437294884,0.0
2019-02-06,1.0,-0.0,-0.6312061552387418,-0.0,-0.3626612355736592,-0.2690653994116316,0.0
2019-02-07,1.0,-0.0,-0.6307904682160719,-0.0,-0.36171897983661094,-0.2704971825567449,0.0
2019-02-08,1.0,-0.0,-0.6354587518338788,-0.0,-0.36474438550953614,-0.25687845615619004,0.0
2019-02-11,1.0,-0.0,-0.6248615161997784,-0.0,-0.37093309819349296,-0.2651879988243008,0.0
2019-02-12,1.0,-0.0,-0.6106940161773249,-0.0,-0.35864950618939095,-0.26509362291638733,0.0
2019-02-13,1.0,-0.0,-0.625346446133214,-0.0,-0.35469378632096554,-0.2550737594993294,0.0
2019-02-14,1.0,-0.0,-0.6033168982519049,-0.0,-0.3707978484984312,-0.2670103092783505,0.0
2019-02-15,1.0,-0.0,-0.6136159511406504,-0.0,-0.3676127178013293,-0.26416831327465423,0.0
2019-02-19,1.0,-0.0,-0.6063844116194496,-0.0,-0.37523009922327477,-0.2632559601311004,0.0
2019-02-20,1.0,-0.0,-0.6027105257253125,-0.0,-0.3769156550811138,-0.2641865057105033,0.0
2019-02-21,1.0,-0.0,-0.5924533399374113,-0.0,-0.3799446158002566,-0.2789922777314992,0.0
2019-02-22,1.0,-0.0,-0.5843701311897396,-0.0,-0.38745004177298076,-0.28617878835775734,0.0
2019-02-25,1.0,-0.0,-0.5813073524413731,-0.0,-0.39515124051206524,-0.28931686869831197,0.0
2019-02-26,1.0,-0.0,-0.5786735432500905,-0.0,-0.4008776692001448,-0.2824828085414405,0.0
2019-02-27,1.0,-0.0,-0.5808743664011585,-0.0,-0.3996877262853005,-0.28229091238233167,0.0
