Date,IWF,IWM,MTUM,PATK,SPY,VLUE,VXX
2018-09-24,-0.643702269549317,-1.6512315800795958,-0.08653329030870173,1.0,-1.0136065397440035,-0.9829514897278692,0.0
2018-09-25,-0.6431264813617754,-1.6551928463693169,-0.08381814264167205,1.0,-1.0171837965955612,-0.9874488256841198,0.0
2018-09-26,-0.6427762497977674,-1.6559348541228496,-0.08051555843175322,1.0,-1.019845763900124,-0.9937981987812112,0.0
2018-09-27,-0.6512983857906386,-1.6422825676186363,-0.08562327916644172,1.0,-1.0233223559898503,-0.9961669276035199,0.0
2018-09-28,-0.6501133542049012,-1.6424484508258663,-0.08641908668897764,1.0,-1.0228867537514843,-0.9959516355392422,0.0
2018-10-01,-0.6518358531317494,-1.6409287257019438,-0.08655507559395248,1.0,-1.0240820734341252,-0.9961663066954642,0.0
2018-10-02,-0.6536458333333333,-1.67236328125,-0.08024088541666666,1.0,-1.02392578125,-0.9951171874999999,0.0
2018-10-03,-0.6529328851783585,-1.6642632549062126,-0.07963786186707145,1.0,-1.0256424156998807,-0.998807329502331,0.0
2018-10-04,-0.6523724115441057,-1.6723734985597043,-0.08060220664166531,1.0,-1.0248383064296973,-1.0049459209739662,0.0
2018-10-05,-0.6317755997184166,-1.6665944658038663,-0.05669572751394379,1.0,-1.0383928087940653,-1.0216602588400931,0.0
2018-10-08,-0.6285451893468749,-1.6618227000162067,-0.0518070336556642,1.0,-1.0403543838798552,-1.0196639835773325,0.0
2018-10-09,-0.6344435418359058,-1.6659626320064986,-0.060655293799079336,1.0,-1.0390468453831574,-1.0154346060113728,0.0
2018-10-10,-0.6341833966359197,-1.6715138361367337,-0.05767769940314705,1.0,-1.041237113402062,-1.0213781877373846,0.0
2018-10-11,-0.5181711606096131,-1.701854417563679,-0.0,1.0,-1.0312266865608015,-1.0775338377917512,0.0
2018-10-12,-0.5487493347525279,-1.7189462480042574,-0.0,1.0,-1.0078765300691856,-1.0463544438531134,0.0
2018-10-15,-0.4945536095685604,-1.7858821016659545,-0.0,1.0,-1.003737718923537,-1.0554250320375909,0.0
2018-10-16,-0.4881149511244058,-1.7973933016398698,-0.0,1.0,-1.0021900539501096,-1.053896693552695,0.0
2018-10-17,-0.44768996801090777,-1.7309769783418112,-0.0,1.0,-0.9947558865173842,-1.0706906497456605,0.0
2018-10-18,-0.4499211770888072,-1.7375722543352603,-0.0,1.0,-0.9944298476090383,-1.0729900157645824,0.0
2018-10-19,-0.4213676103247294,-1.7225228975853457,-0.0,1.0,-0.9916736053288926,-1.068432556203164,0.0
2018-10-22,-0.42383036365530896,-1.7271022194435761,-0.0,1.0,-0.9910909659268522,-1.0678857976450975,0.0
2018-10-23,-0.42018914258843204,-1.7313861748262709,-0.0,1.0,-0.9993207586603271,-1.0740373060243482,0.0
2018-10-24,-0.41614485493633896,-1.7291797119599248,-0.0,1.0,-0.9983302024629513,-1.0744625339177625,0.0
2018-10-25,-0.3546736240028097,-1.6520997441172045,-0.0,1.0,-0.9939792283377654,-1.0166072951683307,0.0
2018-10-26,-0.3172813166717464,-1.6651427410342374,-0.0,1.0,-1.0615665955501372,-1.0358122523620847,0.0
2018-10-29,-0.29158463324751377,-1.672825483366147,-0.0,1.0,-1.0477055883689232,-1.0360947044272806,0.0
2018-10-30,-0.32363432531593966,-1.6859967386873216,-0.0,1.0,-1.0601304525071342,-1.026039543416225,0.0
2018-10-31,-0.3270730706075534,-1.7002257799671594,-0.0,1.0,-1.0685550082101807,-1.0354577175697866,0.0
2018-11-01,-0.29711296856571456,-1.7251935798164197,-0.0,1.0,-1.0683554689503103,-1.0372801394800266,0.0
2018-11-02,-0.3003564154786151,-1.694144602851324,-0.0,1.0,-1.069501018329939,-1.0275967413441955,0.0
2018-11-05,-0.29052458679807003,-1.7481264757211785,-0.0,1.0,-1.0863361051226774,-1.0079560620059542,0.0
2018-11-06,-0.2968950474724147,-1.752476263792661,-0.0,1.0,-1.08175519630485,-1.0010264305876315,0.0
2018-11-07,-0.29657189777275994,-1.7526942420199116,-0.0,1.0,-1.081699681822847,-1.0009237401211126,0.0
2018-11-08,-0.23799037181194305,-1.7756324900133158,-0.0,1.0,-1.077896138482024,-1.029960053262317,0.0
2018-11-09,-0.24347691832638566,-1.7825639442128558,-0.0,1.0,-1.0828058257423705,-1.0375688333076012,0.0
2018-11-12,-0.24078812691914026,-1.7602354145342887,-0.0,1.0,-1.086131013306039,-1.0305527123848517,0.0
2018-11-13,-0.19592746428933236,-1.7598014385573904,-0.0,1.0,-1.0872252051463884,-1.0224394691520615,0.0
