Date,IWF,IWM,MTUM,NFIN,SPY,VLUE,VXX
2020-06-23,-0.027225278600648894,-0.023052146518079655,-0.053945079230733065,1.0,-0.07130765975454931,-0.0,0.0
2020-06-24,-0.026769339289913,-0.02307782741594169,-0.05450270397366565,1.0,-0.07129085351516576,-0.0,0.0
2020-06-25,-0.025662086525937832,-0.02243525808760546,-0.05487955129483824,1.0,-0.07041526348520939,-0.0,0.0
2020-06-26,-0.025683464215703538,-0.02271366693664824,-0.05508797877710087,1.0,-0.07035954502236152,-0.0,0.0
2020-06-29,-0.025314079930556368,-0.022745134840291385,-0.05474551021126348,1.0,-0.07022956281012094,-0.0,0.0
2020-06-30,-0.02982451798133802,-0.05422864638764448,-0.05620869737395738,1.0,-0.0972700047026211,-0.0,0.0
2020-07-01,-0.028818800247371677,-0.054298082869511446,-0.05314780457637601,1.0,-0.1006060606060606,-0.0,0.0
2020-07-02,-0.028423357122537074,-0.054966666254375435,-0.05292582468552487,1.0,-0.10054546129203824,-0.0,0.0
2020-07-06,-0.028343086192178745,-0.05492942064307011,-0.053222154866326046,1.0,-0.10065445188108524,-0.0,0.0
2020-07-07,-0.030642222304860363,-0.053041290146641384,-0.054776691086237034,1.0,-0.10112429189443804,-0.0,0.0
2020-07-08,-0.030807040190651138,-0.0548246158429114,-0.0530000248243676,1.0,-0.10257428692004071,-0.0,0.0
2020-07-09,-0.02980851565505516,-0.055037788064183864,-0.052804010871049,1.0,-0.10333701492907757,-0.0,0.0
2020-07-10,-0.0320185730070642,-0.05211863880715607,-0.05506102027387736,1.0,-0.10230052019317913,-0.0,0.0
2020-07-13,-0.03230532379817243,-0.051971593166468016,-0.05508790226460071,1.0,-0.10219259038537941,-0.0,0.0
2020-07-14,-0.03536401944088802,-0.051560616042461684,-0.05744011734142127,1.0,-0.09865877761066016,-0.0,0.0
2020-07-15,-0.03618110431887083,-0.05082997862929278,-0.05690572039163064,1.0,-0.09856617464340739,-0.0,0.0
2020-07-16,-0.03562862717319713,-0.052343138351414825,-0.05649380506779008,1.0,-0.09823658800283339,-0.0,0.0
2020-07-17,-0.036021926389976505,-0.0523672794620328,-0.056531304769362724,1.0,-0.0980721184323377,-0.0,0.0
2020-07-20,-0.03619057123966117,-0.052183784727853386,-0.059955837772427294,1.0,-0.09919035916116717,-0.0,0.0
2020-07-21,-0.0274695129554353,-0.0585800144642011,-0.055475198882765156,1.0,-0.10537669268560314,-0.0,0.0
2020-07-22,-0.026295774472276597,-0.0597359201027393,-0.05471117040509707,1.0,-0.1061057566425196,-0.0,0.0
2020-07-23,-0.026061150182053967,-0.06031472891416031,-0.05496533492942292,1.0,-0.10560377076163399,-0.0,0.0
2020-07-24,-0.029622229160162352,-0.057496097408679364,-0.0561973150171714,1.0,-0.10550109272556979,-0.0,0.0
2020-07-27,-0.028753594199274906,-0.058732341542692836,-0.05799474934366795,1.0,-0.104675584448056,-0.0,0.0
2020-07-28,-0.03169429051427999,-0.05885007898498032,-0.061219628394473556,1.0,-0.10197838569744991,-0.0,0.0
2020-07-29,-0.032650295509015846,-0.05905161055550675,-0.06169927095227937,1.0,-0.1014141769038686,-0.0,0.0
2020-07-30,-0.035169796093365784,-0.051436930177425254,-0.06515680760646146,1.0,-0.10925461217386917,-0.0,0.0
2020-07-31,-0.03525434845675508,-0.05174001337016435,-0.06517324453526066,1.0,-0.10916865327127559,-0.0,0.0
2020-08-03,-0.03910127685371121,-0.04907866984932874,-0.06377953750363102,1.0,-0.11100165447909167,-0.0,0.0
2020-08-04,-0.03807706403467755,-0.046481062568716904,-0.06256871690530652,1.0,-0.11661969695054909,-0.0,0.0
2020-08-05,-0.038245148239458876,-0.0468550477274164,-0.06284847335482646,1.0,-0.11635375181743472,-0.0,0.0
2020-08-06,-0.03846494278308149,-0.045672377821331475,-0.06357716381108933,1.0,-0.1167478029967756,-0.0,0.0
2020-08-07,-0.04003450375482037,-0.046694235843312365,-0.06487213314390095,1.0,-0.11691952506596306,-0.0,0.0
2020-08-10,-0.04087667199675119,-0.04597832432295235,-0.06540775146577324,1.0,-0.1168049950506358,-0.0,0.0
2020-08-11,-0.04084741244716365,-0.046470595702009364,-0.06509183686421853,1.0,-0.11694444091849558,-0.0,0.0
2020-08-12,-0.03996448728517979,-0.047003614687044205,-0.06358044264062401,1.0,-0.11776269896632634,-0.0,0.0
2020-08-13,-0.038922193635061664,-0.050151455621601754,-0.059302163470678446,1.0,-0.11903524670156272,-0.0,0.0
2020-08-14,-0.039382953911676725,-0.05003042133549663,-0.05967651979921919,1.0,-0.11846575064645339,-0.0,0.0
2020-08-17,-0.04014001445801468,-0.0507045111542315,-0.059518827125264746,1.0,-0.11788354956943017,-0.0,0.0
2020-08-18,-0.04030242677187329,-0.050628575777949734,-0.05665427697928427,1.0,-0.12097070874931813,-0.0,0.0
2020-08-19,-0.04015432255444439,-0.05243921011218844,-0.055688105995228186,1.0,-0.12081831565054064,-0.0,0.0
2020-08-20,-0.03975081201786439,-0.05293341453511977,-0.05549634591961024,1.0,-0.12058465286236297,-0.0,0.0
2020-08-21,-0.039749803344413706,-0.05280519678246086,-0.055685249562282726,1.0,-0.12051815575122435,-0.0,0.0
2020-08-24,-0.039392055618284,-0.05362647958083301,-0.05566903061289218,1.0,-0.11997767149182345,-0.0,0.0
2020-08-25,-0.03944763161902828,-0.0546783774178809,-0.05366299436462405,1.0,-0.1214525054576839,-0.0,0.0
2020-08-26,-0.04026308772553551,-0.054369770306131514,-0.053798392523839146,1.0,-0.12130985182269513,-0.0,0.0
2020-08-27,-0.040366203621403356,-0.054232165985219793,-0.05388932625644412,1.0,-0.12127637961246412,-0.0,0.0
2020-08-28,-0.039614231921924224,-0.05534209380363226,-0.055021901175747324,1.0,-0.13079228463843848,-0.0,0.0
2020-08-31,-0.0400712263486248,-0.05466237942122186,-0.05573846094720795,1.0,-0.130564558486312,-0.0,0.0
2020-09-01,-0.039588991954081894,-0.05632142674114693,-0.05105570645210885,1.0,-0.13423102547019936,-0.0,0.0
2020-09-02,-0.03780979827089337,-0.056138328530259365,-0.05138648735190522,1.0,-0.13549791866794747,-0.0,0.0
2020-09-03,-0.03986881213487752,-0.0555114276929384,-0.05088654299477298,1.0,-0.1348775238290458,-0.0,0.0
2020-09-04,-0.0304376041838981,-0.05905556898723708,-0.043633170880680014,1.0,-0.13934874724827262,-0.0,0.0
2020-09-08,-0.02940652290144359,-0.06016243603126512,-0.043231407694070315,1.0,-0.14022201288285766,-0.0,0.0
2020-09-09,-0.02583569261238844,-0.06425279622176801,-0.03703327535643099,1.0,-0.1424454403493849,-0.0,0.0
2020-09-10,-0.02369121561668145,-0.06607935099505641,-0.033515020915198375,1.0,-0.14428951704905563,-0.0,0.0
2020-09-11,-0.02583555724996823,-0.06483670097852332,-0.03389248951582158,1.0,-0.14624475791078917,-0.0,0.0
2020-09-14,-0.024500953591862683,-0.06256834075015894,-0.03374443738080102,1.0,-0.1481118881118881,-0.0025174825174825175,0.0
2020-09-15,-0.024769731820263603,-0.06271945448068801,-0.033955015011958675,1.0,-0.14799501297643886,-0.0027606737570607096,0.0
2020-09-16,-0.024935336314870736,-0.06127441611559191,-0.031038568862046555,1.0,-0.1499305582100582,-0.00698240383267714,0.0
2020-09-17,-0.025656385419321946,-0.06083354575579914,-0.03141728269181748,1.0,-0.150114708131532,-0.006512872801427479,0.0
2020-09-18,-0.02447481133999592,-0.06029471751988579,-0.031919233122578015,1.0,-0.15007393432592292,-0.00796706098307159,0.0
2020-09-21,-0.024077189762414603,-0.06068369531966962,-0.03246405628632609,1.0,-0.14951055368614255,-0.007864280615886612,0.0
2020-09-22,-0.025151534486058825,-0.05972053850571046,-0.033905442480699294,1.0,-0.14926306386779814,-0.0080393032603841,0.0
2020-09-23,-0.021516354215852677,-0.05857655151290854,-0.03620515830983039,1.0,-0.14825355096415216,-0.01162597787108054,0.0
2020-09-24,-0.020428189116859948,-0.05790748056582134,-0.03544029565439022,1.0,-0.14834968777876897,-0.012246718491143114,0.0
2020-09-25,-0.020276474188941036,-0.0587890226484391,-0.03582177106712916,1.0,-0.14817129157314834,-0.01219138951234442,0.0
2020-09-28,-0.021528594061429956,-0.059781775438237844,-0.037882659579904936,1.0,-0.1488858792865539,-0.009595236878417743,0.0
2020-09-29,-0.021919068056407115,-0.05891068873901492,-0.03745146127120376,1.0,-0.14901389740445534,-0.01003985285101165,0.0
2020-09-30,-0.02216767661271765,-0.05855130270256449,-0.036818286415586404,1.0,-0.15034133619697782,-0.010534120835570556,0.0
2020-10-01,-0.02216537699047132,-0.05848948007929909,-0.03728336637462429,1.0,-0.15074502781863527,-0.010334463132314382,0.0
2020-10-02,-0.022742389357892044,-0.05822460987464824,-0.03708109490918393,1.0,-0.1509976976208749,-0.010053722179585571,0.0
2020-10-05,-0.02265140372194155,-0.05828483724499584,-0.03700198247745731,1.0,-0.15111594295580993,-0.009963547995139732,0.0
2020-10-06,-0.023338374388024507,-0.06055673749775716,-0.03938430779483762,1.0,-0.150962499679594,-0.00739497090713352,0.0
2020-10-07,-0.023493975903614458,-0.060253781081773906,-0.039361702127659576,1.0,-0.1514098948987439,-0.007203281209946168,0.0
2020-10-08,-0.024371119708986207,-0.0611977325603815,-0.04079848837358766,1.0,-0.15206241885933905,-0.0069797035875419355,0.0
2020-10-09,-0.02113163218690857,-0.05903543692488416,-0.04134960516870065,1.0,-0.1637016250081577,-0.020009136592051165,0.0
2020-10-12,-0.03276353276353277,-0.062427455945974465,-0.04456842882768809,1.0,-0.17365727550912738,-0.00556610741795927,0.0
2020-10-13,-0.034998745327997675,-0.06137327152422837,-0.04467953035645892,1.0,-0.17494089834515367,-0.004714925313998177,0.0
2020-10-14,-0.03453971274163925,-0.06129675876375841,-0.04349836815052655,1.0,-0.17654365032174524,-0.005470329408966583,0.0
2020-10-15,-0.032926181625066386,-0.05654540626659586,-0.045724907063197026,1.0,-0.18024429102496017,-0.012214551248008498,0.0
2020-10-16,-0.0301675382916151,-0.06209163373122015,-0.042583203587634906,1.0,-0.18064593396941997,-0.015236802533700614,0.0
2020-10-19,-0.027049543799298564,-0.05951437132990231,-0.04649350300326529,1.0,-0.19083836117120628,-0.019833644633762883,0.0
2020-10-20,-0.02576323067422066,-0.05939371156995946,-0.04582069113658943,1.0,-0.1887871546330854,-0.022769379480707785,0.0
2020-10-21,-0.025560393484921784,-0.059855937214427786,-0.048513680589152286,1.0,-0.18779229156587648,-0.02213352685050798,0.0
2020-10-22,-0.040589198036006545,-0.07411940510922935,-0.07646765815128442,1.0,-0.21814559168860742,-0.013861808866434214,0.0
2020-10-23,-0.04242476011503089,-0.07250647760599072,-0.07777398137866233,1.0,-0.2184163321089946,-0.012542353577631615,0.0
2020-10-26,-0.04232340082834791,-0.06347791072250346,-0.08312241141279338,1.0,-0.2218131615278417,-0.027381500230096643,0.0
2020-10-27,-0.04563443167157125,-0.06379832712407404,-0.0795558325964368,1.0,-0.230622037313541,-0.030007393125842597,0.0
2020-10-28,-0.04615629937810765,-0.06389980140034501,-0.07941086934462113,1.0,-0.23063653363872255,-0.029514518069669336,0.0
