Date,IWF,IWM,MTUM,NFIN,SPY,VLUE,VXX
2020-04-13,-0.03847342765426228,-0.034442991320889314,-0.04544049459041731,1.0,-0.0705504696231126,-0.0,0.0
2020-04-14,-0.038313310336624246,-0.0355893897942191,-0.04471273938384679,1.0,-0.07088140835018436,-0.0,0.0
2020-04-15,-0.03744446292380432,-0.03581695930052983,-0.04407327330181283,1.0,-0.07062415357932002,-0.0,0.0
2020-04-16,-0.033036894174791956,-0.04477540864554686,-0.040346679048061246,1.0,-0.0723597271331119,-0.0,0.0
2020-04-17,-0.032848366511096294,-0.04527812172587865,-0.03994428040765788,1.0,-0.07251881131536336,-0.0,0.0
2020-04-20,-0.030285673372950527,-0.05092957208658505,-0.037612467482876305,1.0,-0.07446123004224242,-0.0,0.0
2020-04-21,-0.02920064281887983,-0.05154455091958812,-0.037902505803226,1.0,-0.07174572942086781,-0.0,0.0
2020-04-22,-0.02683369514929357,-0.052587873827063834,-0.035944339656215525,1.0,-0.07090406538785485,-0.0,0.0
2020-04-23,-0.02552586360135095,-0.05384843277833738,-0.035101025063696153,1.0,-0.07056941399537832,-0.0,0.0
2020-04-24,-0.024863352343462847,-0.05633084739331997,-0.03423008975468633,1.0,-0.07022681732490722,-0.0,0.0
2020-04-27,-0.024274087500444255,-0.05544301098198102,-0.034296477947186974,1.0,-0.07066614540758906,-0.0,0.0
2020-04-28,-0.023722670961934766,-0.05622142738707156,-0.03406210768173958,1.0,-0.07036265011725135,-0.0,0.0
2020-04-29,-0.023712793300721333,-0.05629715612304121,-0.03405308728250442,1.0,-0.07039217311997346,-0.0,0.0
2020-04-30,-0.023182409268235015,-0.05219293060645467,-0.03512235488828467,1.0,-0.07167513890530797,-0.0,0.0
2020-05-01,-0.024019943760485832,-0.05058011767763888,-0.034984286018100615,1.0,-0.07191805099364351,-0.0,0.0
2020-05-04,-0.022739316289640717,-0.04861102933383577,-0.03484496991250486,1.0,-0.07140922526171999,-0.0,0.0
2020-05-05,-0.02276474467684191,-0.04865036743923121,-0.034482758620689655,1.0,-0.07178019596758997,-0.0,0.0
2020-05-06,-0.02259640859581984,-0.048819546658816604,-0.034053576685310574,1.0,-0.07204003532528702,-0.0,0.0
2020-05-07,-0.02137084423081454,-0.04939798779482105,-0.03341108833439363,1.0,-0.07391437525034754,-0.0,0.0
2020-05-08,-0.021083627797408716,-0.04921083627797409,-0.03383981154299175,1.0,-0.07372202591283865,-0.0,0.0
2020-05-11,-0.0217378511657467,-0.04661809879129544,-0.034601668883213484,1.0,-0.07396989419421658,-0.0,0.0
2020-05-12,-0.021919291802043606,-0.04649903470358337,-0.03490370579648726,1.0,-0.07388049159485803,-0.0,0.0
2020-05-13,-0.02078955709204456,-0.04427905666357542,-0.034993602310211654,1.0,-0.0738258184934321,-0.0,0.0
2020-05-14,-0.019816359036821888,-0.04268949686123864,-0.035486742246790964,1.0,-0.07318701396046097,-0.0,0.0
2020-05-15,-0.019672361503062095,-0.04297474209299875,-0.03556247731238071,1.0,-0.07276431808334992,-0.0,0.0
2020-05-18,-0.019802791830616454,-0.04280260445943414,-0.035459996252576356,1.0,-0.07300449690837549,-0.0,0.0
2020-05-19,-0.02054850593532542,-0.037424712005145896,-0.039670194725454654,1.0,-0.07187883749488334,-0.0,0.0
2020-05-20,-0.020417226669783205,-0.036930988137673114,-0.03979430842049903,1.0,-0.0715713200490855,-0.0,0.0
2020-05-21,-0.020479970074929573,-0.03803756999076531,-0.03885583363531158,1.0,-0.07156300045588974,-0.0,0.0
2020-05-22,-0.020673043193564233,-0.03699632843011155,-0.03948691564743575,1.0,-0.07213348612053039,-0.0,0.0
2020-05-26,-0.02089597641305238,-0.037404499771852444,-0.04007207122883786,1.0,-0.0716149337202092,-0.0,0.0
2020-05-27,-0.021485243522831,-0.036382147120088,-0.04126196550190746,1.0,-0.07109087930348491,-0.0,0.0
2020-05-28,-0.025292899027376258,-0.030606631631924532,-0.043820737602265944,1.0,-0.07069371130280083,-0.0,0.0
2020-05-29,-0.02526091636635934,-0.030198436841858942,-0.04385267000514813,1.0,-0.0707165254832218,-0.0,0.0
2020-06-01,-0.02556026508676205,-0.028698217923799264,-0.046120881436901386,1.0,-0.07049855982015314,-0.0,0.0
2020-06-02,-0.025573171588487386,-0.02857075946699141,-0.046134750942600875,1.0,-0.07065408304255169,-0.0,0.0
2020-06-03,-0.025586079299281018,-0.028525258202768217,-0.04640623902199115,1.0,-0.07048174430314527,-0.0,0.0
2020-06-04,-0.025618808982975434,-0.02789031215605461,-0.047280050581926324,1.0,-0.07008875254665947,-0.0,0.0
2020-06-05,-0.024130663856691256,-0.028661749209694415,-0.04623580377005034,1.0,-0.07180658002575811,-0.0,0.0
2020-06-08,-0.02374630060710985,-0.027103536210184003,-0.04803069472551382,1.0,-0.07091136664054183,-0.0,0.0
2020-06-09,-0.024272696433375835,-0.026448465848608563,-0.048299741481160875,1.0,-0.07075929673517611,-0.0,0.0
2020-06-10,-0.0239695995323005,-0.026495176848874598,-0.04811458637825197,1.0,-0.0706693949137679,-0.0,0.0
2020-06-11,-0.024607611517859233,-0.025285958223199456,-0.04940235316132956,1.0,-0.07027905779981755,-0.0,0.0
2020-06-12,-0.02793512751204607,-0.02332824068633212,-0.052708896462569044,1.0,-0.0712539663885298,-0.0,0.0
2020-06-15,-0.027833282399680293,-0.024271844660194178,-0.051928818260890006,1.0,-0.07133454006911305,-0.0,0.0
2020-06-16,-0.028218508332745695,-0.02357614648708366,-0.05151258726464989,1.0,-0.07197423782996028,-0.0,0.0
2020-06-17,-0.028206092515983452,-0.023516829635201204,-0.051534881534411436,1.0,-0.07198429860849943,-0.0,0.0
2020-06-18,-0.02830111065405183,-0.023341364517835105,-0.05165422812481636,1.0,-0.07199858964564847,-0.0,0.0
2020-06-19,-0.02824798984341938,-0.023369539662387737,-0.05180561433206376,1.0,-0.07210702026614003,-0.0,0.0
2020-06-22,-0.02765074475964308,-0.023242143873220395,-0.05396127484981367,1.0,-0.07077273956337217,-0.0,0.0
