Date,GPRK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8520640618528235,-1.9589258594505043,-0.1263979014220627,-1.5241612591467624,-1.4417368493718075,0.0
2018-09-25,1.0,-0.8869051802909959,-1.9898081113375974,-0.14887186335840302,-1.5479721656006185,-1.4553314121037464,0.0
2018-09-26,1.0,-0.891071680045064,-1.9962681312491197,-0.15420363329108575,-1.549570483030559,-1.4500774538797352,0.0
2018-09-27,1.0,-0.8976217281170841,-1.979735434843794,-0.15916127216436815,-1.5500985083028427,-1.4497607655502394,0.0
2018-09-28,1.0,-0.8940994226165329,-1.9847204619067738,-0.1606815941416702,-1.5507674975355583,-1.4509224052950287,0.0
2018-10-01,1.0,-0.8964424092990491,-1.9834448749559708,-0.160901725959845,-1.552448045086298,-1.4514970059880241,0.0
2018-10-02,1.0,-0.89817618477572,-1.965565805224984,-0.16773466657277658,-1.5553130061263292,-1.4550383775790439,0.0
2018-10-03,1.0,-0.8966099310732875,-1.9508369672246448,-0.1663384442256295,-1.5580250386833592,-1.4614573076382051,0.0
2018-10-04,1.0,-0.9063071941433198,-1.9391102351119247,-0.16830916514148953,-1.5706039701534564,-1.4549486132620022,0.0
2018-10-05,1.0,-0.8790249353914926,-1.9217014737724383,-0.14074177551162956,-1.5783334497450585,-1.4649717119508279,0.0
2018-10-08,1.0,-0.8731914301613801,-1.9114496382860322,-0.13564273789649417,-1.5765164162493044,-1.4592376182526432,0.0
2018-10-09,1.0,-0.8787646402677076,-1.9162018962632457,-0.14291689905186838,-1.5768265476854433,-1.456846068042387,0.0
2018-10-10,1.0,-0.8810287148034569,-1.9137161973794257,-0.14538611653192082,-1.5781990521327014,-1.4512824086980765,0.0
2018-10-11,1.0,-0.761854583772392,-1.8520152792413067,-0.02370916754478398,-1.5113935721812435,-1.4369731296101158,0.0
2018-10-12,1.0,-0.7529844486029554,-1.820868555204233,-0.013228366780667227,-1.4721559011421566,-1.3935600438794606,0.0
2018-10-15,1.0,-0.698403464546571,-1.8912158231529963,-0.0,-1.4701053584125139,-1.4039816430741388,0.0
2018-10-16,1.0,-0.6885044064282011,-1.9164722654224986,-0.0,-1.4705806117159148,-1.4044841886988075,0.0
2018-10-17,1.0,-0.6380805550202351,-1.84100982848333,-0.0,-1.4871201901458213,-1.4576989786085952,0.0
2018-10-18,1.0,-0.6501688750324759,-1.8719147830605352,-0.0,-1.4980514419329696,-1.4750584567420109,0.0
2018-10-19,1.0,-0.610135441643445,-1.8570410213207178,-0.0,-1.5218715572548764,-1.4914133886332708,0.0
2018-10-22,1.0,-0.6111471580586555,-1.8398001557228134,-0.0,-1.5343887879574356,-1.5031144562678431,0.0
2018-10-23,1.0,-0.6117669953295278,-1.8393227815256878,-0.0,-1.533341982355994,-1.5023352361183187,0.0
2018-10-24,1.0,-0.607429979253112,-1.8394709543568468,-0.0,-1.533908195020747,-1.502658195020747,0.0
2018-10-25,1.0,-0.5149538461538462,-1.707876923076923,-0.0,-1.5212307692307692,-1.4097846153846152,0.0
2018-10-26,1.0,-0.47608117902875086,-1.6672505436095675,-0.0,-1.5169122976564384,-1.3799226866392846,0.0
2018-10-29,1.0,-0.4259727743645344,-1.6966028189374773,-0.0,-1.5013853752559934,-1.3994097096735334,0.0
2018-10-30,1.0,-0.4214677021250978,-1.6958039853109383,-0.0,-1.5006923123231592,-1.402143158148215,0.0
2018-10-31,1.0,-0.4316065886846503,-1.6480663642874196,-0.0,-1.4971950346144665,-1.3912031511100502,0.0
2018-11-01,1.0,-0.4350397228361508,-1.64733289528702,-0.0,-1.4985962606773788,-1.392330207275551,0.0
2018-11-02,1.0,-0.4540411571726812,-1.583000298240382,-0.0,-1.5360572621532957,-1.391768565463764,0.0
2018-11-05,1.0,-0.4474327628361858,-1.6017055280577255,-0.0,-1.5373009720317252,-1.377005188144791,0.0
2018-11-06,1.0,-0.441989617288422,-1.611795243269347,-0.0,-1.5694192925268622,-1.4133164312447182,0.0
2018-11-07,1.0,-0.44036697247706424,-1.614014968614196,-0.0,-1.5676001931434091,-1.413749396426847,0.0
2018-11-08,1.0,-0.3875816993464052,-1.60291146761735,-0.0,-1.5394533571004159,-1.4118241235888294,0.0
2018-11-09,1.0,-0.38728838728838727,-1.6021978021978023,-0.0,-1.5394713394713395,-1.411107811107811,0.0
2018-11-12,1.0,-0.383880667413478,-1.5677731265845172,-0.0,-1.5437179411591297,-1.400507045575143,0.0
2018-11-13,1.0,-0.34111769489950045,-1.548739398164285,-0.0,-1.5353781805507145,-1.3839897757639132,0.0
2018-11-14,1.0,-0.34354848251789616,-1.587410518842809,-0.0,-1.568301484943501,-1.4168490800449625,0.0
2018-11-15,1.0,-0.3433720654493716,-1.598351908940005,-0.0,-1.5850723262983164,-1.4015888072089162,0.0
2018-11-16,1.0,-0.34336743745934123,-1.5906913478029452,-0.0,-1.5799278490744575,-1.4000236560411616,0.0
2018-11-19,1.0,-0.3365189344164377,-1.6128300083622027,-0.0,-1.604766455620595,-1.418886632421455,0.0
2018-11-20,1.0,-0.24666310731446878,-1.5973779438808804,-0.0,-1.6199798303375452,-1.4682327816337426,0.0
2018-11-21,1.0,-0.24406980183377697,-1.593256433007986,-0.0,-1.6168589174800356,-1.4612836438923396,0.0
2018-11-23,1.0,-0.24487141590304462,-1.5900088678687556,-0.0,-1.616494235885309,-1.4605971031628733,0.0
2018-11-26,1.0,-0.2590620272314675,-1.611558245083207,-0.0,-1.6707413010590015,-1.5100756429652042,0.0
2018-11-27,1.0,-0.23899597670089473,-1.612442202606137,-0.0,-1.6572389359274604,-1.4962469224764305,0.0
2018-11-28,1.0,-0.23687416250456816,-1.6780363016201731,-0.0,-1.6664027287123888,-1.5095017663540018,0.0
2018-11-29,1.0,-0.16696740045711536,-1.6545771682906292,-0.0,-1.6657644652953205,-1.5273066281727414,0.0
2018-11-30,1.0,-0.16704764196342636,-1.6559793070259865,-0.0,-1.6687921077959578,-1.5236405197305103,0.0
2018-12-03,1.0,-0.1635522441867452,-1.6557711950970377,-0.0,-1.667367662080154,-1.5219010995613773,0.0
2018-12-04,1.0,-0.1535423647678315,-1.6542604116802297,-0.0,-1.6598851124940162,-1.5160363810435615,0.0
2018-12-06,1.0,-0.12701508806149964,-1.519362056106936,-0.0,-1.6423613103092192,-1.4481670586885433,0.0
2018-12-07,1.0,-0.1173695414533111,-1.5260917093377826,-0.0,-1.6499050687532366,-1.4600425752258213,0.0
2018-12-10,1.0,-0.05122201918684331,-1.5509936043855643,-0.0,-1.671139789858383,-1.436957514846962,0.0
2018-12-11,1.0,-0.04283426741393115,-1.556845476381105,-0.0,-1.6704792405352857,-1.4487018185977354,0.0
2018-12-12,1.0,-0.04238645463905732,-1.5573732982496282,-0.0,-1.6701750371811006,-1.4502345269419974,0.0
2018-12-13,1.0,-0.04248030147310723,-1.5500171291538198,-0.0,-1.671634121274409,-1.4455863880324313,0.0
2018-12-14,1.0,-0.04354036912176447,-1.554825438546369,-0.0,-1.669333180961088,-1.4463173532940976,0.0
2018-12-17,1.0,-0.026030122193805058,-1.5494742824666097,-0.0,-1.6553566354077864,-1.4525717533390166,0.0
2018-12-18,1.0,-0.016055175532817007,-1.5397704788286506,-0.0,-1.6491604952230199,-1.4483012041381649,0.0
2018-12-19,1.0,-0.0,-1.554525813054355,-0.0,-1.6690925631112121,-1.4619058448942461,0.0
2018-12-20,1.0,-0.0023167768548341527,-1.537209696558739,-0.0,-1.6610159914109737,-1.450132790868509,0.0
2018-12-21,1.0,-0.0,-1.5635516143701684,-0.0,-1.6989540700318326,-1.4219531605275124,0.0
2018-12-24,1.0,-0.0,-1.5114352193405596,-0.0,-1.6881561772884626,-1.4754554225072356,0.0
2018-12-26,1.0,-0.0,-1.5147412587412588,-0.0,-1.637986013986014,-1.4416223776223775,0.0
2018-12-27,1.0,-0.0,-1.409992069785884,-0.0,-1.4665080623843512,-1.4103092783505153,0.0
2018-12-28,1.0,-0.0,-1.4148704028953112,-0.0,-1.4812922454627708,-1.426100377880675,0.0
2018-12-31,1.0,-0.0,-1.4383040308747856,-0.0,-1.489333190394511,-1.4325686106346482,0.0
2019-01-02,1.0,-0.0,-1.4359976444135125,-0.0,-1.483751806841908,-1.4339097382086836,0.0
2019-01-03,1.0,-0.0,-1.443381008710614,-0.0,-1.478707387891171,-1.454833853102484,0.0
2019-01-04,1.0,-0.0,-1.4432654367068358,-0.0,-1.435747040631332,-1.453183320891543,0.0
2019-01-07,1.0,-0.0,-1.3894578156677238,-0.0,-1.4007381608358889,-1.4081197691947809,0.0
2019-01-08,1.0,-0.0,-1.3718712753277713,-0.0,-1.407524485671348,-1.4027569052184277,0.0
2019-01-09,1.0,-0.0,-1.3783222591362125,-0.0,-1.4101951827242525,-1.402564368770764,0.0
2019-01-10,1.0,-0.0,-1.3742544473834344,-0.0,-1.4120118251128053,-1.4001348477776048,0.0
2019-01-11,1.0,-0.0,-1.3543253678388816,-0.0,-1.4306062819576333,-1.4326933110716895,0.0
2019-01-14,1.0,-0.0,-1.3704713469302154,-0.0,-1.4540974151942534,-1.4184449221412467,0.0
2019-01-15,1.0,-0.0,-1.3606936416184972,-0.0,-1.4551760378349974,-1.4390436153441932,0.0
2019-01-16,1.0,-0.0,-1.3574952760865002,-0.0,-1.449244173840017,-1.442053327734621,0.0
2019-01-17,1.0,-0.0,-1.3410022061140878,-0.0,-1.4594495220086143,-1.452148334909129,0.0
2019-01-18,1.0,-0.0,-1.334837066128861,-0.0,-1.4738881222800129,-1.4985670311007324,0.0
2019-01-22,1.0,-0.0,-1.3138610627177698,-0.0,-1.6141659407665503,-1.5162783101045294,0.0
2019-01-23,1.0,-0.0,-1.2714707167832167,-0.0,-1.6346153846153846,-1.557145979020979,0.0
2019-01-24,1.0,-0.0,-1.2853792877788077,-0.0,-1.6061514969733326,-1.5619239788405954,0.0
2019-01-25,1.0,-0.0,-1.189830699139434,-0.0,-1.760166488553912,-1.6746161201417402,0.0
