Date,CHH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24801572303273112,-0.5291405246050344,-0.09297754932345605,-0.33293017864791996,-0.3166528082243556,0.0
2018-09-25,1.0,-0.24787057103976615,-0.5293331989315054,-0.09273726122675269,-0.33314853082001916,-0.31694471044806205,0.0
2018-09-26,1.0,-0.24801552301993293,-0.529496257843409,-0.09306252047476249,-0.33301413703601035,-0.316357130257289,0.0
2018-09-27,1.0,-0.2511904461968708,-0.5227633468544507,-0.09510972260714017,-0.33372804917991483,-0.3166964803103979,0.0
2018-09-28,1.0,-0.25501237311246905,-0.5220190899449523,-0.09469218726326953,-0.33541235291146915,-0.3179889904550275,0.0
2018-10-01,1.0,-0.2579657327968011,-0.5214233290309518,-0.09396907346949107,-0.3382684179890163,-0.31918609065370895,0.0
2018-10-02,1.0,-0.25792672074042056,-0.5430344020951461,-0.08792494088331766,-0.3367998169289837,-0.31696712349665646,0.0
2018-10-03,1.0,-0.2576758845058967,-0.5385065067100447,-0.08733224888165922,-0.33837433916226106,-0.31979463196421304,0.0
2018-10-04,1.0,-0.2609425041939912,-0.533475674851304,-0.08776879670581059,-0.34286513141172287,-0.31678613186924914,0.0
2018-10-05,1.0,-0.26114245057681557,-0.5360065050566651,-0.08583625552675712,-0.34245565889109114,-0.315596889769782,0.0
2018-10-08,1.0,-0.2602715391447786,-0.5345260753711458,-0.08427864484202513,-0.3435350843801548,-0.31511229539398555,0.0
2018-10-09,1.0,-0.2614744110479285,-0.5347786352558895,-0.08674350121852152,-0.3423537774167344,-0.313210804224208,0.0
2018-10-10,1.0,-0.26083640523706625,-0.5372568958942417,-0.08493707893733317,-0.342849879242405,-0.31638489894495997,0.0
2018-10-11,1.0,-0.2419906609733563,-0.5371438559692362,-0.05995455339975529,-0.336679401702999,-0.3212974754663271,0.0
2018-10-12,1.0,-0.24710682492581604,-0.5340504451038576,-0.05870425321463898,-0.325,-0.30788822947576655,0.0
2018-10-15,1.0,-0.24090258233348147,-0.5441416086505703,-0.049918530588061026,-0.3247667012294475,-0.3090159482545796,0.0
2018-10-16,1.0,-0.2404522675093194,-0.5459056459377392,-0.048584195324264945,-0.3248080578665416,-0.3089589453674674,0.0
2018-10-17,1.0,-0.23550591520317435,-0.534131824527886,-0.044480368383667666,-0.3236338697430622,-0.311607514634923,0.0
2018-10-18,1.0,-0.2355851663155832,-0.5344143438005193,-0.044285504335472486,-0.323519325919757,-0.3116151472101112,0.0
2018-10-19,1.0,-0.23227616491827277,-0.5325201268602098,-0.040302512808001956,-0.32378628933886316,-0.31070992925103685,0.0
2018-10-22,1.0,-0.2304374463913736,-0.5442225217497855,-0.049454723685822814,-0.31925009190050235,-0.3073152799901973,0.0
2018-10-23,1.0,-0.2322264428378875,-0.5438794265408651,-0.05340031858840828,-0.31577012621002326,-0.3053792427398603,0.0
2018-10-24,1.0,-0.23191531072338759,-0.5449911782003528,-0.052881787884728484,-0.3156733973730641,-0.3050137227994511,0.0
2018-10-25,1.0,-0.23143612852664577,-0.5467525470219435,-0.05081798589341693,-0.3155368338557994,-0.304516065830721,0.0
2018-10-26,1.0,-0.22941291393963073,-0.5439581908762332,-0.048940119175539705,-0.31669434404610725,-0.30311614730878184,0.0
2018-10-29,1.0,-0.2219626168224299,-0.5503553348909657,-0.04229945482866043,-0.31257301401869153,-0.30663454049844235,0.0
2018-10-30,1.0,-0.21462310089598757,-0.5520062329567589,-0.03700818075574601,-0.31503213868328794,-0.3160790806388781,0.0
2018-10-31,1.0,-0.21575525255956135,-0.5449318259013053,-0.037968848561308166,-0.3136008539958271,-0.31389198893687226,0.0
2018-11-01,1.0,-0.2254832654852156,-0.5364307827316384,-0.046437364405333595,-0.31467713234039446,-0.3146040026326695,0.0
2018-11-02,1.0,-0.22309994602816346,-0.5501692753054315,-0.04751974878563368,-0.31367450076051223,-0.31877729257641924,0.0
2018-11-05,1.0,-0.22126845538823758,-0.5551576985333792,-0.04753028890959926,-0.3140481679501643,-0.3145386766076421,0.0
2018-11-06,1.0,-0.2187615050438112,-0.5535429398915152,-0.04886729008664065,-0.31590702697395867,-0.31733058439486533,0.0
2018-11-07,1.0,-0.21509341199606685,-0.5556047197640118,-0.055260570304818096,-0.31442969518190755,-0.31784660766961653,0.0
2018-11-08,1.0,-0.2102775124304994,-0.5565924510740441,-0.0506527543047493,-0.3124402968623705,-0.31939647782104974,0.0
2018-11-09,1.0,-0.20889999754956015,-0.556788943615379,-0.051483741331569015,-0.31392584969001935,-0.3193413217672572,0.0
2018-11-12,1.0,-0.21006676938880325,-0.542764203781153,-0.04950228679042239,-0.3243084599016802,-0.31912343776750557,0.0
2018-11-13,1.0,-0.20118141818800592,-0.5437440746772978,-0.03964800544521963,-0.32778277463111066,-0.31856965748596155,0.0
2018-11-14,1.0,-0.20180364131359538,-0.5432314835071345,-0.03967038576533217,-0.3278397627555361,-0.3182867838304286,0.0
2018-11-15,1.0,-0.20238500024287173,-0.5450284159906738,-0.03800942342254821,-0.3313013066498276,-0.3119930052946034,0.0
2018-11-16,1.0,-0.201013431605489,-0.5397856761867817,-0.035688309169374,-0.3316442806575183,-0.31634582747417933,0.0
2018-11-19,1.0,-0.20099086846706818,-0.5428162036137555,-0.02972605401204585,-0.33606955508062947,-0.31902078880901497,0.0
2018-11-20,1.0,-0.194984857662023,-0.542846759539673,-0.022774076317383405,-0.33819503331314354,-0.32397334948516054,0.0
2018-11-21,1.0,-0.19670551969945094,-0.5398323860899721,-0.026153549754358924,-0.33525190251420867,-0.31032655813505444,0.0
2018-11-23,1.0,-0.19649604120039468,-0.5359179842610642,-0.027531104854041828,-0.33626934276706855,-0.3103747021875677,0.0
2018-11-26,1.0,-0.19647070152631324,-0.5416967595936251,-0.025759545476431216,-0.33492223987673936,-0.3086089845442727,0.0
2018-11-27,1.0,-0.1948351173618778,-0.5452167234675755,-0.01879230067681083,-0.33418134690155044,-0.3070129122065953,0.0
2018-11-28,1.0,-0.19432167563412758,-0.5515709069946195,-0.017222328977709454,-0.3325807071483474,-0.30630284396617985,0.0
2018-11-29,1.0,-0.18782562975001194,-0.5481334544237847,-0.011782419578414034,-0.33313417140672047,-0.3090674441948281,0.0
2018-11-30,1.0,-0.1883528090424642,-0.5485697899491002,-0.010992424785528233,-0.3339785408750926,-0.30774010084354914,0.0
2018-12-03,1.0,-0.188926407548435,-0.5536796225782503,-0.0017482098809780396,-0.3393443015542304,-0.31110951457240704,0.0
2018-12-04,1.0,-0.18999113198955012,-0.554106847542123,-0.0005033195120197493,-0.34048366608345515,-0.3116506483234667,0.0
2018-12-06,1.0,-0.18552240580054677,-0.5452038511826934,-0.005467728515392844,-0.3370022584096042,-0.3040532509211934,0.0
2018-12-07,1.0,-0.18703206331851782,-0.544767428041737,-0.00679770874432534,-0.3363677417821406,-0.3018325291754807,0.0
2018-12-10,1.0,-0.17843980343980345,-0.547958797958798,-0.0039690039690039695,-0.336963711963712,-0.2951946701946702,0.0
2018-12-11,1.0,-0.16671410274654905,-0.5559508562212419,-0.0,-0.33753142640292205,-0.3116076087472131,0.0
2018-12-12,1.0,-0.16416811194792236,-0.5577914518543157,-0.0,-0.3381958138319356,-0.31564942624313985,0.0
2018-12-13,1.0,-0.16438518941014307,-0.5581776700413518,-0.0,-0.3379675840106469,-0.316032130804696,0.0
2018-12-14,1.0,-0.16576383939177952,-0.5543121881682109,-0.0,-0.3398431931575196,-0.3159420289855072,0.0
2018-12-17,1.0,-0.15938766321476813,-0.5544918126021944,-0.0,-0.3341311405483542,-0.32173748193085144,0.0
2018-12-18,1.0,-0.15191813444625216,-0.548607672537785,-0.0,-0.3327438636202872,-0.32460918158025037,0.0
2018-12-19,1.0,-0.14598040373037424,-0.5511745956793767,-0.0,-0.3370322276000472,-0.3268327234092787,0.0
2018-12-20,1.0,-0.1451700200023532,-0.5443934580538887,-0.0,-0.3395693611013061,-0.324108718672785,0.0
2018-12-21,1.0,-0.14384028185554903,-0.545014679976512,-0.0,-0.3394245449207281,-0.3205167351732237,0.0
2018-12-24,1.0,-0.13577792848623746,-0.5368910923505064,-0.0,-0.3371763990552139,-0.3287575126867941,0.0
2018-12-26,1.0,-0.1363995905453192,-0.5401544760841244,-0.0,-0.32709845523915876,-0.32279452819653826,0.0
2018-12-27,1.0,-0.12691461065761717,-0.5298312391085023,-0.0,-0.31041915069246995,-0.3257818948913143,0.0
2018-12-28,1.0,-0.12824574695226942,-0.5287324655049704,-0.0,-0.3114080400394885,-0.32747893564754227,0.0
2018-12-31,1.0,-0.12585323251591551,-0.533129553446255,-0.0,-0.311967088782147,-0.3272965457010871,0.0
2019-01-02,1.0,-0.12420191998530156,-0.5330255844931331,-0.0,-0.3110789582472096,-0.32832667309723945,0.0
2019-01-03,1.0,-0.12761659933896435,-0.5305958501652589,-0.0037412780022034516,-0.31410668380462725,-0.31917921410209327,0.0
2019-01-04,1.0,-0.11968864468864468,-0.5338141025641026,-0.0030906593406593405,-0.31128663003663004,-0.3214972527472527,0.0
2019-01-07,1.0,-0.11289992496077494,-0.5270254905973577,-0.010255360756759216,-0.3078882142938354,-0.31586965914000503,0.0
2019-01-08,1.0,-0.11354038959269853,-0.5192980066294328,-0.012328020705625936,-0.31137901285020203,-0.3138082913317895,0.0
2019-01-09,1.0,-0.11389500942689049,-0.5207278013765532,-0.012379892329009835,-0.3114735479181337,-0.31306362583195146,0.0
2019-01-10,1.0,-0.11478462272077022,-0.5181997774699698,-0.012557051704171302,-0.31335861395581194,-0.3117918208860328,0.0
2019-01-11,1.0,-0.11429350171485679,-0.5161605378517728,-0.013696141004383672,-0.3136938696708838,-0.313489449655893,0.0
2019-01-14,1.0,-0.11338940668333712,-0.514639690838827,-0.015298931575358036,-0.31350306887929075,-0.31639008865651286,0.0
2019-01-15,1.0,-0.10641153986166726,-0.5109210047324354,-0.022934109938114306,-0.31027029486712776,-0.3246951219512195,0.0
2019-01-16,1.0,-0.10641057733882531,-0.5125275925630931,-0.021095510092619986,-0.3102883280613522,-0.32535329859135703,0.0
2019-01-17,1.0,-0.10521288209606987,-0.5104848981077147,-0.025086426491994177,-0.3094523289665211,-0.3241220887918486,0.0
2019-01-18,1.0,-0.10637280571935975,-0.5058400309646867,-0.02868787140547802,-0.3096013296600715,-0.3263131531613579,0.0
2019-01-22,1.0,-0.008050943825335458,-0.5935410507163975,-0.0,-0.35833522856493066,-0.314327950875597,0.0
