Date,IWF,IWM,MTUM,SPY,TRU,VLUE,VXX
2018-09-24,-0.3947309236947791,-0.7225381526104417,-0.2128192771084337,-0.5015261044176706,1.0,-0.3812369477911646,0.0
2018-09-25,-0.39416739011607344,-0.7239638596829684,-0.21144014661907976,-0.5028134143596669,1.0,-0.3829780392913411,0.0
2018-09-26,-0.3939218523878437,-0.7238462775365815,-0.2105804791767165,-0.5032320308731307,1.0,-0.38437047756874093,0.0
2018-09-27,-0.3941741954152333,-0.7227598623926953,-0.21087997942320677,-0.5030704433655918,1.0,-0.38423946243127677,0.0
2018-09-28,-0.392508038585209,-0.7241479099678456,-0.21131832797427652,-0.5029903536977492,1.0,-0.3844372990353698,0.0
2018-10-01,-0.3919353800605007,-0.7261376070026389,-0.21168822810066293,-0.5030893994979726,1.0,-0.3852738623929973,0.0
2018-10-02,-0.392167589136311,-0.7238705110052774,-0.21260780023169007,-0.5033788132320762,1.0,-0.3858604711031021,0.0
2018-10-03,-0.39369951534733444,-0.7105977382875606,-0.20924071082390952,-0.5150565428109855,1.0,-0.4024232633279483,0.0
2018-10-04,-0.3951753536136408,-0.7071949880514112,-0.2096492927727185,-0.5168571982173997,1.0,-0.4004391913711813,0.0
2018-10-05,-0.3971220695230396,-0.7124333063864187,-0.20821341956345998,-0.517413096200485,1.0,-0.39841552142279707,0.0
2018-10-08,-0.39576473626444575,-0.7100845761508167,-0.20614629737232876,-0.5186906837110207,1.0,-0.3974433468913422,0.0
2018-10-09,-0.3981517383998966,-0.7109667829908234,-0.21061134806772652,-0.5170931885743829,1.0,-0.39440351557451214,0.0
2018-10-10,-0.3996833807185319,-0.7096471956577927,-0.21236107521323336,-0.517930989919876,1.0,-0.39118635306280686,0.0
2018-10-11,-0.3779312967422994,-0.7054442895170491,-0.18674736975535555,-0.5087780453796426,1.0,-0.3900684497401445,0.0
2018-10-12,-0.3826433071112922,-0.6998777697683893,-0.18575861096311155,-0.49440561632243707,1.0,-0.3713918575861096,0.0
2018-10-15,-0.38419088828269526,-0.6989621547047942,-0.18646724986674193,-0.4951556767942809,1.0,-0.37067695105509046,0.0
2018-10-16,-0.38617745833464107,-0.6940773987006058,-0.19079752675685005,-0.4958726970277141,1.0,-0.371708358180848,0.0
2018-10-17,-0.37557682182786706,-0.6684939143361516,-0.18226021245625446,-0.49357366285731985,1.0,-0.3771253368020069,0.0
2018-10-18,-0.3753135354411173,-0.668101446133837,-0.18239246895612052,-0.4938531570309355,1.0,-0.3770166909237296,0.0
2018-10-19,-0.3677556293835364,-0.6606066199089455,-0.1759874492432632,-0.4963701242771011,1.0,-0.37544604405069526,0.0
2018-10-22,-0.36842590883926923,-0.6583317955342314,-0.17429415021221628,-0.49772405732915054,1.0,-0.37682229193578154,0.0
2018-10-23,-0.37028722553662585,-0.6578202841503167,-0.17851651393074602,-0.49394181683990407,1.0,-0.37465403776370004,0.0
2018-10-24,-0.3717784910717068,-0.6794228551840193,-0.1837701393000717,-0.5022593412072673,1.0,-0.3790707095889557,0.0
2018-10-25,-0.3482614236300746,-0.6444869227501668,-0.18183749013896475,-0.5064324291522544,1.0,-0.3531464287881546,0.0
2018-10-26,-0.3369008139885439,-0.6394332227916792,-0.16023515224600543,-0.5255652698221285,1.0,-0.35263792583659936,0.0
2018-10-29,-0.33932401002809076,-0.6407104237774489,-0.15945268372247562,-0.5295556830881687,1.0,-0.3514966623372701,0.0
2018-10-30,-0.3231967983506655,-0.647970166449383,-0.14565078980080648,-0.5385501622047721,1.0,-0.3765273019434254,0.0
2018-10-31,-0.32443358373306785,-0.6369203849518811,-0.1472833137237156,-0.5356744200078438,1.0,-0.372552568859927,0.0
2018-11-01,-0.3321226429371349,-0.6305578256000484,-0.15390901661672568,-0.5367293198946699,1.0,-0.3734071854475014,0.0
2018-11-02,-0.3363661012864158,-0.6137438616575784,-0.1512668333684813,-0.5411381917874251,1.0,-0.37013828216792694,0.0
2018-11-05,-0.33090920063972956,-0.6336642626512569,-0.15003470231449348,-0.54503756902743,1.0,-0.35794683001901084,0.0
2018-11-06,-0.34311471442400776,-0.6448451113262342,-0.14321151984511132,-0.5427456437560503,1.0,-0.3512826718296224,0.0
2018-11-07,-0.343653531868531,-0.645209127776769,-0.1423642636644271,-0.5434901035046305,1.0,-0.35173415652805523,0.0
2018-11-08,-0.3289449954914337,-0.6497745716862038,-0.12684099789600242,-0.5407874962428615,1.0,-0.35936278929966936,0.0
2018-11-09,-0.33077478779122266,-0.6512250918066341,-0.12560953584973814,-0.5412979351032448,1.0,-0.3611462284028656,0.0
2018-11-12,-0.33043217286914767,-0.6433673469387755,-0.1256002400960384,-0.5430972388955583,1.0,-0.35867346938775513,0.0
2018-11-13,-0.322881861575179,-0.6426610978520286,-0.11742243436754177,-0.5457040572792363,1.0,-0.35465393794749406,0.0
2018-11-14,-0.3225700558059029,-0.6432898624250202,-0.11725208153033513,-0.5460025664746785,1.0,-0.35512847294756633,0.0
2018-11-15,-0.32813553091109615,-0.6657373935420624,-0.10777525886894186,-0.5648857300410515,1.0,-0.3970038600575946,0.0
2018-11-16,-0.3288553551711446,-0.6675867991657465,-0.10851429272481905,-0.5653907496012759,1.0,-0.39679180468654157,0.0
2018-11-19,-0.32887552910864365,-0.6676890988282929,-0.10821421998650389,-0.5655787988466966,1.0,-0.39690816514324273,0.0
2018-11-20,-0.3115054518799059,-0.6661067163495312,-0.08869613023426286,-0.5744784826364497,1.0,-0.4135182187471367,0.0
2018-11-21,-0.31232918311569996,-0.6620103249316733,-0.09161858487701184,-0.5712420285453994,1.0,-0.39951412086243554,0.0
2018-11-23,-0.31239749741845346,-0.6623944603049262,-0.09162971511875113,-0.5710684565389055,1.0,-0.39962339792261437,0.0
2018-11-26,-0.31223244375626197,-0.6656040319397638,-0.09071864468530831,-0.5696025746121384,1.0,-0.3979718857212254,0.0
2018-11-27,-0.31157684025355614,-0.6661308422553153,-0.08901762154620728,-0.5693184920081283,1.0,-0.39692457007673404,0.0
2018-11-28,-0.31087689457218354,-0.6767305531087688,-0.08629225769219087,-0.567202259818364,1.0,-0.3962883090848343,0.0
2018-11-29,-0.3028134999698122,-0.6712250196220492,-0.08063152810481193,-0.5658697095936727,1.0,-0.3982672221215963,0.0
2018-11-30,-0.3033202535466345,-0.671626924237851,-0.07980682161183218,-0.5668276486568066,1.0,-0.3968306670691217,0.0
2018-12-03,-0.30329550941574124,-0.6716562047320136,-0.07930951231289234,-0.5668155480444229,1.0,-0.39678899082568814,0.0
2018-12-04,-0.30265182369445204,-0.672127190997677,-0.07895133797930431,-0.5668386279301294,1.0,-0.3963254593175853,0.0
2018-12-06,-0.2939321832242713,-0.648602022605592,-0.09292088042831648,-0.5600237953599049,1.0,-0.3789411064842356,0.0
2018-12-07,-0.296089219330855,-0.6479405204460967,-0.09486988847583643,-0.5592862453531598,1.0,-0.37582156133829,0.0
2018-12-10,-0.29055094786729857,-0.6492890995260664,-0.09244668246445498,-0.559745260663507,1.0,-0.370053317535545,0.0
