Date,ACMR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-3.2626358954796872,-4.921609765401488,-1.8851802403204272,-4.073240511157734,-3.9303833683005913,0.0
2018-09-25,1.0,-3.2605714285714287,-4.912761904761904,-1.8864761904761906,-4.065904761904762,-3.9220952380952383,0.0
2018-09-26,1.0,-3.2654580152671757,-4.921374045801526,-1.8864503816793892,-4.075381679389313,-3.9351145038167936,0.0
2018-09-27,1.0,-3.261415525114155,-4.892123287671233,-1.8860350076103498,-4.063546423135464,-3.922754946727549,0.0
2018-09-28,1.0,-3.263830599008012,-4.911484166348722,-1.8927890118275468,-4.074399084318962,-3.9341854254101487,0.0
2018-10-01,1.0,-3.263830599008012,-4.911865700114459,-1.8922167111789392,-4.074589851201831,-3.934376192293018,0.0
2018-10-02,1.0,-3.2712511938872972,-4.896466093600764,-1.9025787965616046,-4.08595988538682,-3.9457497612225403,0.0
2018-10-03,1.0,-3.262145170508668,-4.869689464659935,-1.8963612116593638,-4.079634216041151,-3.9434177938654984,0.0
2018-10-04,1.0,-3.2652207001522067,-4.850456621004566,-1.8959284627092845,-4.082952815829528,-3.9311263318112633,0.0
2018-10-05,1.0,-3.1981931112365896,-4.788819875776397,-1.8347449651797478,-4.071146245059289,-3.928853754940712,0.0
2018-10-08,1.0,-3.165236851920925,-4.743379336068632,-1.8058560238716896,-4.0419619544945915,-3.893323386795972,0.0
2018-10-09,1.0,-3.169599400973418,-4.766379633096219,-1.791276675402471,-4.068326469487083,-3.9238113066267313,0.0
2018-10-10,1.0,-3.187370794963353,-4.7836872768276635,-1.8011651945123095,-4.089644803608344,-3.931591806051494,0.0
2018-10-11,1.0,-2.8201974709856232,-4.513251342456262,-1.4302788844621515,-3.805646977308159,-3.752641607483111,0.0
2018-10-12,1.0,-2.7834738617200676,-4.412816188870153,-1.3777403035413154,-3.6772344013490725,-3.612141652613828,0.0
2018-10-15,1.0,-2.7114677365429625,-4.468405215646941,-1.2865262454028754,-3.650117017719826,-3.6003009027081245,0.0
2018-10-16,1.0,-2.715966386554622,-4.531596638655462,-1.2631932773109245,-3.6731092436974793,-3.622857142857143,0.0
2018-10-17,1.0,-2.7134125636672324,-4.513582342954159,-1.197283531409168,-3.778098471986418,-3.7755517826825127,0.0
2018-10-18,1.0,-2.711013066349907,-4.508908874936365,-1.198031562871203,-3.7777023587306973,-3.773629730188359,0.0
2018-10-19,1.0,-2.6440508021390374,-4.434659090909091,-1.1360294117647058,-3.753676470588235,-3.74298128342246,0.0
2018-10-22,1.0,-2.6538397189225367,-4.420612347331438,-1.1167809938096036,-3.775974569181864,-3.7639283921699853,0.0
2018-10-23,1.0,-2.6536789297658863,-4.417558528428094,-1.1192307692307693,-3.7717391304347827,-3.7603678929765887,0.0
2018-10-24,1.0,-2.64545151616128,-4.397700766411197,-1.099133622125958,-3.7640786404531825,-3.7547484171942687,0.0
2018-10-25,1.0,-2.4600857006824315,-4.149817489287415,-0.9898428820822093,-3.6983018568481194,-3.5722901126805273,0.0
2018-10-26,1.0,-2.4060929648241207,-4.112751256281407,-0.9082914572864322,-3.724717336683417,-3.551664572864322,0.0
2018-10-29,1.0,-2.3379888268156424,-4.114990689013036,-0.8474549968963377,-3.675356921166977,-3.542675356921167,0.0
2018-10-30,1.0,-2.314002170879206,-4.117227477128236,-0.8288106683206697,-3.6787098775003875,-3.567529849589083,0.0
2018-10-31,1.0,-2.323561178830427,-4.050763771022989,-0.8244098133004165,-3.677056009875019,-3.5537725659620425,0.0
2018-11-01,1.0,-2.2817356516387135,-4.095091552546545,-0.7756577935066933,-3.676873365133097,-3.5577781197107243,0.0
2018-11-02,1.0,-2.266384138035417,-3.972453458453156,-0.7396700469199333,-3.6543060390494926,-3.5028000605418494,0.0
2018-11-05,1.0,-2.256123374659812,-3.9936498336861197,-0.7376776534623526,-3.650740852736619,-3.481403084366495,0.0
2018-11-06,1.0,-2.2667473158929385,-4.002873128685922,-0.7340087706033571,-3.64584908513534,-3.4724028428852263,0.0
2018-11-07,1.0,-2.260770975056689,-4.002872260015118,-0.7434618291761149,-3.640513983371126,-3.469690098261527,0.0
2018-11-08,1.0,-2.167730443817723,-3.981148879323141,-0.6468754638563159,-3.588689327593885,-3.4589579931720347,0.0
2018-11-09,1.0,-2.266042154566745,-4.215612802498049,-0.6496487119437939,-3.8159250585480096,-3.6655737704918034,0.0
2018-11-12,1.0,-2.2462536690869768,-4.135022400741542,-0.6371079870230187,-3.8017920593233434,-3.628765641897111,0.0
2018-11-13,1.0,-2.156264168051987,-4.0732960556143265,-0.5499471059392473,-3.759558712407435,-3.5735227444461235,0.0
2018-11-14,1.0,-2.159207741155125,-4.07378288478984,-0.5501965527668581,-3.761868763229513,-3.5745388569700633,0.0
2018-11-15,1.0,-2.1530812113906888,-4.066596353774296,-0.5419617296971524,-3.7583245442217867,-3.546933855657677,0.0
2018-11-16,1.0,-2.1375018743439798,-4.030139451192083,-0.5245164192532613,-3.7485380116959064,-3.55405608037187,0.0
2018-11-19,1.0,-2.144402704733283,-4.033809166040571,-0.5395942900075131,-3.7505634861006762,-3.5579263711495117,0.0
2018-11-20,1.0,-2.0353707266538406,-3.9894923782743814,-0.42237679443540027,-3.74855705194613,-3.6036702678703563,0.0
2018-11-21,1.0,-2.003761029943585,-3.9035151164472732,-0.41675104874873425,-3.6709098799363518,-3.4705627079415593,0.0
2018-11-23,1.0,-1.9940930701628008,-3.8736493300677135,-0.41305287422561593,-3.666042357009077,-3.46030831292321,0.0
2018-11-26,1.0,-1.99036248561565,-3.8755753739930956,-0.4105293440736479,-3.6567894131185272,-3.4510932105868815,0.0
2018-11-27,1.0,-1.96011396011396,-3.8725071225071224,-0.3576923076923077,-3.6310541310541313,-3.4236467236467236,0.0
2018-11-28,1.0,-1.962043378995434,-3.890410958904109,-0.3564497716894977,-3.6331335616438354,-3.4273687214611868,0.0
2018-11-29,1.0,-1.8674040884906187,-3.8353402408288995,-0.26043125175021004,-3.610613273592831,-3.4277513301596194,0.0
2018-11-30,1.0,-1.867478309543801,-3.8344528407500698,-0.2580464595577946,-3.6106912958298354,-3.4230338650993564,0.0
2018-12-03,1.0,-1.8634712129681386,-3.8351034097261043,-0.2446897708216881,-3.6098378982671884,-3.4211850195640023,0.0
2018-12-04,1.0,-1.83986013986014,-3.8625174825174833,-0.24461538461538462,-3.6109090909090913,-3.4281118881118884,0.0
2018-12-06,1.0,-1.7078309261958395,-3.5509473963164173,-0.29243407976679475,-3.4744931760964626,-3.2247250563137673,0.0
2018-12-07,1.0,-1.715859323158593,-3.555673523556735,-0.29635036496350364,-3.480159256801593,-3.223490378234904,0.0
2018-12-10,1.0,-1.6281518066025475,-3.532882765791526,-0.2449961008578113,-3.4422926956069664,-3.148687288796465,0.0
2018-12-11,1.0,-1.6269820639459323,-3.5332726800103975,-0.24512607226410188,-3.441122952950351,-3.1507668312971147,0.0
2018-12-12,1.0,-1.6294224765868885,-3.535770031217482,-0.24570759625390218,-3.444979188345473,-3.151404786680541,0.0
2018-12-13,1.0,-1.6237829417110217,-3.5197974815007136,-0.2500324548877061,-3.446709074386603,-3.141503310398546,0.0
2018-12-14,1.0,-1.6245463970969412,-3.4931311560393983,-0.26205287713841363,-3.446345256609642,-3.1338776568170035,0.0
2018-12-17,1.0,-1.5823484069886946,-3.480215827338129,-0.22173689619732784,-3.407245632065776,-3.155318602261048,0.0
2018-12-18,1.0,-1.5459857723577237,-3.436864837398374,-0.1797510162601626,-3.389354674796748,-3.1514227642276422,0.0
2018-12-19,1.0,-1.5441494092237327,-3.4376826324482272,-0.1807902426629399,-3.3902934824037603,-3.1520772455850588,0.0
2018-12-20,1.0,-1.514494580287371,-3.377867406100328,-0.21956138139652134,-3.37597680867154,-3.1160826821275527,0.0
2018-12-21,1.0,-1.5062209375392734,-3.389342717104436,-0.20007540530350634,-3.3919819027271583,-3.080055297222571,0.0
2018-12-24,1.0,-1.439316452538356,-3.323437694898341,-0.20556317824622677,-3.378820007484096,-3.1263564924535356,0.0
2018-12-26,1.0,-1.4255371393492942,-3.322897483118478,-0.16820135052179253,-3.2973603437691836,-3.063351749539595,0.0
2018-12-27,1.0,-1.2263560500695412,-3.1718822438572096,-0.07962447844228095,-3.0875057950857676,-3.0246870653685676,0.0
2018-12-28,1.0,-1.2191082802547772,-3.1811233352634627,-0.07446438911407065,-3.0859293572669366,-3.020034742327736,0.0
2018-12-31,1.0,-1.220150550086856,-3.1797336421540243,-0.07515923566878982,-3.0856977417486977,-3.020034742327736,0.0
2019-01-02,1.0,-1.21228211935819,-3.1746508138058407,-0.060140828812189774,-3.079187348493593,-3.017084150986956,0.0
2019-01-03,1.0,-1.2182090930071543,-3.1643203323332565,-0.08377567505192707,-3.081583198707593,-2.9914608816062778,0.0
2019-01-04,1.0,-1.1386239782016347,-3.1550862851952766,-0.056425976385104444,-3.02736148955495,-2.975817438692098,0.0
2019-01-07,1.0,-1.0327164573694647,-3.037122714254241,-0.08856576338400529,-2.971139017404715,-2.8860982595285307,0.0
2019-01-08,1.0,-1.0351725653989887,-2.9967025719938447,-0.09705429764783467,-2.9858210595735324,-2.8766761925697955,0.0
2019-01-09,1.0,-1.0290046143704679,-2.9727532410459236,-0.09228740936058008,-2.9937376400791034,-2.898703581630411,0.0
2019-01-10,1.0,-1.0337733773377338,-2.9687568756875686,-0.09361936193619362,-3.004510451045105,-2.9003300330033004,0.0
2019-01-11,1.0,-1.0333810730417539,-2.934559876611215,-0.11259226616723586,-3.0115676985788253,-2.9247548749586865,0.0
2019-01-14,1.0,-1.041872733267392,-2.9218595450049456,-0.12594790636333664,-2.999780195625893,-2.9006484229036156,0.0
2019-01-15,1.0,-1.0406611570247934,-2.917906336088154,-0.13928374655647383,-3.0036363636363634,-2.917796143250689,0.0
2019-01-16,1.0,-1.0163180374548242,-2.918519329755777,-0.10907896177855657,-2.976453838571898,-2.931442339283759,0.0
2019-01-17,1.0,-1.0214776632302405,-2.8232388316151207,-0.13058419243986255,-2.9004510309278353,-2.863079896907217,0.0
2019-01-18,1.0,-1.01723395088324,-2.7875915553640667,-0.1727703576044808,-2.890672124084446,-2.903059026281775,0.0
2019-01-22,1.0,-0.6949618966977138,-2.855207451312447,-0.0,-3.1037256562235394,-2.930461473327689,0.0
2019-01-23,1.0,-0.6900782737465624,-2.788449333615401,-0.0,-3.1216416331711443,-2.977364078696848,0.0
2019-01-24,1.0,-0.6955141768937791,-2.7865002115954294,-0.0,-3.1216673719847647,-2.9760897164621243,0.0
2019-01-25,1.0,-0.7113709054814161,-2.8120657328774676,-0.0,-3.335943531487813,-3.1697364067497515,0.0
2019-01-28,1.0,-0.7283447211813974,-2.7739695834251705,-0.0,-3.35629270443024,-3.16189111747851,0.0
2019-01-29,1.0,-0.734003757321251,-2.7552215714443586,-0.0,-3.372858879434191,-3.1888606475853685,0.0
2019-01-30,1.0,-0.7348133421692071,-2.75160150209852,-0.0,-3.3688977247625362,-3.1894190413077097,0.0
2019-01-31,1.0,-0.6608962419195792,-2.782951681823162,-0.0,-3.3011942587925933,-3.2114605018078226,0.0
2019-02-01,1.0,-0.6636514065085494,-2.799338113623828,-0.0,-3.3316050744622174,-3.236734693877551,0.0
2019-02-04,1.0,-0.6666298952013238,-2.7996690568119145,-0.0,-3.331825703254275,-3.2333149476006624,0.0
2019-02-05,1.0,-0.6420855379188714,-2.7891313932980597,-0.0,-3.331900352733686,-3.259810405643739,0.0
2019-02-06,1.0,-0.6430765854728989,-2.7569673030502524,-0.0,-3.317643186306781,-3.2544437129690587,0.0
2019-02-07,1.0,-0.6451754385964913,-2.757127192982456,-0.0,-3.31359649122807,-3.249013157894737,0.0
2019-02-08,1.0,-0.6579063118539697,-2.758961952936002,-0.0013195513525401366,-3.330547613811304,-3.2475258412139874,0.0
2019-02-11,1.0,-0.6551875411274403,-2.721101118666374,-0.009102873437157271,-3.3262776924764204,-3.2556481684579954,0.0
2019-02-12,1.0,-0.6726236158315975,-2.7242626904944633,-0.0,-3.326060738954062,-3.2406534371231226,0.0
2019-02-13,1.0,-0.661253154833754,-2.746515966202129,-0.013606935147591353,-3.321299242839899,-3.230549764073302,0.0
2019-02-14,1.0,-0.6740136654176768,-2.707295569759753,-0.05686577033281904,-3.342517081772096,-3.2398060392329735,0.0
2019-02-15,1.0,-0.6861707988980716,-2.70732782369146,-0.07382920110192838,-3.3247382920110193,-3.227107438016529,0.0
2019-02-19,1.0,-0.7267825704225351,-2.668243838028169,-0.09573063380281689,-3.308098591549296,-3.204775528169014,0.0
2019-02-20,1.0,-0.0,-1.7662419239052405,-0.0,-3.383076094759512,-2.8241206030150754,0.0
2019-02-21,1.0,-0.0,-1.7859445519019985,-0.0,-3.469006171133831,-2.9556967854840197,0.0
2019-02-22,1.0,-0.0,-1.7841836277234824,-0.0,-3.3193759526584774,-2.8626378552855734,0.0
2019-02-25,1.0,-0.0,-1.7573509697023861,-0.0,-3.3271069800697113,-2.8528018589686295,0.0
2019-02-26,1.0,-0.0,-1.7423662423217308,-0.0,-3.322264755630731,-2.8377103178135847,0.0
2019-02-27,1.0,-0.0,-1.7370704923839886,-0.0,-3.3274884874247252,-2.7912681544456253,0.0
2019-02-28,1.0,-0.0,-1.715690578628501,-0.0,-3.2859776977785584,-2.7787338660110628,0.0
2019-03-01,1.0,-0.0,-1.695363660176373,-0.0,-3.2855147123024535,-2.7503710818126255,0.0
2019-03-04,1.0,-0.0,-1.6556878642006587,-0.0,-3.1042141711004136,-2.68533063085888,0.0
2019-03-05,1.0,-0.0,-1.6477624784853702,-0.0,-3.2273666092943203,-2.7308089500860584,0.0
2019-03-06,1.0,-0.0,-1.589636787737421,-0.0,-3.144868377207598,-2.5961346217927357,0.0
2019-03-07,1.0,-0.0,-1.5799146701673779,-0.0,-3.0992779783393503,-2.525598949786675,0.0
2019-03-08,1.0,-0.0,-1.5563752200519743,-0.0,-3.248637773493168,-2.5779193561907956,0.0
2019-03-11,1.0,-0.0,-1.5402907318712713,-0.0,-3.19973111503235,-2.66263339215192,0.0
2019-03-12,1.0,-0.0,-1.3935130581297388,-0.0,-3.2366470092670596,-2.7944397641112046,0.0
2019-03-13,1.0,-0.0,-1.4364710848459266,-0.0,-3.2343604896580835,-2.771549176867877,0.0
2019-03-14,1.0,-0.0,-1.436094674556213,-0.0,-3.2377852916314454,-2.7792899408284026,0.0
2019-03-15,1.0,-0.0,-1.4076345107522237,-0.0,-3.3519302184990067,-2.8766732878486914,0.0
2019-03-18,1.0,-0.0,-1.469465981357261,-0.0,-3.355083195400296,-2.887011063681505,0.0
2019-03-19,1.0,-0.0,-1.5004854797422544,-0.0,-3.367640568452644,-2.9587783564304,0.0
2019-03-20,1.0,-0.0,-1.489355992844365,-0.0,-3.4151162790697676,-3.040071556350626,0.0
2019-03-21,1.0,-0.0,-1.4897159647404505,-0.0,-3.458374142997062,-2.955836523907043,0.0
2019-03-22,1.0,-0.0,-1.4766941556113302,-0.0,-3.5441018286124057,-2.942900681247759,0.0
2019-03-25,1.0,-0.0,-1.3837086558761436,-0.0,-3.512139338494018,-2.900774102744546,0.0
2019-03-26,1.0,-0.0,-1.4487408465797464,-0.0,-3.548401500267905,-2.932934452580818,0.0
2019-03-27,1.0,-0.0,-1.4052706552706553,-0.0,-3.5638354700854697,-2.9340277777777777,0.0
2019-03-28,1.0,-0.0,-1.407735982966643,-0.0,-3.5505677785663594,-2.913236337828247,0.0
2019-03-29,1.0,-0.0,-1.3926701570680629,-0.0,-3.556571124323365,-2.9246605732540596,0.0
2019-04-01,1.0,-0.0,-1.387338681548657,-0.0,-3.4652947331705612,-2.8671956749215206,0.0
2019-04-02,1.0,-0.0,-1.4246670126275731,-0.0,-3.49645390070922,-2.727815256875973,0.0
2019-04-03,1.0,-0.0,-1.4274736660335001,-0.0,-3.481350371265757,-2.7253496805387667,0.0
2019-04-04,1.0,-0.0,-1.4245331950207467,-0.0,-3.470867911479944,-2.7491355463347165,0.0
2019-04-05,1.0,-0.0,-1.4097366597366596,-0.0,-3.4883922383922386,-2.7643797643797643,0.0
2019-04-08,1.0,-0.0,-1.3840704906703525,-0.0,-3.486696613683483,-2.767881824464409,0.0
2019-04-09,1.0,-0.0,-1.3906506523805409,-0.0,-3.4833664564071545,-2.766871165644172,0.0
2019-04-10,1.0,-0.0,-1.366215400534621,-0.0,-3.4996981978097783,-2.757092351470208,0.0
2019-04-11,1.0,-0.0,-1.3154327871665095,-0.0,-3.5575190872437163,-2.7055846272625894,0.0
2019-04-12,1.0,-0.0,-1.3114444920702957,-0.0,-3.557565366480926,-2.7037291041577367,0.0
2019-04-15,1.0,-0.0,-1.3164936958572775,-0.0,-3.5453297881464962,-2.715241444377734,0.0
2019-04-16,1.0,-0.0,-1.3206997084548104,-0.0,-3.5433887840850624,-2.7107700222946325,0.0
2019-04-17,1.0,-0.0,-1.2842849749870624,-0.0,-3.5733137829912023,-2.767552182163188,0.0
2019-04-18,1.0,-0.0,-1.239120955786169,-0.0,-3.6080055812331038,-2.87355018749455,0.0
2019-04-22,1.0,-0.0,-1.2343873865938517,-0.0,-3.656478463842156,-2.917466748876949,0.0
2019-04-23,1.0,-0.0,-1.131701833275683,-0.0,-3.5520581113801453,-2.963680387409201,0.0
2019-04-24,1.0,-0.0,-1.1283990482664852,-0.0,-3.449099252209381,-2.920122365737593,0.0
2019-04-25,1.0,-0.0,-1.125947372903006,-0.0,-3.4702375883505066,-2.9195265264412837,0.0
2019-04-26,1.0,-0.0,-1.1149012567324954,-0.0,-3.485338120885697,-2.9488757801145593,0.0
2019-04-29,1.0,-0.0,-1.1046243268655442,-0.0,-3.4854261047952817,-2.9576886913411404,0.0
2019-04-30,1.0,-0.0,-1.102847829816435,-0.0,-3.4911648653285297,-2.983873734774404,0.0
2019-05-01,1.0,-0.0,-1.0946699854089776,-0.0,-3.5111149257574454,-2.977169341687409,0.0
