Date,IWF,IWM,MTUM,SFL,SPY,VLUE,VXX
2018-11-08,-0.08575062978574814,-0.5924725014341655,-0.0,1.0,-0.3703140199037238,-0.44568877360137676,0.0
2018-11-09,-0.0878922869012463,-0.5950498022924071,-0.0,1.0,-0.3712898543470644,-0.4483958156063867,0.0
2018-11-12,-0.08746508379888268,-0.5848463687150838,-0.0,1.0,-0.37514964086193137,-0.44655327214684754,0.0
2018-11-13,-0.07239953450367692,-0.5834550721766905,-0.0,1.0,-0.3751702280436774,-0.4449946765048159,0.0
2018-11-14,-0.07097639085424891,-0.5868027109555374,-0.0,1.0,-0.3772001688140811,-0.4475807452645168,0.0
2018-11-15,-0.07030901244977927,-0.5870244531521254,-0.0,1.0,-0.37773423937304695,-0.4449928078964337,0.0
2018-11-16,-0.06766656766656766,-0.5804623304623304,-0.0,1.0,-0.3773883773883774,-0.44948519948519944,0.0
2018-11-19,-0.06543769667236551,-0.5820263138333457,-0.0,1.0,-0.37961792908644915,-0.4506801456924106,0.0
2018-11-20,-0.04507570153375746,-0.5784386250431524,-0.0,1.0,-0.3812201015929378,-0.46113823543916754,0.0
2018-11-21,-0.05296194586112202,-0.5774323264025107,-0.0,1.0,-0.38360631620243235,-0.4379413495488427,0.0
2018-11-23,-0.05084874396013054,-0.632548255710997,-0.0,1.0,-0.3928002226213666,-0.45359103443041815,0.0
2018-11-26,-0.052418224001223764,-0.6301914692909772,-0.0,1.0,-0.40358973051525887,-0.46332508987073906,0.0
2018-11-27,-0.05342437726970487,-0.63145107667127,-0.0,1.0,-0.40652652038258913,-0.4659863945578232,0.0
2018-11-28,-0.05503108450379922,-0.6262440197508123,-0.0,1.0,-0.4093688438611303,-0.4677258423516771,0.0
2018-11-29,-0.040480178671133446,-0.6193594233795239,-0.0,1.0,-0.40777117912796307,-0.47035683467844275,0.0
2018-11-30,-0.04138562956552724,-0.6229733513197078,-0.0,1.0,-0.41357631907149583,-0.4673318231566087,0.0
2018-12-03,-0.03582127768531558,-0.6312123927794137,-0.0,1.0,-0.4210472410702855,-0.47241070285494813,0.0
2018-12-04,-0.03550295857988166,-0.6315735546504777,-0.0,1.0,-0.42162965239888317,-0.47283485745024206,0.0
2018-12-06,-0.030237417860469802,-0.607517812633752,-0.0,1.0,-0.41901860570507815,-0.4609129132153378,0.0
2018-12-07,-0.030284721697756967,-0.6076076832062028,-0.0,1.0,-0.41897641165068095,-0.46053923419681286,0.0
2018-12-10,-0.0074434869489196955,-0.615911077806919,-0.0,1.0,-0.4241039090795554,-0.45035593855376543,0.0
2018-12-11,-0.0,-0.6200415446605101,-0.0,1.0,-0.4226042996220938,-0.4600445478889807,0.0
2018-12-12,-0.0,-0.6200941129355226,-0.0,1.0,-0.4223818582298759,-0.4605276331597917,0.0
2018-12-13,-0.0,-0.6197317048753629,-0.0,1.0,-0.4225898488337171,-0.460406447091801,0.0
2018-12-14,-0.0003252520703545247,-0.6163026345417699,-0.0,1.0,-0.42480422327303663,-0.4605068928419525,0.0
2018-12-17,-0.0012534469791927803,-0.6181749811982954,-0.0,1.0,-0.4289044873401855,-0.45856104286788674,0.0
2018-12-18,-0.0,-0.6077393583822245,-0.0,1.0,-0.42521532892273123,-0.46361253276744474,0.0
2018-12-19,-0.0,-0.6163650589333939,-0.0,1.0,-0.4367128542944398,-0.47083617273668,0.0
2018-12-20,-0.0,-0.6108147551708519,-0.0,1.0,-0.43734588093201143,-0.46806904534245886,0.0
2018-12-21,-0.0,-0.6118571896495251,-0.0,1.0,-0.4372748116606616,-0.47043261357051064,0.0
2018-12-24,-0.0,-0.5919671268572574,-0.0,1.0,-0.4280023051289118,-0.4856054721755907,0.0
2018-12-26,-0.0,-0.5943541957345028,-0.0,1.0,-0.4175054813633646,-0.47966912497508474,0.0
2018-12-27,-0.0,-0.5767887241370887,-0.0,1.0,-0.38840169040232553,-0.4775875125192368,0.0
2018-12-28,-0.0,-0.5929802955665024,-0.0,1.0,-0.39243842364532017,-0.47763546798029555,0.0
2018-12-31,-0.0,-0.5931819301443421,-0.0,1.0,-0.39240849302921327,-0.47756047095916054,0.0
2019-01-02,-0.0,-0.5973333994200888,-0.0,1.0,-0.3934227156699958,-0.48749721196500706,0.0
2019-01-03,-0.0,-0.606637567730283,-0.0,1.0,-0.38275135460565923,-0.5191149909692957,0.0
2019-01-04,-0.0,-0.6069410411561734,-0.0,1.0,-0.374381157173576,-0.5190528579286893,0.0
2019-01-07,-0.0,-0.6207674371451744,-0.0,1.0,-0.38316098945660987,-0.5305403487429035,0.0
2019-01-08,-0.0,-0.6213653763277309,-0.0,1.0,-0.38294420361497705,-0.5307374451796081,0.0
2019-01-09,-0.0,-0.6070640176600441,-0.0,1.0,-0.3860597295171399,-0.5442389180685595,0.0
2019-01-10,-0.0,-0.6068655807581063,-0.0,1.0,-0.3861825747196428,-0.544096006495154,0.0
2019-01-11,-0.0,-0.5914027724786977,-0.0,1.0,-0.39244563143838235,-0.5597354699224215,0.0
2019-01-14,-0.0,-0.5932138675355089,-0.0,1.0,-0.3980043781499771,-0.554217787507,0.0
2019-01-15,-0.0,-0.589177897230785,-0.0,1.0,-0.39833898046009225,-0.5600845795225843,0.0
2019-01-16,-0.0,-0.5885380832250338,-0.0,1.0,-0.4021099304334531,-0.5575771475167546,0.0
2019-01-17,-0.0,-0.5865222929936306,-0.0,1.0,-0.40321019108280254,-0.5580382165605096,0.0
2019-01-18,-0.0,-0.5836167872944426,-0.0,1.0,-0.40832715275824144,-0.5655098335080944,0.0
2019-01-22,-0.0,-0.6109582701257296,-0.0,1.0,-0.35157997583112643,-0.6086442290386446,0.0
2019-01-23,-0.0,-0.5969544457349335,-0.0,1.0,-0.35269066976384045,-0.6313588850174215,0.0
2019-01-24,-0.0,-0.5943525281986424,-0.0,1.0,-0.35766461038123015,-0.629094288000413,0.0
2019-01-25,-0.0,-0.5860518611459641,-0.0,1.0,-0.3189565035549979,-0.7089606859054789,0.0
2019-01-28,-0.0,-0.5759058207979072,-0.0,1.0,-0.33391759319816877,-0.706265533028123,0.0
2019-01-29,-0.0,-0.5812996483917177,-0.0,1.0,-0.3226201328297955,-0.7005860138038807,0.0
2019-01-30,-0.0,-0.5783465387823186,-0.0,1.0,-0.3200583819849875,-0.7079336947456213,0.0
2019-01-31,-0.0,-0.5860493053379296,-0.0,1.0,-0.3088373550611094,-0.7166248824819805,0.0
2019-02-01,-0.0,-0.5860805860805861,-0.0,1.0,-0.31930926216640504,-0.7110151753008896,0.0
2019-02-04,-0.0,-0.5869502352848393,-0.0,1.0,-0.31415126580614633,-0.7278056731249507,0.0
2019-02-05,-0.0,-0.5789321485843476,-0.0,1.0,-0.3112069192144904,-0.7387155287993902,0.0
2019-02-06,-0.0,-0.5668453413211415,-0.0,1.0,-0.31409953229281623,-0.7466498502285985,0.0
2019-02-07,-0.0,-0.569452843583204,-0.0,1.0,-0.32124733783819315,-0.7385954302842268,0.0
2019-02-08,-0.0,-0.5660208250955582,-0.0,1.0,-0.32637406089363385,-0.7436931593515222,0.0
2019-02-11,-0.0,-0.5527830587241234,-0.0,1.0,-0.3294518377693283,-0.7582382762991129,0.0
2019-02-12,-0.0,-0.5723233717288604,-0.0,1.0,-0.328839110356176,-0.7529327458994639,0.0
2019-02-13,-0.0,-0.5600568585643213,-0.0,1.0,-0.32704203848482455,-0.7452683671589143,0.0
2019-02-14,-0.0,-0.5431828376916379,-0.0,1.0,-0.34324616724278967,-0.7522759057445181,0.0
2019-02-15,-0.0,-0.5598415841584159,-0.0,1.0,-0.33518151815181524,-0.7452409240924093,0.0
2019-02-19,-0.0,-0.5470065173223568,-0.0,1.0,-0.34813583471859416,-0.7434760811630915,0.0
2019-02-20,-0.0,-0.5554939835338821,-0.0,1.0,-0.34433713320667086,-0.7389434241080852,0.0
2019-02-21,-0.0,-0.5596780577912653,-0.0,1.0,-0.34490038263623174,-0.7342921229713683,0.0
2019-02-22,-0.0,-0.5536435377022355,-0.0,1.0,-0.35057668452585183,-0.7350682256063764,0.0
2019-02-25,-0.0,-0.5542725783438144,-0.0,1.0,-0.3521904560587644,-0.7358241293663795,0.0
2019-02-26,-0.0,-0.5533072696534235,-0.0,1.0,-0.35539940828402367,-0.7328825021132713,0.0
2019-02-27,-0.0,-0.5320215432197515,-0.0,1.0,-0.3876179811230203,-0.7466005439129739,0.0
2019-02-28,-0.0,-0.5207694377185903,-0.0,1.0,-0.3869249394673124,-0.7826472962066183,0.0
2019-03-01,-0.0,-0.5141791645426984,-0.0,1.0,-0.39119469857537625,-0.7775333351219381,0.0
2019-03-04,-0.0,-0.4995851510852983,-0.0,1.0,-0.3968364424698231,-0.7800230174236543,0.0
2019-03-05,-0.0,-0.4890009657688593,-0.0,1.0,-0.4182315699109347,-0.7754587402081768,0.0
2019-03-06,-0.0,-0.4850085818493886,-0.0,1.0,-0.42348744904526925,-0.7733050847457628,0.0
2019-03-07,-0.0,-0.4705378416726903,-0.0,1.0,-0.4270339731748455,-0.7796160950927638,0.0
2019-03-08,-0.0,-0.46408274301721125,-0.0,1.0,-0.4372559054057694,-0.7921189430872412,0.0
2019-03-11,-0.0,-0.45906036631624575,-0.0,1.0,-0.42232036414869406,-0.8280318630107293,0.0
2019-03-12,-0.0,-0.4213657172619864,-0.0,1.0,-0.4468872501987445,-0.873050248087941,0.0
2019-03-13,-0.0,-0.42383611633307533,-0.0,1.0,-0.46682516863872614,-0.8739356408271592,0.0
2019-03-14,-0.0,-0.4254490190660403,-0.0,1.0,-0.46482453716496275,-0.8729483282674771,0.0
2019-03-15,-0.0,-0.4182856192666907,-0.0,1.0,-0.4732699609234266,-0.8798048942715407,0.0
2019-03-18,-0.0,-0.43088227077163777,-0.0,1.0,-0.4795496451919316,-0.8833044644353802,0.0
2019-03-19,-0.0,-0.4337339272207748,-0.0,1.0,-0.47875171583046194,-0.8888702131831807,0.0
2019-03-20,-0.0,-0.4439672112739319,-0.0,1.0,-0.4717590253214306,-0.8915277075964292,0.0
2019-03-21,-0.0,-0.4412127671509508,-0.0,1.0,-0.5017389353228249,-0.8618107365232511,0.0
2019-03-22,-0.0,-0.4385282848771692,-0.0,1.0,-0.5288483209375704,-0.8498704079332883,0.0
2019-03-25,-0.0,-0.38955048641395507,-0.0,1.0,-0.5536732640053674,-0.8522587498602259,0.0
2019-03-26,-0.0,-0.39964122543935876,-0.0,1.0,-0.5554558959553775,-0.8478291336154947,0.0
2019-03-27,-0.0,-0.38866011149396307,-0.0,1.0,-0.5622041067876853,-0.850491637952769,0.0
2019-03-28,-0.0,-0.3851070988000449,-0.0,1.0,-0.5572782325894359,-0.8612762139733093,0.0
2019-03-29,-0.0,-0.3770271028561809,-0.0,1.0,-0.5590034229280063,-0.869648167891813,0.0
2019-04-01,-0.0,-0.3786934052353668,-0.0,1.0,-0.557381193124368,-0.8726266711605437,0.0
2019-04-02,-0.0,-0.3859816493167597,-0.0,1.0,-0.567804932798339,-0.8521282864277898,0.0
2019-04-03,-0.0,-0.38470393351489457,-0.0,1.0,-0.5794424011005981,-0.84350169862706,0.0
2019-04-04,-0.0,-0.38437646024023525,-0.0,1.0,-0.5767021247354388,-0.7876089167422555,0.0
2019-04-05,-0.0,-0.37789337516857957,-0.0,1.0,-0.5803814713896458,-0.7940439820548812,0.0
2019-04-08,-0.0,-0.3776964560862866,-0.0,1.0,-0.5811138014527846,-0.7927030596522123,0.0
2019-04-09,-0.0,-0.36013446489584483,-0.0,1.0,-0.6174914581726,-0.7778022704728313,0.0
2019-04-10,-0.0,-0.35805739514348783,-0.0,1.0,-0.6119757174392936,-0.7893487858719647,0.0
2019-04-11,-0.0,-0.36019886755972935,-0.0,1.0,-0.6146941030244442,-0.7871564701008149,0.0
2019-04-12,-0.0,-0.35956142288996906,-0.0,1.0,-0.6151679186920017,-0.7870912505523642,0.0
2019-04-15,-0.0,-0.3610435551625028,-0.0,1.0,-0.6108500994914879,-0.7917864249391996,0.0
2019-04-16,-0.0,-0.3639909271962824,-0.0,1.0,-0.6096758132330161,-0.7924596149590618,0.0
2019-04-17,-0.0,-0.3515443374294254,-0.0,1.0,-0.6232702313738515,-0.7928152330344294,0.0
2019-04-18,-0.0,-0.3452506230960953,-0.0,1.0,-0.6211021877596234,-0.8029631680974799,0.0
2019-04-22,-0.0,-0.34724188667721606,-0.0,1.0,-0.6238583048777103,-0.805058160517476,0.0
2019-04-23,-0.0,-0.34431328982085824,-0.0,1.0,-0.6306624079988891,-0.8024163310651299,0.0
2019-04-24,-0.0,-0.3297270306258322,-0.0,1.0,-0.633072569906791,-0.8112794052374611,0.0
2019-04-25,-0.0,-0.33589857158675673,-0.0,1.0,-0.6270069759716532,-0.8053371719632377,0.0
2019-04-26,-0.0,-0.3237378210806023,-0.0,1.0,-0.6313108945969885,-0.8129151904340124,0.0
2019-04-29,-0.0,-0.3210590383444918,-0.0,1.0,-0.6302772090964421,-0.8152216012836828,0.0
2019-04-30,-0.0,-0.31868861529948816,-0.0,1.0,-0.6291603264628579,-0.8188131138470052,0.0
2019-05-01,-0.0,-0.32040206014288086,-0.0,1.0,-0.6375920695575122,-0.8110151187904967,0.0
2019-05-02,-0.0,-0.3230501065213181,-0.0,1.0,-0.6174362947182027,-0.826301081813906,0.0
2019-05-03,-0.0,-0.3199546359814118,-0.0,1.0,-0.6196337685328612,-0.8265102898871431,0.0
2019-05-06,-0.0,-0.3130905674973753,-0.0,1.0,-0.6217605127921755,-0.8280377963198321,0.0
2019-05-07,-0.0,-0.312163021538972,-0.0,1.0,-0.6215610916028423,-0.8312273619597976,0.0
2019-05-08,-0.0,-0.31000797996752977,-0.0,1.0,-0.6152554965466003,-0.8264494647918329,0.0
2019-05-09,-0.0,-0.30905040838214665,-0.0,1.0,-0.6141957484255974,-0.826801969034458,0.0
2019-05-10,-0.0,-0.31011822930987076,-0.0,1.0,-0.6117679406103932,-0.8276051690954083,0.0
2019-05-13,-0.0,-0.31003958654057623,-0.0,1.0,-0.6129590939080714,-0.8260666373433033,0.0
2019-05-14,-0.0,-0.27694488360682545,-0.0,1.0,-0.6273510330916425,-0.8215122935179632,0.0
2019-05-15,-0.0,-0.27970709582229025,-0.0,1.0,-0.6287330254924999,-0.8238749692614553,0.0
2019-05-16,-0.0,-0.279799967207739,-0.0,1.0,-0.628982893370498,-0.823905558288244,0.0
2019-05-17,-0.0,-0.2960401083138958,-0.0,1.0,-0.6035550550953108,-0.7814418617121103,0.0
2019-05-20,-0.0,-0.289572713443113,-0.0,1.0,-0.6010301849528944,-0.7782700365635591,0.0
2019-05-21,-0.0,-0.28599242545473946,-0.0,1.0,-0.603003147170214,-0.7780978289859711,0.0
2019-05-22,-0.0,-0.291200215285253,-0.0,1.0,-0.606297093649085,-0.7935683530678148,0.0
2019-05-23,-0.0,-0.2948924731182796,-0.0,1.0,-0.6174731182795699,-0.7757795698924732,0.0
2019-05-24,-0.0,-0.30610048168779097,-0.0,1.0,-0.6166411022308333,-0.7682785716207852,0.0
2019-05-28,-0.0,-0.29189232883356236,-0.0,1.0,-0.6285668094737692,-0.774014496268154,0.0
2019-05-29,-0.0,-0.2991799973114666,-0.0,1.0,-0.6262132006990186,-0.7631670923511225,0.0
2019-05-30,-0.0,-0.29615301955727485,-0.0,1.0,-0.6233075435203095,-0.7669782935740381,0.0
2019-05-31,-0.0,-0.29576214180008076,-0.0,1.0,-0.6071841786627203,-0.7877842055697565,0.0
2019-06-03,-0.0,-0.3096271295403407,-0.0,1.0,-0.6214239794278368,-0.7476159862852245,0.0
2019-06-04,-0.0,-0.2991995288196397,-0.0,1.0,-0.6314084544748749,-0.7465531550344016,0.0
2019-06-05,-0.0,-0.29524214103653357,-0.0,1.0,-0.6458952846219201,-0.7139177994902295,0.0
2019-06-06,-0.0,-0.2952085323145495,-0.0,1.0,-0.6307173936113765,-0.7271569563833175,0.0
2019-06-07,-0.0,-0.3056446695124214,-0.0,1.0,-0.6232202985391203,-0.7224593684545431,0.0
2019-06-10,-0.0,-0.31050904857656897,-0.0,1.0,-0.6121811831939887,-0.7231188485554026,0.0
2019-06-11,-0.0,-0.31084779085522996,-0.0,1.0,-0.6282313557745955,-0.7177661468158028,0.0
2019-06-12,-0.0,-0.3099130712178005,-0.0,1.0,-0.6274025041869368,-0.7210569689236249,0.0
2019-06-13,-0.0,-0.32390280254438025,-0.0,1.0,-0.6223085726452505,-0.7152742660953344,0.0
2019-06-14,-0.0,-0.32393728872208466,-0.0,1.0,-0.6234129202267826,-0.7144188027362985,0.0
2019-06-17,-0.0,-0.32200457763346996,-0.0,1.0,-0.626949486346942,-0.7124607441315803,0.0
2019-06-18,-0.0,-0.3418628726143391,-0.0,1.0,-0.6130385156478114,-0.6995195498102088,0.0
2019-06-19,-0.0,-0.33806810653239694,-0.0,1.0,-0.6187094209619717,-0.6933085994434875,0.0
2019-06-20,-0.0,-0.3430049065110728,-0.0,1.0,-0.6154886619811696,-0.6936745789683066,0.0
2019-06-21,-0.0,-0.34847159256608073,-0.0,1.0,-0.6086852779766165,-0.6940533948407964,0.0
2019-06-24,-0.0,-0.33963566838387593,-0.0,1.0,-0.6070157735408146,-0.7088268097084285,0.0
2019-06-25,-0.0,-0.35284449392927203,-0.0,1.0,-0.5951699273633423,-0.7029584857642756,0.0
2019-06-26,-0.0,-0.35059697532501993,-0.0,1.0,-0.5734146988591138,-0.7292119925709737,0.0
2019-06-27,-0.0,-0.3417872792457841,-0.0,1.0,-0.57700172619838,-0.7369008099853938,0.0
2019-06-28,-0.0,-0.33361652418626875,-0.0,1.0,-0.5839483884670525,-0.7373493336165241,0.0
2019-07-01,-0.0,-0.32764197465401135,-0.0,1.0,-0.5908319635187443,-0.7327801049896602,0.0
2019-07-02,-0.0,-0.32821573462731685,-0.0,1.0,-0.5934293214541404,-0.7299604910773473,0.0
2019-07-03,-0.0,-0.3310085125566841,-0.0,1.0,-0.58916969423745,-0.7317351295446711,0.0
2019-07-05,-0.0,-0.31718820381017987,-0.0,1.0,-0.5954267242521396,-0.7370233963064042,0.0
2019-07-08,-0.0,-0.3175766879284334,-0.0,1.0,-0.5950295106264722,-0.7340867585951354,0.0
2019-07-09,-0.0,-0.3125363814362068,-0.0,1.0,-0.5952002963433349,-0.7381859554426629,0.0
2019-07-10,-0.0,-0.32209975418285625,-0.0,1.0,-0.5857320328813469,-0.735363307165702,0.0
2019-07-11,-0.0,-0.3172550575168584,-0.0,1.0,-0.5970382123495968,-0.7301599894221871,0.0
2019-07-12,-0.0,-0.31552923133874505,-0.0,1.0,-0.6013115100875221,-0.7273592638620798,0.0
2019-07-15,-0.0,-0.32093379864636207,-0.0,1.0,-0.6046954314720812,-0.7181947969543147,0.0
2019-07-16,-0.0,-0.3302992617680523,-0.0,1.0,-0.6090281269018073,-0.7066652554705898,0.0
2019-07-17,-0.0,-0.33305960264900664,-0.0,1.0,-0.6063311258278146,-0.7096158940397351,0.0
2019-07-18,-0.0,-0.33072013136636913,-0.0,1.0,-0.6077813385597373,-0.7100140371321874,0.0
2019-07-19,-0.0,-0.33058113686884727,-0.0,1.0,-0.6089763946226315,-0.7067852228220599,0.0
2019-07-22,-0.0,-0.31319495922905854,-0.0,1.0,-0.6025362702530975,-0.7317325002647465,0.0
2019-07-23,-0.0,-0.31148018648018644,-0.0,1.0,-0.6057692307692307,-0.7316168679805043,0.0
2019-07-24,-0.0,-0.31269349845201233,-0.0,1.0,-0.6058849990738535,-0.7275541795665635,0.0
2019-07-25,-0.0,-0.3039526527161277,-0.0,1.0,-0.6150391037835553,-0.7231557810188122,0.0
2019-07-26,-0.0,-0.29611727416798733,-0.0,1.0,-0.6201003697834127,-0.7250924458531431,0.0
2019-07-29,-0.0,-0.28979839881628666,-0.0,1.0,-0.6206568552329115,-0.7317620947499142,0.0
2019-07-30,-0.0,-0.2912305740564542,-0.0,1.0,-0.6203351305634845,-0.7314462416745957,0.0
2019-07-31,-0.0,-0.30239014330283964,-0.0,1.0,-0.6146158320554175,-0.7269578552165407,0.0
2019-08-01,-0.0,-0.3119324181626188,-0.0,1.0,-0.6097940865892291,-0.7181890179514255,0.0
2019-08-02,-0.0,-0.3053253813268591,-0.0,1.0,-0.612366073784768,-0.721222357101388,0.0
2019-08-05,-0.0,-0.30275301935551924,-0.0,1.0,-0.6103317335583566,-0.7239069669321238,0.0
2019-08-06,-0.0,-0.30556064852405773,-0.0,1.0,-0.5924723015270175,-0.7212079939233609,0.0
2019-08-07,-0.0,-0.3065745031812112,-0.0,1.0,-0.5899248553399838,-0.7217552954729924,0.0
2019-08-08,-0.0,-0.3095412651864265,-0.0,1.0,-0.5914327607875995,-0.717375366568915,0.0
2019-08-09,-0.0,-0.29898868790074545,-0.0,1.0,-0.5757180837199604,-0.7317937757389356,0.0
2019-08-12,-0.0,-0.2987253343064932,-0.0,1.0,-0.578421916951229,-0.7295310585720616,0.0
2019-08-13,-0.0,-0.2885827386843065,-0.0,1.0,-0.5792489192145425,-0.7364706495129955,0.0
2019-08-14,-0.0,-0.293089589005575,-0.0,1.0,-0.5638791650460262,-0.7360560093348891,0.0
2019-08-15,-0.0,-0.3078816470950208,-0.0,1.0,-0.5570483564945388,-0.6990410748166761,0.0
2019-08-16,-0.0,-0.31312147616606867,-0.0,1.0,-0.5494361865709892,-0.7002306509482317,0.0
2019-08-19,-0.0,-0.30978066363311,-0.0,1.0,-0.5509995398537757,-0.6955877089830769,0.0
2019-08-20,-0.0,-0.3126164051537186,-0.0,1.0,-0.5490496236764894,-0.6896798060977165,0.0
2019-08-21,-0.0,-0.32579592466017426,-0.0,1.0,-0.5682863530076829,-0.6754888609091142,0.0
2019-08-22,-0.0,-0.3194033008887008,-0.0,1.0,-0.6014600084638171,-0.7240795598815065,0.0
2019-08-23,-0.0,-0.3260221184047299,-0.0,1.0,-0.599282075646,-0.7140971837305673,0.0
2019-08-26,-0.0,-0.3183079419925658,-0.0,1.0,-0.5943667870792105,-0.7049630909376472,0.0
2019-08-27,-0.0,-0.3161899283585211,-0.0,1.0,-0.590859174815667,-0.7076034095068765,0.0
2019-08-28,-0.0,-0.3150313152400835,-0.0,1.0,-0.5939979123173278,-0.7005741127348643,0.0
2019-08-29,-0.0,-0.30971533037346566,-0.0,1.0,-0.5956124314442414,-0.7063201880386524,0.0
2019-08-30,-0.0,-0.30389576547231273,-0.0,1.0,-0.6009381107491857,-0.701029315960912,0.0
2019-09-03,-0.0,-0.3096653112292775,-0.0,1.0,-0.6041862162443958,-0.6927588364091336,0.0
2019-09-04,-0.0,-0.29375276916260523,-0.0,1.0,-0.6080950767546718,-0.7044228413563034,0.0
2019-09-05,-0.0,-0.3003225638624421,-0.0,1.0,-0.6078247749856928,-0.6931741324592893,0.0
2019-09-06,-0.0,-0.29687134882513305,-0.0,1.0,-0.621913540179151,-0.677580163572634,0.0
2019-09-09,-0.0,-0.2991406391982761,-0.0,1.0,-0.6217514344315497,-0.6753900874938338,0.0
2019-09-10,-0.0,-0.2999116837238298,-0.0,1.0,-0.6129149566211232,-0.6847108940724194,0.0
2019-09-11,-0.0,-0.29032090424840845,-0.0,1.0,-0.6352604911004287,-0.6728335715213719,0.0
2019-09-12,-0.0,-0.2637906464567949,-0.0,1.0,-0.6470009068532193,-0.6802176447726389,0.0
2019-09-13,-0.0,-0.2651613237350458,-0.0,1.0,-0.6403490600238231,-0.6839556683411879,0.0
2019-09-16,-0.0,-0.26148190338114224,-0.0,1.0,-0.6438409361569927,-0.6835810076114535,0.0
2019-09-17,-0.0,-0.26770695856946924,-0.0,1.0,-0.6403488342002432,-0.6797091323137437,0.0
2019-09-18,-0.0,-0.26139392841429643,-0.0,1.0,-0.6445301379435285,-0.6821605114003985,0.0
