Date,BABA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6295378927911275,-0.6392236598890942,-0.36365988909426983,-0.585804066543438,-0.47863216266173747,0.0
2018-09-25,1.0,-0.6292612585964653,-0.6396139909783333,-0.3631960363824595,-0.5861495230348296,-0.4791836131036013,0.0
2018-09-26,1.0,-0.6303720689400104,-0.6410977143279828,-0.3655225978252829,-0.585731193135587,-0.47577483541682075,0.0
2018-09-27,1.0,-0.6350221893491125,-0.6313979289940829,-0.3685281065088758,-0.5869082840236687,-0.476405325443787,0.0
2018-09-28,1.0,-0.6349717075335626,-0.6313103295240208,-0.3686896704759791,-0.5868930063981656,-0.47649691186804244,0.0
2018-10-01,1.0,-0.6366563055062168,-0.6302175843694494,-0.3683022498519834,-0.5883288928359977,-0.4769094138543517,0.0
2018-10-02,1.0,-0.6361477964089627,-0.6492803086511352,-0.36299896127021813,-0.5865855468170351,-0.4747737052975219,0.0
2018-10-03,1.0,-0.6359421364985163,-0.647959940652819,-0.3629451038575668,-0.586906528189911,-0.4754821958456973,0.0
2018-10-04,1.0,-0.635054378085446,-0.650495527263279,-0.3629783601202628,-0.5859841876693517,-0.47730225307152674,0.0
2018-10-05,1.0,-0.638812513933269,-0.6538975997622056,-0.3617819722077729,-0.5859775581481756,-0.47503158207624285,0.0
2018-10-08,1.0,-0.6374462086362962,-0.6508384033239353,-0.3588069446505416,-0.5884033239353019,-0.47421724291437894,0.0
2018-10-09,1.0,-0.6416230074685096,-0.6523241556125293,-0.3661427562887824,-0.585999331178241,-0.4695500315832498,0.0
2018-10-10,1.0,-0.6412438869600926,-0.6611042669951842,-0.36144398402210026,-0.5894277074700415,-0.4799716280285213,0.0
2018-10-11,1.0,-0.6178721845815784,-0.6539461637062809,-0.3274491851309284,-0.5789782091192089,-0.4840871635231642,0.0
2018-10-12,1.0,-0.6544039358225943,-0.6659690861695488,-0.32657781694019167,-0.563645041671256,-0.4608804200168888,0.0
2018-10-15,1.0,-0.6583134300936984,-0.6630167187212933,-0.32860554841080286,-0.5644313797538122,-0.4600771633290464,0.0
2018-10-16,1.0,-0.6600360333860352,-0.658234364084274,-0.3327572894069199,-0.5649887855278155,-0.4608964223995293,0.0
2018-10-17,1.0,-0.6502017228219388,-0.632282920801076,-0.3243194126412969,-0.562134263802566,-0.46574346672482103,0.0
2018-10-18,1.0,-0.6508761724714607,-0.6333890787464553,-0.3237475459899658,-0.561731985748564,-0.46589834945102876,0.0
2018-10-19,1.0,-0.6509519492293744,-0.630534904805077,-0.3197824116047144,-0.5616681776971895,-0.46353581142339073,0.0
2018-10-22,1.0,-0.6557371096586784,-0.6210602759622368,-0.3061728395061729,-0.573928830791576,-0.4741830065359478,0.0
2018-10-23,1.0,-0.6693944954128439,-0.633137614678899,-0.3222752293577981,-0.5688807339449541,-0.4759999999999999,0.0
2018-10-24,1.0,-0.670542067043204,-0.6318125137533925,-0.31977554463434316,-0.569243746790875,-0.47619746204063673,0.0
2018-10-25,1.0,-0.6489921592495793,-0.5929970283913931,-0.31767570083419855,-0.5718019404962228,-0.44874870215889157,0.0
2018-10-26,1.0,-0.6415564091620429,-0.5855384834258073,-0.3099302888035282,-0.5753663394508465,-0.44426660975956744,0.0
2018-10-29,1.0,-0.6284073588316613,-0.597993690404452,-0.2966218850802878,-0.5688915671192087,-0.4528375456382262,0.0
2018-10-30,1.0,-0.6657176835201268,-0.6134275109012938,-0.3111463476161303,-0.5807416483476882,-0.43273631482215574,0.0
2018-10-31,1.0,-0.6679095113469329,-0.5988240777255942,-0.3130176029828272,-0.5775284121464167,-0.4278492811816585,0.0
2018-11-01,1.0,-0.6773624950537789,-0.5908485916759596,-0.3213784668513256,-0.5788337709989567,-0.4288283751214072,0.0
2018-11-02,1.0,-0.6735428945645056,-0.6215891726697228,-0.3223459215600669,-0.5804773339154479,-0.4402968784108274,0.0
2018-11-05,1.0,-0.676478088229937,-0.6158974172161306,-0.32191905577210306,-0.581326727623766,-0.44723325197624864,0.0
2018-11-06,1.0,-0.6903136295593121,-0.6289751360035051,-0.3139946693928219,-0.5785899448683778,-0.4392274270692614,0.0
2018-11-07,1.0,-0.6918606776068126,-0.630130477687219,-0.31161141771134093,-0.5807170790541281,-0.44055407331603375,0.0
2018-11-08,1.0,-0.6811262488646685,-0.6313169845594914,-0.30001816530426884,-0.5761671207992735,-0.44439600363306087,0.0
2018-11-09,1.0,-0.6838138925294889,-0.634046890927625,-0.29787388961700895,-0.5774355613805155,-0.4474297364205621,0.0
2018-11-12,1.0,-0.683994478349317,-0.6271795989537924,-0.29776954373728565,-0.5785745422842197,-0.44511043301365877,0.0
2018-11-13,1.0,-0.6719748672949842,-0.6272343191420214,-0.27859025746578553,-0.588235294117647,-0.44498609756978297,0.0
2018-11-14,1.0,-0.6779944087426932,-0.6311222452165705,-0.2754601895218386,-0.5964854954071814,-0.4496242239407472,0.0
2018-11-15,1.0,-0.6824464787191364,-0.6436412706517378,-0.2675881687880667,-0.6153761989861045,-0.43805390422699586,0.0
2018-11-16,1.0,-0.6832432037415961,-0.6476541946799181,-0.268561824028062,-0.6168152586962876,-0.43762788658287055,0.0
