Date,INN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2128424898131235,-0.7195447520022481,-0.0,-0.4562596599690881,-0.4215540255725727,0.0
2018-09-25,1.0,-0.21334045123767242,-0.7191986738220336,-0.0,-0.4560422578741817,-0.4211176982945127,0.0
2018-09-26,1.0,-0.2167623550602274,-0.7230946752223347,-0.0,-0.4571372284138241,-0.4173984014409546,0.0
2018-09-27,1.0,-0.21825698135493124,-0.719536544897213,-0.0,-0.4571557130402992,-0.41727832616215305,0.0
2018-09-28,1.0,-0.21947445419761422,-0.7189399054692776,-0.0,-0.45746117488183663,-0.41753882511816337,0.0
2018-10-01,1.0,-0.21919197610863808,-0.72161492083169,-0.0,-0.45785203132923874,-0.41871865667436753,0.0
2018-10-02,1.0,-0.2200529637142213,-0.7189260761775974,-0.0,-0.45861505521748924,-0.4195965742618886,0.0
2018-10-03,1.0,-0.21979105066035876,-0.7159753315873955,-0.0,-0.4592379825969418,-0.4209963110022247,0.0
2018-10-04,1.0,-0.22113381748578506,-0.7135056015312727,-0.0,-0.460592242301413,-0.4196081742948826,0.0
2018-10-05,1.0,-0.2249992931663321,-0.7233453023834432,-0.0,-0.4611665582855043,-0.41782351776979837,0.0
2018-10-08,1.0,-0.22480488632507634,-0.7239000113109376,-0.0,-0.46114692908042076,-0.4178543151227237,0.0
2018-10-09,1.0,-0.21538902421550368,-0.7343172374265655,-0.0,-0.47737498208912454,-0.4386874910445623,0.0
2018-10-10,1.0,-0.21542560811391573,-0.7341775778586367,-0.0,-0.4774374695584907,-0.4380425751368077,0.0
2018-10-11,1.0,-0.16010593810984108,-0.7277390577083913,-0.0,-0.4579314190131028,-0.44206858098689705,0.0
2018-10-12,1.0,-0.1590125499931044,-0.7243690525444767,-0.0,-0.4462281064680734,-0.428630533719487,0.0
2018-10-15,1.0,-0.12207093535952968,-0.7705277169241008,-0.0,-0.44477413271955857,-0.4357338953440004,0.0
2018-10-16,1.0,-0.1211146540967697,-0.7719672812976569,-0.0,-0.44436434215998893,-0.4353528351587412,0.0
2018-10-17,1.0,-0.10978147762747138,-0.7514376471876882,-0.0,-0.43989265567665264,-0.43726381510487977,0.0
2018-10-18,1.0,-0.11316855418698851,-0.761511118459122,-0.0,-0.4397784574687939,-0.4410459893637541,0.0
2018-10-19,1.0,-0.1082413194922488,-0.7651513065506512,-0.0,-0.4396838945948178,-0.44045488338794503,0.0
2018-10-22,1.0,-0.10833241424947612,-0.754797617734642,-0.0,-0.4470056247932061,-0.44714348737178783,0.0
2018-10-23,1.0,-0.1058212747155639,-0.7559924886777863,-0.0,-0.4503203358002872,-0.4493814205235834,0.0
2018-10-24,1.0,-0.11454878188264898,-0.8023275763467917,-0.0,-0.47506576689923374,-0.4675168706393687,0.0
2018-10-25,1.0,-0.08519331795313673,-0.7683520026683716,-0.0,-0.48278066542513276,-0.4432276176446063,0.0
2018-10-26,1.0,-0.08454689190313722,-0.7652492302571358,-0.0,-0.48231671798285763,-0.4417353194086156,0.0
2018-10-29,1.0,-0.06543295124982737,-0.7752796575058694,-0.0,-0.47427150946001934,-0.4470653224692722,0.0
2018-10-30,1.0,-0.042433325007631896,-0.7808952904282187,-0.0,-0.4804762301223878,-0.4714012155524103,0.0
2018-10-31,1.0,-0.047958057395143486,-0.7621688741721855,-0.0,-0.4808498896247241,-0.4684050772626932,0.0
2018-11-01,1.0,-0.03676349005125944,-0.7705175549798821,-0.0,-0.48015763655404287,-0.4684175715151849,0.0
2018-11-02,1.0,-0.044115628517308596,-0.7415653224256733,-0.0,-0.4936173717297609,-0.4659181376451534,0.0
2018-11-05,1.0,-0.04626422563087581,-0.7372312936390125,-0.0,-0.49425476936610035,-0.471191379405135,0.0
2018-11-06,1.0,-0.04314287288555843,-0.735467518871563,-0.0,-0.4989806600914651,-0.4773816739214281,0.0
2018-11-07,1.0,-0.04239786220006061,-0.7366869610733078,-0.0,-0.49811289567205713,-0.4776991101683242,0.0
2018-11-08,1.0,-0.03520662971296855,-0.7362932879644366,-0.0,-0.49497832171670053,-0.4776082542121728,0.0
2018-11-09,1.0,-0.03460862882863102,-0.7363321989241408,-0.0,-0.4960753101328356,-0.47752223076078604,0.0
2018-11-12,1.0,-0.03410458374357291,-0.7220763592604746,-0.0,-0.5031451701126791,-0.4756317689530686,0.0
2018-11-13,1.0,-0.015817461609419936,-0.72079331488415,-0.0,-0.5039882793423409,-0.47251614303543327,0.0
2018-11-14,1.0,-0.014266655776089737,-0.7253124234256311,-0.0,-0.5069563560129597,-0.4761087968635138,0.0
2018-11-15,1.0,-0.01329563065879986,-0.7257402321977214,-0.0,-0.5080888550531554,-0.4718181571005193,0.0
2018-11-16,1.0,-0.009260013577732517,-0.7170943652410048,-0.0,-0.5090563475899524,-0.48016293279022404,0.0
2018-11-19,1.0,-0.007690426370281802,-0.7181716894480829,-0.0,-0.5105845267534445,-0.48099133128617627,0.0
2018-11-20,1.0,-0.0,-0.7108678021086781,-0.0,-0.5062178967288457,-0.48632062719653957,0.0
2018-11-21,1.0,-0.0,-0.709101150720206,-0.0,-0.5078726429012098,-0.4653576889031947,0.0
2018-11-23,1.0,-0.0,-0.7003831622946867,-0.0,-0.5123388976715522,-0.4667345462340238,0.0
2018-11-26,1.0,-0.0,-0.7004099568607487,-0.0,-0.5123121031054902,-0.4667345462340238,0.0
2018-11-27,1.0,-0.0,-0.7001627664967848,-0.0,-0.5065240013875176,-0.46164314112655763,0.0
2018-11-28,1.0,-0.0,-0.6943554416319555,-0.0,-0.5111075509986115,-0.46462138203567227,0.0
2018-11-29,1.0,-0.0,-0.6832600751999153,-0.0,-0.5023036593761585,-0.46229412699253297,0.0
2018-11-30,1.0,-0.0,-0.6837256095946626,-0.0,-0.5033491302851394,-0.4604590823647772,0.0
2018-12-03,1.0,-0.0,-0.6835697649798856,-0.0,-0.502964217658268,-0.46008892652974803,0.0
2018-12-04,1.0,-0.0,-0.6838672194787018,-0.0,-0.4991945493437558,-0.4577600549290939,0.0
2018-12-06,1.0,-0.0,-0.6487819999483351,-0.0,-0.49559556715145564,-0.43889333781095813,0.0
2018-12-07,1.0,-0.0,-0.6527417850108842,-0.0,-0.5024100756711931,-0.4363273556546076,0.0
2018-12-10,1.0,-0.0,-0.6514836223506744,-0.0,-0.4955170199100835,-0.4220166987797046,0.0
2018-12-11,1.0,-0.0,-0.6548045455716752,-0.0,-0.4897054655087999,-0.4323189115365784,0.0
2018-12-12,1.0,-0.0,-0.6554561163696385,-0.0,-0.48920640652000097,-0.4344260181053826,0.0
2018-12-13,1.0,-0.0,-0.6512421477134658,-0.0,-0.500245585916294,-0.4336271747279167,0.0
2018-12-14,1.0,-0.0,-0.6435050001292023,-0.0,-0.506162949947027,-0.43435230884518977,0.0
2018-12-17,1.0,-0.0,-0.6408024516494554,-0.0,-0.48978908603950455,-0.44467049522288893,0.0
2018-12-18,1.0,-0.0,-0.6299577518883626,-0.0,-0.48408654461656636,-0.44642171296889005,0.0
2018-12-19,1.0,-0.0,-0.6326976457283849,-0.0,-0.48738048730338235,-0.45008738562763445,0.0
2018-12-20,1.0,-0.0,-0.6362043193649812,-0.0,-0.48832534405443023,-0.45268285139941244,0.0
2018-12-21,1.0,-0.0,-0.638773133169406,-0.0,-0.49020318364177556,-0.45932444674517925,0.0
2018-12-24,1.0,-0.0,-0.6206142607264122,-0.0,-0.4809393970573104,-0.47072744109476283,0.0
2018-12-26,1.0,-0.0,-0.6228171102758815,-0.0,-0.47002122165119786,-0.4640126818542098,0.0
2018-12-27,1.0,-0.0,-0.5955092420295248,-0.0,-0.42066741099119215,-0.46490509862299956,0.0
2018-12-28,1.0,-0.0,-0.600044662795891,-0.0,-0.4191851521016327,-0.46206143615701456,0.0
2018-12-31,1.0,-0.0,-0.6001339917123645,-0.0,-0.41917074018014444,-0.4619984615766358,0.0
2019-01-02,1.0,-0.0,-0.599687546496057,-0.0,-0.41806774785498185,-0.46203441948122803,0.0
2019-01-03,1.0,-0.0,-0.599345465364209,-0.0,-0.42656319730252396,-0.4533892001785095,0.0
2019-01-04,1.0,-0.0,-0.6003454231433506,-0.0,-0.41329879101899825,-0.4536392795460153,0.0
2019-01-07,1.0,-0.0,-0.5968725413060582,-0.0,-0.4111673878835562,-0.45065401258851295,0.0
2019-01-08,1.0,-0.0,-0.5878512700944902,-0.0,-0.41742545097557987,-0.4489876058412075,0.0
2019-01-09,1.0,-0.0,-0.590340727638981,-0.0,-0.41806077578794804,-0.4481538801680301,0.0
2019-01-10,1.0,-0.0,-0.5953208589108301,-0.0,-0.41796711288612776,-0.4520129181766635,0.0
2019-01-11,1.0,-0.0,-0.5892125401135522,-0.0,-0.42078499136015796,-0.45850407306837815,0.0
2019-01-14,1.0,-0.0,-0.5881742738589211,-0.0,-0.4207172495554238,-0.4609513930053349,0.0
2019-01-15,1.0,-0.0,-0.5809502587338136,-0.0,-0.4221198841268662,-0.47287627819455785,0.0
2019-01-16,1.0,-0.0,-0.5778503078406646,-0.0,-0.4168088420740301,-0.4779566303192147,0.0
2019-01-17,1.0,-0.0,-0.581251545881771,-0.0,-0.4156319564679693,-0.47655206529804606,0.0
2019-01-18,1.0,-0.0,-0.5773614014133571,-0.0,-0.42022494276898575,-0.4907186224743704,0.0
2019-01-22,1.0,-0.0,-0.6120598569919159,-0.0,-0.35965796004619505,-0.4854903309826277,0.0
2019-01-23,1.0,-0.0,-0.6026532367031077,-0.0,-0.36283011914998153,-0.49121729517258317,0.0
2019-01-24,1.0,-0.0,-0.6126163850435982,-0.0,-0.35159367456524954,-0.4989408345238681,0.0
2019-01-25,1.0,-0.0,-0.6200094057077795,-0.0,-0.33801143536051087,-0.5171654166976065,0.0
2019-01-28,1.0,-0.0,-0.6268263236997068,-0.0,-0.3210141178209771,-0.515978022519526,0.0
2019-01-29,1.0,-0.0,-0.6188224225017332,-0.0,-0.3166782212538378,-0.5404823214816282,0.0
2019-01-30,1.0,-0.0,-0.618066561014263,-0.0,-0.31576862123613314,-0.5424177892234548,0.0
2019-01-31,1.0,-0.0,-0.6286600496277915,-0.0,-0.30133995037220845,-0.5514143920595533,0.0
2019-02-01,1.0,-0.0,-0.6290138184710209,-0.0,-0.3069390595486629,-0.5493836365443882,0.0
2019-02-04,1.0,-0.0,-0.6283555378802943,-0.0,-0.31164247365281367,-0.5455856034997018,0.0
2019-02-05,1.0,-0.0,-0.6323222277473893,-0.0,-0.31593734460467426,-0.538040775733466,0.0
2019-02-06,1.0,-0.0,-0.6428111534842256,-0.0,-0.3094943291565549,-0.5240453667475607,0.0
2019-02-07,1.0,-0.0,-0.6448907908081233,-0.0,-0.30294110371781235,-0.5257624854676329,0.0
2019-02-08,1.0,-0.0,-0.6445793581960104,-0.0,-0.3148308759757155,-0.5185974476520877,0.0
2019-02-11,1.0,-0.0,-0.6189169639071113,-0.0,-0.306702252375845,-0.5687061934099923,0.0
2019-02-12,1.0,-0.0,-0.6240933223659613,-0.0,-0.3011789924973205,-0.5673122460679478,0.0
2019-02-13,1.0,-0.0,-0.6246325544317672,-0.0,-0.305141746798864,-0.5613820935678342,0.0
2019-02-14,1.0,-0.0,-0.6251564142349467,-0.0,-0.30229240702737875,-0.575178937884779,0.0
2019-02-15,1.0,-0.0,-0.6510191321745654,-0.0,-0.28743278729523575,-0.5624859322245842,0.0
2019-02-19,1.0,-0.0,-0.6473457747535899,-0.0,-0.291939760844549,-0.5623405213388702,0.0
2019-02-20,1.0,-0.0,-0.6511296254597313,-0.0,-0.29055017638669967,-0.5602592008806825,0.0
2019-02-21,1.0,-0.0,-0.6516467516818958,-0.0,-0.29204739431669846,-0.5665980520132543,0.0
2019-02-22,1.0,-0.0,-0.6454009285983184,-0.0,-0.3048312209813025,-0.5594930355126113,0.0
2019-02-25,1.0,-0.0,-0.6495502532187759,-0.0,-0.30980876313336186,-0.5602307944266673,0.0
2019-02-26,1.0,-0.0,-0.6525948583128998,-0.0,-0.3225561819055082,-0.5527187239313431,0.0
2019-02-27,1.0,-0.0,-0.6580718623481782,-0.0,-0.32831477732793524,-0.5439777327935222,0.0
2019-02-28,1.0,-0.0,-0.6695654385028098,-0.0,-0.343809596460447,-0.5294072774429781,0.0
2019-03-01,1.0,-0.0,-0.6726312551271535,-0.0,-0.33628999179655455,-0.5546810910582445,0.0
2019-03-04,1.0,-0.0,-0.6642588181049719,-0.0,-0.337124414047491,-0.5601577909270217,0.0
2019-03-05,1.0,-0.0,-0.6519392397254992,-0.0,-0.36181149921607936,-0.556480838923587,0.0
2019-03-06,1.0,-0.0,-0.6490871689380303,-0.0,-0.36914373875032136,-0.5531241964515299,0.0
2019-03-07,1.0,-0.0,-0.6360370531934002,-0.0,-0.385389135511021,-0.5445844345795592,0.0
2019-03-08,1.0,-0.0,-0.6330341670330808,-0.0,-0.4029692470837752,-0.5504228849287433,0.0
2019-03-11,1.0,-0.0,-0.6314872141723681,-0.0,-0.4069613173434614,-0.5629406102858927,0.0
