Date,IWF,IWM,KFY,MTUM,SPY,VLUE,VXX
2018-09-24,-0.7547770700636942,-1.6163867979154605,1.0,-0.2893456861609728,-1.0953676896352056,-1.0345107122177186,0.0
2018-09-25,-0.757409122482056,-1.6136258393146563,1.0,-0.2937601296596435,-1.0929613336420467,-1.0306205140078724,0.0
2018-09-26,-0.7572793053545587,-1.6137192474674387,1.0,-0.2932561505065123,-1.0931982633863966,-1.0312011577424023,0.0
2018-09-27,-0.7629218035538577,-1.6016090756497077,1.0,-0.2972159518434913,-1.0945187243155639,-1.0317763500607744,0.0
2018-09-28,-0.7599189110918043,-1.605907906168549,1.0,-0.29823342021430643,-1.0952215464813206,-1.0328410078192876,0.0
2018-10-01,-0.7598910965649075,-1.6059781034582632,1.0,-0.2987313908358918,-1.0951167236285697,-1.0329606673231768,0.0
2018-10-02,-0.7601065678211514,-1.6034402872697786,1.0,-0.3000695007529248,-1.094984362330592,-1.0331286922274991,0.0
2018-10-03,-0.7592592592592593,-1.595486111111111,1.0,-0.29930555555555555,-1.0964699074074074,-1.0365162037037037,0.0
2018-10-04,-0.7608557386527899,-1.5898236484533101,1.0,-0.3001445504481064,-1.0980052038161319,-1.0331887828852269,0.0
2018-10-05,-0.7405701122948459,-1.5822055859487474,1.0,-0.277742585660812,-1.1101065361359055,-1.0480852289087244,0.0
2018-10-08,-0.7376041367423154,-1.5780522838264865,1.0,-0.27423154266015515,-1.1099683998850904,-1.0456190749784544,0.0
2018-10-09,-0.7366002183029815,-1.5785603492847706,1.0,-0.271729763888091,-1.1109898316769116,-1.0469925891882577,0.0
2018-10-10,-0.7382538770821367,-1.5770246984491672,1.0,-0.2735784032165422,-1.111889718552556,-1.0431361286616887,0.0
2018-10-11,-0.6523335372976581,-1.5874728820159092,1.0,-0.15174945764031816,-1.0966234633142349,-1.0744840629693497,0.0
2018-10-12,-0.6557179613510702,-1.5758471560737943,1.0,-0.14069086330541414,-1.064706848415175,-1.0373898286527619,0.0
2018-10-15,-0.6302814976769608,-1.6213719595517901,1.0,-0.10215905985241869,-1.0665755670948347,-1.0456408854878383,0.0
2018-10-16,-0.6276043090720184,-1.6337288784382349,1.0,-0.09345436648985618,-1.0674796303384917,-1.0460983212117898,0.0
2018-10-17,-0.5997324056729998,-1.5748996521273748,1.0,-0.07027027027027027,-1.056141289804656,-1.050896440995451,0.0
2018-10-18,-0.6000214121299716,-1.5760398265617472,1.0,-0.06953589208286494,-1.056153310850597,-1.0512285209571222,0.0
2018-10-19,-0.5810301840751153,-1.5635244814598694,1.0,-0.049387300408466395,-1.059996817144979,-1.0508195851678954,0.0
2018-10-22,-0.5828429033455278,-1.556651291023806,1.0,-0.044695403212979164,-1.0636763692275064,-1.0540268278458194,0.0
2018-10-23,-0.5890789333899925,-1.5585891851694464,1.0,-0.05497715924784872,-1.0577392967173058,-1.0514182513545096,0.0
2018-10-24,-0.5900212314225053,-1.5558386411889595,1.0,-0.04463906581740977,-1.061252653927813,-1.056104033970276,0.0
2018-10-25,-0.538167355055836,-1.4810565498954666,1.0,-0.03176788537045536,-1.0487481515476007,-0.9994900820967824,0.0
2018-10-26,-0.5193712529598469,-1.4629452365358457,1.0,-0.00730515391203587,-1.059499219104237,-0.9889163182024283,0.0
2018-10-29,-0.49017346836458436,-1.4794946355158929,1.0,-0.0,-1.046726160633711,-0.9971924195327384,0.0
2018-10-30,-0.4862684173599279,-1.4791019344492333,1.0,-0.0,-1.0464067354916309,-0.9997494236744513,0.0
2018-10-31,-0.49026135347311933,-1.447928053264434,1.0,-0.0,-1.0406439431581038,-0.9898141707244361,0.0
2018-11-01,-0.4842439581162225,-1.4507964865267233,1.0,-0.0,-1.0389062577539576,-0.9885861743834053,0.0
2018-11-02,-0.48820255159844345,-1.4156445495295797,1.0,-0.0,-1.042855031771834,-0.9791143293433822,0.0
2018-11-05,-0.48185762177085384,-1.4371425754289096,1.0,-0.0,-1.0457010451587458,-0.96524354170775,0.0
2018-11-06,-0.48895354571456756,-1.4432882927310386,1.0,-0.0,-1.041276259986192,-0.9578853930367887,0.0
2018-11-07,-0.48768351561730217,-1.4428515124642822,1.0,-0.0,-1.0392649522120405,-0.9567937727854962,0.0
2018-11-08,-0.4479446042814648,-1.443604622811723,1.0,-0.0,-1.023650460818257,-0.9611839859560151,0.0
2018-11-09,-0.4490144418423107,-1.4441354410616705,1.0,-0.0,-1.0238095238095237,-0.9620413739266198,0.0
2018-11-12,-0.4466349422161795,-1.428377197241915,1.0,-0.0,-1.0245702631834515,-0.9562493930270952,0.0
2018-11-13,-0.40468146718146714,-1.431515444015444,1.0,-0.0,-1.0343629343629344,-0.9556467181467181,0.0
2018-11-14,-0.4053467162090431,-1.430777397095015,1.0,-0.0,-1.0342614486319548,-0.955170583409738,0.0
2018-11-15,-0.403496941380473,-1.430855931795193,1.0,-0.0,-1.0350657482780212,-0.9473532103463225,0.0
2018-11-16,-0.3986077772443591,-1.4179068650984157,1.0,-0.0,-1.0321171387421986,-0.9521363418146903,0.0
2018-11-19,-0.3996063937022993,-1.4174626794028706,1.0,-0.0,-1.031296500744012,-0.9517112273796381,0.0
2018-11-20,-0.3296987087517934,-1.4112386417981828,1.0,-0.0,-1.0462936394069822,-0.9952175992348159,0.0
2018-11-21,-0.3353857812722019,-1.4032586558044804,1.0,-0.0,-1.0411121110216455,-0.9566617723677354,0.0
2018-11-23,-0.3361710177828226,-1.3933030646992053,1.0,-0.0,-1.0434638668180098,-0.9565361331819903,0.0
2018-11-26,-0.335318585743997,-1.3961523917564758,1.0,-0.0,-1.0411703535640007,-0.9541973908111174,0.0
2018-11-27,-0.3220713312344345,-1.3987124665194304,1.0,-0.0,-1.0327522202903998,-0.9455382735773695,0.0
2018-11-28,-0.3212018620397799,-1.4058870550618328,1.0,-0.0,-1.030469741853576,-0.9445149762542907,0.0
2018-11-29,-0.29448621553884713,-1.3862897985705003,1.0,-0.0,-1.0190290541167735,-0.9413812308549151,0.0
