Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WIRE
2018-09-24,-0.34924322166164573,-0.9588762658342712,-0.024935574026351135,-0.6261841675438279,-0.6703930891800661,0.0,1.0
2018-09-25,-0.3495064595732327,-0.9583393816228769,-0.025547975032660764,-0.6257802293511395,-0.6698359703875743,0.0,1.0
2018-09-26,-0.34960264179700257,-0.9585586239430998,-0.025837355299923793,-0.6256486555140256,-0.6692310483724644,0.0,1.0
2018-09-27,-0.3494627559169449,-0.9595977929432262,-0.025736895600406564,-0.6258167562073471,-0.6694496878176274,0.0,1.0
2018-09-28,-0.34974224932839615,-0.9591955274813041,-0.026174399186814787,-0.6257532854134902,-0.6693893850286793,0.0,1.0
2018-10-01,-0.34981485515138316,-0.9590140129238366,-0.026464822478762796,-0.6256806795905032,-0.6693167792056923,0.0,1.0
2018-10-02,-0.34989271556897117,-0.9717060042913772,-0.023457104411390334,-0.6242862857766303,-0.6674546314143361,0.0,1.0
2018-10-03,-0.35015095849550765,-0.9725728420210251,-0.023935106034702266,-0.6240224073333092,-0.6669091702739078,0.0,1.0
2018-10-04,-0.35032194696060237,-0.9722434428316781,-0.024482520280839606,-0.6239222961912037,-0.6668485576048601,0.0,1.0
2018-10-05,-0.33912003479269354,-0.9686503334299797,-0.012141200347926935,-0.6296027834154828,-0.6746883154537547,0.0,1.0
2018-10-08,-0.34073320495585513,-0.9728227300802965,-0.012898303237292448,-0.6301638629509866,-0.6767067543509065,0.0,1.0
2018-10-09,-0.33853257707969747,-0.9743673647469459,-0.0063263525305410125,-0.6343077370564282,-0.6823007562536358,0.0,1.0
2018-10-10,-0.33943953767310003,-0.9732490095591176,-0.007414676698288083,-0.6347908261549087,-0.6797877367062843,0.0,1.0
2018-10-11,-0.27520175562792015,-0.9664448534617018,-0.0,-0.6111071782528671,-0.6868540280334136,0.0,1.0
2018-10-12,-0.2736443883984867,-0.9624141796272944,-0.0,-0.5955233291298865,-0.6712904581757041,0.0,1.0
2018-10-15,-0.23095866314863675,-1.0149868073878627,-0.0,-0.5929639401934916,-0.6791204925241864,0.0,1.0
2018-10-16,-0.2276085274044888,-1.0203686765637092,-0.0,-0.591887708435939,-0.6780060507985647,0.0,1.0
2018-10-17,-0.2105938670736784,-0.9904259747467741,-0.0,-0.5858540308033857,-0.6820105453031775,0.0,1.0
2018-10-18,-0.21193801681606558,-0.9946841776110068,-0.0,-0.5847404627892433,-0.6830658050170245,0.0,1.0
2018-10-19,-0.19457669219623266,-0.9861657351825018,-0.0,-0.5857655419857862,-0.6834333816325122,0.0,1.0
2018-10-22,-0.19469545423191006,-0.9784438159619232,-0.0,-0.5893288266537905,-0.6865213492446713,0.0,1.0
2018-10-23,-0.1977101079422009,-0.9785839914473912,-0.0,-0.5870262440942167,-0.6853122736834845,0.0,1.0
2018-10-24,-0.19579165229389445,-0.980958951362539,-0.0,-0.5871334943083822,-0.6855467402552604,0.0,1.0
2018-10-25,-0.1697414489631026,-0.949333423107999,-0.0,-0.5852410449771074,-0.6622340425531914,0.0,1.0
2018-10-26,-0.15943093775046754,-0.9386855463531927,-0.0,-0.5864613946032594,-0.6549559177130644,0.0,1.0
2018-10-29,-0.13339549132563017,-0.9546468649062635,-0.0,-0.5765042789117911,-0.6653458093303586,0.0,1.0
2018-10-30,-0.12982689747003995,-0.9544940079893475,-0.0,-0.5764647137150466,-0.6681091877496671,0.0,1.0
2018-10-31,-0.12932280289027054,-0.9714333725424298,-0.0,-0.5838346496387162,-0.6761888758191901,0.0,1.0
2018-11-01,-0.10890523699150122,-0.9886123148241459,-0.0,-0.5841311431354764,-0.6775504719674829,0.0,1.0
2018-11-02,-0.11090462833099578,-1.0728962131837305,-0.0,-0.6051893408134642,-0.7173562412342216,0.0,1.0
2018-11-05,-0.10537581584672609,-1.0907783002315952,-0.0,-0.6078672187521931,-0.705031932065408,0.0,1.0
2018-11-06,-0.10163530859855811,-1.0885176718832426,-0.0,-0.6138913311060313,-0.7127483734833832,0.0,1.0
2018-11-07,-0.10148749868129549,-1.0885466118085592,-0.0,-0.613777824665049,-0.7127334106973309,0.0,1.0
2018-11-08,-0.07453416149068323,-1.091388094074953,-0.0,-0.6047177053527811,-0.7187870751622584,0.0,1.0
2018-11-09,-0.07438679739018178,-1.091029622134608,-0.0,-0.6051428770803532,-0.7185024946791808,0.0,1.0
2018-11-12,-0.07304093770651457,-1.0819797572258358,-0.0,-0.6070397551389517,-0.7160446593161978,0.0,1.0
2018-11-13,-0.04838988023332068,-1.0825941393711387,-0.0,-0.6068408518275636,-0.7136644462085391,0.0,1.0
2018-11-14,-0.049568519157749395,-1.0818432861580947,-0.0,-0.60711080428029,-0.7132896099413185,0.0,1.0
2018-11-15,-0.048259220958290244,-1.082971389176146,-0.0,-0.6089624267493967,-0.7068941744226128,0.0,1.0
2018-11-16,-0.04742402863337578,-1.0782943868947241,-0.0,-0.6077021027635338,-0.7080909935643734,0.0,1.0
2018-11-19,-0.04889883000688231,-1.0777357192016517,-0.0,-0.6068134893324156,-0.7077081899518238,0.0,1.0
2018-11-20,-0.02019925365469547,-1.0743264062446507,-0.0,-0.6083056592146256,-0.7208052312643363,0.0,1.0
2018-11-21,-0.023950264981655114,-1.0711713548036417,-0.0,-0.6056869139828781,-0.6964261448566381,0.0,1.0
2018-11-23,-0.02650987322842674,-1.053325629609489,-0.0,-0.6176460592053836,-0.7012201339088469,0.0,1.0
2018-11-26,-0.02602432560983896,-1.0554460827614323,-0.0,-0.6161921587280017,-0.6997689746551606,0.0,1.0
2018-11-27,-0.019392175443346416,-1.0570596994720454,-0.0,-0.6119534317043455,-0.6959185054826046,0.0,1.0
2018-11-28,-0.020205096964158797,-1.0556740108978915,-0.0,-0.6124141198768064,-0.6961451247165533,0.0,1.0
2018-11-29,-0.0,-1.0454804628542678,-0.0,-0.6093912460171054,-0.6989434848230756,0.0,1.0
2018-11-30,-0.0006039660436868772,-1.0469080293930142,-0.0,-0.6119182632620876,-0.6959702043418448,0.0,1.0
2018-12-03,-0.0,-1.048605283474875,-0.0,-0.6122654492967675,-0.6958477392501091,0.0,1.0
2018-12-04,-0.0,-1.0521220647841087,-0.0,-0.6050983150772116,-0.6925267142330754,0.0,1.0
2018-12-06,-0.0,-1.0154305788108604,-0.0,-0.596244131455399,-0.6714599954036573,0.0,1.0
2018-12-07,-0.0,-1.0160533140737336,-0.0,-0.5971241915892452,-0.669741636847116,0.0,1.0
2018-12-10,-0.0,-1.0173777213706923,-0.0,-0.5874906440170523,-0.6493865729441245,0.0,1.0
2018-12-11,-0.0,-1.0171975767051007,-0.0,-0.5967363689661911,-0.6431828545371637,0.0,1.0
2018-12-12,-0.0,-1.017100420181753,-0.0,-0.5972118172046513,-0.6428780821471612,0.0,1.0
2018-12-13,-0.0,-1.0175289977844388,-0.0,-0.5971914505408575,-0.6434249967418219,0.0,1.0
2018-12-14,-0.0,-1.0115286914609523,-0.0,-0.6013482706962809,-0.6438155409366247,0.0,1.0
2018-12-17,-0.0,-1.0086327199558627,-0.0,-0.5830006815305228,-0.653750040567293,0.0,1.0
2018-12-18,-0.0,-0.9991288355435098,-0.0,-0.5747749491820734,-0.6525989739618624,0.0,1.0
