Date,IWF,IWM,MSI,MTUM,SPY,VLUE,VXX
2018-09-24,-0.29264542796652887,-0.45652283496320195,1.0,-0.15301441677588468,-0.35449642101018247,-0.2637110595826192,0.0
2018-09-25,-0.29414432574077803,-0.4551753678693812,1.0,-0.1554122152791776,-0.3532553920580528,-0.2616911912920782,0.0
2018-09-26,-0.2949894142554693,-0.4563212017340457,1.0,-0.15714789797358605,-0.3529337634842222,-0.2590482911583829,0.0
2018-09-27,-0.29449462582631075,-0.45905031033960736,1.0,-0.1565322702729979,-0.3534086895090074,-0.25960034313972846,0.0
2018-09-28,-0.29279188329715816,-0.4607793649992428,1.0,-0.15688254000302862,-0.3534904850840442,-0.25990611276563524,0.0
2018-10-01,-0.2921513098007485,-0.4640436937392535,1.0,-0.15722666127237786,-0.3539243450996258,-0.2612774350156772,0.0
2018-10-02,-0.2922330343758734,-0.4846159709342209,1.0,-0.15147742574760537,-0.3528290861048299,-0.25958484717599534,0.0
2018-10-03,-0.29281880389712805,-0.4886418559690672,1.0,-0.15201851898959579,-0.35224237490778665,-0.2580702602325049,0.0
2018-10-04,-0.2951199043816596,-0.4845764565267146,1.0,-0.15237901482592883,-0.35531368410345093,-0.2556773389619307,0.0
2018-10-05,-0.2893257003900907,-0.4807487714676528,1.0,-0.14704392319773038,-0.35792086731850653,-0.25801712346116823,0.0
2018-10-08,-0.2883083381806227,-0.4788194532257657,1.0,-0.1452669381148681,-0.3592726537012215,-0.2573278369287575,0.0
2018-10-09,-0.29322029596162147,-0.48143259639058816,1.0,-0.15336193111150595,-0.3573622357032261,-0.2529126583242379,0.0
2018-10-10,-0.29500622001066285,-0.48028637436847843,1.0,-0.15524638858564574,-0.35850110436924015,-0.24976516286272815,0.0
2018-10-11,-0.27900600682934124,-0.47668303382268634,1.0,-0.13608833279330027,-0.3516612247949951,-0.24902170932927892,0.0
2018-10-12,-0.2795200436323971,-0.47532042541587133,1.0,-0.13451669682921388,-0.3475717083570915,-0.2422093859235937,0.0
2018-10-15,-0.2802429350520575,-0.474640555280119,1.0,-0.13480416460089242,-0.3477937530986614,-0.24142290530490831,0.0
2018-10-16,-0.27975806851420354,-0.47640176491001934,1.0,-0.13343413811908186,-0.34782608695652173,-0.24138614843091566,0.0
2018-10-17,-0.27657004830917875,-0.4685990338164251,1.0,-0.13134674159518878,-0.34637188208616776,-0.2418663117420881,0.0
2018-10-18,-0.2765317691132252,-0.4686005816532755,1.0,-0.13131562084093262,-0.34637945482328586,-0.2418050968600582,0.0
2018-10-19,-0.2689188858129793,-0.46132928293196795,1.0,-0.12420686445037851,-0.35211543643891324,-0.24324456748083,0.0
2018-10-22,-0.2694135515163392,-0.45982558424379005,1.0,-0.12299740336093282,-0.3531184165401009,-0.24430454166870802,0.0
2018-10-23,-0.2691968442201205,-0.46006272357524375,1.0,-0.12235997451854755,-0.35380016660949676,-0.2447199490370951,0.0
2018-10-24,-0.26929291940064637,-0.45952893937910094,1.0,-0.12094799725785917,-0.35405445108216627,-0.24454020174321808,0.0
2018-10-25,-0.25481552467656926,-0.4371825586966938,1.0,-0.1202922855773838,-0.3559415428845233,-0.22755150934355534,0.0
2018-10-26,-0.24999404776076758,-0.43225161305683196,1.0,-0.11444965596057237,-0.35925335111068785,-0.22492321611390204,0.0
2018-10-29,-0.2474520704155085,-0.4338013446416269,1.0,-0.11203763096001709,-0.35794550162734895,-0.22443161570807496,0.0
2018-10-30,-0.2584430452203778,-0.43538923869490553,1.0,-0.11760637282961267,-0.35847166571265027,-0.21515455065827133,0.0
2018-10-31,-0.25903113034792746,-0.43030749839473,1.0,-0.11840947466051513,-0.3571309662536565,-0.21329877048205667,0.0
2018-11-01,-0.26749796951889543,-0.4232000382208208,1.0,-0.125674836367111,-0.35822464287420575,-0.21417992451387896,0.0
2018-11-02,-0.2712630552185188,-0.40996360002854904,1.0,-0.1232602954821212,-0.3625484738181905,-0.21204767682535153,0.0
2018-11-05,-0.26366902981450907,-0.46659221132368645,1.0,-0.11445081091580071,-0.3855006312518209,-0.19770321452850345,0.0
2018-11-06,-0.29120186005095355,-0.4996413465581637,1.0,-0.09569863216997701,-0.3926389472903114,-0.19429122659477108,0.0
2018-11-07,-0.29260378480134747,-0.5006687803428118,1.0,-0.09353016942435351,-0.39462994154364406,-0.19553155652432377,0.0
2018-11-08,-0.2869644529901888,-0.5011586057289356,1.0,-0.08820194251343488,-0.3922989695804368,-0.19649460139032687,0.0
2018-11-09,-0.2856156444970531,-0.5013439865847945,1.0,-0.08897437794382383,-0.3935537964538483,-0.1965179650316885,0.0
2018-11-12,-0.28600570192685804,-0.48965296893432947,1.0,-0.08830613448682657,-0.39923318914667716,-0.19455367675973256,0.0
2018-11-13,-0.2826666666666667,-0.48944342507645255,1.0,-0.08354740061162079,-0.4004892966360857,-0.19028746177370032,0.0
2018-11-14,-0.2827682371936005,-0.48930965311414454,1.0,-0.08356573217867803,-0.400459905083419,-0.19020010763735995,0.0
2018-11-15,-0.2845735560672121,-0.49429285259393524,1.0,-0.07997354626953411,-0.40883260667221866,-0.18177142017341888,0.0
2018-11-16,-0.28304608238601636,-0.48883999511062215,1.0,-0.07764331988754429,-0.4088986676445422,-0.18623640141791956,0.0
2018-11-19,-0.2830211746295662,-0.48921707662966407,1.0,-0.07680082155606631,-0.4094821262653431,-0.1865861411315957,0.0
2018-11-20,-0.2834445503654274,-0.49033267336413194,1.0,-0.07555425191268852,-0.4103297401676811,-0.18469360318740682,0.0
2018-11-21,-0.28398010920436817,-0.48939645085803435,1.0,-0.07585803432137285,-0.40956513260530425,-0.17879777691107646,0.0
2018-11-23,-0.2835958995836276,-0.48250505247266795,1.0,-0.07813679417565561,-0.41155129172855437,-0.17911319973702794,0.0
2018-11-26,-0.2834643752586354,-0.48516345755945567,1.0,-0.07740804751588326,-0.41038436260071565,-0.17779508775346264,0.0
2018-11-27,-0.2835134345794392,-0.4854945482866043,1.0,-0.07690809968847352,-0.41067951713395634,-0.1772293613707165,0.0
2018-11-28,-0.28545299353737347,-0.47528350201194974,1.0,-0.07884404340934031,-0.41731496159004994,-0.18183148396537008,0.0
2018-11-29,-0.2768813296506275,-0.4709986916703009,1.0,-0.07169162184426031,-0.41774482725202305,-0.18551630566458302,0.0
2018-11-30,-0.27760550414264257,-0.47146179562963325,1.0,-0.07076408740733563,-0.41889141915790495,-0.18387518775134454,0.0
2018-12-03,-0.27810148094197623,-0.4765234280165089,1.0,-0.061811119203690215,-0.4240592376790483,-0.1872784656470017,0.0
2018-12-04,-0.27817833126987596,-0.47678003544291503,1.0,-0.061345374214065496,-0.42439249387031774,-0.18687641104071082,0.0
2018-12-06,-0.2705590536157222,-0.45036729631749667,1.0,-0.07851555046746804,-0.4182884945621065,-0.16733447815302424,0.0
2018-12-07,-0.26974735787389365,-0.45103418660686595,1.0,-0.07731946465634469,-0.419090106639311,-0.16847579740916574,0.0
2018-12-10,-0.26233082884975467,-0.4526557796686497,1.0,-0.07527671778341352,-0.4198525751937617,-0.16005783223910314,0.0
2018-12-11,-0.26975541479847226,-0.4490546343083529,1.0,-0.0806585533651223,-0.4223661423860698,-0.1504756482338149,0.0
2018-12-12,-0.2693968585393632,-0.4493190338347649,1.0,-0.08033977127129502,-0.422317657666208,-0.15133108717315996,0.0
2018-12-13,-0.268636191198786,-0.44731600910470404,1.0,-0.08149184370257966,-0.42320276934749623,-0.1503224582701062,0.0
2018-12-14,-0.26865813181602655,-0.44630156472261734,1.0,-0.0821479374110953,-0.4232337600758654,-0.15045045045045044,0.0
2018-12-17,-0.26745122182231484,-0.44648607690850545,1.0,-0.08057870808865315,-0.42214434551998486,-0.15118867209698808,0.0
2018-12-18,-0.26742397349426106,-0.44681102828067687,1.0,-0.07956454857413324,-0.42293219737309196,-0.1498520885102355,0.0
2018-12-19,-0.26048088779284834,-0.45015650194441814,1.0,-0.07953144266337855,-0.42822251731006356,-0.15285023238167506,0.0
2018-12-20,-0.2607282647372791,-0.45043292610603725,1.0,-0.07937373976989681,-0.42803937848416557,-0.1535998102241727,0.0
2018-12-21,-0.26125032721734376,-0.4525118393184361,1.0,-0.07748506699031436,-0.43057042907117876,-0.1579448371052569,0.0
2018-12-24,-0.2631152618287511,-0.4554247867727641,1.0,-0.07518940296373945,-0.43291084957354553,-0.15578691570972508,0.0
2018-12-26,-0.2640868491068035,-0.45659920182440134,1.0,-0.07397377423033068,-0.42920942607373624,-0.15165336374002278,0.0
