Date,EFC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.13405292479108635,-0.34484292788610343,-0.0,-0.2461505725781492,-0.20933921386567628,0.0
2018-09-25,1.0,-0.13335010936683378,-0.34550240994173553,-0.0,-0.24666576334178583,-0.2101778904783105,0.0
2018-09-26,1.0,-0.133308814989741,-0.3454957221942627,-0.0,-0.24666098873446632,-0.2101931787387248,0.0
2018-09-27,1.0,-0.13333849548956597,-0.3455611909094429,-0.0,-0.24668008827287152,-0.21022881257501258,0.0
2018-09-28,1.0,-0.13298613800046466,-0.34598853868194845,-0.0,-0.24670874312708121,-0.2103306745140556,0.0
2018-10-01,1.0,-0.1329202168861348,-0.3463594113090627,-0.0,-0.24670797831138655,-0.2104957397366383,0.0
2018-10-02,1.0,-0.13217866909753875,-0.35274151942434884,-0.0,-0.2454275684167653,-0.20915843984561377,0.0
2018-10-03,1.0,-0.13180038000697972,-0.3489278374500756,-0.0,-0.24663616270502925,-0.21144674085850557,0.0
2018-10-04,1.0,-0.13373005873345092,-0.34592645719048637,-0.0,-0.2490841070770901,-0.20965709744325345,0.0
2018-10-05,1.0,-0.1290366166734225,-0.34319686528847454,-0.0,-0.24867295925261063,-0.20933464589727258,0.0
2018-10-08,1.0,-0.12739884393063583,-0.3411175337186898,-0.0,-0.24973025048169556,-0.20853564547206166,0.0
2018-10-09,1.0,-0.12155466088572313,-0.34325642613812324,-0.0,-0.2548196035924435,-0.21595308144936515,0.0
2018-10-10,1.0,-0.12217772360554877,-0.34267804283475534,-0.0,-0.2551318513359258,-0.2147348462863002,0.0
2018-10-11,1.0,-0.10081393147832671,-0.33532084043157295,-0.0,-0.24469051675184553,-0.2120196857845921,0.0
2018-10-12,1.0,-0.09733224934298841,-0.3362386795485054,-0.0,-0.24527802461666448,-0.21183188066022576,0.0
2018-10-15,1.0,-0.08307082901065736,-0.34910874280863907,-0.0,-0.24228991794775065,-0.21178911628784305,0.0
2018-10-16,1.0,-0.07830983786235307,-0.35847915643070416,-0.0,-0.24177028610302734,-0.21113798707434142,0.0
2018-10-17,1.0,-0.06799701603879149,-0.3397053338306602,-0.0,-0.24048862364789259,-0.2167847817978366,0.0
2018-10-18,1.0,-0.06814027233725051,-0.34029099048684947,-0.0,-0.2401044581234844,-0.21678791270285394,0.0
2018-10-19,1.0,-0.06520364515529106,-0.33970615584898645,-0.0,-0.23940859215175753,-0.2154361167937512,0.0
2018-10-22,1.0,-0.06510174472675868,-0.33473457088649977,-0.0,-0.24219709088203564,-0.21801644284066812,0.0
2018-10-23,1.0,-0.06464996000074417,-0.3348216777362281,-0.0,-0.242674554892002,-0.21828431098956297,0.0
2018-10-24,1.0,-0.06364244315648684,-0.3325717045623421,-0.0,-0.24262520433942636,-0.21879179670084706,0.0
2018-10-25,1.0,-0.04689140746641561,-0.31082304377738346,-0.0,-0.24857877394358546,-0.20420393236050258,0.0
2018-10-26,1.0,-0.03959025968191213,-0.3054362476412975,-0.0,-0.25137927936023,-0.20068290053014648,0.0
2018-10-29,1.0,-0.03317348983681649,-0.3070068708846264,-0.0,-0.24803177784139704,-0.20108073289436013,0.0
2018-10-30,1.0,-0.03436303110570211,-0.3070837956831442,-0.0,-0.24805813079428715,-0.20020045101478326,0.0
2018-10-31,1.0,-0.035929957069312575,-0.30021198140264,-0.0,-0.24696724085718866,-0.19824714537648966,0.0
2018-11-01,1.0,-0.025812194036493104,-0.30846461949265686,-0.0,-0.2470493991989319,-0.19882510013351135,0.0
2018-11-02,1.0,-0.029184017010720296,-0.2936829981394525,-0.0,-0.2524142819172499,-0.19668645344201294,0.0
2018-11-05,1.0,-0.028022815035249938,-0.2967903071527261,-0.0,-0.2525950331243136,-0.19396322669784247,0.0
2018-11-06,1.0,-0.03004002975663325,-0.2982925360444933,-0.0,-0.2511247298877041,-0.1917708739239789,0.0
2018-11-07,1.0,-0.030078118080527162,-0.29831895559137694,-0.0,-0.2511823995181833,-0.19182328662781428,0.0
2018-11-08,1.0,-0.0312954618032147,-0.29885037079090226,-0.0,-0.25249263740552813,-0.19149842103395662,0.0
2018-11-09,1.0,-0.02906851479459925,-0.30632361390405055,-0.0,-0.26299913817868426,-0.19706980752657283,0.0
2018-11-12,1.0,-0.02897383585668778,-0.29662836894663375,-0.0,-0.2681556247539282,-0.19587315222448906,0.0
2018-11-13,1.0,-0.01704898256071815,-0.29421470009047845,-0.0,-0.2695548814022389,-0.19326911135948338,0.0
2018-11-14,1.0,-0.01664950832475416,-0.2948276474138237,-0.0,-0.26980013490006743,-0.19372359686179844,0.0
2018-11-15,1.0,-0.016254830361257844,-0.29485588683660086,-0.0,-0.2705179565356117,-0.19096323607615132,0.0
2018-11-16,1.0,-0.012049905804571142,-0.2891621938648562,-0.0,-0.2743041979170369,-0.20175594497565136,0.0
2018-11-19,1.0,-0.013080026302226802,-0.2888446569158862,-0.0,-0.2737208765039364,-0.201549698768416,0.0
2018-11-20,1.0,-0.0,-0.28238433534796586,-0.0,-0.2734952108295338,-0.21132435584773618,0.0
2018-11-21,1.0,-0.0,-0.2803923981645892,-0.0,-0.27251630597211723,-0.20513000826286457,0.0
2018-11-23,1.0,-0.0,-0.2758202768214712,-0.0,-0.274819082414108,-0.20582449237687064,0.0
2018-11-26,1.0,-0.0,-0.2766988586479368,-0.0,-0.2741000877963125,-0.20512730465320456,0.0
2018-11-27,1.0,-0.0,-0.27645504959501777,-0.0,-0.27078704756573313,-0.2021412452110631,0.0
2018-11-28,1.0,-0.0,-0.27885894294714736,-0.0,-0.2696534826741337,-0.2015750787539377,0.0
2018-11-29,1.0,-0.0,-0.2703162425799285,-0.0,-0.26346027007324613,-0.2019127295449023,0.0
2018-11-30,1.0,-0.0,-0.27265293339828794,-0.0,-0.2674159649244902,-0.19977033892407264,0.0
2018-12-03,1.0,-0.0,-0.2736213619273082,-0.0,-0.26744186046511625,-0.19964141484472914,0.0
2018-12-04,1.0,-0.0,-0.2736028143994148,-0.0,-0.26811682544105614,-0.19984674062592522,0.0
2018-12-06,1.0,-0.0,-0.25605998356614623,-0.0,-0.2658518214187894,-0.1899308408655163,0.0
2018-12-07,1.0,-0.0,-0.2562772785622593,-0.0,-0.2665810868635002,-0.1887376979032948,0.0
2018-12-10,1.0,-0.0,-0.25555517861383453,-0.0,-0.262696339518947,-0.17798622654951318,0.0
2018-12-11,1.0,-0.0,-0.2554581078559433,-0.0,-0.2637364501518262,-0.17717009618483776,0.0
2018-12-12,1.0,-0.0,-0.2558352713507274,-0.0,-0.2652056561815682,-0.17649255631567334,0.0
2018-12-13,1.0,-0.0,-0.25284679968727697,-0.0,-0.27123627587613447,-0.1754818314694585,0.0
2018-12-14,1.0,-0.0,-0.2586253874186847,-0.0,-0.26834917066857394,-0.17596471509825962,0.0
2018-12-17,1.0,-0.0,-0.25743751805222825,-0.0,-0.2647433610275753,-0.17686936133340128,0.0
2018-12-18,1.0,-0.0,-0.25930212765957444,-0.0,-0.26619574468085105,-0.17662978723404255,0.0
2018-12-19,1.0,-0.0,-0.25999352232241785,-0.0,-0.2669485024632221,-0.17772701702947344,0.0
2018-12-20,1.0,-0.0,-0.2593804314487271,-0.0,-0.26699723954605864,-0.17758920355791838,0.0
2018-12-21,1.0,-0.0,-0.25891657453865125,-0.0,-0.266621311335998,-0.17528701420188791,0.0
2018-12-24,1.0,-0.0,-0.2425905226433628,-0.0,-0.26099989838431054,-0.18998746739829964,0.0
2018-12-26,1.0,-0.0,-0.24305450129042053,-0.0,-0.2567683821668944,-0.1869844643489702,0.0
2018-12-27,1.0,-0.0,-0.24229913723375573,-0.0,-0.2550384200593152,-0.1877527635481262,0.0
2018-12-28,1.0,-0.0,-0.24449235329785085,-0.0,-0.2539580947247861,-0.18586202250218958,0.0
2018-12-31,1.0,-0.0,-0.24621684473054498,-0.0,-0.2535303832024536,-0.18538303393886288,0.0
2019-01-02,1.0,-0.0,-0.24585249187341046,-0.0,-0.2518316406447375,-0.18658312701059404,0.0
2019-01-03,1.0,-0.0,-0.24589418363737428,-0.0,-0.2518065591995553,-0.18673673926592213,0.0
2019-01-04,1.0,-0.0,-0.24758632249413343,-0.0,-0.2404290982232652,-0.18814951391216894,0.0
2019-01-07,1.0,-0.0,-0.2356695269745218,-0.0,-0.23771968983020023,-0.1799679248714515,0.0
2019-01-08,1.0,-0.0,-0.23575515063328817,-0.0,-0.2376897384172757,-0.18004894341744107,0.0
2019-01-09,1.0,-0.0,-0.23335040560411058,-0.0,-0.2374477505906455,-0.18135708031126607,0.0
2019-01-10,1.0,-0.0,-0.2326253550901764,-0.0,-0.23799299729140516,-0.1809638633811191,0.0
2019-01-11,1.0,-0.0,-0.22061324571107774,-0.0,-0.24022918283440386,-0.19033072998365339,0.0
2019-01-14,1.0,-0.0,-0.22108019963433315,-0.0,-0.23941295646587932,-0.18663833572169786,0.0
2019-01-15,1.0,-0.0,-0.2242021627324278,-0.0,-0.2400600026374786,-0.18414545694316237,0.0
2019-01-16,1.0,-0.0,-0.22342458082155678,-0.0,-0.2358434627927661,-0.1877820601508713,0.0
2019-01-17,1.0,-0.0,-0.22628592167343028,-0.0,-0.23552410175195485,-0.18786499059685238,0.0
2019-01-18,1.0,-0.0,-0.22425671076877104,-0.0,-0.2378857550756155,-0.1979116519198526,0.0
2019-01-22,1.0,-0.0,-0.213028056496453,-0.0,-0.23389467629577554,-0.15082763469035598,0.0
2019-01-23,1.0,-0.0,-0.21475360433948198,-0.0,-0.2346904788339228,-0.1366238957001697,0.0
2019-01-24,1.0,-0.0,-0.210388038787956,-0.0,-0.24638950368612964,-0.13548715825677118,0.0
