Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WF
2018-09-24,-0.4716030158990329,-0.9495984264874611,-0.07494673004425505,-0.8163825602360268,-0.7851581707916735,0.0,1.0
2018-09-25,-0.47228935403268746,-0.9483881538524557,-0.07647564822021054,-0.8153033220005734,-0.7836808257895382,0.0,1.0
2018-09-26,-0.4750789678795586,-0.9525372277146491,-0.0807728596627969,-0.8156048734462814,-0.7782335808343931,0.0,1.0
2018-09-27,-0.477931232326544,-0.9441006516126388,-0.08315232982254825,-0.8153354370722511,-0.7777140281136019,0.0,1.0
2018-09-28,-0.47713489591870184,-0.9443943615800688,-0.0837567611866907,-0.8149483691198164,-0.7774954925422062,0.0,1.0
2018-10-01,-0.4766473941034157,-0.9464058719809735,-0.08434821831303564,-0.8149423873375159,-0.7782015007996064,0.0,1.0
2018-10-02,-0.4792598367045501,-0.9281992368604602,-0.09124851269847782,-0.8202108890985927,-0.7839822754687564,0.0,1.0
2018-10-03,-0.47934189471956673,-0.9279120338079022,-0.09165880277356091,-0.8200878020760678,-0.7839002174537398,0.0,1.0
2018-10-04,-0.4862422997946612,-0.9195893223819303,-0.09268993839835729,-0.8293223819301848,-0.7789322381930185,0.0,1.0
2018-10-05,-0.4688575643337157,-0.9114899196852975,-0.0731847238157679,-0.846049827897066,-0.7981478446156368,0.0,1.0
2018-10-08,-0.46648124667675567,-0.9073990756268149,-0.06826455069737003,-0.8503824287291913,-0.79761953454129,0.0,1.0
2018-10-09,-0.4647328369200556,-0.9083135586285902,-0.06333360608788152,-0.8533671548973079,-0.8015710661975289,0.0,1.0
2018-10-10,-0.4659713701431493,-0.9067484662576688,-0.06474437627811862,-0.8541104294478528,-0.7984049079754602,0.0,1.0
2018-10-11,-0.40638762150366986,-0.8991866693116446,-0.0,-0.8424518944653838,-0.8194405871850824,0.0,1.0
2018-10-12,-0.40836692364888666,-0.886980002348061,-0.0,-0.8220561186553439,-0.79607091143897,0.0,1.0
2018-10-15,-0.37854409122861826,-0.913809263453878,-0.0,-0.8163321096617979,-0.796688276185269,0.0,1.0
2018-10-16,-0.3716329801790531,-0.9271277219594197,-0.0,-0.8151999687243442,-0.7954963055631572,0.0,1.0
2018-10-17,-0.3472718196828323,-0.8817340552163729,-0.0,-0.807933033828668,-0.8028644933379411,0.0,1.0
2018-10-18,-0.346899596851603,-0.8813207909387598,-0.0,-0.8083701286235362,-0.8028796314071798,0.0,1.0
2018-10-19,-0.33089495942393415,-0.8691279003314665,-0.0,-0.808778146073837,-0.8011582276069646,0.0,1.0
2018-10-22,-0.33128342245989306,-0.8549656226126815,-0.0,-0.8210466004583652,-0.8124140565317036,0.0,1.0
2018-10-23,-0.33557431529088194,-0.8553802666259215,-0.0,-0.8180220787654227,-0.8108789487757362,0.0,1.0
2018-10-24,-0.3345454545454546,-0.8608995215311005,-0.0,-0.8203253588516747,-0.8119425837320575,0.0,1.0
2018-10-25,-0.2882269820020824,-0.8063364569388666,-0.0,-0.8446378105012644,-0.7793767663245575,0.0,1.0
2018-10-26,-0.2676693388247407,-0.7906891226005736,-0.0,-0.850481723909686,-0.7684415679929395,0.0,1.0
2018-10-29,-0.24629622855470606,-0.797380839155723,-0.0,-0.8412408091597469,-0.7731279950250577,0.0,1.0
2018-10-30,-0.2455010972933431,-0.7972567666422824,-0.0,-0.841185076810534,-0.7737015362106804,0.0,1.0
2018-10-31,-0.2597098050710831,-0.771654697347208,-0.0,-0.8542063608383409,-0.7785065220577458,0.0,1.0
2018-11-01,-0.25702149474532204,-0.7731517082280567,-0.0,-0.8535647588707019,-0.7780951334724816,0.0,1.0
2018-11-02,-0.2589256409321323,-0.75985558513548,-0.0,-0.8540899310747236,-0.7739688559862878,0.0,1.0
2018-11-05,-0.25126179504059687,-0.7877258430253822,-0.0,-0.8601053324555629,-0.7582839587447882,0.0,1.0
2018-11-06,-0.26376045794804054,-0.80159254366652,-0.0,-0.8555702333773668,-0.7485322178188757,0.0,1.0
2018-11-07,-0.2634513112048414,-0.8013203741059968,-0.0,-0.8548322024573629,-0.7481386392811297,0.0,1.0
2018-11-08,-0.2305482838859802,-0.8036649214659685,-0.0,-0.8451134380453752,-0.7564717859220477,0.0,1.0
2018-11-09,-0.22934177491540225,-0.8046792562675108,-0.0,-0.8477604337226649,-0.7568678819633955,0.0,1.0
2018-11-12,-0.22835360319477221,-0.7988745688872755,-0.0,-0.8483209293882737,-0.7548738428026867,0.0,1.0
2018-11-13,-0.19530827717920077,-0.7961154552989081,-0.0,-0.8575546827141365,-0.7544953335014956,0.0,1.0
2018-11-14,-0.19761904761904764,-0.7959235209235209,-0.0,-0.8592352092352092,-0.7547258297258298,0.0,1.0
2018-11-15,-0.1964041219283707,-0.7955970310585861,-0.0,-0.8600922389565469,-0.7509908481660301,0.0,1.0
2018-11-16,-0.19313119701106482,-0.7861761747377497,-0.0,-0.8578818795803995,-0.7552450064664463,0.0,1.0
2018-11-19,-0.19187780772686433,-0.7870260557053009,-0.0,-0.8590835579514825,-0.7559029649595687,0.0,1.0
2018-11-20,-0.16343371557175007,-0.7793376915657485,-0.0,-0.8615368127746221,-0.7680134319294109,0.0,1.0
2018-11-21,-0.17294805885481296,-0.774366247119305,-0.0,-0.8637475624889204,-0.7343733380606275,0.0,1.0
2018-11-23,-0.17318059299191374,-0.7756774010497943,-0.0,-0.8633139452404597,-0.734430415661796,0.0,1.0
2018-11-26,-0.17296645627969648,-0.7763279200056734,-0.0,-0.8627402311892773,-0.7338486632153748,0.0,1.0
2018-11-27,-0.1623090222645637,-0.7801418439716312,-0.0,-0.8578031826682192,-0.7282029568469709,0.0,1.0
2018-11-28,-0.16180156012848115,-0.7846528537644276,-0.0,-0.8559175461508595,-0.7273304860400268,0.0,1.0
2018-11-29,-0.12430997135070926,-0.7733561595975125,-0.0,-0.8573824330934248,-0.7387673817343303,0.0,1.0
2018-11-30,-0.12461559966452332,-0.7743570030752026,-0.0,-0.859763768521107,-0.7358470785574504,0.0,1.0
2018-12-03,-0.12069809736989368,-0.7777700055959709,-0.0,-0.8619543928371572,-0.73705931729155,0.0,1.0
2018-12-04,-0.11485473126155347,-0.7790799065257578,-0.0,-0.8588817969376722,-0.735063304384221,0.0,1.0
2018-12-06,-0.10749983001291902,-0.7076562181274223,-0.0,-0.8746515264839871,-0.7099000475963826,0.0,1.0
2018-12-07,-0.10298121426626736,-0.7093996732915873,-0.0,-0.8767696705690172,-0.714062074598421,0.0,1.0
2018-12-10,-0.07549329921206814,-0.7132130109771702,-0.0,-0.8801266078523806,-0.6984308707657081,0.0,1.0
2018-12-11,-0.07502693965517242,-0.7135304418103449,-0.0,-0.8795460668103448,-0.6993534482758621,0.0,1.0
2018-12-12,-0.077477841809052,-0.713780204226064,-0.0,-0.8812051359822061,-0.6976375829879015,0.0,1.0
2018-12-13,-0.07725972058575999,-0.7095775122033328,-0.0,-0.8842619087695676,-0.6953374852718398,0.0,1.0
2018-12-14,-0.07994078460399705,-0.7030818922010632,-0.0,-0.8866496198102416,-0.6948388399165601,0.0,1.0
