Date,IVZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2390221672471599,-0.5927541421177697,-0.0015624491390254225,-0.6636177207773185,-0.7581133426646268,0.0
2018-09-25,1.0,-0.23638561301492925,-0.5984123354349744,-0.0,-0.6679951651367155,-0.7640064029270524,0.0
2018-09-26,1.0,-0.23401597580618655,-0.6008349495414352,-0.0,-0.6737779823148484,-0.7785411393445317,0.0
2018-09-27,1.0,-0.23822041138200695,-0.5936781231517382,-0.0,-0.6748373529605047,-0.779030032200828,0.0
2018-09-28,1.0,-0.23904827631535705,-0.5934470406520096,-0.0,-0.6748825133918301,-0.7789279963193007,0.0
2018-10-01,1.0,-0.24033530571992107,-0.5924720578566732,-0.0,-0.6756410256410256,-0.7788625904010519,0.0
2018-10-02,1.0,-0.24398263843219783,-0.5803958963567013,-0.0,-0.6803235564908588,-0.7834736288307247,0.0
2018-10-03,1.0,-0.24348397699260474,-0.5742974527526704,-0.0,-0.6821035332785538,-0.786885784716516,0.0
2018-10-04,1.0,-0.24480877907740833,-0.5722499671441713,-0.0,-0.6831712445787882,-0.7853857274280457,0.0
2018-10-05,1.0,-0.22331562028472085,-0.5614380371317982,-0.0,-0.6942530997835071,-0.8012202322377484,0.0
2018-10-08,1.0,-0.21991021397909363,-0.5577546941049252,-0.0,-0.698266539961333,-0.8009306288298326,0.0
2018-10-09,1.0,-0.23900662251655627,-0.5711258278145696,-0.0,-0.7026490066225166,-0.798476821192053,0.0
2018-10-10,1.0,-0.236766857294853,-0.5774039100944274,-0.0,-0.7042824843729218,-0.806456975661657,0.0
2018-10-11,1.0,-0.17931886130248278,-0.5624918757311842,-0.0,-0.688970492655661,-0.8188937995580398,0.0
2018-10-12,1.0,-0.17100178600422145,-0.561617145640526,-0.0,-0.6913135249228771,-0.823380418899172,0.0
2018-10-15,1.0,-0.1427598287271312,-0.5880692876605683,-0.0,-0.6870377578824445,-0.8259374594524459,0.0
2018-10-16,1.0,-0.13090802118062367,-0.6212656076354841,-0.0,-0.6891874223703994,-0.8272863960253645,0.0
2018-10-17,1.0,-0.11079921272545415,-0.5870357822734166,-0.0,-0.6885425741296423,-0.8401574549091732,0.0
2018-10-18,1.0,-0.11014257939079715,-0.5863253402462735,-0.0,-0.6991250810110176,-0.8448801036941025,0.0
2018-10-19,1.0,-0.08794946550048592,-0.5763848396501459,-0.0,-0.7160349854227406,-0.8590217039196633,0.0
2018-10-22,1.0,-0.09078107090224333,-0.5614213197969543,-0.0,-0.7410840019649582,-0.8816440150646798,0.0
2018-10-23,1.0,-0.08344077490164964,-0.571126318225396,-0.0,-0.7575787629343119,-0.8937154947270985,0.0
2018-10-24,1.0,-0.08099266406714692,-0.5656599035093517,-0.0,-0.7596655872050757,-0.8981561033639548,0.0
2018-10-25,1.0,-0.04102646868947708,-0.5231762427372498,-0.0,-0.785797288573273,-0.8779212395093609,0.0
2018-10-26,1.0,-0.03203793291256848,-0.514433088777112,-0.0,-0.7865632909364687,-0.8707910165636112,0.0
2018-10-29,1.0,-0.0196078431372549,-0.5152966724148943,-0.0,-0.7839305103148753,-0.874624768474165,0.0
2018-10-30,1.0,-0.004282381515451727,-0.5170496308842798,-0.0,-0.7858489661564028,-0.8886261225272442,0.0
2018-10-31,1.0,-0.00446927374301676,-0.5147645650438947,-0.0,-0.7852513966480448,-0.8878531524341581,0.0
2018-11-01,1.0,-0.0,-0.5295526391416802,-0.0,-0.7788421624038062,-0.8847590765398984,0.0
2018-11-02,1.0,-0.0,-0.5117432067376451,-0.0,-0.78458604798983,-0.8818051803591291,0.0
2018-11-05,1.0,-0.0,-0.5110136359301993,-0.0,-0.7847493722386447,-0.8827754998251803,0.0
2018-11-06,1.0,-0.0,-0.512552434218889,-0.0,-0.7840663531206304,-0.8812126604804881,0.0
2018-11-07,1.0,-0.0,-0.5126560167688253,-0.0,-0.7825769365134818,-0.880712675072252,0.0
2018-11-08,1.0,-0.0,-0.5103433029087578,-0.0,-0.7637621198244007,-0.8841550074219119,0.0
2018-11-09,1.0,-0.0,-0.5114301071868973,-0.0,-0.7662440319979764,-0.8841812375501945,0.0
2018-11-12,1.0,-0.0,-0.508829568788501,-0.0,-0.7664192070762913,-0.8838098246722478,0.0
2018-11-13,1.0,-0.0,-0.4968474544370902,-0.0,-0.7605947488942564,-0.8794190532952727,0.0
2018-11-14,1.0,-0.0,-0.503973259334006,-0.0,-0.7647893541876891,-0.8846493440968718,0.0
2018-11-15,1.0,-0.0,-0.5039838755393191,-0.0,-0.7670456334834505,-0.8782792177117124,0.0
2018-11-16,1.0,-0.0,-0.5030533870561571,-0.0,-0.7664945857466633,-0.8782737345756735,0.0
2018-11-19,1.0,-0.0,-0.5029744106260426,-0.0,-0.7663277831985144,-0.8782537534229329,0.0
2018-11-20,1.0,-0.0,-0.4831812909495595,-0.0,-0.7566694880717264,-0.8950437317784257,0.0
2018-11-21,1.0,-0.0,-0.4782798108040827,-0.0,-0.7590552651232264,-0.8744398805078417,0.0
2018-11-23,1.0,-0.0,-0.47900781177056423,-0.0,-0.7588932806324111,-0.8743580965422801,0.0
2018-11-26,1.0,-0.0,-0.4873072730104345,-0.0,-0.7561439028188756,-0.871328453511914,0.0
2018-11-27,1.0,-0.0,-0.48591768216861475,-0.0,-0.753357373787615,-0.8694354638149713,0.0
2018-11-28,1.0,-0.0,-0.49573580677290835,-0.0,-0.7495642430278885,-0.8672497509960159,0.0
2018-11-29,1.0,-0.0,-0.48059959286903947,-0.0,-0.7379865523410031,-0.8657393128122879,0.0
2018-11-30,1.0,-0.0,-0.48138651178596803,-0.0,-0.738051839723192,-0.8699372856745653,0.0
2018-12-03,1.0,-0.0,-0.48122529644268774,-0.0,-0.7374320652173912,-0.8693181818181818,0.0
2018-12-04,1.0,-0.0,-0.4806091620938406,-0.0,-0.7343239410567852,-0.867901843516863,0.0
2018-12-06,1.0,-0.0,-0.44997113427121627,-0.0,-0.72999908845067,-0.8585275439822552,0.0
2018-12-07,1.0,-0.0,-0.4535732836322527,-0.0,-0.7322252436676953,-0.8695957713342906,0.0
2018-12-10,1.0,-0.0,-0.4497227860756809,-0.0,-0.7251189141697216,-0.854818674826552,0.0
2018-12-11,1.0,-0.0,-0.4558595295334895,-0.0,-0.717263625574389,-0.8699978698152825,0.0
2018-12-12,1.0,-0.0,-0.4606799975539656,-0.0,-0.7187671986791414,-0.8780957622454595,0.0
2018-12-13,1.0,-0.0,-0.46140436723958655,-0.0,-0.7186372255183803,-0.87824943421616,0.0
2018-12-14,1.0,-0.0,-0.47046930523220193,-0.0,-0.7144345055752972,-0.878446268839603,0.0
2018-12-17,1.0,-0.0,-0.4662696594899985,-0.0,-0.7028248587570621,-0.884806840739044,0.0
2018-12-18,1.0,-0.0,-0.45174238277686557,-0.0,-0.697895761114152,-0.8911694946177705,0.0
2018-12-19,1.0,-0.0,-0.4518031989296357,-0.0,-0.6978349449613818,-0.8911694946177705,0.0
2018-12-20,1.0,-0.0,-0.44929560359485066,-0.0,-0.6978382317221278,-0.8890575661889727,0.0
2018-12-21,1.0,-0.0,-0.4488450840488572,-0.0,-0.7004172209457008,-0.8740476478413352,0.0
2018-12-24,1.0,-0.0,-0.4305041941011996,-0.0,-0.6914103604822465,-0.8846096028381587,0.0
