Date,INTU,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.42371768567911366,-0.4736151005334428,-0.3121597592668582,-0.357051019012447,-0.16903296402680892,0.0
2018-09-25,1.0,-0.4228915662650602,-0.47532858707557496,-0.31026834611171955,-0.3585706462212486,-0.17116648411829133,0.0
2018-09-26,1.0,-0.42476080818049733,-0.47808207911834855,-0.3135948679990131,-0.3584450475642186,-0.16657071579351374,0.0
2018-09-27,1.0,-0.4262308556398806,-0.4739855886462643,-0.3147209512589386,-0.3584207786514699,-0.16647031425518508,0.0
2018-09-28,1.0,-0.42535411929093947,-0.4745609468752569,-0.3148579413134606,-0.35836598262966113,-0.16668949834242033,0.0
2018-10-01,1.0,-0.42446419236800836,-0.4815803229977715,-0.31518419677002224,-0.3600022010069607,-0.1700553002998872,0.0
2018-10-02,1.0,-0.4245900737317046,-0.47887091449323205,-0.3160834158688236,-0.36059755694948825,-0.17101353582040277,0.0
2018-10-03,1.0,-0.4242457578174418,-0.4742168807238525,-0.3153653639888892,-0.3622562635791095,-0.17408762135254804,0.0
2018-10-04,1.0,-0.4228002976108463,-0.47931880184077824,-0.31502659208024475,-0.3607153682934222,-0.17776736752183858,0.0
2018-10-05,1.0,-0.4279913821677163,-0.48475306595956247,-0.317092034029389,-0.3594078002430671,-0.17282620704894489,0.0
2018-10-08,1.0,-0.4277236468022854,-0.484032128957465,-0.31654199674294076,-0.3597118330619117,-0.1722101079245908,0.0
2018-10-09,1.0,-0.4337018871061601,-0.48701748552110175,-0.3265718956965112,-0.3571646299221326,-0.1665973896416992,0.0
2018-10-10,1.0,-0.4378836272739897,-0.48646021385918625,-0.3300930426329676,-0.3608387723927233,-0.16206082488543258,0.0
2018-10-11,1.0,-0.45086916229043217,-0.49476256002695945,-0.33921199696705884,-0.3673228678143166,-0.15611221882108456,0.0
2018-10-12,1.0,-0.456303106282212,-0.4905418581975205,-0.34099456748850815,-0.35729210196406186,-0.14079955425546734,0.0
2018-10-15,1.0,-0.48106274731486715,-0.4706048615036744,-0.3641888072357264,-0.367128321085359,-0.14347088750706613,0.0
2018-10-16,1.0,-0.4825489308745334,-0.46628577893426865,-0.36783007127503115,-0.36754723384998306,-0.14419051928951238,0.0
2018-10-17,1.0,-0.47600235353450454,-0.4489367067327898,-0.3621080944775994,-0.36659101734330785,-0.14818861897957467,0.0
2018-10-18,1.0,-0.47404056863516325,-0.446985446985447,-0.3639658369388099,-0.37357419789852225,-0.15092431308647525,0.0
2018-10-19,1.0,-0.4744764948280212,-0.4455190199871051,-0.36369242844728505,-0.37308328427662385,-0.14644128612676255,0.0
2018-10-22,1.0,-0.4746874474407131,-0.4443011717217021,-0.3624208106744407,-0.3740539328362393,-0.14769860402534057,0.0
2018-10-23,1.0,-0.4767324512222471,-0.4439616505943037,-0.36692644090603277,-0.3701222247140615,-0.1455763624130971,0.0
2018-10-24,1.0,-0.47678827196899487,-0.44811413486112284,-0.36961833347375517,-0.37026427387873173,-0.14365152919369786,0.0
2018-10-25,1.0,-0.464274880732427,-0.42575076524280947,-0.37046024873838346,-0.37216998042081456,-0.1249482944047652,0.0
2018-10-26,1.0,-0.46025208007249363,-0.42197325424938903,-0.36581816184748883,-0.37457780706812754,-0.12334898536397837,0.0
2018-10-29,1.0,-0.4602051450825517,-0.4224672261532555,-0.3654489605616807,-0.3736492787011135,-0.12081070703746366,0.0
2018-10-30,1.0,-0.4548321632294866,-0.4234039052215884,-0.3617266344888108,-0.37513712154453704,-0.12735849056603774,0.0
2018-10-31,1.0,-0.4576590344677019,-0.4103375815298966,-0.36312528995988325,-0.37382310400349317,-0.12408918483748602,0.0
2018-11-01,1.0,-0.46894716629176497,-0.40075163219399795,-0.37285345915400236,-0.37529489219290063,-0.12533603994074727,0.0
2018-11-02,1.0,-0.4755594415147955,-0.3810213393808574,-0.3680974890024318,-0.3841635017350201,-0.12347331894314054,0.0
2018-11-05,1.0,-0.47251666484537214,-0.3898481040323462,-0.36788329144355814,-0.385094525188504,-0.11659927876734784,0.0
2018-11-06,1.0,-0.47202185792349727,-0.38961748633879784,-0.3680327868852459,-0.3853551912568306,-0.11724043715846993,0.0
2018-11-07,1.0,-0.46927404817829244,-0.38971431692795105,-0.37248047195061995,-0.3831321352488119,-0.1166220571366144,0.0
2018-11-08,1.0,-0.4675898162786894,-0.38954914681349834,-0.3708771738537861,-0.3819985825655563,-0.11582074905958675,0.0
2018-11-09,1.0,-0.46620682134191227,-0.38967801739414926,-0.37154775211974156,-0.3831075002044767,-0.1158155893017803,0.0
2018-11-12,1.0,-0.46664854580048926,-0.3788529491709704,-0.3714324544713237,-0.3876325088339222,-0.11350910573525413,0.0
2018-11-13,1.0,-0.47061064547730497,-0.3799934690323283,-0.37294546641994125,-0.38821160335256344,-0.10947534559703931,0.0
2018-11-14,1.0,-0.47078991047862645,-0.37977197899376886,-0.3729694430083535,-0.3881527033278006,-0.1093303583575957,0.0
2018-11-15,1.0,-0.47108473099542586,-0.379955347418863,-0.37303964277935087,-0.3880145937704204,-0.1106240470485733,0.0
2018-11-16,1.0,-0.4710865361043772,-0.3806281153814725,-0.3731375806934873,-0.38814588837741393,-0.11083267507422438,0.0
2018-11-19,1.0,-0.4718822406978329,-0.37871064467766113,-0.3815455908409432,-0.3841897233201581,-0.10955431375221479,0.0
2018-11-20,1.0,-0.4869584317170941,-0.3853165669101093,-0.3927296688814453,-0.38314754818516283,-0.09744110702322772,0.0
2018-11-21,1.0,-0.4892564242755604,-0.3817933296883543,-0.39655549480590485,-0.3804537998906506,-0.08567523236741388,0.0
2018-11-23,1.0,-0.48942631247777196,-0.3848931688233524,-0.3954805351133969,-0.379941454873745,-0.08603944956638306,0.0
2018-11-26,1.0,-0.4894135025713974,-0.38521720100667467,-0.39542072436809284,-0.37971878761352446,-0.08575883575883576,0.0
2018-11-27,1.0,-0.4887700242884044,-0.38629479027372216,-0.39216221379253885,-0.37848975247659855,-0.08331741396719702,0.0
2018-11-28,1.0,-0.48759607231749685,-0.40045403572112365,-0.38803643226388773,-0.3761932113454227,-0.08290254642925522,0.0
2018-11-29,1.0,-0.48769807602835324,-0.4007772517036591,-0.3882700675990038,-0.37631024384903805,-0.08377350228522948,0.0
2018-11-30,1.0,-0.4883568203584621,-0.40101245040361205,-0.3877137775345465,-0.3770420030099877,-0.08222739088794637,0.0
2018-12-03,1.0,-0.4887578831916643,-0.40137098985467506,-0.3906224293940225,-0.37781738415135724,-0.08341102275843158,0.0
2018-12-04,1.0,-0.4785514709910699,-0.40831644113296445,-0.393853065249548,-0.375445132307018,-0.08313701857228949,0.0
2018-12-06,1.0,-0.4707100591715976,-0.371947283485745,-0.4219741796664873,-0.3673749327595481,-0.05763851533082302,0.0
2018-12-07,1.0,-0.4760148594809949,-0.3711639926779369,-0.426267901367503,-0.3667222999892323,-0.05176590933563045,0.0
2018-12-10,1.0,-0.4772959595416151,-0.371011997632754,-0.4271264862538333,-0.36665411308979395,-0.047963630494431586,0.0
2018-12-11,1.0,-0.48479138627187085,-0.36724091520861374,-0.43251682368775235,-0.36915208613728134,-0.038115746971736204,0.0
2018-12-12,1.0,-0.4839908442170459,-0.3679816884340918,-0.43156052241820386,-0.3693281271038104,-0.03998922849064225,0.0
2018-12-13,1.0,-0.484040404040404,-0.36845791245791243,-0.4312457912457912,-0.3691851851851851,-0.04064646464646464,0.0
2018-12-14,1.0,-0.4839057239057239,-0.3678922558922559,-0.43143434343434345,-0.3693468013468013,-0.04099663299663299,0.0
2018-12-17,1.0,-0.4862358111569468,-0.3683032705114724,-0.43279678610908895,-0.3718083528809081,-0.03707298659980048,0.0
2018-12-18,1.0,-0.48356190118354314,-0.36241646762030005,-0.42961809935321116,-0.3708971847239741,-0.0372775824588712,0.0
2018-12-19,1.0,-0.48333333333333334,-0.3624798711755234,-0.42960279119699407,-0.3709876543209876,-0.03743961352657005,0.0
2018-12-20,1.0,-0.4784109149277688,-0.35513643659711075,-0.43737292669876937,-0.3704387372926699,-0.03384162653825575,0.0
2018-12-21,1.0,-0.4788465642338882,-0.3546734955185659,-0.438140204865557,-0.3705719163465642,-0.0252614169867691,0.0
2018-12-24,1.0,-0.47681167137000163,-0.3512592513710665,-0.4406314892710718,-0.36896331398754056,-0.024625951759757198,0.0
2018-12-26,1.0,-0.48121196083620005,-0.3559142630325483,-0.43871394548822434,-0.35557025668166176,-0.01479227308811855,0.0
2018-12-27,1.0,-0.46065139473274114,-0.34307308711235784,-0.4392499090956314,-0.3306062022752065,-0.02366110851384344,0.0
2018-12-28,1.0,-0.4621686997685125,-0.3417431789216324,-0.43930605768980674,-0.33185944286940466,-0.025931802221239628,0.0
2018-12-31,1.0,-0.4641063669242578,-0.339421851013452,-0.43826919574324147,-0.3327869279005022,-0.02734629094788333,0.0
2019-01-02,1.0,-0.46391511274089103,-0.3401211932069387,-0.43385087513978826,-0.33309926919976074,-0.029726144963720055,0.0
2019-01-03,1.0,-0.46518880428285553,-0.3364172665609813,-0.4440863847813093,-0.3353777385067179,-0.017749941526546947,0.0
2019-01-04,1.0,-0.4586130913804278,-0.3385871678548283,-0.44474400518470514,-0.3322877511341542,-0.01814646791963707,0.0
2019-01-07,1.0,-0.4490236382322713,-0.32749229188078105,-0.456808838643371,-0.3275179856115108,-0.008504624871531346,0.0
2019-01-08,1.0,-0.44918344289235823,-0.3249281018898932,-0.45752875924404274,-0.32836894001643385,-0.007780402629416598,0.0
2019-01-09,1.0,-0.44950026977724106,-0.32679016469258243,-0.4574394285861103,-0.3285629865625241,-0.006988515197451248,0.0
2019-01-10,1.0,-0.45047775608753726,-0.32389807870132536,-0.4574129251001746,-0.3310387342032261,-0.0057793075105311825,0.0
2019-01-11,1.0,-0.452648640304613,-0.3247317914018884,-0.45457819856440873,-0.33291311842342225,-0.007872597699966554,0.0
2019-01-14,1.0,-0.4520015446003347,-0.32493242373535847,-0.4537263483073754,-0.3334019822370961,-0.010271592225511647,0.0
2019-01-15,1.0,-0.4463540324658593,-0.3216181396547282,-0.45771708322597265,-0.33246585931460965,-0.018500386498325173,0.0
2019-01-16,1.0,-0.44705064497026187,-0.318339813074487,-0.4619840881588094,-0.3325008367877649,-0.014881948556862947,0.0
2019-01-17,1.0,-0.443444498727212,-0.3207168753696228,-0.46499190043969046,-0.33084775397906974,-0.011262245763801394,0.0
2019-01-18,1.0,-0.43668596237337187,-0.3186892702088071,-0.4635621252842671,-0.3346599131693198,-0.030675005168492867,0.0
2019-01-22,1.0,-0.4521803702660487,-0.2909891685657952,-0.5188589865055182,-0.2985942181138453,-0.0,0.0
2019-01-23,1.0,-0.4454310499245119,-0.27723329665549273,-0.5366053379052688,-0.2996494280815783,-0.0,0.0
2019-01-24,1.0,-0.4506411404878299,-0.2744490798802181,-0.5325945074351821,-0.3017583373857849,-0.0,0.0
2019-01-25,1.0,-0.4635163661334215,-0.248607543426842,-0.5704112515577711,-0.2607390828861365,-0.0,0.0
2019-01-28,1.0,-0.45891228694083874,-0.24665328828714406,-0.5744913252216323,-0.2601671450707445,-0.0,0.0
2019-01-29,1.0,-0.4604660628879617,-0.24081611885621246,-0.5781011498931515,-0.2646026254197619,-0.0,0.0
2019-01-30,1.0,-0.4651464637467233,-0.24017000483546685,-0.5795688799531723,-0.2600972183340544,-0.0,0.0
2019-01-31,1.0,-0.4635993899339094,-0.2401881037112354,-0.5797153024911031,-0.2584646670055923,-0.0,0.0
2019-02-01,1.0,-0.45654648956356736,-0.23901328273244782,-0.5885641998734978,-0.24592030360531308,-0.0,0.0
2019-02-04,1.0,-0.46522145582253216,-0.2314611283761591,-0.5876348568685414,-0.24227494378331946,-0.0,0.0
2019-02-05,1.0,-0.4846394665173458,-0.25355697523479853,-0.5427727862760569,-0.2642469902517244,-0.0,0.0
2019-02-06,1.0,-0.4948135688253434,-0.24912709942146444,-0.53431709865688,-0.27038254708565895,-0.0,0.0
2019-02-07,1.0,-0.4969187675070028,-0.24494525082760377,-0.5359052711993888,-0.2687293099057805,-0.0,0.0
2019-02-08,1.0,-0.501839550332141,-0.23942258559018906,-0.5283852835973428,-0.28528359734287173,-0.0,0.0
2019-02-11,1.0,-0.49832262029757485,-0.23439780788240416,-0.5333043099695255,-0.294860303720966,-0.0,0.0
