Date,IWF,IWM,MA,MTUM,SPY,VLUE,VXX
2018-09-24,-0.41598014364174063,-0.3248838191803971,1.0,-0.36507182087029993,-0.3358681875792142,-0.19866920152091255,0.0
2018-09-25,-0.415713719794005,-0.32526079492935434,1.0,-0.3645847088340156,-0.3361943747524099,-0.1991813019939258,0.0
2018-09-26,-0.415861194739344,-0.3254106586383563,1.0,-0.36497121428194157,-0.33605345164527545,-0.19856863677177417,0.0
2018-09-27,-0.41695040515216303,-0.32222134241296485,1.0,-0.36582468920737987,-0.3359991553831129,-0.19843217990339695,0.0
2018-09-28,-0.4153423789662637,-0.32374214666596274,1.0,-0.36597856501768655,-0.33601710574943244,-0.19872234834486036,0.0
2018-10-01,-0.4154963041182682,-0.32352164730728616,1.0,-0.36591869060190074,-0.33616684266103486,-0.19881203801478353,0.0
2018-10-02,-0.41583295937491754,-0.3189821291872344,1.0,-0.36736794868410627,-0.3372752949871974,-0.20024813240767625,0.0
2018-10-03,-0.4158570070757208,-0.3197275319463513,1.0,-0.3674358432780652,-0.33715281444714335,-0.2000211215545464,0.0
2018-10-04,-0.4166974608034631,-0.3179274666103574,1.0,-0.36752362350208523,-0.33835717679353855,-0.1989917119780394,0.0
2018-10-05,-0.4244360204649683,-0.3244704821991888,1.0,-0.37170956710760017,-0.33655859820268796,-0.19372796437186862,0.0
2018-10-08,-0.4244785454930959,-0.32424266518247596,1.0,-0.3716837613633352,-0.3365402454215367,-0.19339535130264238,0.0
2018-10-09,-0.43079584775086505,-0.3273356401384083,1.0,-0.38227309023156775,-0.3338301836571733,-0.18746340165025288,0.0
2018-10-10,-0.43234323432343236,-0.3260140530182051,1.0,-0.3841158309379325,-0.3346374960076653,-0.18444586394123283,0.0
2018-10-11,-0.43775153922012844,-0.32562168501292676,1.0,-0.38868306724592866,-0.33495029185212827,-0.178283003278339,0.0
2018-10-12,-0.4452867066374369,-0.31879770740339664,1.0,-0.39222418847890966,-0.3228123926996117,-0.16209291883468477,0.0
2018-10-15,-0.46459445037353253,-0.3002934898612593,1.0,-0.4115795090715048,-0.3289754535752401,-0.16264674493062967,0.0
2018-10-16,-0.46708170790359643,-0.2937530059317052,1.0,-0.4172500400790894,-0.32985090578742055,-0.1640036338374392,0.0
2018-10-17,-0.4645089226350363,-0.2859764367968937,1.0,-0.4154942687694476,-0.328821041993564,-0.16472966144517434,0.0
2018-10-18,-0.46461530278450036,-0.28602962687162575,1.0,-0.4154942687694476,-0.3287412568814659,-0.16464987633307623,0.0
2018-10-19,-0.4626624665801943,-0.27945575350080737,1.0,-0.41509384016729756,-0.3286655901739154,-0.1612621436323689,0.0
2018-10-22,-0.46369676275179333,-0.2763440006352736,1.0,-0.4111808147383467,-0.33169220995791315,-0.16405939807829747,0.0
2018-10-23,-0.4649870322341608,-0.2759222992642778,1.0,-0.4142539564918224,-0.32885195575080717,-0.16244111575715875,0.0
2018-10-24,-0.46554506256117245,-0.27521625267835886,1.0,-0.4144644604925536,-0.32859825939740234,-0.1614686665079491,0.0
2018-10-25,-0.45481504604339007,-0.25407106810259616,1.0,-0.4161854221944748,-0.3306279590031736,-0.14559596274907655,0.0
2018-10-26,-0.4560794950706797,-0.2564811433936675,1.0,-0.41745344530801737,-0.33031662406760215,-0.14780136664754057,0.0
2018-10-29,-0.4597170008354219,-0.2544903926482874,1.0,-0.41966896407685883,-0.3319235588972431,-0.1448673767752715,0.0
2018-10-30,-0.474037553760621,-0.2565299485996014,1.0,-0.4268855554390014,-0.33250288471624884,-0.13251337459351725,0.0
2018-10-31,-0.4836011850142884,-0.23739611462129356,1.0,-0.4253729386781323,-0.34037700233332463,-0.13496578664499384,0.0
2018-11-01,-0.5036748122794449,-0.22385842022871394,1.0,-0.4406325453049961,-0.34564461779299,-0.1394836689750325,0.0
2018-11-02,-0.5081295439524125,-0.20927957699933905,1.0,-0.4375677461996034,-0.3511962987442169,-0.13752808988764045,0.0
2018-11-05,-0.5083549257046164,-0.2087409444238803,1.0,-0.4375495743218233,-0.35119771561525037,-0.13806779123261595,0.0
2018-11-06,-0.5107204230006609,-0.21068076668869795,1.0,-0.4361929940515532,-0.3500066093853272,-0.1361533377395902,0.0
2018-11-07,-0.5098966729209059,-0.21043312808858117,1.0,-0.4374620121032742,-0.34911868079596203,-0.135725800058138,0.0
2018-11-08,-0.5127431520444621,-0.21003043535794627,1.0,-0.43940717215826386,-0.3501918750827047,-0.13418023025009923,0.0
2018-11-09,-0.5116845308985047,-0.21005690088659518,1.0,-0.43988355167394466,-0.3508535132989281,-0.1340743681355035,0.0
2018-11-12,-0.5119843555931397,-0.20612563092941516,1.0,-0.44028963293781875,-0.35162918527523057,-0.1326074892312571,0.0
2018-11-13,-0.5124976953670293,-0.20228092817446727,1.0,-0.44064582400505703,-0.3509363394526826,-0.12753180393499616,0.0
2018-11-14,-0.5121584951392365,-0.20280844113075322,1.0,-0.44052480438390806,-0.35113417814895803,-0.12790789577680006,0.0
2018-11-15,-0.5128549248703982,-0.20291571274440146,1.0,-0.44017262703613064,-0.35280650509197126,-0.12278624246730349,0.0
2018-11-16,-0.5119219748153211,-0.20058361155656038,1.0,-0.4391545519072531,-0.35258550435079783,-0.12460895396829569,0.0
2018-11-19,-0.5121579348597566,-0.1992586945663889,1.0,-0.4437580505244341,-0.3500170868273704,-0.12357719302857444,0.0
2018-11-20,-0.5208635369164668,-0.20067480296280676,1.0,-0.4508000105437963,-0.3482615915860505,-0.11537549094551494,0.0
2018-11-21,-0.5246442889709928,-0.1949008201661295,1.0,-0.4569085239630008,-0.3448104184681498,-0.09907502030762781,0.0
2018-11-23,-0.5241922815101848,-0.18911347332041684,1.0,-0.45871079227103734,-0.3466774886107766,-0.0994920668167775,0.0
2018-11-26,-0.5254076801683325,-0.18571804313519202,1.0,-0.4584692267227775,-0.3541294055760127,-0.10644397685428722,0.0
2018-11-27,-0.5290199304689366,-0.18730925400069,1.0,-0.4632042674026698,-0.36156152968339483,-0.11276240014861602,0.0
2018-11-28,-0.52910109079328,-0.185567557525412,1.0,-0.46354733405875953,-0.362323840866265,-0.11345842511743942,0.0
2018-11-29,-0.5282613310688886,-0.18575522768283623,1.0,-0.46295510030782294,-0.3623819127481159,-0.11426600148604182,0.0
2018-11-30,-0.5269689610077664,-0.18975686567562516,1.0,-0.46240892471109446,-0.3649416851263711,-0.12476980970935973,0.0
2018-12-03,-0.5272047033671834,-0.18984500267236776,1.0,-0.4646712987707109,-0.3652592196686264,-0.12541421699625868,0.0
2018-12-04,-0.5366195286195286,-0.19194612794612795,1.0,-0.45793939393939387,-0.3755151515151515,-0.13158249158249158,0.0
2018-12-06,-0.5360516624859902,-0.17329348348188076,1.0,-0.47109996264076426,-0.37028339648823183,-0.11778833324438276,0.0
2018-12-07,-0.5392271975236164,-0.1722794470833111,1.0,-0.4740086459945562,-0.3692960452580456,-0.11370550248172066,0.0
2018-12-10,-0.535307396096136,-0.17097331031735497,1.0,-0.4749170096932678,-0.36868941707608555,-0.10580268224671359,0.0
2018-12-11,-0.5350313396366726,-0.1711994050780835,1.0,-0.47468925953468605,-0.36869223414426855,-0.10626261553171144,0.0
2018-12-12,-0.5344154291634566,-0.1717716441303828,1.0,-0.4740323566134474,-0.36878038413516456,-0.1075631591530962,0.0
2018-12-13,-0.5342862456494594,-0.17200244427322725,1.0,-0.47389675602433645,-0.36876643906586254,-0.10786684024549004,0.0
2018-12-14,-0.533863376499056,-0.17722764378972,1.0,-0.47118887441167867,-0.3676975031244183,-0.1091286196718696,0.0
2018-12-17,-0.5299594175220816,-0.17660009018328426,1.0,-0.4677860003713429,-0.3622980822789846,-0.11580594679186228,0.0
2018-12-18,-0.5291038858049167,-0.17168913560666135,1.0,-0.46677240285487703,-0.36087761036214644,-0.11498810467882631,0.0
2018-12-19,-0.5303214550068732,-0.1714338585175003,1.0,-0.4665591625251137,-0.3603415459448028,-0.11486200697895739,0.0
2018-12-20,-0.5293293875178354,-0.17058605929292397,1.0,-0.4675791365005549,-0.36017016329334667,-0.11464884003593509,0.0
2018-12-21,-0.5303178161677436,-0.16914150072530662,1.0,-0.46844256890412767,-0.35985757615719377,-0.10971910853224318,0.0
2018-12-24,-0.5349783366796999,-0.1722233963859241,1.0,-0.4667388777343337,-0.36196237979499096,-0.10593892000422697,0.0
2018-12-26,-0.5425300034139552,-0.18280417027758084,1.0,-0.46083142939678035,-0.3443105123558917,-0.09564326794296069,0.0
2018-12-27,-0.528522140652157,-0.17533528755609742,1.0,-0.461516511452956,-0.3278165451762692,-0.10091052945601701,0.0
2018-12-28,-0.5280219922715839,-0.17599004123550924,1.0,-0.461370886174434,-0.3276796597422132,-0.10036567338364584,0.0
