Date,IWF,IWM,MTUM,SINA,SPY,VLUE,VXX
2018-09-24,-0.6477026910097776,-0.9057281301375789,-0.37920740676646186,1.0,-0.7607077961408669,-0.6330362550834991,0.0
2018-09-25,-0.646380080683642,-0.911681776775257,-0.3745282609638659,1.0,-0.7658005465666073,-0.6394395523359216,0.0
2018-09-26,-0.6476611993404495,-0.913303827128352,-0.3771153345482947,1.0,-0.7653388874425063,-0.6357285429141717,0.0
2018-09-27,-0.6578054298642534,-0.9002784545770971,-0.3822224155934563,1.0,-0.7706665506439263,-0.6398364079359554,0.0
2018-09-28,-0.6555130101818815,-0.9023148551039945,-0.3828213384387782,1.0,-0.7705595683578452,-0.640066138717257,0.0
2018-10-01,-0.6559195927424618,-0.9015794282730714,-0.382848192142018,1.0,-0.7707000826697994,-0.6399947787495105,0.0
2018-10-02,-0.6583667072958385,-0.8828573916071739,-0.389604736200592,1.0,-0.7761622845202855,-0.6460908932613616,0.0
2018-10-03,-0.6635255960729313,-0.9080031556802244,-0.39218092566619916,1.0,-0.7771300841514727,-0.6420056100981767,0.0
2018-10-04,-0.664461578901253,-0.9052834486988521,-0.39262244808551655,1.0,-0.7781477262770525,-0.6404538683956891,0.0
2018-10-05,-0.6610829251224632,-0.9043474457662701,-0.3867214835549335,1.0,-0.7804846046186144,-0.6410951714485653,0.0
2018-10-08,-0.6590551868669229,-0.9004977296542088,-0.38281522878099894,1.0,-0.7836185819070904,-0.6400192106182326,0.0
2018-10-09,-0.6569993448351169,-0.9016815898667833,-0.3767634854771785,1.0,-0.7873334789255296,-0.6449879886438087,0.0
2018-10-10,-0.6564564827374961,-0.9061392377368397,-0.37399903732551526,1.0,-0.7888679823217958,-0.6503303723799938,0.0
2018-10-11,-0.6126402936030384,-0.8996714035761533,-0.3163487389578799,1.0,-0.7765971066444757,-0.6621431314812444,0.0
2018-10-12,-0.6339637009772814,-0.8961374116850701,-0.3154376612937344,1.0,-0.7532681812412744,-0.631806066759741,0.0
2018-10-15,-0.6530063965884861,-0.8825586353944563,-0.331727078891258,1.0,-0.7621321961620469,-0.6349253731343284,0.0
2018-10-16,-0.6502795203345708,-0.8959160158750479,-0.3222805445312167,1.0,-0.7634532496906072,-0.6355566935518286,0.0
2018-10-17,-0.6328581640805685,-0.8534544384172239,-0.3042765232748833,1.0,-0.7640132879189269,-0.6504352213952316,0.0
2018-10-18,-0.6335071927315554,-0.854799360646084,-0.3035669218473963,1.0,-0.7636914276099941,-0.6506687978463868,0.0
2018-10-19,-0.6263382402141183,-0.8457678153228505,-0.29550016728002676,1.0,-0.7658079625292741,-0.6486283037805286,0.0
2018-10-22,-0.6270329027133241,-0.8427191772231281,-0.2933651072369246,1.0,-0.7674233872653539,-0.6502780216564238,0.0
2018-10-23,-0.6420034629840786,-0.8556104565226572,-0.3105283162295705,1.0,-0.7624899700156256,-0.6525191097597027,0.0
2018-10-24,-0.6428933153274814,-0.8535617825793382,-0.30625422012153947,1.0,-0.763715395003376,-0.6536546252532073,0.0
2018-10-25,-0.6107875307629204,-0.8024610336341264,-0.3021739130434783,1.0,-0.7683347005742411,-0.6179245283018868,0.0
2018-10-26,-0.5982930298719773,-0.7910180857549278,-0.28603942288152817,1.0,-0.7774842511684618,-0.6113798008534851,0.0
2018-10-29,-0.57079427725703,-0.8487090938990298,-0.24642328564380858,1.0,-0.7875349449103766,-0.6576632132872883,0.0
2018-10-30,-0.5819425557341246,-0.8502493097622286,-0.2524003791156715,1.0,-0.7879836815428359,-0.6482465900193679,0.0
2018-10-31,-0.5904562784405362,-0.8213421883327183,-0.2537613249702783,1.0,-0.7896117738695527,-0.6444061821014225,0.0
2018-11-01,-0.624932136145333,-0.8093547713510127,-0.27634161620380043,1.0,-0.8065984547922322,-0.6590102317811651,0.0
2018-11-02,-0.6228549798115747,-0.8307116419919246,-0.27733849259757737,1.0,-0.8079155450874832,-0.6671433378196501,0.0
2018-11-05,-0.6220932677347462,-0.8324292502417897,-0.2773642824103276,1.0,-0.8078297800765317,-0.6653631049997898,0.0
2018-11-06,-0.6343578947368421,-0.8433263157894737,-0.27086315789473686,1.0,-0.8045052631578947,-0.6575157894736842,0.0
2018-11-07,-0.6331004881333109,-0.8426611681535096,-0.2727234472311059,1.0,-0.8029372159569097,-0.6565813836054537,0.0
2018-11-08,-0.6046521392282823,-0.8650963597430407,-0.23298484275937356,1.0,-0.8095058151740354,-0.6864424570684805,0.0
2018-11-09,-0.6058059908414906,-0.8658572448850985,-0.23240767970423898,1.0,-0.8096038314498173,-0.6874343570138218,0.0
2018-11-12,-0.6054584329015218,-0.8592629857879512,-0.23208820693413826,1.0,-0.8104640925669727,-0.6850710602439944,0.0
2018-11-13,-0.5864598966149741,-0.8619309654827413,-0.20572786393196596,1.0,-0.8261630815407703,-0.6885526096381525,0.0
2018-11-14,-0.5890182334042642,-0.8615179204739851,-0.2052822631117787,1.0,-0.8278048984019694,-0.6887386823549047,0.0
2018-11-15,-0.5915145947300289,-0.86820896145655,-0.20027560863573726,1.0,-0.8392700547041383,-0.6766192007349564,0.0
2018-11-16,-0.5931770615320218,-0.8734616994558392,-0.20159062369192132,1.0,-0.8412724989535371,-0.6763499372122227,0.0
2018-11-19,-0.5932111166917796,-0.8730955968525029,-0.20245270383391933,1.0,-0.8406998158379374,-0.6760421898543446,0.0
2018-11-20,-0.591015559645307,-0.8739752384139201,-0.19641960849924714,1.0,-0.8435251798561151,-0.6777647649322402,0.0
2018-11-21,-0.5975695740533368,-0.8646261042677615,-0.20571523371075442,1.0,-0.8384969515988553,-0.6410352121438349,0.0
2018-11-23,-0.5997748968277128,-0.8848222101796658,-0.1986743924298637,1.0,-0.839801575722206,-0.6455041894201509,0.0
2018-11-26,-0.600317142380237,-0.8831163411784344,-0.19879819729594392,1.0,-0.842597229177099,-0.6480971457185779,0.0
2018-11-27,-0.5977799950112247,-0.8850918766109587,-0.19069593414816663,1.0,-0.8397771680385799,-0.6440093123804772,0.0
2018-11-28,-0.5973053892215568,-0.8893047238855621,-0.18999500998003993,1.0,-0.8383233532934132,-0.6434214903526281,0.0
2018-11-29,-0.5705627705627706,-0.8826633683776541,-0.16070913213770358,1.0,-0.8480725623582767,-0.6608534322820037,0.0
2018-11-30,-0.5711105614642592,-0.8830076675735841,-0.15982356336054085,1.0,-0.8489570450985243,-0.65945255173551,0.0
2018-12-03,-0.5721668664985323,-0.8848968454128251,-0.1633935585231736,1.0,-0.8516558481829082,-0.6623392731632696,0.0
2018-12-04,-0.5713104930363269,-0.8853990164069927,-0.1626234657188908,1.0,-0.851634500144646,-0.6617349258172501,0.0
2018-12-06,-0.5447445755001812,-0.7963044965983657,-0.22136789984300148,1.0,-0.8453363391167829,-0.6178495229660642,0.0
2018-12-07,-0.5415037290868776,-0.7997177988308809,-0.21624672445071558,1.0,-0.8495061479540416,-0.6244708728079017,0.0
2018-12-10,-0.5143736755827435,-0.8112030706489144,-0.20562952300987564,1.0,-0.8594618367918117,-0.6076126504338091,0.0
2018-12-11,-0.5116995320187192,-0.81328746850126,-0.20339186432542697,1.0,-0.859245630174793,-0.6122155113795448,0.0
2018-12-12,-0.5119590432765379,-0.8130549556035516,-0.20382369410447163,1.0,-0.8590912726981841,-0.6117910567154627,0.0
2018-12-13,-0.5128923766816142,-0.815622998078155,-0.20275464445868033,1.0,-0.8587844330557334,-0.6137892376681614,0.0
2018-12-14,-0.512648300824452,-0.8394932636235672,-0.19127287351699174,1.0,-0.8575507741805751,-0.6207520611301025,0.0
2018-12-17,-0.4952955367913148,-0.8487736228387616,-0.16960193003618818,1.0,-0.8490148773622839,-0.6582629674306393,0.0
2018-12-18,-0.490181178258609,-0.8404991401031877,-0.16370035595728516,1.0,-0.846658400991881,-0.6584809822821263,0.0
2018-12-19,-0.4841292078613457,-0.8431333306648521,-0.1639514870111676,1.0,-0.850778529399992,-0.660769323139735,0.0
2018-12-20,-0.4853170946676816,-0.8446376347101477,-0.16329473979407874,1.0,-0.8507671968270502,-0.6622330836104323,0.0
2018-12-21,-0.4835326953748006,-0.8455342902711322,-0.160207336523126,1.0,-0.8543460925039871,-0.6435805422647527,0.0
2018-12-24,-0.45573380867498514,-0.8192909487027135,-0.1717963953258071,1.0,-0.8478510596157655,-0.6665082194493959,0.0
2018-12-26,-0.4683034656982711,-0.8493723849372385,-0.15291702849925,1.0,-0.8222152048630299,-0.654495934317518,0.0
2018-12-27,-0.40437805623471884,-0.8209428484107579,-0.14620262836185818,1.0,-0.7596271393643031,-0.6891045232273839,0.0
2018-12-28,-0.39843152257077274,-0.8335118592195867,-0.14062739097169089,1.0,-0.7642310635042081,-0.6887528691660291,0.0
2018-12-31,-0.39620330679730553,-0.8371478873239436,-0.14130434782608695,1.0,-0.7642758726270668,-0.6883802816901408,0.0
2019-01-02,-0.39563600107374314,-0.8431568048471834,-0.12597307972542854,1.0,-0.7701806189362272,-0.6998504429190474,0.0
2019-01-03,-0.39461349316121097,-0.8479714153988012,-0.1168741355463347,1.0,-0.7709774089442138,-0.7115798370985094,0.0
2019-01-04,-0.365519877675841,-0.859288990825688,-0.11379969418960245,1.0,-0.7622324159021406,-0.721788990825688,0.0
2019-01-07,-0.35677725118483417,-0.8457630331753555,-0.12545971563981043,1.0,-0.7530995260663508,-0.7104075829383887,0.0
2019-01-08,-0.35669586983729656,-0.8470057268555391,-0.12511851936132284,1.0,-0.7529108355140895,-0.7109265369590776,0.0
2019-01-09,-0.34985711564107447,-0.8291103067250903,-0.11659363688321583,1.0,-0.770851590779196,-0.7438369213183463,0.0
2019-01-10,-0.34814389590508993,-0.8390738614619212,-0.11331802525832378,1.0,-0.7743589743589744,-0.7520857252200537,0.0
2019-01-11,-0.34533776809267114,-0.8393928967389226,-0.11591543372710937,1.0,-0.7729861987230952,-0.7494743280957296,0.0
2019-01-14,-0.35582915917867936,-0.8409360302833327,-0.1170420219477689,1.0,-0.7743662294956603,-0.7354796772836768,0.0
2019-01-15,-0.35586397270252657,-0.8466434075834834,-0.11900471571521681,1.0,-0.7752175746654909,-0.7371468005980907,0.0
2019-01-16,-0.3492306514583174,-0.8560820638444462,-0.10269463369823165,1.0,-0.7680471560897191,-0.7515501798974202,0.0
2019-01-17,-0.3502729299607904,-0.8679941569923888,-0.09041285461674484,1.0,-0.7761589913123703,-0.7592450219112785,0.0
2019-01-18,-0.34990366088631986,-0.8617341040462428,-0.09934489402697495,1.0,-0.7753757225433526,-0.7672061657032755,0.0
2019-01-22,-0.16666666666666669,-0.9769660678642714,-0.0,1.0,-1.0148502994011976,-0.8335329341317366,0.0
2019-01-23,-0.15996728685340422,-0.9694949907994276,-0.0,1.0,-1.0450214680024537,-0.9146595788182376,0.0
2019-01-24,-0.1580650446465143,-0.9787007454739085,-0.0,1.0,-1.0376423363643812,-0.9216023593020398,0.0
2019-01-25,-0.006803863922721545,-0.9876942461150776,-0.0,1.0,-1.2331373372532548,-0.9723225535489289,0.0
2019-01-28,-0.0,-1.018374497906162,-0.0,1.0,-1.251602427142979,-1.003162122895479,0.0
2019-01-29,-0.0,-1.0062566959502892,-0.0,1.0,-1.2529676451682021,-1.0261409899292908,0.0
2019-01-30,-0.00253613999492772,-1.0022402569955193,-0.0,1.0,-1.234043452531913,-0.9880801420238396,0.0
2019-01-31,-0.0,-1.007010135135135,-0.0,1.0,-1.1826858108108107,-1.033277027027027,0.0
2019-02-01,-0.0,-1.0160952909533365,-0.0,1.0,-1.2197839730179738,-1.0334286812107758,0.0
2019-02-04,-0.0,-1.0279455550829435,-0.0,1.0,-1.213228413441089,-1.0123351765206294,0.0
2019-02-05,-0.0,-1.007149240393208,-0.0,1.0,-1.196263670794502,-1.0520873228648027,0.0
2019-02-06,-0.0,-0.9940853580698693,-0.0,1.0,-1.1985872941576954,-1.0624654270031062,0.0
2019-02-07,-0.0,-0.9914911720910444,-0.0,1.0,-1.1992767496277386,-1.0636460327589874,0.0
2019-02-08,-0.0,-0.9913320586360739,-0.0,1.0,-1.1943488421499895,-1.0633099638835775,0.0
2019-02-11,-0.0,-0.963933310649881,-0.0,1.0,-1.2176760802994215,-1.0714954066008846,0.0
2019-02-12,-0.0,-0.9815668202764977,-0.0,1.0,-1.218979348011606,-1.0663935825226147,0.0
2019-02-13,-0.0,-1.0080988917306053,-0.0,1.0,-1.2042199488491048,-1.050298380221654,0.0
2019-02-14,-0.0,-0.989917976760082,-0.0,1.0,-1.2205656185919345,-1.0615601503759398,0.0
2019-02-15,-0.0,-0.9830240314718207,-0.0,1.0,-1.2263747541264003,-1.0666638159582655,0.0
2019-02-19,-0.0,-0.9543994861913936,-0.0,1.0,-1.2597302504816956,-1.0675658317276815,0.0
2019-02-20,-0.0,-0.9384030093186286,-0.0,1.0,-1.2642557920834403,-1.0719415234675558,0.0
2019-02-21,-0.0,-0.9334503875637018,-0.0,1.0,-1.2669692946768876,-1.0820521605070448,0.0
2019-02-22,-0.0,-0.9278496189089663,-0.0,1.0,-1.2792241157831636,-1.0748051725614456,0.0
2019-02-25,-0.0,-0.9340844340844341,-0.0,1.0,-1.3022101355434688,-1.0803764137097471,0.0
2019-02-26,-0.0,-0.9359850298098263,-0.0,1.0,-1.3033204229949082,-1.1124504982810393,0.0
2019-02-27,-0.0,-0.9309098824553766,-0.0,1.0,-1.3120156726164565,-1.110579016107967,0.0
2019-02-28,-0.0,-0.92356937548994,-0.0,1.0,-1.305199895479488,-1.1262520686351365,0.0
2019-03-01,-0.0,-0.9279930343926861,-0.0,1.0,-1.305180670439704,-1.1203308663474099,0.0
2019-03-04,-0.0,-0.9253108425354317,-0.0,1.0,-1.2842796278584472,-1.1379010520824275,0.0
2019-03-05,-0.0,-0.9046187363834421,-0.0,1.0,-1.3142919389978214,-1.1383877995642702,0.0
2019-03-06,-0.0,-0.9157688113413304,-0.0,1.0,-1.3011995637949836,-1.1450381679389312,0.0
2019-03-07,-0.0,-0.9090869527374009,-0.0,1.0,-1.3093828879798068,-1.1335625380799024,0.0
2019-03-08,-0.0,-0.9061811127766511,-0.0,1.0,-1.351159509743409,-1.151441671810246,0.0
