Date,IWF,IWM,MTUM,SE,SPY,VLUE,VXX
2018-11-02,-0.9071453713481168,-2.0737768391411473,-0.0,1.0,-1.6623020063357972,-1.3965505103836677,0.0
2018-11-05,-0.9033551382148133,-2.0814517830765986,-0.0,1.0,-1.6612506154603646,-1.3878455370331295,0.0
2018-11-06,-0.9330350802442835,-2.1225678170714386,-0.0,1.0,-1.6653884391421674,-1.38020167589831,0.0
2018-11-07,-0.9325332007669911,-2.1232156807044955,-0.0,1.0,-1.6657907819046942,-1.3802286769405583,0.0
2018-11-08,-0.876189809630459,-2.1129619260918253,-0.0,1.0,-1.6340985442329226,-1.3756998880179172,0.0
2018-11-09,-0.8761458260443634,-2.1120985235462877,-0.0,1.0,-1.6338954586802883,-1.3752711496746202,0.0
2018-11-12,-0.8723389453179351,-2.0891888131348266,-0.0,1.0,-1.6311395575344372,-1.3643383887574787,0.0
2018-11-13,-0.80627941279764,-2.1279061600056193,-0.0,1.0,-1.6910866053241553,-1.39867949708506,0.0
2018-11-14,-0.8054012237147478,-2.1318658133483366,-0.0,1.0,-1.6937196708629296,-1.4017863422181587,0.0
2018-11-15,-0.8028761837951595,-2.131111890564714,-0.0,1.0,-1.695124517713083,-1.385969835145563,0.0
2018-11-16,-0.7940765576976809,-2.108340318524727,-0.0,1.0,-1.6891589829561329,-1.3936155350656607,0.0
2018-11-19,-0.7960751449123541,-2.107200223479293,-0.0,1.0,-1.687617850408548,-1.3928346951602766,0.0
2018-11-20,-0.676209141177294,-2.108490235878771,-0.0,1.0,-1.7301742843144117,-1.4844963953244208,0.0
2018-11-21,-0.6794977924944813,-2.0848509933774833,-0.0,1.0,-1.709988962472406,-1.4241169977924946,0.0
2018-11-23,-0.6794251761779743,-2.092925245267376,-0.0,1.0,-1.7106535857399474,-1.426005250794528,0.0
2018-11-26,-0.6776533996683252,-2.104270315091211,-0.0,1.0,-1.7064676616915426,-1.4214344941956885,0.0
2018-11-27,-0.6520083102493075,-2.1363573407202217,-0.0,1.0,-1.7126731301939058,-1.4240997229916896,0.0
2018-11-28,-0.6658038337764096,-2.118931020008395,-0.0,1.0,-1.75507205820624,-1.4561354414439622,0.0
2018-11-29,-0.5770140531515235,-2.1076248782524,-0.0,1.0,-1.7748712953944623,-1.497495477946292,0.0
2018-11-30,-0.5755866583107027,-2.1100201935798344,-0.0,1.0,-1.7766172272125897,-1.5010793120256252,0.0
2018-12-03,-0.5745910198398886,-2.109919944309085,-0.0,1.0,-1.7763313609467457,-1.500522102332057,0.0
2018-12-04,-0.5527596274155429,-2.1262338384540524,-0.0,1.0,-1.771722507993883,-1.500486584179063,0.0
2018-12-06,-0.5297761790567546,-1.9745536903810286,-0.0,1.0,-1.743005595523581,-1.4140687450039968,0.0
2018-12-07,-0.5322365791927534,-1.974357266551219,-0.0,1.0,-1.7429732249900092,-1.4108831757026774,0.0
2018-12-10,-0.47262342436974786,-1.9813550420168067,-0.0,1.0,-1.7402179621848737,-1.3709296218487395,0.0
2018-12-11,-0.4622920639095272,-1.9880334012755605,-0.0,1.0,-1.7397593530146624,-1.3849694259977645,0.0
2018-12-12,-0.4658507698381366,-1.9884853270167124,-0.0,1.0,-1.7422687195683644,-1.3832083168838003,0.0
2018-12-13,-0.46532247471430443,-1.979968474977013,-0.0,1.0,-1.7442532510179953,-1.3781689215815052,0.0
2018-12-14,-0.4734217088856805,-1.9575403596272478,-0.0,1.0,-1.7541015881349262,-1.3774773592334952,0.0
2018-12-17,-0.4411611219830398,-1.9542074363992175,-0.0,1.0,-1.7281800391389432,-1.399543378995434,0.0
2018-12-18,-0.4103907867494824,-1.9299948240165632,-0.0,1.0,-1.723149585921325,-1.4065087991718426,0.0
2018-12-19,-0.4092526690391459,-1.9303785182788742,-0.0,1.0,-1.7238434163701069,-1.4069880297638306,0.0
2018-12-20,-0.40503403107743674,-1.8977783485296007,-0.0,1.0,-1.7269808655451393,-1.391164761782458,0.0
2018-12-21,-0.39451060306947716,-1.8933324842386805,-0.0,1.0,-1.723428644208113,-1.3569381646819079,0.0
2018-12-24,-0.3514042284632376,-1.8496686651940675,-0.0,1.0,-1.7150520668980749,-1.3950142000631112,0.0
2018-12-26,-0.3516304687988984,-1.8798272516742818,-0.0,1.0,-1.6632033548225575,-1.3643362333354196,0.0
2018-12-27,-0.25437503707658543,-1.7923711217891678,-0.0,1.0,-1.5181823574776057,-1.367325146823278,0.0
2018-12-28,-0.24702116308020627,-1.8002252652795068,-0.0,1.0,-1.517458059161776,-1.3633291837097634,0.0
2018-12-31,-0.2518848322944494,-1.7949539922825766,-0.0,1.0,-1.5214603739982193,-1.3682398337785693,0.0
2019-01-02,-0.24687333293817793,-1.7934917906466719,-0.0,1.0,-1.5178116294232709,-1.3690948965680754,0.0
2019-01-03,-0.27008729734544806,-1.790011283330364,-0.0,1.0,-1.5402339806401804,-1.3383217530732228,0.0
2019-01-04,-0.21561119293078054,-1.8054197349042709,-0.0,1.0,-1.5202356406480118,-1.3497496318114874,0.0
2019-01-07,-0.19091013296652912,-1.7463892709766162,-0.0,1.0,-1.4924346629986247,-1.3015245300320952,0.0
2019-01-08,-0.19442381306061818,-1.7276466891390048,-0.0,1.0,-1.4967148488830486,-1.2945209392675543,0.0
2019-01-09,-0.19165431535742788,-1.7145137384562765,-0.0,1.0,-1.4949264622049936,-1.2995097480332916,0.0
2019-01-10,-0.19307438204806923,-1.7101606105478981,-0.0,1.0,-1.4956145346850438,-1.2965599726620343,0.0
2019-01-11,-0.19185417260039875,-1.7072628880660778,-0.0,1.0,-1.4975790373113074,-1.299686698946169,0.0
2019-01-14,-0.20455568053993248,-1.6839707536557929,-0.0,1.0,-1.4621484814398198,-1.2735658042744655,0.0
2019-01-15,-0.20107253739768557,-1.685972339825007,-0.0,1.0,-1.4641828958509737,-1.2937058989556873,0.0
2019-01-16,-0.17799808483073284,-1.693854559792711,-0.0,1.0,-1.4480932800090125,-1.3129048611502283,0.0
2019-01-17,-0.1712744436952124,-1.6986401438525511,-0.0,1.0,-1.4440885592267925,-1.3052371319397615,0.0
2019-01-18,-0.17310734463276836,-1.6741242937853107,-0.0,1.0,-1.4466666666666668,-1.3558757062146893,0.0
2019-01-22,-0.0,-1.8470629534285046,-0.0,1.0,-1.6732389421951792,-1.3303884858413295,0.0
2019-01-23,-0.0,-1.7514549409205806,-0.0,1.0,-1.7131855857974252,-1.413908647345835,0.0
2019-01-24,-0.0,-1.7567869972322006,-0.0,1.0,-1.7126788763912608,-1.4194688180908075,0.0
2019-01-25,-0.0,-1.7057752972579472,-0.0,1.0,-1.8751516622179083,-1.4855617568551323,0.0
2019-01-28,-0.0,-1.6930741190765493,-0.0,1.0,-1.8956865127582017,-1.4865735115431349,0.0
2019-01-29,-0.0,-1.670548070474913,-0.0,1.0,-1.9078827043833444,-1.5180759617143205,0.0
2019-01-30,-0.0,-1.67,-0.0,1.0,-1.9074390243902437,-1.5201829268292681,0.0
2019-01-31,-0.0,-1.7013859209963977,-0.0,1.0,-1.831003113743208,-1.5729898040173393,0.0
2019-02-01,-0.0,-1.7002319052849995,-0.0,1.0,-1.8294885878188696,-1.5730501647748076,0.0
2019-02-04,-0.0,-1.7190793987400983,-0.0,1.0,-1.857543815879748,-1.6605126925715712,0.0
2019-02-05,-0.0,-1.685427765590724,-0.0,1.0,-1.850329050454403,-1.73187088686932,0.0
2019-02-06,-0.0,-1.665497369080431,-0.0,1.0,-1.8517915309446253,-1.7468053119518916,0.0
2019-02-07,-0.0,-1.6501683081909986,-0.0,1.0,-1.8519511282882435,-1.7315796035407058,0.0
2019-02-08,-0.0,-1.651241323244325,-0.0,1.0,-1.8828716152835971,-1.7194046651241326,0.0
2019-02-11,-0.0,-1.6280981364121225,-0.0,1.0,-1.909204994666499,-1.7374035263851415,0.0
2019-02-12,-0.0,-1.654167451793229,-0.0,1.0,-1.9107468123861566,-1.7160982350354879,0.0
2019-02-13,-0.0,-1.6114433688883407,-0.0,1.0,-1.8752697453603797,-1.6788334669215117,0.0
2019-02-14,-0.0,-1.5549097205045759,-0.0,1.0,-1.9316101904526342,-1.6969453376205788,0.0
2019-02-15,-0.0,-1.6340430754126525,-0.0,1.0,-1.8647603853469963,-1.63729520770694,0.0
2019-02-19,-0.0,-1.597591693801069,-0.0,1.0,-1.906309516495669,-1.6396756158997359,0.0
2019-02-20,-0.0,-1.6101413644744926,-0.0,1.0,-1.903380454824831,-1.6326982175783649,0.0
2019-02-21,-0.0,-1.544916030534351,-0.0,1.0,-1.903267175572519,-1.6586870229007633,0.0
2019-02-22,-0.0,-1.5160525355709595,-0.0,1.0,-1.9213790587376869,-1.6430743037820748,0.0
2019-02-25,-0.0,-1.5004867364322219,-0.0,1.0,-1.9368459479192017,-1.6468118763689463,0.0
2019-02-26,-0.0,-1.493263745600194,-0.0,1.0,-1.941315693652142,-1.6340575312537928,0.0
2019-02-27,-0.0,-1.4774993918754562,-0.0,1.0,-1.9626611530041354,-1.64114570664072,0.0
2019-02-28,-0.295367717287488,-2.032155364533588,-0.0,1.0,-2.4456383317414834,-2.1860076408787013,0.0
2019-03-01,-0.29420658920897663,-2.034935540346968,-0.0,1.0,-2.4445328664650647,-2.1843068597803597,0.0
2019-03-04,-0.2750780562004644,-2.0610839804659356,-0.0,1.0,-2.46849731806901,-2.201184853094228,0.0
2019-03-05,-0.3041034288926363,-2.046575122460451,-0.0,1.0,-2.476431381996306,-2.2030835943146228,0.0
2019-03-06,-0.3120813493664757,-2.0463239447986443,-0.0,1.0,-2.5015737228633688,-2.210394641271891,0.0
2019-03-07,-0.3184339577136426,-2.0174451322453573,-0.0,1.0,-2.505587265857384,-2.1977650936570465,0.0
2019-03-08,-0.34062627084180563,-2.013420089467263,-0.0,1.0,-2.556486376575844,-2.222854819032127,0.0
2019-03-11,-0.33897191657086545,-2.0229922811627525,-0.0,1.0,-2.5692231893578583,-2.2804237148957136,0.0
2019-03-12,-0.3658475426278837,-1.972500835840856,-0.0,1.0,-2.6342360414577066,-2.3858241390839185,0.0
2019-03-13,-0.4136509005217977,-1.9890590809628008,-0.017252987712506315,1.0,-2.619845143915166,-2.37636761487965,0.0
2019-03-14,-0.41388023246020383,-1.993262023077571,-0.022319548555546197,1.0,-2.617872483786743,-2.375136865156237,0.0
2019-03-15,-0.4258146424037241,-1.9831570038087176,-0.03800253914515447,1.0,-2.623529411764706,-2.3933135844265765,0.0
2019-03-18,-0.4139372227908563,-1.9970999658819515,-0.12708973046741726,1.0,-2.5998805868304338,-2.391504605936541,0.0
2019-03-19,-0.3986192789567885,-2.0041762550072444,-0.11991817949373561,1.0,-2.594136197051052,-2.4061194920310234,0.0
2019-03-20,-0.4076096229312404,-2.0120286640505034,-0.1149974407097765,1.0,-2.5854802934652787,-2.410766080873571,0.0
2019-03-21,-0.42758503111414203,-2.004944165032819,-0.12309266047225301,1.0,-2.600630807262808,-2.3683402949450176,0.0
2019-03-22,-0.4237828522188712,-2.0007755277897457,-0.1800947867298578,1.0,-2.6411891426109437,-2.371219302024989,0.0
2019-03-25,-0.38817131203263083,-1.8255438477226376,-0.2876444595513256,1.0,-2.6477736233854516,-2.348487423521414,0.0
2019-03-26,-0.3685330156569095,-1.833134785568414,-0.32896528250510554,1.0,-2.619724302246426,-2.3587474472430223,0.0
2019-03-27,-0.37614678899082565,-1.8189772341148487,-0.32730207271491674,1.0,-2.6204553177030236,-2.3518518518518516,0.0
2019-03-28,-0.35770700636942676,-1.8060297239915075,-0.3601698513800425,1.0,-2.6073036093418263,-2.36135881104034,0.0
2019-03-29,-0.3499276657305761,-1.7944004765551866,-0.3745213173346949,1.0,-2.6151816866649646,-2.375882903582674,0.0
2019-04-01,-0.34487168556569187,-1.8129422798192514,-0.3747122516838605,1.0,-2.619490152613181,-2.3737744053201464,0.0
2019-04-02,-0.35786238688748506,-1.8162028342154688,-0.4533891070513915,1.0,-2.6014171077343353,-2.3078367765067442,0.0
2019-04-03,-0.37088373655913975,-1.7820900537634408,-0.44850470430107525,1.0,-2.5492271505376345,-2.2498319892473115,0.0
2019-04-04,-0.3756627114365059,-1.780947572161912,-0.44980223849196327,1.0,-2.5566776066649837,-2.2523773457881004,0.0
2019-04-05,-0.4011756687681036,-1.7784971886181633,-0.47393082296813765,1.0,-2.5934571477253368,-2.2722780712216735,0.0
2019-04-08,-0.39581568693884467,-1.76647467389463,-0.4616296798238184,1.0,-2.5815686938844653,-2.2648653227172626,0.0
2019-04-09,-0.43758480325644505,-1.7297320217096337,-0.48617706919945725,1.0,-2.5918419267299866,-2.2349898236092267,0.0
2019-04-10,-0.4387858347386172,-1.6932546374367623,-0.5010118043844857,1.0,-2.5763069139966275,-2.2223440134907255,0.0
2019-04-11,-0.4686055308060855,-1.649071194418761,-0.5274438934185088,1.0,-2.5740943094897872,-2.1862654450701857,0.0
2019-04-12,-0.4670714225482756,-1.6537650729403828,-0.5211231975714647,1.0,-2.5885825111729486,-2.201787671810439,0.0
2019-04-15,-0.45876985468063536,-1.6610341331530922,-0.5223048327137546,1.0,-2.593021290976681,-2.213670158837445,0.0
2019-04-16,-0.46250633338963015,-1.6611214321905083,-0.528458030738051,1.0,-2.586387434554974,-2.206046275966898,0.0
2019-04-17,-0.46622928757675164,-1.6140970645134156,-0.5621162419042813,1.0,-2.5816300782235677,-2.187063672302128,0.0
2019-04-18,-0.4669751787968027,-1.618931426167438,-0.558771560790913,1.0,-2.577955405973917,-2.191333613798906,0.0
2019-04-22,-0.4848918441208653,-1.619308139045535,-0.5427152596582779,1.0,-2.5768032993855736,-2.192997222456022,0.0
2019-04-23,-0.48929920268569027,-1.6280318925723878,-0.5522450692404531,1.0,-2.565673520772136,-2.1574485942089803,0.0
2019-04-24,-0.4762900393075186,-1.6125282261436817,-0.5606757547879904,1.0,-2.556075938780631,-2.157815505561596,0.0
2019-04-25,-0.4693979933110368,-1.6008361204013377,-0.5826923076923077,1.0,-2.557274247491639,-2.1510033444816052,0.0
2019-04-26,-0.4818713450292398,-1.5914786967418546,-0.599498746867168,1.0,-2.5462823725981623,-2.1350041771094403,0.0
2019-04-29,-0.47128828229027964,-1.5887982689747002,-0.5883821571238349,1.0,-2.5461051930758987,-2.127663115845539,0.0
2019-04-30,-0.4722337856964449,-1.5810507035217718,-0.594038797768712,1.0,-2.5493297810340523,-2.1290483723253684,0.0
2019-05-01,-0.4981688030630931,-1.571250208090561,-0.5865656733810555,1.0,-2.5528550024970866,-2.1147827534543033,0.0
2019-05-02,-0.5146975002035665,-1.513801807670385,-0.5924598974024917,1.0,-2.4788697988763126,-2.0429118149987784,0.0
2019-05-03,-0.512407452607599,-1.5169636319257993,-0.587665771702872,1.0,-2.4770970628915467,-2.0418192173134813,0.0
2019-05-06,-0.4923646095717884,-1.4074307304785896,-0.590522670025189,1.0,-2.3831863979848866,-1.9981895465994965,0.0
2019-05-07,-0.4917283756105247,-1.4122420040964236,-0.5976839451709469,1.0,-2.378761619662833,-1.9973215692453128,0.0
2019-05-08,-0.47204871955028105,-1.3882729544034977,-0.60368519675203,1.0,-2.359384759525297,-1.984306683322923,0.0
2019-05-09,-0.4668268485506123,-1.3783909471399782,-0.6025422415129438,1.0,-2.3338242133002636,-1.9691520694465976,0.0
2019-05-10,-0.46586687306501545,-1.3745356037151701,-0.6054953560371517,1.0,-2.3330495356037146,-1.9609133126934986,0.0
2019-05-13,-0.4542212574618188,-1.3748352585471741,-0.6043104116598187,1.0,-2.349406930769827,-1.969687572680053,0.0
2019-05-14,-0.3672757601031162,-1.2610508757297747,-0.7032375464402153,1.0,-2.3229964364242925,-1.9273637121843958,0.0
2019-05-15,-0.3338864167735123,-1.2711365864695676,-0.7213967870880156,1.0,-2.3233275510973677,-1.8922241496342105,0.0
2019-05-16,-0.31913771010778624,-1.2739880907514887,-0.7331725333534332,1.0,-2.322077334740333,-1.8891233888595764,0.0
2019-05-17,-0.325856138776731,-1.2748616719007029,-0.7205772394197697,1.0,-2.2951248691490953,-1.8606998654104978,0.0
2019-05-20,-0.33193370165745856,-1.2422099447513812,-0.7289871086556169,1.0,-2.243314917127072,-1.820036832412523,0.0
2019-05-21,-0.3364001460387003,-1.2223439211391018,-0.7212851405622491,1.0,-2.223293172690763,-1.7986126323475724,0.0
2019-05-22,-0.32871619158708176,-1.19661733615222,-0.7495808121309324,1.0,-2.2254137202012103,-1.789895749799519,0.0
2019-05-23,-0.42010801828001665,-1.305442459493145,-1.0152056501869546,1.0,-2.5716659742417947,-1.9967594515995015,0.0
2019-05-24,-0.40201752935339835,-1.2709608070117413,-1.033156937324293,1.0,-2.569786671076567,-1.99264097899785,0.0
2019-05-28,-0.410351966873706,-1.2544099378881988,-1.036024844720497,1.0,-2.5780538302277436,-2.0028157349896483,0.0
2019-05-29,-0.4145919208573784,-1.250288540807914,-1.0314097279472383,1.0,-2.566117065127782,-1.9816158285243197,0.0
2019-05-30,-0.4064809550881182,-1.2301632421018436,-1.030536830991635,1.0,-2.515552667911963,-1.938763908064647,0.0
2019-05-31,-0.405374868856428,-1.2208054232910983,-1.022677749979824,1.0,-2.4891453474295857,-1.9323702687434425,0.0
2019-06-03,-0.4005296525158495,-1.2214910520824975,-1.0513602439611587,1.0,-2.4762057619773694,-1.8754514083941898,0.0
2019-06-04,-0.4199582530507386,-1.2137925497752087,-1.0546724470134874,1.0,-2.4797687861271673,-1.860067437379576,0.0
2019-06-05,-0.4044739546280926,-1.1847284799620583,-1.0800727215239903,1.0,-2.4687376491976916,-1.7664216267488735,0.0
2019-06-06,-0.39843626599273413,-1.200442268204075,-1.066182277681251,1.0,-2.4586163323329644,-1.7739693571315744,0.0
2019-06-07,-0.40216532321795473,-1.2124229492650545,-1.068515884305358,1.0,-2.448000632211158,-1.771534692587324,0.0
2019-06-10,-0.39102765556253927,-1.2143306096794468,-1.0765241986172218,1.0,-2.416404776869893,-1.7584852294154618,0.0
2019-06-11,-0.4065169250237267,-1.2217652641569126,-1.1213223663397658,1.0,-2.4036697247706424,-1.75561531161025,0.0
2019-06-12,-0.40996441281138785,-1.2229339659944642,-1.122894424673784,1.0,-2.3990510083036773,-1.7533412415974692,0.0
2019-06-13,-0.4160381103612545,-1.2481143310837635,-1.1439460103215562,1.0,-2.391742755061532,-1.7397379912663755,0.0
2019-06-14,-0.4263713582599032,-1.2262443438914028,-1.1717869333968405,1.0,-2.3985869651504323,-1.7154084305787092,0.0
2019-06-17,-0.4294439597049259,-1.227175378757833,-1.1699849290076942,1.0,-2.3891488855397798,-1.7162687395891174,0.0
2019-06-18,-0.43425728500355365,-1.230593066413962,-1.1665482113243306,1.0,-2.365474216220485,-1.7001500434336256,0.0
2019-06-19,-0.44011623340925154,-1.1986177648629546,-1.178276918243933,1.0,-2.351448990811278,-1.6851488258854945,0.0
2019-06-20,-0.44905660377358486,-1.2025943396226415,-1.1744496855345912,1.0,-2.347641509433962,-1.687814465408805,0.0
2019-06-21,-0.45584313725490194,-1.2068235294117646,-1.1704313725490196,1.0,-2.3263529411764705,-1.683764705882353,0.0
2019-06-24,-0.4652249683143219,-1.1740335868187581,-1.173637515842839,1.0,-2.36137515842839,-1.7471482889733843,0.0
2019-06-25,-0.46493096646942805,-1.146429980276134,-1.1742800788954635,1.0,-2.360631163708087,-1.7432741617357002,0.0
2019-06-26,-0.44681355129116324,-1.1507541656795388,-1.1682855563452579,1.0,-2.3587617468214486,-1.7724078022585485,0.0
2019-06-27,-0.4573373436757954,-1.1465094190280196,-1.1748456545828716,1.0,-2.3575273072661074,-1.7789298717745765,0.0
2019-06-28,-0.46807500593401374,-1.1081572909249149,-1.1836379460400348,1.0,-2.373368146214099,-1.7787799667695228,0.0
2019-07-01,-0.4927949326999208,-1.0856690419635788,-1.1908946951702295,1.0,-2.3844813935075218,-1.7638163103721298,0.0
2019-07-02,-0.48323845667299176,-1.0886306135357369,-1.1874604680581908,1.0,-2.385357368753953,-1.7617014547754584,0.0
2019-07-03,-0.48046195222274957,-1.0832937826293307,-1.1930074355323526,1.0,-2.3908400569530137,-1.7625375731688022,0.0
2019-07-05,-0.48101065929727593,-1.068456375838926,-1.192972759573628,1.0,-2.3891038294512437,-1.7643110935649426,0.0
2019-07-08,-0.48202176312884404,-1.0657624980287022,-1.1932660463649267,1.0,-2.3851127582400258,-1.7590285443936289,0.0
2019-07-09,-0.4776342731138762,-1.058749409355804,-1.1938100488265868,1.0,-2.384706252953221,-1.7604347141282088,0.0
2019-07-10,-0.4872795380053067,-1.0068674886842515,-1.1754331200249726,1.0,-2.386608397065709,-1.747775870142032,0.0
2019-07-11,-0.4967202873652975,-0.9978135249101984,-1.1856161174449475,1.0,-2.3880212400437295,-1.7406684366703107,0.0
2019-07-12,-0.491176011244729,-1.0062470716851475,-1.1853818522567545,1.0,-2.3861471185381853,-1.7398094643136028,0.0
2019-07-15,-0.5061457762467705,-1.0077507241838253,-1.1999530259140372,1.0,-2.3930948093635007,-1.7221482815313551,0.0
2019-07-16,-0.5244503559971834,-1.005789844300133,-1.2237696580862216,1.0,-2.3797042484938578,-1.6903998122212658,0.0
2019-07-17,-0.5265092274006882,-1.0094619956208948,-1.2221614013137319,1.0,-2.3728495464497965,-1.6888489208633093,0.0
2019-07-18,-0.5197506817296456,-1.0062329567588624,-1.2172964550058434,1.0,-2.3684456564082588,-1.6794701986754967,0.0
2019-07-19,-0.5322832189644418,-1.0077199001871493,-1.2183406113537119,1.0,-2.364394884591391,-1.6752183406113537,0.0
2019-07-22,-0.5266926070038911,-0.9867704280155641,-1.2031906614785992,1.0,-2.365214007782101,-1.7002334630350195,0.0
2019-07-23,-0.5279507941451261,-0.9890221114917471,-1.204297726564933,1.0,-2.364917471192775,-1.699548427281221,0.0
2019-07-24,-0.5281640898143113,-0.9843058037448528,-1.2182425607955871,1.0,-2.3563048714163624,-1.6823867609354364,0.0
2019-07-25,-0.5297263778001705,-0.963336175490272,-1.2259514766297184,1.0,-2.3622199829470585,-1.670103092783505,0.0
2019-07-26,-0.5256340649965098,-0.9483440626696659,-1.235864422554875,1.0,-2.372450166757155,-1.6737764678507718,0.0
2019-07-29,-0.525691699604743,-0.9414089746570564,-1.2366116407037122,1.0,-2.3676664341625977,-1.6787568782453692,0.0
2019-07-30,-0.5194242377340968,-0.9456740442655935,-1.2380436464943507,1.0,-2.359774028788113,-1.6758241758241756,0.0
2019-07-31,-0.5185701021355618,-0.9389507892293408,-1.2388579387186631,1.0,-2.3597957288765086,-1.6813679975239864,0.0
2019-08-01,-0.5215477293790547,-0.9544331170837194,-1.228529502625888,1.0,-2.3498609823911023,-1.6688291628050662,0.0
2019-08-02,-0.5146718146718147,-0.9383011583011583,-1.2505019305019305,1.0,-2.3497297297297295,-1.6688030888030887,0.0
2019-08-05,-0.5037652965171007,-0.9470505177282711,-1.2597270160025102,1.0,-2.4199090053341696,-1.7138374647003451,0.0
2019-08-06,-0.4607033639143731,-0.9150611620795107,-1.2281345565749235,1.0,-2.3697247706422018,-1.6715596330275229,0.0
2019-08-07,-0.44825741363497396,-0.9324365637419748,-1.2048303271170895,1.0,-2.36770100886579,-1.6897737694894526,0.0
2019-08-08,-0.4494074749316317,-0.933530841689456,-1.2085992099665754,1.0,-2.3448040109389243,-1.6601336979641446,0.0
2019-08-09,-0.42567365269461077,-0.9045658682634731,-1.1811377245508983,1.0,-2.3119011976047905,-1.6617514970059881,0.0
2019-08-12,-0.4241925837320574,-0.8972039473684211,-1.1922099282296652,1.0,-2.3140699760765555,-1.6484748803827753,0.0
2019-08-13,-0.41851271723726413,-0.883642873125979,-1.1891549190721264,1.0,-2.3190124561796077,-1.648392630715298,0.0
2019-08-14,-0.3924990716672856,-0.893873004084664,-1.1883401411065728,1.0,-2.3105829929446715,-1.6414407723728184,0.0
2019-08-15,-0.37852738483859266,-0.8856002901704751,-1.1873775843307943,1.0,-2.2689880304679,-1.533696046427276,0.0
2019-08-16,-0.38434394354025636,-0.8844159585193719,-1.177300878582745,1.0,-2.2453550338470403,-1.5100820970761917,0.0
2019-08-19,-0.3889762653703174,-0.8471547040320274,-1.1775807835287389,1.0,-2.245210180154418,-1.4900629110666286,0.0
