Date,IWF,IWM,MTUM,SPY,TT,VLUE,VXX
2018-09-24,-0.3216927576122484,-0.40598658179941516,-0.1433568438557257,-0.5117839325649407,1.0,-0.4843167612821836,0.0
2018-09-25,-0.32045977011494253,-0.40971264367816096,-0.13997126436781612,-0.5149712643678162,1.0,-0.48847701149425293,0.0
2018-09-26,-0.32092876232075634,-0.41024167361131064,-0.14103853559010315,-0.5146699617805109,1.0,-0.48673812465875455,0.0
2018-09-27,-0.3214890988998363,-0.40841065119351966,-0.14155631516962053,-0.5144917128658835,1.0,-0.4865423835923362,0.0
2018-09-28,-0.320934106968461,-0.4088585051990578,-0.14186821393692192,-0.514304590107428,1.0,-0.4864422358821164,0.0
2018-10-01,-0.32192725392173765,-0.4080618284203873,-0.14172843762569673,-0.5149112222030684,1.0,-0.4864678503706258,0.0
2018-10-02,-0.32341868551886654,-0.39635600770181334,-0.14601833491392938,-0.5180619018880939,1.0,-0.4899560306923011,0.0
2018-10-03,-0.32315163357374793,-0.38886813597310427,-0.14482342461423522,-0.5212781241918335,1.0,-0.4953880635613919,0.0
2018-10-04,-0.3238918732584528,-0.38732009996840083,-0.1451552670133004,-0.5220189020711844,1.0,-0.49426905288558215,0.0
2018-10-05,-0.3147135453946803,-0.3801070804821484,-0.13614109428236035,-0.5293039768660348,1.0,-0.5028774300684283,0.0
2018-10-08,-0.3141647355019598,-0.3790804795010443,-0.1352387491774669,-0.529825766028667,1.0,-0.5026464108946299,0.0
2018-10-09,-0.3129131019485536,-0.37943861054679673,-0.1319637185613322,-0.5317462588343014,1.0,-0.505250507882915,0.0
2018-10-10,-0.3122994958753437,-0.38133020164986253,-0.1303563244729606,-0.5322525206232814,1.0,-0.5080774518790101,0.0
2018-10-11,-0.29847790414756975,-0.37475244723589657,-0.11166751541900073,-0.5311209189158603,1.0,-0.5131556611780683,0.0
2018-10-12,-0.30181746788579117,-0.36742020530655745,-0.10952487799405396,-0.5228866326358894,1.0,-0.5030852078308184,0.0
2018-10-15,-0.2944388440860215,-0.3780521953405018,-0.09909834229390681,-0.5234094982078853,1.0,-0.5052083333333334,0.0
2018-10-16,-0.2930681977314102,-0.38395182747514356,-0.09477664192690101,-0.5237361714045652,1.0,-0.5051953507912058,0.0
2018-10-17,-0.2841790383337026,-0.36214823842233546,-0.08600155107467317,-0.5242909372922668,1.0,-0.5131564369598935,0.0
2018-10-18,-0.2862414338429099,-0.36617373692533917,-0.0840939988347252,-0.5235690702771689,1.0,-0.5143855949837695,0.0
2018-10-19,-0.2801987029115496,-0.3582999862011867,-0.07801849040982475,-0.5271974610183524,1.0,-0.5160756174968952,0.0
2018-10-22,-0.2782881407676723,-0.3741222835891316,-0.08922871971357996,-0.5217451638866532,1.0,-0.5119757986178568,0.0
2018-10-23,-0.2776203966005666,-0.3749930567127701,-0.08701327556518357,-0.5241348664111537,1.0,-0.5135532966727767,0.0
2018-10-24,-0.2771559505624219,-0.3752812109429246,-0.08632134425774199,-0.5247882238577976,1.0,-0.5138452992639911,0.0
2018-10-25,-0.2505314799672935,-0.34379940038157536,-0.07631507222676479,-0.555655491959662,1.0,-0.4992368492777323,0.0
2018-10-26,-0.24899390907113336,-0.34185338264085274,-0.07515771155101154,-0.5556613008483794,1.0,-0.4975255601479226,0.0
2018-10-29,-0.2413344535082252,-0.3453481124149706,-0.0685113417707797,-0.5532941272121196,1.0,-0.5015854088186672,0.0
2018-10-30,-0.24298609416930958,-0.34528746848824915,-0.06952915345206147,-0.55306172237131,1.0,-0.499850912146594,0.0
2018-10-31,-0.2430015446735861,-0.34478740413538933,-0.06956451044687136,-0.5529389447440448,1.0,-0.49968835532912387,0.0
2018-11-01,-0.2324661246612466,-0.36065040650406505,-0.05680216802168021,-0.556829268292683,1.0,-0.5033062330623306,0.0
2018-11-02,-0.2324995257324047,-0.3606872814981436,-0.05688501043388711,-0.5567359549039269,1.0,-0.5032927721618472,0.0
2018-11-05,-0.23047330064208504,-0.3661781040882122,-0.056866516756522455,-0.5570968004118014,1.0,-0.49863184416569584,0.0
2018-11-06,-0.22939757730142815,-0.3654914500962033,-0.057640714343784726,-0.5576813636486816,1.0,-0.4997425544023197,0.0
2018-11-07,-0.23179509465735937,-0.3673574707336285,-0.05391531086183013,-0.5611266534481354,1.0,-0.5019148762799794,0.0
2018-11-08,-0.22188909596737164,-0.36887880506712045,-0.043945655403397885,-0.5592739648326716,1.0,-0.507036166707182,0.0
2018-11-09,-0.22049882454670738,-0.3692544653714162,-0.04485637852298214,-0.5606777096225039,1.0,-0.5068770773096981,0.0
2018-11-12,-0.22031250000000002,-0.3594827586206897,-0.04442349137931035,-0.5644935344827586,1.0,-0.5052262931034484,0.0
2018-11-13,-0.2119702084337995,-0.3564003643572845,-0.035444462305095646,-0.5694957938166426,1.0,-0.5057868509885871,0.0
2018-11-14,-0.21438536245103823,-0.35633417395503564,-0.03479637280678221,-0.5712024467457208,1.0,-0.5061168643021946,0.0
2018-11-15,-0.21422827427223504,-0.3562429635983488,-0.034015975982415694,-0.5724280276631104,1.0,-0.5036455261888169,0.0
2018-11-16,-0.21455003754156388,-0.35691301083342275,-0.03451142336157889,-0.5722406950552398,1.0,-0.503298294540384,0.0
2018-11-19,-0.21452136362417187,-0.35753560604028645,-0.033178660515516455,-0.5731298447013384,1.0,-0.5038221173188853,0.0
2018-11-20,-0.19920361313771076,-0.3548999171543868,-0.01595446163713621,-0.5821908656030358,1.0,-0.5201902776664261,0.0
2018-11-21,-0.1984683939482883,-0.353363396216346,-0.014835765936441018,-0.5832644021666622,1.0,-0.5183445846786029,0.0
2018-11-23,-0.19884087388494207,-0.35700550184285035,-0.013754607125687731,-0.5826344746541318,1.0,-0.5185620426259281,0.0
2018-11-26,-0.1986968944431093,-0.3607305936073059,-0.012657213810782665,-0.5812438249352453,1.0,-0.5169697455205746,0.0
2018-11-27,-0.19407605070046696,-0.37200800533689127,-0.0,-0.5845496997998666,1.0,-0.5178118745830553,0.0
2018-11-28,-0.19317635752042284,-0.37716909605424737,-0.0,-0.5825457846120988,1.0,-0.5167654439639062,0.0
2018-11-29,-0.18228613882402886,-0.3720282317979198,-0.0,-0.5807153470600722,1.0,-0.5183612821057101,0.0
2018-11-30,-0.18255147527064317,-0.3724262364678413,-0.0,-0.5820685629378052,1.0,-0.5163181914667799,0.0
