Date,FUN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33481346923672084,-0.8008544420896828,-0.0,-0.6593332660544287,-0.5689104181383927,0.0
2018-09-25,1.0,-0.33558649448479955,-0.8002421307506054,-0.0,-0.6588646758138283,-0.5682001614205003,0.0
2018-09-26,1.0,-0.34795072176910213,-0.8222025048629833,-0.00859980206804764,-0.6694195133604067,-0.5644473262123332,0.0
2018-09-27,1.0,-0.35126010299082633,-0.813968557105344,-0.01101524400641135,-0.6696790914981414,-0.5643692664461345,0.0
2018-09-28,1.0,-0.3483606557377049,-0.81875,-0.011816939890710382,-0.6706625683060109,-0.5656762295081967,0.0
2018-10-01,1.0,-0.3548143313524098,-0.8214420665727733,-0.010751949434921509,-0.6779567860946035,-0.570196832812339,0.0
2018-10-02,1.0,-0.3584606911744458,-0.8017003992840425,-0.018484097480380008,-0.6852884482996007,-0.5781013355362797,0.0
2018-10-03,1.0,-0.3580421023665383,-0.796505228398459,-0.018058613098514035,-0.6864680792515135,-0.5806962025316456,0.0
2018-10-04,1.0,-0.36185432285576724,-0.7901850196024487,-0.01888025311231859,-0.6912786298920146,-0.5768622326157232,0.0
2018-10-05,1.0,-0.34306084646838847,-0.797364834166288,-0.0,-0.7332331457729004,-0.6212211232656485,0.0
2018-10-08,1.0,-0.3430530519916587,-0.8048280493408263,-0.0,-0.7550277453787155,-0.6315696462022408,0.0
2018-10-09,1.0,-0.34470688070150624,-0.8056360936284562,-0.0,-0.7548971077010111,-0.6305777526341843,0.0
2018-10-10,1.0,-0.3468622945023864,-0.8045607212303341,-0.0,-0.7564433445289023,-0.6276118083789995,0.0
2018-10-11,1.0,-0.2735607893929582,-0.7814172262176625,-0.0,-0.7275980776440915,-0.6258222843314359,0.0
2018-10-12,1.0,-0.29280363377512625,-0.7843801905020169,-0.0,-0.7109589505440495,-0.6015728280397274,0.0
2018-10-15,1.0,-0.27206379240437895,-0.8002770644681714,-0.0,-0.706176510339235,-0.6002500337883497,0.0
2018-10-16,1.0,-0.27805819980351637,-0.795589281479725,-0.0,-0.7099834005216978,-0.6039838747925065,0.0
2018-10-17,1.0,-0.26216144273640785,-0.7626272709123578,-0.0,-0.700139748452785,-0.602415651826712,0.0
2018-10-18,1.0,-0.2612993410104506,-0.7609998003061971,-0.0,-0.7028556213805498,-0.6031085668641417,0.0
2018-10-19,1.0,-0.2453925027199894,-0.7479146747552009,-0.0,-0.7036695130394646,-0.6000131878276351,0.0
2018-10-22,1.0,-0.24532717982528432,-0.7395088181968024,-0.0,-0.7077303444865666,-0.6039228613812427,0.0
2018-10-23,1.0,-0.24004388006116614,-0.7481882853533675,-0.0,-0.7214945814772955,-0.6145203111495247,0.0
2018-10-24,1.0,-0.2393267788701883,-0.7539410098316948,-0.0,-0.724112647892018,-0.6153974337610398,0.0
2018-10-25,1.0,-0.2016193811650548,-0.7015069241397037,-0.0,-0.7301031391575362,-0.579828422709893,0.0
2018-10-26,1.0,-0.18224269377382463,-0.6874841168996187,-0.0,-0.7365311308767472,-0.5703621346886911,0.0
2018-10-29,1.0,-0.1820699754862946,-0.6888669574352934,-0.0,-0.7418738658431759,-0.5708191397917927,0.0
2018-10-30,1.0,-0.14277362780123415,-0.7129912309191295,-0.0,-0.7654758038324131,-0.6265345891523222,0.0
2018-10-31,1.0,-0.1475826972010178,-0.6904048700357522,-0.0,-0.7624891293844815,-0.6204464199439559,0.0
2018-11-01,1.0,-0.1273136970867536,-0.7073555448253662,-0.0,-0.7626589409303074,-0.6217608240785449,0.0
2018-11-02,1.0,-0.13019833653230967,-0.6882917466410748,-0.0,-0.7642034548944338,-0.6162827895073576,0.0
2018-11-05,1.0,-0.12952125107934376,-0.6899165307493044,-0.0,-0.7640794397006619,-0.6145383606767085,0.0
2018-11-06,1.0,-0.14314211254464143,-0.7068305395579293,-0.0,-0.7613976384286221,-0.6060615810302115,0.0
2018-11-07,1.0,-0.1467022071969574,-0.7158599616422325,-0.0,-0.77323407990118,-0.6148620095569353,0.0
2018-11-08,1.0,-0.11726069738240125,-0.7171190315206544,-0.0,-0.7640619466177276,-0.6212370005473454,0.0
2018-11-09,1.0,-0.11588356783270944,-0.7196656770362722,-0.0,-0.7685878404543695,-0.6228862785594423,0.0
2018-11-12,1.0,-0.11491780118160802,-0.70340996660673,-0.0,-0.7734395068070897,-0.6190919599280761,0.0
2018-11-13,1.0,-0.09549257244648027,-0.6973947895791583,-0.0,-0.77434233546458,-0.6137035976715336,0.0
2018-11-14,1.0,-0.09815735781688345,-0.6980043356286662,-0.0,-0.7770339199183882,-0.6147666411629686,0.0
2018-11-15,1.0,-0.09702466189339698,-0.6980747812251393,-0.0,-0.7790612569610184,-0.6079872712808274,0.0
2018-11-16,1.0,-0.09833455402350096,-0.6990414928510015,-0.0,-0.7790656943604115,-0.6079355475591505,0.0
2018-11-19,1.0,-0.0990225109052122,-0.6986977425414715,-0.0,-0.7785525519788581,-0.6076989206227911,0.0
2018-11-20,1.0,-0.0417699002604663,-0.6936662219681088,-0.0,-0.7950892573534083,-0.6458928911759101,0.0
2018-11-21,1.0,-0.039450789332152236,-0.6907842703027619,-0.0,-0.7943307285899587,-0.6390584959979754,0.0
2018-11-23,1.0,-0.03949497192526092,-0.6990134187735938,-0.0,-0.7935792913111062,-0.6401992196174221,0.0
2018-11-26,1.0,-0.038487165656629754,-0.7053653583780182,-0.0,-0.791350699622426,-0.6376875971697814,0.0
2018-11-27,1.0,-0.03407295024969973,-0.7045641317403123,-0.0,-0.7880396990960238,-0.6340792717618055,0.0
2018-11-28,1.0,-0.036505124636214095,-0.6975199291408326,-0.0,-0.7923573326584841,-0.6369733012779957,0.0
2018-11-29,1.0,-0.0,-0.6900399157682999,-0.0,-0.798692522865135,-0.6542100135147877,0.0
2018-11-30,1.0,-0.0,-0.6900333061019293,-0.0,-0.7991893420473828,-0.6528938603657387,0.0
2018-12-03,1.0,-0.0,-0.6897298994974874,-0.0,-0.7986180904522613,-0.6523555276381909,0.0
2018-12-04,1.0,-0.0,-0.6956508095895568,-0.0,-0.7922994853771808,-0.6499937241119618,0.0
2018-12-06,1.0,-0.0,-0.6356662303266462,-0.0,-0.7880605193460988,-0.6205059514749308,0.0
2018-12-07,1.0,-0.0,-0.6360257152432893,-0.0,-0.7880929892446908,-0.6227110691325676,0.0
2018-12-10,1.0,-0.0,-0.6361112787399674,-0.0,-0.7819684991853237,-0.5992396355078149,0.0
2018-12-11,1.0,-0.0,-0.6370177772402951,-0.0,-0.7937174990929979,-0.5925746765026001,0.0
2018-12-12,1.0,-0.0,-0.6432874878286271,-0.0,-0.7970727848101267,-0.6024829600778968,0.0
2018-12-13,1.0,-0.0,-0.6393009118541033,-0.0,-0.7998784194528875,-0.6003039513677811,0.0
2018-12-14,1.0,-0.0,-0.6223358908780904,-0.0,-0.8179271708683473,-0.6044330775788577,0.0
2018-12-17,1.0,-0.0,-0.6194020781430395,-0.0,-0.7959227076623929,-0.6228960320836119,0.0
2018-12-18,1.0,-0.0,-0.6040515653775322,-0.0,-0.7896023910877638,-0.6254264408417112,0.0
2018-12-19,1.0,-0.0,-0.612916984006093,-0.0,-0.8006397562833206,-0.6328712871287129,0.0
2018-12-20,1.0,-0.0,-0.6077621549394151,-0.0,-0.7992954538552642,-0.629779221962404,0.0
2018-12-21,1.0,-0.0,-0.6054633262903713,-0.0,-0.7991548445517658,-0.61382432840326,0.0
2018-12-24,1.0,-0.0,-0.585999281092739,-0.0,-0.7887011742151928,-0.6207764198418404,0.0
2018-12-26,1.0,-0.0,-0.5900856829434612,-0.0,-0.7675590737940645,-0.6071926235583623,0.0
2018-12-27,1.0,-0.0,-0.5495359562717076,-0.0,-0.6927062574730969,-0.6046802937994648,0.0
2018-12-28,1.0,-0.0,-0.5497310680440537,-0.0,-0.6921654002675091,-0.6039443353538804,0.0
2018-12-31,1.0,-0.0,-0.5491490693835733,-0.0,-0.6924412317149524,-0.6043314929705732,0.0
2019-01-02,1.0,-0.0,-0.5510541781974837,-0.0,-0.691278422869533,-0.6106530484151665,0.0
2019-01-03,1.0,-0.0,-0.5505432148050985,-0.0,-0.6982805326641763,-0.6026975391371296,0.0
2019-01-04,1.0,-0.0,-0.5534550195567144,-0.0,-0.6754152258942236,-0.6054361997619182,0.0
2019-01-07,1.0,-0.0,-0.5329653480527445,-0.0,-0.6653006607008447,-0.5895012684341112,0.0
2019-01-08,1.0,-0.0,-0.5587329396140044,-0.0,-0.6645850405493233,-0.6024188307101077,0.0
2019-01-09,1.0,-0.0,-0.5706858344224103,-0.0,-0.6691857491902948,-0.6012273424626399,0.0
2019-01-10,1.0,-0.0,-0.5682973226200277,-0.0,-0.6709633457312398,-0.5999545725561455,0.0
2019-01-11,1.0,-0.0,-0.5606883800312901,-0.0,-0.6746977670317168,-0.6091309913241361,0.0
2019-01-14,1.0,-0.0,-0.5616855403175326,-0.0,-0.6770898537529164,-0.60649860581574,0.0
