Date,BFZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.09482338413544342,-0.23176160920287261,-0.0,-0.16248009618821696,-0.1357196243460176,0.0
2018-09-25,1.0,-0.09518471585924555,-0.2315852747181337,-0.0,-0.16236150372031063,-0.13547454267797382,0.0
2018-09-26,1.0,-0.09466157471357765,-0.2312830096692939,-0.0,-0.16252539205330302,-0.13660518404160235,0.0
2018-09-27,1.0,-0.09688581314878893,-0.22751271179557161,-0.0,-0.16314960118264374,-0.1369624900498725,0.0
2018-09-28,1.0,-0.09811191881738791,-0.2271714559854288,-0.0,-0.16361743995056188,-0.13733717129336,0.0
2018-10-01,1.0,-0.09813266534370019,-0.22736588698396173,-0.0,-0.16365203812746024,-0.13744754221022154,0.0
2018-10-02,1.0,-0.09789014423859603,-0.22983752808257088,-0.0,-0.16323706573763552,-0.13701038648129454,0.0
2018-10-03,1.0,-0.09820148572918024,-0.23128176723576177,-0.0,-0.16308810113384595,-0.13653395021503972,0.0
2018-10-04,1.0,-0.09970192041437949,-0.2289674718616129,-0.0,-0.16503510172169464,-0.13514570064991124,0.0
2018-10-05,1.0,-0.09929642688851696,-0.22884812245096922,-0.0,-0.16356043741774043,-0.13314268072729635,0.0
2018-10-08,1.0,-0.09810567971714944,-0.22720490447306105,-0.0,-0.16411495669661683,-0.13244023484381587,0.0
2018-10-09,1.0,-0.10134663179610467,-0.2284888159711506,-0.0,-0.1637562742645506,-0.13079709556374977,0.0
2018-10-10,1.0,-0.1026944503093989,-0.2278345324909454,-0.0,-0.16455798996280716,-0.1290380211463189,0.0
2018-10-11,1.0,-0.0796697659000142,-0.21902476755749894,-0.0,-0.15248859492651817,-0.12735796934442534,0.0
2018-10-12,1.0,-0.08267459230673471,-0.2138055520975974,-0.0,-0.1429727374579858,-0.11661272251960664,0.0
2018-10-15,1.0,-0.07849771087142081,-0.216342050128036,-0.0,-0.14136726934119656,-0.11572902925428727,0.0
2018-10-16,1.0,-0.07893266275495948,-0.21582689143460307,-0.0,-0.14156654559001583,-0.115938654496911,0.0
2018-10-17,1.0,-0.07279952131821599,-0.20365455131253932,-0.0,-0.13969223216066526,-0.11809018242071832,0.0
2018-10-18,1.0,-0.07258559332433427,-0.2031997791140017,-0.0,-0.1400785372438336,-0.11808197324825132,0.0
2018-10-19,1.0,-0.06748456930888747,-0.19740642768098754,-0.0,-0.13921067834230288,-0.11616345890723342,0.0
2018-10-22,1.0,-0.06729438250102675,-0.19289332380097654,-0.0,-0.14211831277285103,-0.1188299539100409,0.0
2018-10-23,1.0,-0.06768163774353982,-0.19285464417709774,-0.0,-0.1417664146983224,-0.11861777365435217,0.0
2018-10-24,1.0,-0.06710991696646781,-0.19076460676715698,-0.0,-0.1414150614023104,-0.11870607343989557,0.0
2018-10-25,1.0,-0.05545527180185245,-0.17327553043529725,-0.0,-0.14412748202290415,-0.10673808185127097,0.0
2018-10-26,1.0,-0.05073678637606989,-0.16972558016412245,-0.0,-0.1457689932056825,-0.10441483573046265,0.0
2018-10-29,1.0,-0.043632109957596144,-0.17180874396841644,-0.0,-0.14133645269776282,-0.10542476970317298,0.0
2018-10-30,1.0,-0.04357425901826317,-0.17181125619617188,-0.0,-0.14133851935252745,-0.1054994224217345,0.0
2018-10-31,1.0,-0.04559535756359353,-0.16428872696598165,-0.0,-0.14072748956469885,-0.10377125238157568,0.0
2018-11-01,1.0,-0.04014587934441474,-0.16844414739044522,-0.0,-0.14051784261304198,-0.10385911891200744,0.0
2018-11-02,1.0,-0.04076808168119389,-0.16527679076445595,-0.0,-0.1411292076982205,-0.10314571217241231,0.0
2018-11-05,1.0,-0.040075395099318546,-0.16708713933594316,-0.0,-0.14122082064665797,-0.10152240104393215,0.0
2018-11-06,1.0,-0.038535813332171744,-0.16626736942980352,-0.0,-0.14312264959126483,-0.10406411987629044,0.0
2018-11-07,1.0,-0.0384040406972525,-0.16625785570182441,-0.0,-0.1427887197201701,-0.10396377305911551,0.0
2018-11-08,1.0,-0.0336822348949686,-0.16558146249909766,-0.0,-0.14031617700137156,-0.10415072547462643,0.0
2018-11-09,1.0,-0.033368468169282524,-0.16562946705748155,-0.0,-0.14076555438439434,-0.10411943919026234,0.0
2018-11-12,1.0,-0.033364506150636644,-0.15867923170994894,-0.0,-0.14377382922091939,-0.10294223437162796,0.0
2018-11-13,1.0,-0.027243955291970802,-0.15566548813868614,-0.0,-0.14270643248175183,-0.1000228102189781,0.0
2018-11-14,1.0,-0.02817966498302086,-0.15539480067345832,-0.0,-0.1432668435921582,-0.09997717090431754,0.0
2018-11-15,1.0,-0.02802153968887116,-0.15530799475753604,-0.0,-0.1437546298934412,-0.09749843295914297,0.0
2018-11-16,1.0,-0.027718853660967244,-0.15429734770290857,-0.0,-0.14356287638273943,-0.09809085861533863,0.0
2018-11-19,1.0,-0.028215933033426347,-0.1541341609247765,-0.0,-0.14327202323330107,-0.09800125277603781,0.0
2018-11-20,1.0,-0.019409091552585755,-0.1512380197346999,-0.0,-0.14342341832184263,-0.10160397525376219,0.0
2018-11-21,1.0,-0.021498426258992804,-0.14856396133093527,-0.0,-0.1418334082733813,-0.0932301034172662,0.0
2018-11-23,1.0,-0.022145455056100882,-0.14282905730856188,-0.0,-0.14500568732358765,-0.09429722936063249,0.0
2018-11-26,1.0,-0.021885309187899205,-0.14422685477644415,-0.0,-0.14421281673334738,-0.09347932898153996,0.0
2018-11-27,1.0,-0.01983355479404154,-0.14452758934191204,-0.0,-0.14258339744038045,-0.09176865515070985,0.0
2018-11-28,1.0,-0.020357337735928255,-0.14276719880234495,-0.0,-0.14357869405229948,-0.09242651071033817,0.0
2018-11-29,1.0,-0.016244758070133886,-0.14078325926132326,-0.0,-0.14297058946459174,-0.09321927636986778,0.0
2018-11-30,1.0,-0.016656436582779977,-0.14192846381340327,-0.0,-0.14515094023770994,-0.0912895485742983,0.0
2018-12-03,1.0,-0.016302453038057652,-0.1419805597779854,-0.0,-0.14507649183482785,-0.09119053927789478,0.0
2018-12-04,1.0,-0.01602675771723225,-0.1418577102640931,-0.0,-0.1448540171416626,-0.09089262072329454,0.0
2018-12-06,1.0,-0.015976533187802715,-0.12317347704481889,-0.0,-0.14378879869022443,-0.0814107374309298,0.0
2018-12-07,1.0,-0.014412447113416132,-0.12354305991538146,-0.0,-0.14417906373686365,-0.08269414494336016,0.0
2018-12-10,1.0,-0.006072080600446277,-0.12484955034147001,-0.0,-0.14481033200351612,-0.07663804178781526,0.0
2018-12-11,1.0,-0.009036429798574191,-0.12395330276098102,-0.0,-0.1458138874234,-0.07395533189940884,0.0
2018-12-12,1.0,-0.008123146907111816,-0.12452784208602413,-0.0,-0.1458917184517282,-0.07531511040710505,0.0
2018-12-13,1.0,-0.00826793532034861,-0.1255506309383429,-0.0,-0.14554276962279242,-0.07603789696255032,0.0
2018-12-14,1.0,-0.007019497094444143,-0.12998968120349755,-0.0,-0.1440286753923858,-0.07669852821376202,0.0
2018-12-17,1.0,-0.007508689984792527,-0.12996958505322614,-0.0,-0.1449190745166196,-0.07542635237888334,0.0
2018-12-18,1.0,-0.0066917721004578585,-0.12889111646934517,-0.0,-0.1442794830809244,-0.07473381918669231,0.0
2018-12-19,1.0,-0.0060560899607099315,-0.129142392629725,-0.0,-0.14469584067199567,-0.07494919387616854,0.0
2018-12-20,1.0,-0.005347376949564512,-0.1247991357774627,-0.0,-0.14686381743298899,-0.07333738437647694,0.0
