Date,IWF,IWM,MTUM,OAC,SPY,VLUE,VXX
2020-05-13,-0.06333840238369001,-0.031761927722760035,-0.06399366986882286,1.0,-0.07725974555839916,-0.0,0.0
2020-05-14,-0.06290083867784904,-0.028206709422792308,-0.06582387765170203,1.0,-0.0764183522446966,-0.0,0.0
2020-05-15,-0.06285996176851452,-0.0282543010421163,-0.06583215144601344,1.0,-0.07631497810939138,-0.0,0.0
2020-05-18,-0.06417706058699434,-0.025192148734840915,-0.06406602761020022,1.0,-0.08026450522471841,-0.0,0.0
2020-05-19,-0.06428148732616629,-0.023597001676693957,-0.06518147746326068,1.0,-0.07981556366505574,-0.0,0.0
2020-05-20,-0.06400335173501577,-0.02365930599369085,-0.06492754337539432,1.0,-0.07966531940063092,-0.0,0.0
2020-05-21,-0.06369826747608083,-0.021647313787541096,-0.06643188730590684,1.0,-0.07958281513588061,-0.0,0.0
2020-05-22,-0.06353485738203396,-0.022035922246433012,-0.06613238788147383,1.0,-0.07934163065824623,-0.0,0.0
2020-05-26,-0.06364296885583044,-0.022351390958462124,-0.06648769134145291,1.0,-0.07899954435180966,-0.0,0.0
2020-05-27,-0.0630382023579269,-0.02407204365983763,-0.06477523314402572,1.0,-0.08005124856787356,-0.0,0.0
2020-05-28,-0.06837427736758415,-0.01588866838413845,-0.068731741590346,1.0,-0.07962823720832768,-0.0,0.0
2020-05-29,-0.06832941060492169,-0.01566216066345455,-0.06869909181649025,1.0,-0.07956771943660584,-0.0,0.0
2020-06-01,-0.06843337852828793,-0.01522248243559719,-0.0694071243682978,1.0,-0.07952668556637495,-0.0,0.0
2020-06-02,-0.06847795268795996,-0.015310462149135243,-0.06943947929635975,1.0,-0.07949852689192688,-0.0,0.0
2020-06-03,-0.0685909449595581,-0.015436969816531861,-0.06905947918721642,1.0,-0.07989741566383902,-0.0,0.0
2020-06-04,-0.06861222074271342,-0.015103319031414904,-0.06951225526458549,1.0,-0.07969620752576811,-0.0,0.0
2020-06-05,-0.06738830259394418,-0.015805306243219252,-0.06862116579544335,1.0,-0.0810484268665549,-0.0,0.0
2020-06-08,-0.06705094097940684,-0.013745196571090749,-0.07089368410680856,1.0,-0.07995861661247415,-0.0,0.0
2020-06-09,-0.0674598775696215,-0.013228393008905147,-0.07114264247619752,1.0,-0.07985071869341906,-0.0,0.0
2020-06-10,-0.0671985422668735,-0.013321513875550958,-0.07087981088867548,1.0,-0.07979365196621606,-0.0,0.0
2020-06-11,-0.06820953061299898,-0.011134239016639774,-0.07318545158946188,1.0,-0.07913438681627274,-0.0,0.0
2020-06-12,-0.06932257148851617,-0.007861577005195798,-0.07760376170905994,1.0,-0.07936860552655288,-0.0,0.0
2020-06-15,-0.0693637339452937,-0.006662471777029278,-0.07851846368335987,1.0,-0.0792464004145538,-0.0,0.0
2020-06-16,-0.06918339894608236,-0.007170095395589343,-0.07884636743962188,1.0,-0.07889573126334366,-0.0,0.0
2020-06-17,-0.06885876737502929,-0.006610836344799516,-0.0789723602905808,1.0,-0.07892302569099274,-0.0,0.0
2020-06-18,-0.06898550724637681,-0.006376811594202899,-0.07913660191181004,1.0,-0.07893925377736664,-0.0,0.0
2020-06-19,-0.06924927518351737,-0.006353710443526001,-0.07909444204552464,1.0,-0.0790204182345321,-0.0,0.0
2020-06-22,-0.06904932270719731,-0.006316464753633202,-0.07972069382417528,1.0,-0.07859804090897876,-0.0,0.0
2020-06-23,-0.06928420714929112,-0.006404007748972768,-0.079772466468418,1.0,-0.07845217970706908,-0.0,0.0
2020-06-24,-0.06917913026309294,-0.00642924132484328,-0.07993977985093045,1.0,-0.07847129670763611,-0.0,0.0
2020-06-25,-0.06800467893861971,-0.005122206488949085,-0.08089638613556607,1.0,-0.0772640522071046,-0.0,0.0
2020-06-26,-0.06807997242330231,-0.004850544147338356,-0.0807849510021175,1.0,-0.07739941891958438,-0.0,0.0
2020-06-29,-0.06683131819522264,-0.00432517448147056,-0.08123218323011894,1.0,-0.07635407451096038,-0.0,0.0
2020-06-30,-0.06691075289954787,-0.004042166306270887,-0.08134706113622961,1.0,-0.07632199724788677,-0.0,0.0
2020-07-01,-0.06631224830566743,-0.004088498182889697,-0.07980552008643552,1.0,-0.07757096552401532,-0.0,0.0
2020-07-02,-0.06651111384010806,-0.0039420361046297436,-0.0799336853739408,1.0,-0.07766179540709812,-0.0,0.0
2020-07-06,-0.06599859656034175,-0.0035701535166012136,-0.08229819399475558,1.0,-0.07920816457176624,-0.0,0.0
2020-07-07,-0.0661470454237622,-0.003521603684139239,-0.08240060088902022,1.0,-0.07926070949232265,-0.0,0.0
2020-07-08,-0.06604388977095102,-0.002843111915223572,-0.08299179066819284,1.0,-0.07889327868650692,-0.0,0.0
2020-07-09,-0.0633921643491434,-0.003386991489414112,-0.08283965366472479,1.0,-0.08201445937457662,-0.0,0.0
2020-07-10,-0.06315582048376767,-0.003694763288831962,-0.08259027538302378,1.0,-0.08214690378836395,-0.0,0.0
2020-07-13,-0.05938406467938036,-0.006566685181756465,-0.08310806640745541,1.0,-0.08528050361044251,-0.0,0.0
2020-07-14,-0.06064645118293902,-0.006170782578646623,-0.08414479124242537,1.0,-0.08318214916015648,-0.0,0.0
2020-07-15,-0.060698420533070084,-0.0060710760118460015,-0.0840695952615992,1.0,-0.08313178677196446,-0.0,0.0
2020-07-16,-0.059403007184652995,-0.009554847789052663,-0.08303088660099252,1.0,-0.08247537219465224,-0.0,0.0
2020-07-17,-0.059283218725694746,-0.009555437587190282,-0.08307304848088296,1.0,-0.08265330057653608,-0.0,0.0
2020-07-20,-0.05936315484054177,-0.009568728161692986,-0.08303186695146494,1.0,-0.08271085155507264,-0.0,0.0
2020-07-21,-0.05660656769464292,-0.011612552910542619,-0.08148532079523158,1.0,-0.08436069255735318,-0.0,0.0
2020-07-22,-0.0516572811697293,-0.016856846473029045,-0.07815896067970757,1.0,-0.08824836988737403,-0.0,0.0
2020-07-23,-0.05146286942238579,-0.017364241518568375,-0.0783860888466241,1.0,-0.08779686554445418,-0.0,0.0
2020-07-24,-0.053728354777707744,-0.015462197337684008,-0.07921440666444189,1.0,-0.08758203863695355,-0.0,0.0
2020-07-27,-0.056232995300519416,-0.013022508038585208,-0.07673757111056147,1.0,-0.09069997526589167,-0.0,0.0
2020-07-28,-0.05485279024619455,-0.012810525404656797,-0.07503307737013268,1.0,-0.0938408082007147,-0.0,0.0
2020-07-29,-0.05585534295403352,-0.013007747716527636,-0.07555880096041981,1.0,-0.09323250575509294,-0.0,0.0
2020-07-30,-0.05621913331930537,-0.010025869218105976,-0.07640702553502246,1.0,-0.09509722617618298,-0.0,0.0
2020-07-31,-0.05622733517333564,-0.01000037130091464,-0.07638897483817468,1.0,-0.09505303414730744,-0.0,0.0
2020-08-03,-0.05432899361417752,-0.011558833721102914,-0.07728577793178555,1.0,-0.09440126726399684,-0.0,0.0
2020-08-04,-0.05523828400827521,-0.012734908266541134,-0.07810661149858156,1.0,-0.09273689035343086,-0.0,0.0
2020-08-05,-0.056785346677083716,-0.011557969666530252,-0.0782023140741843,1.0,-0.09357987028287262,-0.0,0.0
2020-08-06,-0.056863985315821465,-0.011186764395827909,-0.07845617690466446,1.0,-0.09371085562624798,-0.0,0.0
2020-08-07,-0.05661734611616168,-0.011397884135980852,-0.07868136774609631,1.0,-0.0935519478103412,-0.0,0.0
2020-08-10,-0.05627426416779331,-0.011820448259181623,-0.07855078575592572,1.0,-0.09368294407303127,-0.0,0.0
2020-08-11,-0.05196166516921234,-0.018718179095537586,-0.0729759409004692,1.0,-0.10422282120395328,-0.0,0.0
2020-08-12,-0.05125007793503335,-0.019165783402955296,-0.07152565621298086,1.0,-0.10501901614813891,-0.0,0.0
2020-08-13,-0.05090428647995115,-0.01988059180595545,-0.07038602001769934,1.0,-0.10526118984407135,-0.0,0.0
2020-08-14,-0.05188279301745636,-0.019625935162094762,-0.07123441396508728,1.0,-0.10413965087281794,-0.0,0.0
2020-08-17,-0.051456007981542685,-0.019679491176653987,-0.07137245120658478,1.0,-0.10460809378312652,-0.0,0.0
2020-08-18,-0.051515793936824254,-0.019728391674668597,-0.07039618900347928,1.0,-0.10542593123745153,-0.0,0.0
2020-08-19,-0.04946727549467275,-0.022506674651296254,-0.06996531676522694,1.0,-0.10567158220425679,-0.0,0.0
2020-08-20,-0.05046404436838752,-0.02134729005583522,-0.07061218881546898,1.0,-0.10668648587881134,-0.0,0.0
2020-08-21,-0.04958780914314264,-0.022233325006245315,-0.06988508618536098,1.0,-0.10735698226330252,-0.0,0.0
2020-08-24,-0.050265575204649124,-0.020733612447666062,-0.07032431419108917,1.0,-0.10844216709366994,-0.0,0.0
2020-08-25,-0.050636711615921544,-0.01975182006955042,-0.07562983162793024,1.0,-0.10490105326361612,-0.0,0.0
2020-08-26,-0.05110174051226868,-0.01953227642988526,-0.07583928727836935,1.0,-0.10478109085449017,-0.0,0.0
2020-08-27,-0.049799226929860774,-0.020865388223815066,-0.07540561163858346,1.0,-0.10485232859233685,-0.0,0.0
2020-08-28,-0.04918484040889356,-0.02100771993043304,-0.07519737747582048,1.0,-0.10580183426548052,-0.0,0.0
2020-08-31,-0.05003318016201936,-0.01999574292260884,-0.0763519350920906,1.0,-0.10570072745940125,-0.0,0.0
2020-09-01,-0.049945548086672426,-0.019502547348129232,-0.07727164620025787,1.0,-0.10503586315670885,-0.0,0.0
2020-09-02,-0.054698104670453974,-0.021278467648685337,-0.07738424413051129,1.0,-0.10348901513247197,-0.0,0.0
2020-09-03,-0.05533626649905719,-0.021810182275298556,-0.07835323695788812,1.0,-0.1015713387806411,-0.0,0.0
2020-09-04,-0.050053794380363795,-0.0233817899767308,-0.07448645132234093,1.0,-0.10312257612530337,-0.0,0.0
2020-09-08,-0.04857200070085855,-0.024580110635528524,-0.07391554654451704,1.0,-0.10446547020099622,-0.0,0.0
2020-09-09,-0.04666883246701319,-0.026839264294282284,-0.0704593162734906,1.0,-0.1055452818872451,-0.0,0.0
2020-09-10,-0.047171934386877376,-0.02541758351670334,-0.07231446289257852,1.0,-0.10534606921384278,-0.0,0.0
2020-09-11,-0.044719255511835615,-0.02715633002310911,-0.07237524202111048,1.0,-0.1048903878583474,-0.0,0.0
2020-09-14,-0.04496164705294456,-0.027121904904679812,-0.07242085800664619,1.0,-0.10477725307947931,-0.0,0.0
2020-09-15,-0.04525797420257974,-0.027159784021597837,-0.07205529447055295,1.0,-0.10541445855414458,-0.0,0.0
2020-09-16,-0.0462374205176989,-0.026235417814048968,-0.07307364942672609,1.0,-0.10614329344615231,-0.0,0.0
2020-09-17,-0.042429555416405765,-0.03089542892924233,-0.07118346900438322,1.0,-0.10782717595491546,-0.0,0.0
2020-09-18,-0.042168297357904366,-0.030768074364531526,-0.07163348909462185,1.0,-0.10820189669644088,-0.0,0.0
2020-09-21,-0.04201585929572701,-0.03092938479461836,-0.07180527891565511,1.0,-0.1079459330802861,-0.0,0.0
2020-09-22,-0.038432526212566945,-0.039639435769782,-0.06831610972819391,1.0,-0.11080938372180733,-0.0,0.0
2020-09-23,-0.03805775928184367,-0.03950362724266693,-0.0687730238756805,1.0,-0.11094207727221293,-0.0,0.0
2020-09-24,-0.04010752552469175,-0.04053661799411891,-0.0704847482867852,1.0,-0.11089516261342555,-0.0,0.0
2020-09-25,-0.039897413869341654,-0.04150190138086996,-0.0711280684244438,1.0,-0.11084860965471935,-0.0,0.0
2020-09-28,-0.04107785037734893,-0.041242465684039914,-0.07354505394316974,1.0,-0.11040621992604975,-0.0,0.0
2020-09-29,-0.044756607110814896,-0.04710209940785932,-0.07363307784983722,1.0,-0.11621081233498244,-0.0,0.0
2020-09-30,-0.046318963073672274,-0.04733682067668204,-0.07865848944778003,1.0,-0.11611307238384827,-0.0,0.0
2020-10-01,-0.04640392182158292,-0.04677804295942721,-0.07973940527639811,1.0,-0.11716441978971812,-0.0,0.0
2020-10-02,-0.05298315269878743,-0.03224594913617341,-0.08529616911685803,1.0,-0.17080695353578712,-0.0,0.0
2020-10-05,-0.06057499021896037,-0.024526800048567922,-0.0929670952335982,1.0,-0.17102653697232975,-0.0,0.0
2020-10-06,-0.06286176887269783,-0.01961816096606625,-0.09083181542197936,1.0,-0.17595628415300546,-0.0,0.0
2020-10-07,-0.0640847258432734,-0.01773677171842706,-0.09131803260972347,1.0,-0.1777189403866157,-0.0,0.0
2020-10-08,-0.0640639559222698,-0.017339401223481116,-0.09155852047912924,1.0,-0.1774452742029142,-0.0,0.0
2020-10-09,-0.06307438642015353,-0.01809655097848416,-0.09111795869823763,1.0,-0.1792085630879014,-0.0,0.0
2020-10-12,-0.0656272415986574,-0.0172425460500494,-0.09132865050685506,1.0,-0.1792331533287317,-0.0,0.0
2020-10-13,-0.06161586108030619,-0.02039436314949555,-0.0918016823997187,1.0,-0.17861296692001838,-0.0,0.0
2020-10-14,-0.06201906822638447,-0.02020420582865643,-0.09300155520995333,1.0,-0.17713165190344174,-0.0,0.0
2020-10-15,-0.06189568204254398,-0.020108996984326614,-0.09305313264905946,1.0,-0.17726209312074864,-0.0,0.0
2020-10-16,-0.06165726728066972,-0.021124950974425554,-0.09235742010521902,1.0,-0.17729000148767263,-0.0,0.0
2020-10-19,-0.0625279021631786,-0.021131238247270662,-0.09239843612602984,1.0,-0.1767745775781599,-0.0,0.0
2020-10-20,-0.06207838206864853,-0.02110286463614119,-0.09257682064592881,1.0,-0.1761365940706493,-0.0,0.0
2020-10-21,-0.06184591254495795,-0.021147137564563673,-0.09379647908272262,1.0,-0.17532924092052246,-0.0,0.0
2020-10-22,-0.06166107382550335,-0.022109764018185755,-0.09483925092011257,1.0,-0.17449664429530198,-0.0,0.0
2020-10-23,-0.062489851150202974,-0.021028416779431666,-0.09533152909336942,1.0,-0.17433017591339647,-0.0,0.0
2020-10-26,-0.06235453315290934,-0.020866035182679297,-0.09549391069012178,1.0,-0.17445196211096076,-0.0,0.0
2020-10-27,-0.06181454284825619,-0.020555262552909518,-0.09485171812243905,1.0,-0.17509838127307398,-0.0,0.0
2020-10-28,-0.06110194476752049,-0.020827134781315086,-0.09500689729788214,1.0,-0.1754618484758324,-0.0,0.0
