Date,IWF,IWM,JBT,MTUM,SPY,VLUE,VXX
2018-09-24,-0.6881212723658052,-1.7076292246520874,1.0,-0.24757703777335982,-1.279075546719682,-1.290258449304175,0.0
2018-09-25,-0.6952706907280647,-1.7069072806471686,1.0,-0.25606720597386434,-1.2782202862476664,-1.2863721219663968,0.0
2018-09-26,-0.697620827105132,-1.7101395117090183,1.0,-0.25971599402092677,-1.2785251619332336,-1.2822620827105131,0.0
2018-09-27,-0.6997200622083981,-1.700964230171073,1.0,-0.2618973561430793,-1.2773872472783825,-1.2808709175738724,0.0
2018-09-28,-0.6977669963301611,-1.7021832431423773,1.0,-0.26267338433787396,-1.2769173353237544,-1.2805871742240469,0.0
2018-10-01,-0.6987434685245086,-1.7010450360786264,1.0,-0.26287633739736255,-1.277307788006967,-1.2804802189599405,0.0
2018-10-02,-0.7003429996881821,-1.7195509822263797,1.0,-0.259993763642033,-1.2768942937324603,-1.2796382912379172,0.0
2018-10-03,-0.6995512900411318,-1.7081515642527734,1.0,-0.25863143462545185,-1.2800697993269352,-1.2856786738127883,0.0
2018-10-04,-0.7048230309072782,-1.6994017946161515,1.0,-0.26003240279162515,-1.2863908275174476,-1.2807203389830506,0.0
2018-10-05,-0.6874496436318562,-1.693027579795476,1.0,-0.24158661295320732,-1.2898047722342734,-1.2859002169197398,0.0
2018-10-08,-0.6832900753924114,-1.6868743047830923,1.0,-0.23668273390186628,-1.2900135953528613,-1.2828451365714992,0.0
2018-10-09,-0.6817030216894272,-1.687511586232466,1.0,-0.2330841005993944,-1.2917258851881603,-1.2852375950071062,0.0
2018-10-10,-0.683140791993575,-1.685859022672515,1.0,-0.23475628590844502,-1.2925804658058935,-1.2814604312102302,0.0
2018-10-11,-0.5841798401154055,-1.7108853759692253,1.0,-0.08967962974093888,-1.2908577267536216,-1.335036364729218,0.0
2018-10-12,-0.5870066859949116,-1.6994852375599077,1.0,-0.07514348263416366,-1.2580320691083369,-1.2972013490326015,0.0
2018-10-15,-0.5548160912710203,-1.7772892031612098,1.0,-0.019371323310951333,-1.2707231564561174,-1.3199239408164478,0.0
2018-10-16,-0.5519681293851826,-1.7918896420501844,1.0,-0.009394696158877393,-1.2719705077892733,-1.3207277916518017,0.0
2018-10-17,-0.5101459387173672,-1.72149543578115,1.0,-0.0,-1.2565846851561138,-1.326007326007326,0.0
2018-10-18,-0.5091575091575091,-1.7196348624920055,1.0,-0.0,-1.2590266875981162,-1.3265306122448979,0.0
2018-10-19,-0.47800333544194606,-1.7000402553338319,1.0,-0.0,-1.253321065041118,-1.3193973201449192,0.0
2018-10-22,-0.47913073473611584,-1.6973094170403586,1.0,-0.0,-1.2533057376106702,-1.319362998735196,0.0
2018-10-23,-0.4849600276068327,-1.6985103813193767,1.0,-0.0,-1.2500718927934664,-1.3178236613561858,0.0
2018-10-24,-0.4808344348025975,-1.6980058617320843,1.0,-0.0,-1.2497557611631516,-1.3181426354807195,0.0
2018-10-25,-0.4070326754022226,-1.61309227622049,1.0,-0.0,-1.2500138220821586,-1.258638801349035,0.0
2018-10-26,-0.3745154774253425,-1.5881421630179615,1.0,-0.0,-1.2554457607686849,-1.241305890702626,0.0
2018-10-29,-0.3374239791485665,-1.6036055603822765,1.0,-0.0,-1.239900086880973,-1.249185490877498,0.0
2018-10-30,-0.3292272628608639,-1.602941176470588,1.0,-0.0,-1.2394725417842414,-1.2548838723681355,0.0
2018-10-31,-0.32934035238504517,-1.571336484744306,1.0,-0.0,-1.22931886549205,-1.2416738289643319,0.0
2018-11-01,-0.32249758609591245,-1.5741873189571933,1.0,-0.0,-1.2273361227336124,-1.2402102778671815,0.0
2018-11-02,-0.4442853734192317,-1.635051300405631,1.0,-0.0,-1.4783464566929132,-1.4075399665950847,0.0
2018-11-05,-0.43967572722937537,-1.6460419647114926,1.0,-0.0,-1.4778254649499285,-1.3973533619456366,0.0
2018-11-06,-0.4452920143027413,-1.6501787842669844,1.0,-0.0,-1.4733611442193086,-1.3907032181168058,0.0
2018-11-07,-0.4431412241009764,-1.6502143367468447,1.0,-0.0,-1.470826387235056,-1.3895570373898547,0.0
2018-11-08,-0.3853422311462824,-1.6586546979271244,1.0,-0.0,-1.457154668398984,-1.4044764660721667,0.0
2018-11-09,-0.3855101558809636,-1.658065658951346,1.0,-0.0,-1.4569555975436939,-1.4039914974019838,0.0
2018-11-12,-0.38491899852724587,-1.6280412371134019,1.0,-0.0,-1.4751693667157586,-1.4029455081001472,0.0
2018-11-13,-0.33519423121656194,-1.6159571993486859,1.0,-0.0,-1.4723191439869738,-1.3918353105373342,0.0
2018-11-14,-0.3352910391347328,-1.615746932604524,1.0,-0.0,-1.4722335291039135,-1.3916380764086758,0.0
2018-11-15,-0.3322118452346424,-1.6141307500435063,1.0,-0.0,-1.4721271535471896,-1.3823307616451073,0.0
2018-11-16,-0.3250852749031624,-1.5969821356304559,1.0,-0.0,-1.4692143146210326,-1.3901254552812625,0.0
2018-11-19,-0.3284177654406662,-1.5965764515382836,1.0,-0.0,-1.4680777238029146,-1.3899491094147585,0.0
2018-11-20,-0.27419447147026843,-1.5787786871172667,1.0,-0.0,-1.4648314542436904,-1.4053682824929892,0.0
2018-11-21,-0.2757490107405314,-1.5631430186546071,1.0,-0.0,-1.454776710005653,-1.3592425098925947,0.0
2018-11-23,-0.2791315655566235,-1.5409622886866061,1.0,-0.0,-1.4686492904393056,-1.3651269293831627,0.0
2018-11-26,-0.2777620796835264,-1.5464820570782707,1.0,-0.0,-1.4653857021757557,-1.3616840915512858,0.0
2018-11-27,-0.25810256698309275,-1.551030725158681,1.0,-0.0,-1.4561590743133181,-1.3517384710442062,0.0
2018-11-28,-0.25696245348968316,-1.5733453602435448,1.0,-0.0,-1.4546172059984215,-1.3526891419551244,0.0
2018-11-29,-0.2372005114236478,-1.5476124298182221,1.0,-0.0,-1.4340986158207794,-1.3400411362499305,0.0
2018-11-30,-0.23652328553962434,-1.5477937090141158,1.0,-0.0,-1.434700455707458,-1.3383905746359899,0.0
2018-12-03,-0.23387365382480294,-1.5471300099922283,1.0,-0.0,-1.4333851448873098,-1.3368491173531698,0.0
2018-12-04,-0.21718905748144868,-1.5562631520655665,1.0,-0.0,-1.428895780263595,-1.3354192047845832,0.0
2018-12-06,-0.1888290785055695,-1.4614933646005437,1.0,-0.0,-1.400309119010819,-1.2790065554548846,0.0
2018-12-07,-0.2002351306578315,-1.4644364880029928,1.0,-0.0,-1.404691925399455,-1.2745684818040934,0.0
2018-12-10,-0.16094375394986307,-1.4612386770591952,1.0,-0.0,-1.3961449336423004,-1.2481567305666736,0.0
2018-12-11,-0.16083842426795872,-1.4612913419001474,1.0,-0.0,-1.3955129555508743,-1.2488940383400042,0.0
2018-12-12,-0.15930183505589537,-1.4637734655136048,1.0,-0.0,-1.3966990086479645,-1.2533748154397806,0.0
2018-12-13,-0.15906697556866048,-1.4585088458298232,1.0,-0.0,-1.3976411120471777,-1.2501579612468408,0.0
2018-12-14,-0.16196590191538623,-1.452062723637129,1.0,-0.0,-1.3988107766785942,-1.2491580719848454,0.0
2018-12-17,-0.13665864126452423,-1.4499110227153773,1.0,-0.0,-1.3812414948183818,-1.2660944206008584,0.0
2018-12-18,-0.11445314525748068,-1.431156977648706,1.0,-0.0,-1.373800757143598,-1.266504174661619,0.0
2018-12-19,-0.12411034339446206,-1.4311392799625955,1.0,-0.0,-1.3726946854382047,-1.2671307600394826,0.0
2018-12-20,-0.12122150005158361,-1.4086454142164448,1.0,-0.0,-1.3729495512225318,-1.2555452388321469,0.0
2018-12-21,-0.1108548585485855,-1.408517835178352,1.0,-0.0,-1.3752050020500206,-1.2304735547355474,0.0
2018-12-24,-0.06780182582829009,-1.3803467022258693,1.0,-0.0,-1.389578418299313,-1.2909529182480255,0.0
2018-12-26,-0.061946006179405357,-1.3843894038393356,1.0,-0.0,-1.3529858684090565,-1.2657650812946362,0.0
2018-12-27,-0.0,-1.3192352259559674,1.0,-0.0,-1.2468134414831982,-1.2620220162224798,0.0
2018-12-28,-0.0,-1.3223674690077662,1.0,-0.0,-1.2436447831749553,-1.2576817326708796,0.0
2018-12-31,-0.0,-1.3205963236358373,1.0,-0.0,-1.2449944516813818,-1.2590823563467939,0.0
2019-01-02,-0.0,-1.3222893021009419,1.0,-0.0,-1.2472832649118568,-1.2601787007969087,0.0
2019-01-03,-0.0,-1.3227832809857454,1.0,-0.0,-1.2643150519449142,-1.244986711766127,0.0
2019-01-04,-0.0,-1.3223192019950123,1.0,-0.0,-1.2311049299827355,-1.2423268751198926,0.0
2019-01-07,-0.0,-1.2727400336889387,1.0,-0.0,-1.203396967995508,-1.2028822758749764,0.0
2019-01-08,-0.0,-1.2520541549953315,1.0,-0.0,-1.2168067226890755,-1.199719887955182,0.0
2019-01-09,-0.0,-1.2462004662004662,1.0,-0.0,-1.215104895104895,-1.2007459207459208,0.0
2019-01-10,-0.0,-1.243687692164353,1.0,-0.0,-1.2157365135563216,-1.1991055622845432,0.0
2019-01-11,-0.0,-1.2357116174822562,1.0,-0.0,-1.2220769518117296,-1.211617482256257,0.0
2019-01-14,-0.0,-1.2361182459253723,1.0,-0.0,-1.2249101013403074,-1.2090785971139029,0.0
2019-01-15,-0.0,-1.228316266891102,1.0,-0.0,-1.222752139149951,-1.224622434188993,0.0
2019-01-16,-0.0,-1.2273493863018832,1.0,-0.0,-1.2088447484306193,-1.2485711608732313,0.0
2019-01-17,-0.0,-1.2220194647201947,1.0,-0.0,-1.2076548755380871,-1.2492981471083662,0.0
2019-01-18,-0.0,-1.2166800245155818,1.0,-0.0,-1.2170100419593606,-1.2808448446560745,0.0
2019-01-22,-0.0,-1.2460984977393164,1.0,-0.0,-1.2952015168457385,-1.3203364286061547,0.0
2019-01-23,-0.0,-1.196525040151847,1.0,-0.0,-1.3073441378303403,-1.3630213656494863,0.0
2019-01-24,-0.0,-1.1903487863015032,1.0,-0.0,-1.3149778664201974,-1.359196380794863,0.0
2019-01-25,-0.0,-1.1242106309979614,1.0,-0.0,-1.4090298841430062,-1.4391626473074437,0.0
2019-01-28,-0.0,-1.1031769744049398,1.0,-0.0,-1.4377552036649734,-1.438651528732198,0.0
2019-01-29,-0.0,-1.0906184434009392,1.0,-0.0,-1.4456988710160854,-1.4592366869817164,0.0
2019-01-30,-0.0,-1.0891203124217694,1.0,-0.0,-1.448605617583738,-1.4690331948129975,0.0
2019-01-31,-0.0,-1.1108094519859226,1.0,-0.0,-1.4067370537958774,-1.5101055806938162,0.0
2019-02-01,-0.0,-1.1098690835850957,1.0,-0.0,-1.4144008056394763,-1.5109264853977846,0.0
2019-02-04,-0.0,-1.1043395182782723,1.0,-0.0,-1.414894151958566,-1.5091265650927743,0.0
2019-02-05,-0.0,-1.1038386074357296,1.0,-0.0,-1.4111284399054185,-1.5159732353976958,0.0
2019-02-06,-0.0,-1.086563112652692,1.0,-0.0,-1.4168803096566631,-1.523500728899613,0.0
2019-02-07,-0.0,-1.0864688128772635,1.0,-0.0,-1.4125251509054326,-1.5312374245472837,0.0
2019-02-08,-0.0,-1.0806126561870215,1.0,-0.0,-1.424173720274083,-1.533454252317614,0.0
2019-02-11,-0.0,-1.0677064870613258,1.0,-0.0,-1.4300906466805083,-1.5662632298577,0.0
2019-02-12,-0.0,-1.0357071314102564,1.0,-0.0,-1.4160657051282053,-1.556189903846154,0.0
