Date,HR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28178178178178176,-0.6365810254699144,-0.0,-0.4990824157490824,-0.3631131131131131,0.0
2018-09-25,1.0,-0.27940108385943346,-0.642047041734175,-0.0,-0.5032683390133527,-0.36870774903625897,0.0
2018-09-26,1.0,-0.279700550294701,-0.6423363781111204,-0.0,-0.5032542808458337,-0.3680829073437806,0.0
2018-09-27,1.0,-0.27886015003918935,-0.6470440040309036,-0.0,-0.5041708655245772,-0.36916358750419886,0.0
2018-09-28,1.0,-0.2788959493883492,-0.6470341236738236,-0.0,-0.5041289925258237,-0.369285894241805,0.0
2018-10-01,1.0,-0.27995255041518385,-0.659379766141332,-0.0,-0.5090945037564255,-0.3759249844659097,0.0
2018-10-02,1.0,-0.27872895288848576,-0.6750949600317478,-0.0,-0.507029876977153,-0.3737740234707183,0.0
2018-10-03,1.0,-0.2794722655695844,-0.6780819974464464,-0.0,-0.5067952901120727,-0.37293233082706767,0.0
2018-10-04,1.0,-0.29362324660795736,-0.6747368119101576,-0.0,-0.5278678179053957,-0.37233584808238435,0.0
2018-10-05,1.0,-0.2806221461187215,-0.6676655251141552,-0.0,-0.5306506849315068,-0.3749429223744292,0.0
2018-10-08,1.0,-0.2775716405982418,-0.6651158808083114,-0.0,-0.5363340563991323,-0.3751855234615824,0.0
2018-10-09,1.0,-0.26920411227908053,-0.6745697123714913,-0.0,-0.5505948943051866,-0.39346771398867975,0.0
2018-10-10,1.0,-0.2722649251574871,-0.6740160665780501,-0.0,-0.5529965901866729,-0.39039472923770446,0.0
2018-10-11,1.0,-0.20474295004765375,-0.6661434097662162,-0.0,-0.5338341649380501,-0.39844144194651565,0.0
2018-10-12,1.0,-0.19895954084084932,-0.6768356470355396,-0.0,-0.5449122112584467,-0.40662727247024233,0.0
2018-10-15,1.0,-0.1719540100002825,-0.703974688550524,-0.0,-0.5411169807056696,-0.4078928783298963,0.0
2018-10-16,1.0,-0.16702010348630078,-0.7132355020216585,-0.0,-0.5402211100743631,-0.4070178414906551,0.0
2018-10-17,1.0,-0.15806532733521475,-0.695185671575065,-0.0,-0.5348291374444661,-0.40607449216239627,0.0
2018-10-18,1.0,-0.15754036989439574,-0.6942504330334693,-0.0,-0.535871933843661,-0.40612951891378446,0.0
2018-10-19,1.0,-0.14155440988968346,-0.6842119851433007,-0.0,-0.5403292865458175,-0.40570430733410945,0.0
2018-10-22,1.0,-0.14160446208063934,-0.6746122041235396,-0.0,-0.5468268723811638,-0.4119099814079973,0.0
2018-10-23,1.0,-0.13853644963828604,-0.6768224819143016,-0.0,-0.5516972732331664,-0.41535893155258763,0.0
2018-10-24,1.0,-0.1371080042332758,-0.6728401938394697,-0.0,-0.5550047345847491,-0.4200969197348633,0.0
2018-10-25,1.0,-0.09982496444590307,-0.6404113335521278,-0.0,-0.5925500492287495,-0.40211683623235966,0.0
2018-10-26,1.0,-0.08467011118024184,-0.6287229150323261,-0.0,-0.5972624232423512,-0.39448697486947815,0.0
2018-10-29,1.0,-0.07473137101769316,-0.6307058411655401,-0.0,-0.5936229230064901,-0.39396224382624623,0.0
2018-10-30,1.0,-0.060877301771319184,-0.6324984497587015,-0.0,-0.595750990806395,-0.40694508101695825,0.0
2018-10-31,1.0,-0.06350353243416827,-0.6179083707985442,-0.0,-0.5925658317276814,-0.4021087561549989,0.0
2018-11-01,1.0,-0.023088889495374035,-0.6734805272781856,-0.0,-0.6112005676700963,-0.42138587920635356,0.0
2018-11-02,1.0,-0.026225862443046213,-0.6551583857669777,-0.0,-0.6139075721414624,-0.4167932306357128,0.0
2018-11-05,1.0,-0.03275687785154222,-0.6465043848864847,-0.0,-0.6186924569024397,-0.43406278173920165,0.0
2018-11-06,1.0,-0.027519656897784132,-0.6459559025677681,-0.0,-0.6289382525980095,-0.44680266124154616,0.0
2018-11-07,1.0,-0.028144190785669043,-0.6469859279046072,-0.0,-0.6307383030870487,-0.4479662930630904,0.0
2018-11-08,1.0,-0.008072874052255496,-0.6460753831887852,-0.0,-0.6229749631811488,-0.45019909452899143,0.0
2018-11-09,1.0,-0.007259230958163906,-0.6466173621155474,-0.0,-0.6247305078732637,-0.450427093851486,0.0
2018-11-12,1.0,-0.006575372242147592,-0.6318063253994131,-0.0,-0.6309911966090642,-0.44772307357895885,0.0
2018-11-13,1.0,-0.0,-0.6241928540680155,-0.0,-0.627555962117951,-0.4387376237623762,0.0
2018-11-14,1.0,-0.0,-0.6239134529992734,-0.0,-0.628434564977529,-0.4387900643182002,0.0
2018-11-15,1.0,-0.0,-0.6238448312916398,-0.0,-0.6297818611648398,-0.4328121641951429,0.0
2018-11-16,1.0,-0.0,-0.614712582071553,-0.0,-0.6275760418062442,-0.43759882084952434,0.0
2018-11-19,1.0,-0.0,-0.6235660173160174,-0.0,-0.6374729437229438,-0.4445887445887446,0.0
2018-11-20,1.0,-0.0,-0.606782398062172,-0.0,-0.6283945633158391,-0.4562508410711883,0.0
2018-11-21,1.0,-0.0,-0.6089401933738651,-0.0,-0.6386961994804081,-0.43069877065645346,0.0
2018-11-23,1.0,-0.0,-0.5976451699223977,-0.0,-0.6452502006957453,-0.4330746588172331,0.0
2018-11-26,1.0,-0.0,-0.6017926421404682,-0.0,-0.6430234113712374,-0.43076923076923074,0.0
2018-11-27,1.0,-0.0,-0.6013144940262367,-0.0,-0.6357201777493947,-0.4238844096751018,0.0
2018-11-28,1.0,-0.0,-0.5953655613264083,-0.0,-0.6407510986815821,-0.42735384205619925,0.0
2018-11-29,1.0,-0.0,-0.5802248137520731,-0.0,-0.6281885908337063,-0.42406612788585574,0.0
2018-11-30,1.0,-0.0,-0.580429518896726,-0.0,-0.6290662174965785,-0.42238656700705335,0.0
2018-12-03,1.0,-0.0,-0.5812427532412775,-0.0,-0.6303626014546222,-0.4235796352903974,0.0
2018-12-04,1.0,-0.0,-0.5815535765886463,-0.0,-0.6252397089342475,-0.42018020857960964,0.0
2018-12-06,1.0,-0.0,-0.5327617881200245,-0.0,-0.6240814451928965,-0.3946978975301082,0.0
2018-12-07,1.0,-0.0,-0.541524049720771,-0.0,-0.6376714620274339,-0.3943690969452093,0.0
2018-12-10,1.0,-0.0,-0.5407064096360997,-0.0,-0.6318215386182485,-0.37398456797983143,0.0
2018-12-11,1.0,-0.0,-0.5452685421994885,-0.0,-0.6263682864450127,-0.38590792838874677,0.0
2018-12-12,1.0,-0.0,-0.5462740076824584,-0.0,-0.6260435339308579,-0.3885019206145967,0.0
2018-12-13,1.0,-0.0,-0.543542615903416,-0.0,-0.6411820732617706,-0.38950240687826604,0.0
2018-12-14,1.0,-0.0,-0.5343283582089552,-0.0,-0.6484045290787442,-0.3905815748841997,0.0
2018-12-17,1.0,-0.0,-0.5306781485468245,-0.0,-0.6315546670767338,-0.4006868624737301,0.0
2018-12-18,1.0,-0.0,-0.5289526880069599,-0.0,-0.6307924566925104,-0.39906860111051407,0.0
2018-12-19,1.0,-0.0,-0.5313839755602906,-0.0,-0.63353271891767,-0.4022796703719868,0.0
2018-12-20,1.0,-0.0,-0.5203625686199413,-0.0,-0.6356440699604239,-0.3972679688497383,0.0
2018-12-21,1.0,-0.0,-0.5196354682303962,-0.0,-0.6369913436397329,-0.3818952605792907,0.0
2018-12-24,1.0,-0.0,-0.5133925184004856,-0.0,-0.6335837316943622,-0.3823001239345423,0.0
2018-12-26,1.0,-0.0,-0.5178553051353297,-0.0,-0.6574302768344138,-0.39752495626222084,0.0
2018-12-27,1.0,-0.0,-0.48829057279236276,-0.0,-0.6044649960222752,-0.39332239459029433,0.0
2018-12-28,1.0,-0.0,-0.4894679318396344,-0.0,-0.6031844602315067,-0.39132594763773665,0.0
2018-12-31,1.0,-0.0,-0.48925652681521226,-0.0,-0.603249124375885,-0.39153439153439157,0.0
2019-01-02,1.0,-0.0,-0.48836228287841194,-0.0,-0.6013151364764268,-0.39171215880893295,0.0
2019-01-03,1.0,-0.0,-0.4931558175550782,-0.0,-0.630264275365939,-0.37445671179497425,0.0
2019-01-04,1.0,-0.0,-0.5059873503162421,-0.0,-0.6069348266293343,-0.3870153246168846,0.0
2019-01-07,1.0,-0.0,-0.48209731214439866,-0.0,-0.6004512458308809,-0.3698744359427114,0.0
2019-01-08,1.0,-0.0,-0.476827029012119,-0.0,-0.6030113845023871,-0.3684661525278492,0.0
2019-01-09,1.0,-0.0,-0.4851397526979523,-0.0,-0.6058162688365004,-0.3673148307480518,0.0
2019-01-10,1.0,-0.0,-0.48221052113577084,-0.0,-0.6114856552335023,-0.3668372619457704,0.0
2019-01-11,1.0,-0.0,-0.46662234369998273,-0.0,-0.6151781537021989,-0.38056191672207035,0.0
2019-01-14,1.0,-0.0,-0.46678153846153847,-0.0,-0.6133907692307692,-0.38136615384615385,0.0
2019-01-15,1.0,-0.0,-0.4682926829268293,-0.0,-0.613279132791328,-0.38208918452820895,0.0
2019-01-16,1.0,-0.0,-0.4720964566929134,-0.0,-0.6076279527559055,-0.3809055118110236,0.0
2019-01-17,1.0,-0.0,-0.47721875382543766,-0.0,-0.5998531031950055,-0.37120822622107974,0.0
2019-01-18,1.0,-0.0,-0.4708086785009862,-0.0,-0.5984467455621302,-0.3962278106508875,0.0
2019-01-22,1.0,-0.0,-0.46309532581730656,-0.0,-0.7015940854272591,-0.29152850440891115,0.0
2019-01-23,1.0,-0.0,-0.43807836188226024,-0.0,-0.7122218940736365,-0.3108141366410711,0.0
2019-01-24,1.0,-0.0,-0.43665024630541865,-0.0,-0.7151477832512315,-0.311231527093596,0.0
2019-01-25,1.0,-0.0,-0.40383751684215774,-0.0,-0.8291082389340785,-0.2622136833175308,0.0
2019-01-28,1.0,-0.0,-0.4065267137598249,-0.0,-0.8198437966371506,-0.2609193115112924,0.0
2019-01-29,1.0,-0.0,-0.39268177172910596,-0.0,-0.8253445998155489,-0.27455818938657495,0.0
2019-01-30,1.0,-0.0,-0.3892260433056117,-0.0,-0.8233560600384605,-0.2848580205289578,0.0
2019-01-31,1.0,-0.0,-0.40613503032713527,-0.0,-0.7823903748632793,-0.29733021775877494,0.0
2019-02-01,1.0,-0.0,-0.40505573248407645,-0.0,-0.7934414808917198,-0.28956011146496813,0.0
2019-02-04,1.0,-0.0,-0.4043848053276133,-0.0,-0.807372858104906,-0.28244331928266775,0.0
2019-02-05,1.0,-0.0,-0.40559980089596814,-0.0,-0.80801393728223,-0.27518666002986564,0.0
2019-02-06,1.0,-0.0,-0.41246615159118577,-0.0,-0.7999900628524581,-0.27183067100588776,0.0
2019-02-07,1.0,-0.0,-0.41445735279515444,-0.0,-0.7976119551186576,-0.27030582861682056,0.0
2019-02-08,1.0,-0.0,-0.42430046014177336,-0.0,-0.8149732620320855,-0.24797910707623427,0.0
2019-02-11,1.0,-0.0,-0.41292912168731766,-0.0,-0.8170825957966642,-0.26306998080327093,0.0
2019-02-12,1.0,-0.0,-0.40797873661723427,-0.0,-0.8099957771319274,-0.26604068857589985,0.0
2019-02-13,1.0,-0.0,-0.42073384392050855,-0.0,-0.8169144516193623,-0.2652300145166942,0.0
2019-02-14,1.0,-0.0,-0.38402165196471527,-0.0,-0.8394396551724137,-0.2825531275060144,0.0
2019-02-15,1.0,-0.0,-0.4078818476377063,-0.0,-0.829779217843418,-0.2740562127948158,0.0
2019-02-19,1.0,-0.0,-0.39969402854061653,-0.0,-0.8362551099741681,-0.27198856368971486,0.0
2019-02-20,1.0,-0.0,-0.4038929440389294,-0.0,-0.8350264629894397,-0.2694208242406,0.0
2019-02-21,1.0,-0.0,-0.38339742139787375,-0.0,-0.8451833421297342,-0.2846766694312498,0.0
2019-02-22,1.0,-0.0,-0.3741279799247177,-0.0,-0.8576662484316184,-0.27761606022584695,0.0
2019-02-25,1.0,-0.0,-0.37161514800060513,-0.0,-0.8676062730069085,-0.2820836064747113,0.0
2019-02-26,1.0,-0.0,-0.3718672785033534,-0.0,-0.8708587564923604,-0.2786042055367859,0.0
2019-02-27,1.0,-0.0,-0.37500315425572184,-0.0,-0.8718362815110147,-0.27656514168916707,0.0
2019-02-28,1.0,-0.0,-0.37245142871579795,-0.0,-0.8693565094363458,-0.28463151512089135,0.0
2019-03-01,1.0,-0.0,-0.3750378902697787,-0.0,-0.8669041123572799,-0.28405072244114377,0.0
2019-03-04,1.0,-0.0,-0.3689607273645662,-0.0,-0.8643263038262405,-0.29228437934082585,0.0
2019-03-05,1.0,-0.0,-0.3612911392405063,-0.0,-0.876,-0.29432911392405064,0.0
2019-03-06,1.0,-0.0,-0.35448494932687946,-0.0,-0.8754348812585085,-0.2911309433771996,0.0
2019-03-07,1.0,-0.0,-0.35771948796619973,-0.0,-0.8746573447677489,-0.2825239544299977,0.0
2019-03-08,1.0,-0.0,-0.34272906853061846,-0.0,-0.9195157777440106,-0.27029833358658767,0.0
2019-03-11,1.0,-0.0,-0.34288121314237574,-0.0,-0.9191493707079217,-0.2908529269102142,0.0
2019-03-12,1.0,-0.0,-0.3134301364200083,-0.0,-0.9371641174038858,-0.3331180239768499,0.0
2019-03-13,1.0,-0.0,-0.3294868137852346,-0.0,-0.9350932240748905,-0.3285792080491663,0.0
2019-03-14,1.0,-0.0,-0.321407519413619,-0.0,-0.931981854993721,-0.3094389912606679,0.0
2019-03-15,1.0,-0.0,-0.3101552060849008,-0.0,-0.9358104635625449,-0.323671497584541,0.0
2019-03-18,1.0,-0.0,-0.31760167758303776,-0.0,-0.9385662878297563,-0.33269474719755615,0.0
2019-03-19,1.0,-0.0,-0.31399619682721613,-0.0,-0.9497772799499856,-0.34113938888744166,0.0
2019-03-20,1.0,-0.0,-0.31658186562296153,-0.0,-0.949849967384214,-0.34283105022831056,0.0
2019-03-21,1.0,-0.0,-0.31805023081136063,-0.0,-0.970816055081762,-0.3191716871397648,0.0
