Date,IWF,IWM,MTUM,SPY,TRGP,VLUE,VXX
2018-09-24,-0.35996153449874646,-0.7991894769378713,-0.030909777793041864,-0.6297352062369063,1.0,-0.6146237593158637,0.0
2018-09-25,-0.36334283653350735,-0.797135300381273,-0.03579157077594202,-0.6277264452306529,1.0,-0.6108954762477244,0.0
2018-09-26,-0.3646517062442008,-0.7989277982061238,-0.03831746795422523,-0.6273755111859514,1.0,-0.6072373621086634,0.0
2018-09-27,-0.3644895152973531,-0.7999656239257477,-0.03822619456858027,-0.6275008594018564,1.0,-0.6073908559642489,0.0
2018-09-28,-0.3692715870718765,-0.7994624767417822,-0.038040107504651643,-0.6296947143546275,1.0,-0.6091585693611743,0.0
2018-10-01,-0.3700678865570833,-0.7985802405320652,-0.03811296047417209,-0.63013887453048,1.0,-0.6091181639615424,0.0
2018-10-02,-0.37636753912200527,-0.7710497161058025,-0.049300650879379584,-0.643020357291234,1.0,-0.6223514748649772,0.0
2018-10-03,-0.37635004153973967,-0.7699736914981998,-0.049432290224314585,-0.6431390196621435,1.0,-0.6227499307671005,0.0
2018-10-04,-0.3752038585655297,-0.7763975155279503,-0.04958534300288005,-0.641625316631389,1.0,-0.6271209965647663,0.0
2018-10-05,-0.3624165715668984,-0.7699277241760902,-0.03575751288169589,-0.651346958536501,1.0,-0.6387937891205865,0.0
2018-10-08,-0.3606563039723662,-0.7669775474956823,-0.030915371329879104,-0.6566148531951641,1.0,-0.6391018998272885,0.0
2018-10-09,-0.3641364517021865,-0.7685441461389426,-0.0370190977027401,-0.6547536673124826,1.0,-0.6353099916966509,0.0
2018-10-10,-0.3659009133683919,-0.7671256573484638,-0.03888735123166343,-0.655929975089953,1.0,-0.6318848602269581,0.0
2018-10-11,-0.3150888072528732,-0.7626301776145058,-0.0,-0.6445013649691619,1.0,-0.648073876849449,0.0
2018-10-12,-0.31446876668446344,-0.7561732514682328,-0.0,-0.6320408435664708,1.0,-0.6341764548852109,0.0
2018-10-15,-0.2906856705184988,-0.7776149721935462,-0.0,-0.6272270138865763,1.0,-0.6345865663192247,0.0
2018-10-16,-0.2888156361335864,-0.7804082176272767,-0.0,-0.6265441347850698,1.0,-0.6339027070222755,0.0
2018-10-17,-0.2717815771338562,-0.7488268303087979,-0.0,-0.621599448692285,1.0,-0.6394185016243887,0.0
2018-10-18,-0.27139388371177325,-0.7482609266307915,-0.0,-0.6221288883055519,1.0,-0.6394539965874787,0.0
2018-10-19,-0.25405052974735126,-0.7366911165444172,-0.0,-0.6272534637326813,1.0,-0.6419885900570497,0.0
2018-10-22,-0.25402463664211694,-0.7299094049403637,-0.0,-0.6302222511894675,1.0,-0.644658802059571,0.0
2018-10-23,-0.2539677366791592,-0.7299331921134105,-0.0,-0.6303079680625713,1.0,-0.6447124001955352,0.0
2018-10-24,-0.2562792537411827,-0.7505768343331796,-0.0,-0.6392642890104819,1.0,-0.6500758125123608,0.0
2018-10-25,-0.2348296864425897,-0.7206342045051723,-0.0,-0.6378782507814766,1.0,-0.6292739518545971,0.0
2018-10-26,-0.2214735094050394,-0.7094816849231947,-0.0,-0.6411075272251142,1.0,-0.6214990578992751,0.0
2018-10-29,-0.21070053152551002,-0.7123396670804291,-0.0,-0.6366848085553327,1.0,-0.6230624781183359,0.0
2018-10-30,-0.21008242894879223,-0.7122943254511315,-0.0,-0.6366761083351898,1.0,-0.6235002068680182,0.0
2018-10-31,-0.2171600443248377,-0.6902010447997466,-0.0,-0.6380243786607567,1.0,-0.620674370745607,0.0
2018-11-01,-0.22963693012017553,-0.6845552235009856,-0.0,-0.6417625739174668,1.0,-0.6233229477967827,0.0
2018-11-02,-0.23287454516690398,-0.6664768232874545,-0.0,-0.6454358487581079,1.0,-0.6192691029900332,0.0
2018-11-05,-0.23794253056040643,-0.6575011906651849,-0.0,-0.6476583584695983,1.0,-0.6320050801714557,0.0
2018-11-06,-0.2369683301038722,-0.6566818080747118,-0.0,-0.6489946316826022,1.0,-0.6339061656237095,0.0
2018-11-07,-0.23611817026683604,-0.658163913595934,-0.0,-0.6479987293519694,1.0,-0.6343074968233798,0.0
2018-11-08,-0.22166461509326768,-0.6568822396868983,-0.0,-0.641795284537449,1.0,-0.6359246283495881,0.0
2018-11-09,-0.22310706611047906,-0.6580394387561623,-0.0,-0.6418278346605992,1.0,-0.6371824042472507,0.0
2018-11-12,-0.22256676370079737,-0.661245411973168,-0.0,-0.6419440577142135,1.0,-0.6383685609416531,0.0
2018-11-13,-0.20546094388236036,-0.6574184628919751,-0.0,-0.6430591340413498,1.0,-0.6361465468484887,0.0
2018-11-14,-0.2027254000950721,-0.6691174140389795,-0.0,-0.6516875297100301,1.0,-0.6455395341467279,0.0
2018-11-15,-0.20192307692307693,-0.67009393247017,-0.0,-0.6521007870017771,1.0,-0.6492764661081493,0.0
2018-11-16,-0.1997277016116265,-0.663679827755438,-0.0,-0.6506664977994491,1.0,-0.6521863027578128,0.0
2018-11-19,-0.1991830013616644,-0.6639538934101776,-0.0,-0.651128914785142,1.0,-0.6523955793407011,0.0
2018-11-20,-0.1601184662402722,-0.657109549765273,-0.0,-0.6579917451715555,1.0,-0.6755096253820221,0.0
2018-11-21,-0.15512333965844405,-0.6613851992409868,-0.0,-0.6621758380771664,1.0,-0.6838709677419355,0.0
2018-11-23,-0.1548505688840998,-0.6692549044464869,-0.0,-0.6607929515418502,1.0,-0.6843723259278041,0.0
