Date,HSC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5534337503191218,-1.4503446515190197,-0.13050804186877712,-0.9731937707429155,-0.9984682154710238,0.0
2018-09-25,1.0,-0.5547616617331836,-1.448300500153108,-0.1331019699908135,-0.9714708584260487,-0.9959171174849444,0.0
2018-09-26,1.0,-0.555895865237366,-1.4497702909647778,-0.13552833078101073,-0.9710056151097499,-0.9923940786115365,0.0
2018-09-27,1.0,-0.5563549160671463,-1.4472677177407012,-0.13628246339098934,-0.97050869942344,-0.991836318179499,0.0
2018-09-28,1.0,-0.5549206673128922,-1.447987347584307,-0.13708484261007092,-0.9701545839497985,-0.9916330799449008,0.0
2018-10-01,1.0,-0.5550737207285342,-1.4476302229478089,-0.1374929850517831,-0.9700015305341564,-0.9915820621396868,0.0
2018-10-02,1.0,-0.5553571428571429,-1.4482142857142857,-0.13811224489795917,-0.9694387755102041,-0.9909693877551021,0.0
2018-10-03,1.0,-0.5547623903732408,-1.4388129716500102,-0.13710993269426883,-0.972108912910463,-0.9961248215378341,0.0
2018-10-04,1.0,-0.5579108280254778,-1.431847133757962,-0.13808917197452228,-0.9757452229299363,-0.9919490445859873,0.0
2018-10-05,1.0,-0.5400933820544053,-1.4256496142915145,-0.11921437271619977,-0.9854851806739748,-1.0046691027202599,0.0
2018-10-08,1.0,-0.5434538970962812,-1.433367294956699,-0.12073357106469688,-0.9877228731533367,-1.0089149261334691,0.0
2018-10-09,1.0,-0.5453387022784036,-1.4344767827106377,-0.12421632091340026,-0.9864926856618583,-1.00652428768031,0.0
2018-10-10,1.0,-0.5464458598726114,-1.4331210191082802,-0.12555414012738852,-0.9870573248407642,-1.003312101910828,0.0
2018-10-11,1.0,-0.4792088998763906,-1.4327812113720642,-0.039505562422744125,-0.9697898640296663,-1.0230407911001236,0.0
2018-10-12,1.0,-0.49071812408402543,-1.4285784074255008,-0.03160723009281876,-0.9425500732779678,-0.9917440156326331,0.0
2018-10-15,1.0,-0.45759561772473833,-1.4847402914995598,-0.0,-0.9452704685513058,-1.0032769245818254,0.0
2018-10-16,1.0,-0.4465452045376418,-1.5137258753621765,-0.0,-0.9464715415213869,-1.0041251289102784,0.0
2018-10-17,1.0,-0.41603163885405614,-1.461416031638854,-0.0,-0.9355165428764348,-1.0100800617343495,0.0
2018-10-18,1.0,-0.41541280864197533,-1.4606481481481481,-0.0,-0.9362943672839507,-1.0101273148148149,0.0
2018-10-19,1.0,-0.39422800804058583,-1.4507035512587345,-0.0,-0.9341437733320571,-1.0069876519574998,0.0
2018-10-22,1.0,-0.3983193277310924,-1.4644417767106845,-0.0,-0.9330132052821128,-1.0061464585834334,0.0
2018-10-23,1.0,-0.3993470641893514,-1.464256565365596,-0.0,-0.9319698497287435,-1.0054251284267126,0.0
2018-10-24,1.0,-0.398871799816788,-1.4777975989585843,-0.0,-0.9365025794320427,-1.008196326117352,0.0
2018-10-25,1.0,-0.3478078358208955,-1.4157182835820896,-0.0,-0.9375466417910447,-0.9631063432835821,0.0
2018-10-26,1.0,-0.33282534404728914,-1.3984945044795418,-0.0,-0.9358548074258797,-0.9509097626304609,0.0
2018-10-29,1.0,-0.3046875,-1.4112132352941178,-0.0,-0.922702205882353,-0.9569852941176471,0.0
2018-10-30,1.0,-0.29032258064516125,-1.4118647183163313,-0.0,-0.9237661979597462,-0.9692123885672272,0.0
2018-10-31,1.0,-0.292579408543264,-1.3909729828404527,-0.0,-0.9184465133260314,-0.9616648411829134,0.0
2018-11-01,1.0,-0.40090155591100773,-1.4088507585672045,-0.0,-1.003926130580195,-1.0334448160535117,0.0
2018-11-02,1.0,-0.42966488396055147,-1.3557234679358225,-0.0,-1.069133016044355,-1.0520092242775134,0.0
