Date,ANIP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5086430239966023,-1.1599915056275216,-0.050116797621575705,-0.771289021023572,-0.7571458908473138,0.0
2018-09-25,1.0,-0.5150174423551434,-1.1586828894750276,-0.05785756828043904,-0.769845996766783,-0.752786522589977,0.0
2018-09-26,1.0,-0.5149117209104446,-1.1587747287811103,-0.057562220804084234,-0.7700063816209317,-0.7531589023611996,0.0
2018-09-27,1.0,-0.5240552759532543,-1.1471466348204384,-0.06239870340356564,-0.7748016719269811,-0.7567175637635417,0.0
2018-09-28,1.0,-0.5384085428866691,-1.1530313468825353,-0.0623062349293834,-0.7859111264209437,-0.7661901481226318,0.0
2018-10-01,1.0,-0.5379842288964537,-1.154996337312018,-0.06304132373852717,-0.7860128409531606,-0.7670099538932218,0.0
2018-10-02,1.0,-0.5383422367740824,-1.150568671376874,-0.06505255902119594,-0.7864897466827503,-0.7676632776150267,0.0
2018-10-03,1.0,-0.5379348949362728,-1.1466155700998968,-0.06493282810885291,-0.7871167757492249,-0.7692903892524975,0.0
2018-10-04,1.0,-0.5379580588209965,-1.1462773974077423,-0.06566765706411747,-0.7868492442836843,-0.7693235154803428,0.0
2018-10-05,1.0,-0.5226492793411119,-1.1399279341111872,-0.047572065888812624,-0.7972717913520934,-0.7822151681537406,0.0
2018-10-08,1.0,-0.5208306572468422,-1.1371440804966815,-0.044958253050738604,-0.7978591308071077,-0.7809034467994005,0.0
2018-10-09,1.0,-0.5203373865387909,-1.1375663641034424,-0.043500599417708515,-0.7984672032882343,-0.7816835074499059,0.0
2018-10-10,1.0,-0.5254440916502189,-1.137561143053291,-0.047541405646614604,-0.8031837295117137,-0.7770102119625848,0.0
2018-10-11,1.0,-0.4497814776274714,-1.1351092611862643,-0.0,-0.7818522372528617,-0.7955879292403747,0.0
2018-10-12,1.0,-0.45979940808944425,-1.1293571193686287,-0.0,-0.7556724761591582,-0.765660966787241,0.0
2018-10-15,1.0,-0.43688524590163935,-1.1480737704918034,-0.0,-0.7493032786885245,-0.7641393442622951,0.0
2018-10-16,1.0,-0.4320790293490736,-1.1561731431382192,-0.0,-0.74795048368585,-0.762829972126578,0.0
2018-10-17,1.0,-0.40932141994687277,-1.113378411011833,-0.0,-0.7373017789583837,-0.764831361184899,0.0
2018-10-18,1.0,-0.4083974075117749,-1.1115897105591561,-0.0,-0.7400668250070448,-0.765508634918079,0.0
2018-10-19,1.0,-0.38748202588272884,-1.0985381051286147,-0.0,-0.7426905256430739,-0.7655376258188208,0.0
2018-10-22,1.0,-0.3883650311650951,-1.0995285280485856,-0.0,-0.7423285919769859,-0.7652629055457887,0.0
2018-10-23,1.0,-0.3909882559718782,-1.0994647279699608,-0.0,-0.7401134457138292,-0.7640009586961732,0.0
2018-10-24,1.0,-0.38994717464382905,-1.0949655834800704,-0.0,-0.7449975988474468,-0.7719705458620137,0.0
2018-10-25,1.0,-0.35343059479122324,-1.0430710885801635,-0.0,-0.7394450679153284,-0.7338338299601409,0.0
2018-10-26,1.0,-0.32192791673139665,-1.0436150380612088,-0.0,-0.7792449899021284,-0.739047693024701,0.0
2018-10-29,1.0,-0.2948613849901403,-1.0573019371302632,-0.0,-0.7675057031280207,-0.7468584464292618,0.0
2018-10-30,1.0,-0.3063772048846676,-1.060011630160884,-0.0,-0.7698003489048265,-0.7405698778833107,0.0
2018-10-31,1.0,-0.31153594645536026,-1.0346193791591338,-0.0,-0.7666269184905952,-0.733815440243105,0.0
2018-11-01,1.0,-0.26483323581041546,-1.0967427345426175,-0.0,-0.7854885898186074,-0.7538911644236395,0.0
2018-11-02,1.0,-0.2662226979030404,-1.1335473897015103,-0.0,-0.7930788440956118,-0.7711578863915646,0.0
2018-11-05,1.0,-0.26357909750009906,-1.140089536864625,-0.0,-0.7930747593201536,-0.7650647755635671,0.0
2018-11-06,1.0,-0.26924448318212435,-1.144526762014183,-0.0,-0.7891525692325977,-0.7588843548195395,0.0
2018-11-07,1.0,-0.27246989393093546,-1.1509689767924076,-0.0,-0.7984687774144669,-0.7656511683547331,0.0
2018-11-08,1.0,-0.2529453625365699,-1.1480588281805961,-0.0,-0.7877757570965446,-0.7647268126828497,0.0
2018-11-09,1.0,-0.2552593003446773,-1.1503506200229785,-0.0,-0.7887960064973654,-0.7673626243017312,0.0
2018-11-12,1.0,-0.2538173209706056,-1.13809429867824,-0.0,-0.7902939435786152,-0.7633458275794042,0.0
2018-11-13,1.0,-0.21878548216592927,-1.1386398339924044,-0.0,-0.7964840844132962,-0.7613640812810774,0.0
2018-11-14,1.0,-0.2182395111058879,-1.1398127472871862,-0.0,-0.7971167783131586,-0.7622517334586908,0.0
2018-11-15,1.0,-0.21757862990090482,-1.1440993302259999,-0.0,-0.804355489405037,-0.7507735693862364,0.0
2018-11-16,1.0,-0.21225861934172466,-1.13196778985224,-0.0,-0.8044718943006802,-0.7603002110859198,0.0
2018-11-19,1.0,-0.20899087598386656,-1.1352938873007794,-0.0,-0.8087089321376827,-0.7629322160003134,0.0
2018-11-20,1.0,-0.1388215040300493,-1.1327177400422568,-0.0,-0.8290946083418109,-0.8120353705297755,0.0
2018-11-21,1.0,-0.14736596917582206,-1.1288481695718002,-0.0,-0.8294188438992197,-0.7765052991187547,0.0
2018-11-23,1.0,-0.14766849453583789,-1.1353012095049195,-0.0,-0.8287636604052424,-0.7773888694434722,0.0
2018-11-26,1.0,-0.14666770355393108,-1.1408740959639163,-0.0,-0.8261917722995566,-0.7746325530756668,0.0
2018-11-27,1.0,-0.12997275204359673,-1.159050214091086,-0.0,-0.8286882055274425,-0.7748151031529777,0.0
