Date,IWF,IWM,MTUM,RUN,SPY,VLUE,VXX
2018-09-24,-1.1477941738665036,-2.2313632540714123,-0.24711369370747002,1.0,-1.5719091673675358,-1.447664194510284,0.0
2018-09-25,-1.1504661470273574,-2.2275714504050126,-0.25225431759131894,1.0,-1.5686229558306588,-1.4427632584441388,0.0
2018-09-26,-1.1504661470273574,-2.22772428549595,-0.25225431759131894,1.0,-1.5686229558306588,-1.4426104233532018,0.0
2018-09-27,-1.1537815767381516,-2.21430206822865,-0.2555140044264672,1.0,-1.5673509883232846,-1.4408913989162786,0.0
2018-09-28,-1.150575594781274,-2.2362240982348425,-0.2587874136607828,1.0,-1.5775134305448966,-1.4514965464313123,0.0
2018-10-01,-1.1506996770721203,-2.2430416730739657,-0.26041826849146543,1.0,-1.5795786560049208,-1.4550207596493925,0.0
2018-10-02,-1.1507228545063057,-2.245232236235005,-0.26115041525684407,1.0,-1.5785912027068596,-1.4543217471547218,0.0
2018-10-03,-1.2061068702290076,-2.280192848533548,-0.26090799517878666,1.0,-1.699236641221374,-1.5888308557653674,0.0
2018-10-04,-1.244699934768428,-2.286937377690802,-0.2673679060665362,1.0,-1.7549739073711677,-1.5999673842139597,0.0
2018-10-05,-1.2181316899124228,-2.273191696399611,-0.23467401881284464,1.0,-1.767758676613688,-1.615147583522543,0.0
2018-10-08,-1.2125818711085956,-2.2640899167138353,-0.22551952777553166,1.0,-1.7719738012452495,-1.611870299991914,0.0
2018-10-09,-1.2242345488508082,-2.2750751238528384,-0.23885324453829285,1.0,-1.7743035815804433,-1.6090311053358237,0.0
2018-10-10,-1.228107229894395,-2.272948822095857,-0.24264825345247767,1.0,-1.7770105605199025,-1.6028432168968318,0.0
2018-10-11,-1.1131225235024476,-2.2326936523968612,-0.10115764120891929,1.0,-1.7219330277367726,-1.6004972418615493,0.0
2018-10-12,-1.1565378957962373,-2.2461871951691568,-0.08856545637531935,1.0,-1.6927305101803825,-1.5577146396222032,0.0
2018-10-15,-1.157034397273009,-2.253951038115897,-0.0782460489618841,1.0,-1.697861791137279,-1.560117756430121,0.0
2018-10-16,-1.1530287753044288,-2.2772822461800977,-0.0629799115799271,1.0,-1.7006902970604205,-1.562243077639029,0.0
2018-10-17,-1.1101694915254237,-2.18386803874092,-0.02655871670702179,1.0,-1.6805387409200967,-1.5654509685230023,0.0
2018-10-18,-1.1098585155481575,-2.1837784671256713,-0.026102746462888703,1.0,-1.6808655519406823,-1.5654081864265716,0.0
2018-10-19,-1.0822656776803776,-2.160035963137784,-0.0,1.0,-1.6867460852626057,-1.5632726455383232,0.0
2018-10-22,-1.0819168850617746,-2.144814676151254,-0.0,1.0,-1.6924747285660802,-1.5687008611007112,0.0
2018-10-23,-1.0867644857014522,-2.1447072915107053,-0.0,1.0,-1.688426411139392,-1.5663272945051654,0.0
2018-10-24,-1.0832959137853615,-2.145861397994312,-0.0,1.0,-1.6888190390660083,-1.5659332435264184,0.0
2018-10-25,-0.9918961560527824,-2.0223752151462993,-0.0,1.0,-1.681440045897877,-1.4757601835915088,0.0
2018-10-26,-0.9442786069651742,-1.997085998578536,-0.0,1.0,-1.7051883439943143,-1.4608386638237385,0.0
2018-10-29,-0.9083980239943543,-2.0044460127028936,-0.0,1.0,-1.6846859562455894,-1.4596330275229359,0.0
2018-10-30,-0.885446075663467,-2.006070016939582,-0.0,1.0,-1.686829474872953,-1.4797430830039526,0.0
2018-10-31,-0.8887336732555703,-1.9596982608088287,-0.0,1.0,-1.674442969895928,-1.4618285953761263,0.0
2018-11-01,-0.8639816040694028,-1.974914640094767,-0.0,1.0,-1.6699881541356003,-1.4592711309316424,0.0
2018-11-02,-0.8724771910423003,-1.9126347802045895,-0.0,1.0,-1.6817113630080176,-1.4449820293060547,0.0
2018-11-05,-0.8613138686131386,-1.9698992005561349,-0.0,1.0,-1.6974626346889121,-1.4229405630865486,0.0
2018-11-06,-0.8840589838563142,-1.99790341742959,-0.0,1.0,-1.695087008176672,-1.4116290446572088,0.0
2018-11-07,-0.8824268658800531,-1.9969978356489564,-0.0,1.0,-1.692522516232633,-1.4098303428052783,0.0
2018-11-08,-0.8166908864438447,-2.0046363573455124,-0.0,1.0,-1.6735174036398865,-1.4251608885198255,0.0
2018-11-09,-0.8231571627260083,-2.0148817802503474,-0.0,1.0,-1.6805980528511821,-1.4354659248956883,0.0
2018-11-12,-0.8196585332135204,-1.9809220985691576,-0.0,1.0,-1.686389714522707,-1.425312780811502,0.0
2018-11-13,-0.7589581036383682,-1.989250275633958,-0.0,1.0,-1.7114801543550167,-1.4312293274531422,0.0
2018-11-14,-0.7578664090532707,-1.9935826662986476,-0.0,1.0,-1.7143251449075352,-1.4345845983991168,0.0
2018-11-15,-0.7615379276840863,-2.0151294329932683,-0.0,1.0,-1.7429384412519953,-1.4205010757165661,0.0
2018-11-16,-0.7557367984517557,-1.9986176389272876,-0.0,1.0,-1.7358999170583356,-1.4216201271772186,0.0
2018-11-19,-0.7611475976494988,-1.997303836847563,-0.0,1.0,-1.7336329070169374,-1.4211545108883512,0.0
2018-11-20,-0.676636026889834,-1.9799698175332694,-0.0,1.0,-1.7422142955137878,-1.4608313897654002,0.0
2018-11-21,-0.6726024604091619,-1.9661523822469922,-0.0,1.0,-1.730034663223,-1.4278529191871132,0.0
2018-11-23,-0.6725964149918523,-1.9593970668115155,-0.0,1.0,-1.7307848995111355,-1.4270097772949484,0.0
2018-11-26,-0.6709221784598669,-1.9703245959527367,-0.0,1.0,-1.7267418171940785,-1.4226538095884829,0.0
2018-11-27,-0.6545282891631262,-1.9679007350461935,-0.0,1.0,-1.7131971137635713,-1.4079169195495311,0.0
2018-11-28,-0.6747169811320755,-1.9516981132075473,-0.0,1.0,-1.7771526586620925,-1.457427101200686,0.0
2018-11-29,-0.6047660957281159,-1.9240403493331528,-0.0,1.0,-1.7713086453185294,-1.4699072506939272,0.0
2018-11-30,-0.605498374864572,-1.9257177681473454,-0.0,1.0,-1.7746478873239435,-1.4656013001083423,0.0
2018-12-03,-0.6001761040368464,-1.9296261175833107,-0.0,1.0,-1.7766865348144134,-1.4667434299647792,0.0
2018-12-04,-0.5826245443499393,-1.9370190360469826,-0.0,1.0,-1.7686647765627113,-1.4620629134602403,0.0
2018-12-06,-0.5614023633870863,-1.8016582881765357,-0.0,1.0,-1.768818959326239,-1.3968139975190965,0.0
2018-12-07,-0.5719513789047184,-1.80231342308195,-0.0,1.0,-1.770618219840544,-1.3902757809436677,0.0
2018-12-10,-0.5231651523938399,-1.8021135382434434,-0.0,1.0,-1.7642244990012241,-1.3541465300599267,0.0
2018-12-11,-0.5318339992267045,-1.7990720453666706,-0.0,1.0,-1.7662714267302486,-1.3468874855007087,0.0
2018-12-12,-0.5317393826126184,-1.7991879873686922,-0.0,1.0,-1.7659341367532382,-1.3476831861828962,0.0
2018-12-13,-0.5311756000257384,-1.7913905154108487,-0.0,1.0,-1.7688050961971562,-1.3432855028633937,0.0
2018-12-14,-0.5363250610775363,-1.7772920149157774,-0.0,1.0,-1.7733059020187731,-1.3422270798508422,0.0
2018-12-17,-0.5344283413848632,-1.7825442834138485,-0.0,1.0,-1.7826731078904992,-1.3416425120772948,0.0
2018-12-18,-0.5023422960918951,-1.7645511133927998,-0.0,1.0,-1.7897067316947959,-1.3606494256561639,0.0
2018-12-19,-0.4791585760517799,-1.7885436893203885,-0.0,1.0,-1.8214886731391586,-1.3833009708737865,0.0
2018-12-20,-0.47600385480244134,-1.7613877288788948,-0.0,1.0,-1.8190170253774491,-1.3682621265660133,0.0
2018-12-21,-0.47480519480519484,-1.7793506493506492,-0.0,1.0,-1.8403896103896105,-1.398961038961039,0.0
2018-12-24,-0.4122996401701014,-1.7462872096826951,-0.0,1.0,-1.8768073274452077,-1.5069676153091265,0.0
2018-12-26,-0.40858269243197826,-1.7554449686550764,-0.0,1.0,-1.8267304336586312,-1.4721127124668778,0.0
2018-12-27,-0.30121597432257274,-1.6824270106783532,-0.0,1.0,-1.696808838960558,-1.4920683908400718,0.0
2018-12-28,-0.2868725629758,-1.7041529987002537,-0.0,1.0,-1.7048957108374079,-1.4933465371046606,0.0
2018-12-31,-0.2930521091811414,-1.6984491315136474,-0.0,1.0,-1.7112282878411909,-1.500744416873449,0.0
2019-01-02,-0.2888117953165655,-1.6969396605129474,-0.0,1.0,-1.7084004460413826,-1.500929252880684,0.0
2019-01-03,-0.29978334880841845,-1.6921696069328382,-0.0,1.0,-1.714515629835964,-1.4835654596100278,0.0
2019-01-04,-0.29970234404067964,-1.6946545950638723,-0.0,1.0,-1.721443631402704,-1.4854272603249412,0.0
2019-01-07,-0.26219881341566775,-1.63718367841143,-0.0,1.0,-1.709952778786778,-1.444666424506599,0.0
2019-01-08,-0.26788625249049086,-1.6091891565537644,-0.0,1.0,-1.7227555394554126,-1.4377226347883838,0.0
2019-01-09,-0.2626408726571446,-1.58940517085518,-0.0,1.0,-1.7240402579400953,-1.4505514373531008,0.0
2019-01-10,-0.2577400787640109,-1.6052105422599212,-0.0,1.0,-1.7316570736140564,-1.4641017873371704,0.0
2019-01-11,-0.262232462256715,-1.574849936336628,-0.0,1.0,-1.7381919602255502,-1.4879039592554417,0.0
2019-01-14,-0.273477004575006,-1.5588129063327716,-0.0,1.0,-1.725138454129545,-1.462316397784734,0.0
2019-01-15,-0.26418279375414483,-1.5460903116898779,-0.0,1.0,-1.7261710978477123,-1.4923132573702298,0.0
2019-01-16,-0.2543928035982009,-1.5280959520239878,-0.0,1.0,-1.7141229385307344,-1.5003898050974513,0.0
2019-01-17,-0.24835703190345323,-1.5268849324889475,-0.0,1.0,-1.7094634962361095,-1.48972398135978,0.0
2019-01-18,-0.257301138074306,-1.5211657734690192,-0.0,1.0,-1.713795387487204,-1.5292948756548441,0.0
2019-01-22,-0.0,-1.6122206965422543,-0.0,1.0,-2.0738359755336413,-1.5552989639246035,0.0
2019-01-23,-0.0,-1.516745517928287,-0.0,1.0,-2.0845991035856573,-1.6237549800796813,0.0
