Date,IWF,IWM,MTUM,NG,SPY,VLUE,VXX
2018-11-21,-0.28755782809836866,-2.4855125395665936,-0.0,1.0,-2.3398263127992855,-2.003408814219625,0.0
2018-11-23,-0.28888530147711683,-2.455000403583824,-0.0,1.0,-2.33360238921624,-1.9941076761643393,0.0
2018-11-26,-0.2885126964933495,-2.4541717049576786,-0.0,1.0,-2.3287384119306735,-1.9898428053204353,0.0
2018-11-27,-0.2552708400908206,-2.502919234511839,-0.0,1.0,-2.348443074927019,-2.0022705157314307,0.0
2018-11-28,-0.25584036340038935,-2.507543802725503,-0.0,1.0,-2.3466093445814407,-2.001622323166775,0.0
2018-11-29,-0.16480075158537538,-2.417051593204415,-0.0,1.0,-2.2801221326235024,-1.9670398496829244,0.0
2018-11-30,-0.16374589266155534,-2.416288530746362,-0.0,1.0,-2.28000312940072,-1.963464246596777,0.0
2018-12-03,-0.15665673514191628,-2.4264544456641057,-0.0,1.0,-2.28814489571899,-1.9693429512309866,0.0
2018-12-04,-0.13545785841668603,-2.4133519423121657,-0.0,1.0,-2.258819880592386,-1.94611149879817,0.0
2018-12-06,-0.09511778256669393,-2.2100765400906592,-0.0,1.0,-2.269302221891952,-1.8565059077060266,0.0
2018-12-07,-0.0976896218705891,-2.209419805363643,-0.0,1.0,-2.2692964861451603,-1.8524626699353688,0.0
2018-12-10,-0.0,-2.3180543980604593,-0.0,1.0,-2.380559133267672,-1.8777180089400713,0.0
2018-12-11,-0.0,-2.3177272727272724,-0.0,1.0,-2.380378787878788,-1.877651515151515,0.0
2018-12-12,-0.0,-2.3174759487917584,-0.0,1.0,-2.3789864404211802,-1.8782667979698509,0.0
2018-12-13,-0.0015847860538827261,-2.3045053203531807,-0.0,1.0,-2.3723492566598745,-1.8681608935174705,0.0
2018-12-14,-0.00918328942416259,-2.2818216033120065,-0.0,1.0,-2.3734286789612344,-1.8628528415506211,0.0
2018-12-17,-0.0,-2.2503525569657836,-0.0,1.0,-2.3072070066058044,-1.8646923476582797,0.0
2018-12-18,-0.0,-2.2089409338636026,-0.0,1.0,-2.2882604212697006,-1.8675799086757991,0.0
2018-12-19,-0.0,-2.210332375267153,-0.0,1.0,-2.2897781708305693,-1.8696293020856365,0.0
2018-12-20,-0.0,-2.1497256713831936,-0.0,1.0,-2.246751371643084,-1.8226970834536527,0.0
2018-12-21,-0.0,-2.228029910416821,-0.0,1.0,-2.3495965055156582,-1.8260161397793737,0.0
2018-12-24,-0.0,-2.1367403314917133,-0.0,1.0,-2.291945332945624,-1.8408694387903464,0.0
2018-12-26,-0.0,-2.2290334435869164,-0.0,1.0,-2.2758544652701214,-1.845350973906652,0.0
2018-12-27,-0.0,-2.0401169511117154,-0.0,1.0,-1.9700142789148023,-1.78942000407969,0.0
2018-12-28,-0.0,-2.0439060803474485,-0.0,1.0,-1.9624728555917483,-1.7797231270358307,0.0
2018-12-31,-0.0,-2.042703658370733,-0.0,1.0,-1.970012239902081,-1.7872297021623829,0.0
2019-01-02,-0.0,-2.0362736456708928,-0.0,1.0,-1.9589124686419417,-1.7849345718353784,0.0
2019-01-03,-0.0,-2.0331776017333607,-0.0,1.0,-1.9734579186133119,-1.7642358995192635,0.0
2019-01-04,-0.0,-2.1080726469166495,-0.0,1.0,-1.9592569573924457,-1.8383398936537534,0.0
2019-01-07,-0.0,-2.017114749679941,-0.0,1.0,-1.9412438514924875,-1.7796644430968267,0.0
2019-01-08,-0.0,-1.9864452727888855,-0.0,1.0,-1.9981023381904444,-1.7927482209420535,0.0
2019-01-09,-0.0,-1.9551572539736217,-0.0,1.0,-1.9974974636455864,-1.8109570510652686,0.0
2019-01-10,-0.0,-1.946075453870554,-0.0,1.0,-1.99838023891476,-1.8046163190929339,0.0
2019-01-11,-0.0,-1.940149965916837,-0.0,1.0,-2.0296523517382417,-1.8467620995228358,0.0
2019-01-14,-0.0,-1.9460730842650666,-0.0,1.0,-2.0368830106353966,-1.8345377692937004,0.0
2019-01-15,-0.0,-1.9428610578240613,-0.0,1.0,-2.0445327486982734,-1.863729788983283,0.0
2019-01-16,-0.0,-1.953818582850841,-0.0,1.0,-2.0256410256410255,-1.9132892197408329,0.0
2019-01-17,-0.0,-1.94639288913388,-0.0,1.0,-2.0287328601943084,-1.9152483979880106,0.0
2019-01-18,-0.0,-1.967242111221169,-0.0,1.0,-2.0874487052497526,-2.020517900099052,0.0
2019-01-22,-0.0,-2.0950887392900857,-0.0,1.0,-2.464580783353733,-2.090269277845777,0.0
2019-01-23,-0.0,-2.0318356465145455,-0.0,1.0,-2.577119109229201,-2.232337489218223,0.0
2019-01-24,-0.0,-2.038693980064359,-0.0,1.0,-2.572482536692567,-2.237500981084687,0.0
2019-01-25,-0.0,-1.8875,-0.0,1.0,-2.9681291390728473,-2.4225165562913906,0.0
2019-01-28,-0.0,-1.8055464926590539,-0.0,1.0,-2.9857259380097876,-2.365334420880914,0.0
2019-01-29,-0.0,-1.8123076923076924,-0.0,1.0,-3.046652806652807,-2.4571309771309773,0.0
2019-01-30,-0.0,-1.8032936870997256,-0.0,1.0,-3.0385095234134574,-2.475505281543708,0.0
2019-01-31,-0.0,-1.75535143114902,-0.0,1.0,-2.957352579348807,-2.4887230378085787,0.0
2019-02-01,-0.0,-1.7498563807960608,-0.0,1.0,-2.9819450143619206,-2.4750102585145672,0.0
2019-02-04,-0.0,-1.7556066705002875,-0.0,1.0,-2.9918672471863963,-2.4673457652181057,0.0
2019-02-05,-0.0,-1.7295338494481962,-0.0,1.0,-2.987728545544391,-2.5186954373249875,0.0
2019-02-06,-0.0,-1.704410796576695,-0.0,1.0,-2.980826201448321,-2.5438610928242267,0.0
2019-02-07,-0.0,-1.7065754779169413,-0.0,1.0,-2.9967864205669086,-2.536667765326302,0.0
2019-02-08,-0.0,-1.7053067993366502,-0.0,1.0,-3.048424543946932,-2.538225538971808,0.0
2019-02-11,-0.0,-1.6689747226161673,-0.0,1.0,-3.082339200800867,-2.590973554684241,0.0
2019-02-12,-0.0,-1.6893881371798145,-0.0,1.0,-3.174538337162794,-2.645987575525487,0.0
2019-02-13,-0.0,-1.761513439479541,-0.0,1.0,-3.1743708269132,-2.624293785310735,0.0
2019-02-14,-0.0,-1.6567023554603855,-0.0,1.0,-3.243426124197002,-2.6652676659528907,0.0
2019-02-15,-0.0,-1.7489430069338745,-0.0,1.0,-3.1359715880263828,-2.5710299340436324,0.0
2019-02-19,-0.0,-1.7067319874989442,-0.0,1.0,-3.1733254497846106,-2.5666019089450125,0.0
2019-02-20,-0.0,-1.7225888324873098,-0.0,1.0,-3.1708121827411166,-2.5668358714043995,0.0
2019-02-21,-0.0,-1.7420521446593775,-0.0,1.0,-3.144911690496215,-2.5234650967199324,0.0
2019-02-22,-0.0,-1.7385598923283985,-0.0,1.0,-3.161507402422611,-2.5117765814266484,0.0
2019-02-25,-0.0,-1.7179012864710335,-0.0,1.0,-3.175901790969478,-2.514504330278315,0.0
2019-02-26,-0.0,-1.7236675928264715,-0.0,1.0,-3.1856529426622884,-2.5103140523701275,0.0
2019-02-27,-0.0,-1.7118845500848896,-0.0,1.0,-3.2458404074702885,-2.531239388794567,0.0
2019-02-28,-0.0,-1.7102716468590833,-0.0,1.0,-3.2402376910016977,-2.5384550084889645,0.0
2019-03-01,-0.0,-1.7024896265560165,-0.0,1.0,-3.1479668049792533,-2.448298755186722,0.0
2019-03-04,-0.0,-1.6839023585683655,-0.0,1.0,-3.0890648193963384,-2.4737753587333002,0.0
2019-03-05,-0.0,-1.5231864984129442,-0.0,1.0,-2.941549895486568,-2.276999303243787,0.0
2019-03-06,-0.0,-1.518466898954704,-0.0,1.0,-2.953542392566783,-2.2709252806813782,0.0
2019-03-07,-0.0,-1.4399907855332872,-0.0,1.0,-3.00199646778776,-2.236735007294786,0.0
2019-03-08,-0.0,-1.4185158673347649,-0.0,1.0,-3.2153821681380736,-2.319653225165036,0.0
2019-03-11,-0.0,-1.4141252006420546,-0.0,1.0,-3.16661316211878,-2.444943820224719,0.0
2019-03-12,-0.0,-1.2990105651517692,-0.0,1.0,-3.366510145899715,-2.7195203756498407,0.0
2019-03-13,-0.0,-1.3716321918998782,-0.0,1.0,-3.49904397705545,-2.820441508778029,0.0
2019-03-14,-0.0,-1.3726627423822715,-0.0,1.0,-3.474463296398892,-2.8093836565096955,0.0
2019-03-15,-0.0,-1.3503675183759187,-0.0,1.0,-3.5165383269163457,-2.8836191809590477,0.0
2019-03-18,-0.0,-1.387318563789152,-0.0,1.0,-3.3428401663695784,-2.7580850522026994,0.0
2019-03-19,-0.0,-1.4027549163995496,-0.0,1.0,-3.4114181755176296,-2.8491726587542234,0.0
2019-03-20,-0.0,-1.419346405228758,-0.0,1.0,-3.4131590413943353,-2.882178649237473,0.0
2019-03-21,-0.0,-1.4222183618518196,-0.0,1.0,-3.485885520715713,-2.777816381481803,0.0
2019-03-22,-0.0,-1.364512855209743,-0.0,1.0,-3.4623646820027063,-2.630497293640054,0.0
2019-03-25,-0.0,-1.065377532228361,-0.0,1.0,-3.634689435794408,-2.6709358781181987,0.0
2019-03-26,-0.0,-1.1291663132897973,-0.0,1.0,-3.640318887286914,-2.711559664150623,0.0
2019-03-27,-0.0,-1.0787308051242896,-0.0,1.0,-3.6861796894884193,-2.71901247136676,0.0
2019-03-28,-0.0,-1.0631141985767536,-0.0,1.0,-3.6599457810911553,-2.748729244323958,0.0
2019-03-29,-0.0,-1.0379648760330578,-0.0,1.0,-3.7361398071625342,-2.834796831955923,0.0
2019-04-01,-0.0,-1.0678010019001556,-0.0,1.0,-3.742528934185524,-2.8267403696666094,0.0
2019-04-02,-0.0,-1.138792505204719,-0.0,1.0,-3.8468945176960445,-2.688844552394171,0.0
2019-04-03,-0.0,-1.1424832039089083,-0.0,1.0,-3.8931157839630046,-2.689643137597068,0.0
2019-04-04,-0.0,-1.1312299557944006,-0.0,1.0,-3.832278755309006,-2.704255872410505,0.0
2019-04-05,-0.0,-1.0959517657192075,-0.0,1.0,-3.807751937984496,-2.7095607235142123,0.0
2019-04-08,-0.0,-1.0613030095759235,-0.0,1.0,-3.788731190150479,-2.6998974008207934,0.0
2019-04-09,-0.0,-0.9853399612435757,-0.0,1.0,-3.842025444435083,-2.5979442244502486,0.0
2019-04-10,-0.0,-0.9436297363736543,-0.0,1.0,-3.9258286004916503,-2.6072730355175047,0.0
2019-04-11,-0.0,-0.8770519835841314,-0.0,1.0,-4.06891244870041,-2.603967168262654,0.0
2019-04-12,-0.0,-0.879415034636107,-0.0,1.0,-4.069614299153339,-2.6030958693235267,0.0
2019-04-15,-0.0,-0.8844444444444444,-0.0,1.0,-4.046923076923077,-2.615641025641026,0.0
2019-04-16,-0.0,-0.8769925837524508,-0.0,1.0,-4.0370812377461425,-2.6103486488790386,0.0
2019-04-17,-0.0,-0.8444214341185606,-0.0,1.0,-4.166364656139442,-2.6179998274225555,0.0
2019-04-18,-0.0,-0.846147223417994,-0.0,1.0,-4.124924666379681,-2.6385708136030996,0.0
2019-04-22,-0.0,-0.8645606073828432,-0.0,1.0,-4.177502399860372,-2.6847892486255343,0.0
2019-04-23,-0.0,-0.8997871434653043,-0.0,1.0,-4.058237547892721,-2.55632183908046,0.0
2019-04-24,-0.0,-0.8367899771438245,-0.0,1.0,-4.051553373402184,-2.576906797595869,0.0
2019-04-25,-0.0,-0.8244313395113733,-0.0,1.0,-4.054928390901432,-2.545324347093513,0.0
2019-04-26,-0.0,-0.7934376062563755,-0.0,1.0,-4.149693981638898,-2.5572934376062566,0.0
2019-04-29,-0.0,-0.7796379705957339,-0.0,1.0,-4.149230899974505,-2.569558936007479,0.0
2019-04-30,-0.0,-0.7713769051924568,-0.0,1.0,-4.2323258417290965,-2.6074227159218117,0.0
2019-05-01,-0.0,-0.7654928361815985,-0.0,1.0,-4.252287243224581,-2.6132401173830484,0.0
2019-05-02,-0.0,-0.7627878892435089,-0.0,1.0,-4.220477874579488,-2.6425429138273095,0.0
2019-05-03,-0.0,-0.7657758620689655,-0.0,1.0,-4.214913793103448,-2.6400862068965516,0.0
2019-05-06,-0.0,-0.6783042394014963,-0.0,1.0,-4.246796801100697,-2.674176627397024,0.0
2019-05-07,-0.0,-0.6729889923793395,-0.0,1.0,-4.167400508044031,-2.6270110076206605,0.0
2019-05-08,-0.0,-0.6769334912844813,-0.0,1.0,-4.109578608901676,-2.6751565408698594,0.0
2019-05-09,-0.0,-0.6758766370933672,-0.0,1.0,-4.100126742712295,-2.673510773130545,0.0
2019-05-10,-0.0,-0.6656911112969311,-0.0,1.0,-4.068316748892048,-2.627895308972322,0.0
2019-05-13,-0.0,-0.6586791350087668,-0.0,1.0,-4.058695833681222,-2.6319612590799033,0.0
2019-05-14,-0.0,-0.4957775313486309,-0.0,1.0,-4.2891751258210356,-2.745287042565896,0.0
2019-05-15,-0.0,-0.5125386465132257,-0.0,1.0,-4.369718309859155,-2.7058570937822055,0.0
2019-05-16,-0.0,-0.5227702354356418,-0.0,1.0,-4.3622615569685514,-2.707509881422925,0.0
2019-05-17,-0.0,-0.4817623998636441,-0.0,1.0,-4.271433441281745,-2.7689619907959773,0.0
2019-05-20,-0.0,-0.4448945147679325,-0.0,1.0,-4.244472573839663,-2.749451476793249,0.0
2019-05-21,-0.0,-0.44561108777824443,-0.0,1.0,-4.219151616967661,-2.735069298614028,0.0
2019-05-22,-0.0,-0.4161584092238282,-0.0,1.0,-4.22407887041524,-2.7146795889380897,0.0
2019-05-23,-0.0,-0.40861466821885917,-0.0,1.0,-4.232413104939298,-2.6743721935805755,0.0
2019-05-24,-0.0,-0.3149704585171008,-0.0,1.0,-4.29183656486644,-2.7148206707164846,0.0
2019-05-28,-0.0,-0.2905597326649958,-0.0,1.0,-4.32422723475355,-2.7393483709273183,0.0
2019-05-29,-0.0,-0.30235634559735425,-0.0,1.0,-4.299214551467548,-2.6662257131045886,0.0
2019-05-30,-0.0,-0.28776212319790306,-0.0,1.0,-4.250409567496724,-2.6531782437745743,0.0
2019-05-31,-0.0,-0.2851629854667871,-0.0,1.0,-4.270876098201823,-2.654815666310863,0.0
2019-06-03,-0.0,-0.3258966155918505,-0.0,1.0,-4.490907560195319,-2.602121569287759,0.0
2019-06-04,-0.0,-0.3350185372430064,-0.0,1.0,-4.470593191776205,-2.620407819346141,0.0
2019-06-05,-0.0,-0.3083807973962572,-0.0,1.0,-4.449145646867372,-2.3791700569568754,0.0
2019-06-06,-0.0,-0.33062748599724007,-0.0,1.0,-4.391265524799091,-2.395648997483562,0.0
2019-06-07,-0.0,-0.3798506251014775,-0.0,1.0,-4.350543919467446,-2.3878064620880015,0.0
2019-06-10,-0.0,-0.3800970873786408,-0.0,1.0,-4.3127022653721685,-2.397815533980583,0.0
2019-06-11,-0.0,-0.346747149564051,-0.0,1.0,-4.567236753856473,-2.4696512407780014,0.0
2019-06-12,-0.0,-0.3388818831441782,-0.0,1.0,-4.579319041614124,-2.4886927280369906,0.0
2019-06-13,-0.0,-0.4083347479205568,-0.0,1.0,-4.609828552028518,-2.469360040740112,0.0
2019-06-14,-0.0,-0.41423590441364067,-0.0,1.0,-4.624798027043116,-2.4650055276809253,0.0
2019-06-17,-0.0,-0.3984269282814614,-0.0,1.0,-4.603518267929635,-2.455429634641407,0.0
2019-06-18,-0.0,-0.44340753424657536,-0.0,1.0,-4.650599315068493,-2.4676369863013696,0.0
2019-06-19,-0.0,-0.3923892180589168,-0.0,1.0,-4.557039138779938,-2.395727280313778,0.0
2019-06-20,-0.0,-0.4238421668617288,-0.0,1.0,-4.538037117538873,-2.39792676809898,0.0
2019-06-21,-0.0,-0.4400400567470583,-0.0,1.0,-4.516481682383376,-2.388633898022198,0.0
2019-06-24,-0.0,-0.38330719062164614,-0.0,1.0,-4.4316849665648474,-2.440601007182366,0.0
2019-06-25,-0.0,-0.3106837606837607,-0.0,1.0,-4.668290598290597,-2.568034188034188,0.0
2019-06-26,-0.0,-0.30117687483893135,-0.0,1.0,-4.633278927927154,-2.6558714887037196,0.0
2019-06-27,-0.0,-0.2722355769230769,-0.0,1.0,-4.633070054945055,-2.679859203296703,0.0
2019-06-28,-0.0,-0.24435124957206436,-0.0,1.0,-4.641304347826088,-2.673057172201301,0.0
2019-07-01,-0.0,-0.23470863462356445,-0.0,1.0,-4.635984687367078,-2.6363249680986813,0.0
2019-07-02,-0.0,-0.2651248680970805,-0.0,1.0,-4.768202602884277,-2.7602884277172004,0.0
2019-07-03,-0.0,-0.2510818687626954,-0.0,1.0,-4.807824781418352,-2.772675086107922,0.0
2019-07-05,-0.0,-0.18609154929577462,-0.0,1.0,-4.817165492957746,-2.7996478873239434,0.0
2019-07-08,-0.0,-0.18270842523158357,-0.0,1.0,-4.831848257609175,-2.807675341861491,0.0
2019-07-09,-0.0,-0.1603981326521624,-0.0,1.0,-4.83141019994715,-2.816436184268475,0.0
2019-07-10,-0.0,-0.127450110864745,-0.0,1.0,-4.902350332594235,-2.839290465631929,0.0
2019-07-11,-0.0,-0.11772557394554192,-0.00827549386011746,1.0,-4.932372308239901,-2.840007118704396,0.0
2019-07-12,-0.0,-0.13416911176313684,-0.005957144127322842,1.0,-4.921223437361075,-2.829910198275096,0.0
2019-07-15,-0.0,-0.16700792308377102,-0.03391792041306864,1.0,-4.8953084661265915,-2.8060179827294576,0.0
2019-07-16,-0.0,-0.17639718334967464,-0.041893216864248156,1.0,-4.89375167127195,-2.8013191906587043,0.0
2019-07-17,-0.0,-0.2060979971387697,-0.028254649499284693,1.0,-4.905400572246066,-2.8015915593705296,0.0
2019-07-18,-0.0,-0.20633345362684954,-0.04520028870443883,1.0,-4.962919523637676,-2.807470227354746,0.0
2019-07-19,-0.0,-0.21144976033282084,-0.06421271592656236,1.0,-4.952699647282264,-2.815682373157276,0.0
2019-07-22,-0.0,-0.17738278770291102,-0.05259816813276502,1.0,-4.980593089688945,-2.858075632538315,0.0
2019-07-23,-0.0,-0.19023904382470122,-0.05432814197754437,1.0,-4.964233973198117,-2.8459797174936616,0.0
2019-07-24,-0.0,-0.1906536957905264,-0.09773615783253022,1.0,-4.977816165105919,-2.825529593599418,0.0
2019-07-25,-0.0,-0.16430313431487673,-0.10965585764610243,1.0,-4.970192394544305,-2.788546653418842,0.0
2019-07-26,-0.0,-0.14181523500810372,-0.11021069692058345,1.0,-4.96839546191248,-2.78372051143526,0.0
2019-07-29,-0.0,-0.09296459778398342,-0.11854787856949825,1.0,-4.957931717863255,-2.8386631834969824,0.0
2019-07-30,-0.0,-0.08619595758180006,-0.13686214085017676,1.0,-4.96664551799148,-2.8740143206743407,0.0
2019-07-31,-0.0,-0.11993089652664121,-0.13547917803236953,1.0,-4.96481178396072,-2.8723404255319154,0.0
2019-08-01,-0.0,-0.15576576576576576,-0.12432432432432432,1.0,-4.907927927927928,-2.820990990990991,0.0
2019-08-02,-0.0,-0.00880665750989739,-0.08588510947725621,1.0,-4.4509170235113515,-2.533893512159651,0.0
2019-08-05,-0.0,-0.002327261054490009,-0.07431185298130165,1.0,-4.4363213225262825,-2.5121579327501804,0.0
2019-08-06,-0.0,-0.0051821608040201,-0.08048052763819095,1.0,-4.233511306532663,-2.5326633165829144,0.0
2019-08-07,-0.0,-0.022614236866645945,-0.03629157600248679,1.0,-4.181380167858253,-2.5310071495181847,0.0
2019-08-08,-0.0,-0.024310679611650485,-0.038834951456310676,1.0,-4.178252427184466,-2.525592233009709,0.0
2019-08-09,-0.0,-0.0,-0.028603186365320492,1.0,-3.950277880696554,-2.431344942571323,0.0
2019-08-12,-0.0,-0.0,-0.007118205349439171,1.0,-3.8761144664941036,-2.3068737417313776,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-3.861534062477661,-2.286939738365859,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-3.839568756247323,-2.3002284735113525,0.0
2019-08-15,-0.0,-0.051118663268195974,-0.05642877371849334,1.0,-3.8416879071084677,-2.130841121495327,0.0
2019-08-16,-0.0,-0.05301477345020145,-0.060860959920831265,1.0,-3.8341697886477695,-2.120590938008058,0.0
2019-08-19,-0.0,-0.0,-0.0794697291932511,1.0,-3.906493690628102,-2.1032893804055015,0.0
2019-08-20,-0.0,-0.0,-0.10647196427305593,1.0,-3.908626922804282,-2.073580491954349,0.0
2019-08-21,-0.0,-0.004544143104443162,-0.11634448932487014,1.0,-4.004255626081939,-2.0877813040969415,0.0
2019-08-22,-0.0,-0.012153027470156768,-0.10599741118941465,1.0,-4.0,-2.0729900762260898,0.0
2019-08-23,-0.0,-0.011232718894009217,-0.10901497695852534,1.0,-4.005328341013825,-2.074884792626728,0.0
2019-08-26,-0.0,-0.0,-0.1287771394463926,1.0,-4.224278146683578,-2.107960904275162,0.0
2019-08-27,-0.0,-0.0,-0.10769001933660569,1.0,-4.207719767960732,-2.121746244236204,0.0
2019-08-28,-0.0,-0.0,-0.1433683739655558,1.0,-4.2550510698576005,-2.0570342205323193,0.0
2019-08-29,-0.0,-0.0,-0.1585670239318749,1.0,-4.1913081779474375,-1.9911907208926733,0.0
2019-08-30,-0.0,-0.0,-0.18632788868723532,1.0,-4.362976406533575,-2.012628554143981,0.0
2019-09-03,-0.0,-0.0,-0.2439732142857143,1.0,-4.246056547619048,-1.9504464285714285,0.0
2019-09-04,-0.0,-0.0,-0.2513420817178646,1.0,-4.251491201908738,-1.95325082016105,0.0
2019-09-05,-0.0,-0.0,-0.24262101534828806,1.0,-4.243949232585596,-1.892340613931523,0.0
2019-09-06,-0.0,-0.0,-0.323642047674873,1.0,-4.603907776475185,-1.8879249706916763,0.0
2019-09-09,-0.0,-0.0,-0.3416673302014491,1.0,-4.708177402659447,-1.912572657058683,0.0
2019-09-10,-0.0,-0.0,-0.43992,1.0,-4.74968,-1.8104,0.0
2019-09-11,-0.0,-0.0,-0.5031219980787704,1.0,-4.7529618956131925,-1.749039385206532,0.0
2019-09-12,-0.0,-0.0,-0.5141080822572932,1.0,-4.730671130240714,-1.7258887294755303,0.0
2019-09-13,-0.0,-0.0,-0.4994431185361973,1.0,-4.720525059665871,-1.7354813046937152,0.0
2019-09-16,-0.0,-0.0,-0.5077266209972917,1.0,-4.723434761828898,-1.7344272741755613,0.0
2019-09-17,-0.0,-0.0,-0.5195575504969542,1.0,-4.742866303302341,-1.752965694132735,0.0
2019-09-18,-0.0,-0.0,-0.5491941303824873,1.0,-4.735386095742122,-1.7340229332050356,0.0
2019-09-19,-0.0,-0.0,-0.5423851150854118,1.0,-4.742802149330339,-1.7347020611115567,0.0
2019-09-20,-0.0,-0.0,-0.6152182619142972,1.0,-4.6673608329995995,-1.7271125350420504,0.0
2019-09-23,-0.0,-0.0,-0.6363343792742778,1.0,-4.656931370182638,-1.7525142811167433,0.0
