Date,IWF,IWM,MTUM,SPY,SYY,VLUE,VXX
2018-09-24,-0.3515158251590852,-0.553255342206908,-0.08027898963514601,-0.4481896240309,1.0,-0.34551365770972853,0.0
2018-09-25,-0.3523611111111111,-0.5522222222222223,-0.08180555555555556,-0.44725,1.0,-0.3441388888888889,0.0
2018-09-26,-0.35251798561151076,-0.5524290991916891,-0.08221993833504625,-0.44709869170300826,1.0,-0.3434071275797895,0.0
2018-09-27,-0.3537248806483846,-0.5486010880426335,-0.08329632508049295,-0.4469024092372599,1.0,-0.34312201620961474,0.0
2018-09-28,-0.3521181500194326,-0.5500527455443895,-0.08372661151518516,-0.4468658042307479,1.0,-0.3433179723502304,0.0
2018-10-01,-0.35178140012773873,-0.5508316903168476,-0.08402987975896253,-0.4467246119241344,1.0,-0.343589458776485,0.0
2018-10-02,-0.351792706973644,-0.5507262476740634,-0.08437248312828062,-0.44663537645457824,1.0,-0.34371094509400946,0.0
2018-10-03,-0.3514841862660706,-0.5436647877155472,-0.08330325160358759,-0.4495876489045622,1.0,-0.3487351789631522,0.0
2018-10-04,-0.3566960438155078,-0.5375184186382719,-0.08387778364702939,-0.45689343601434573,1.0,-0.3451861325029887,0.0
2018-10-05,-0.34805849443305825,-0.5318783581676175,-0.07419819420594916,-0.4634686755663878,1.0,-0.3519913587769346,0.0
2018-10-08,-0.3468451031355417,-0.5295028479787646,-0.07155892274511973,-0.46571365370790246,1.0,-0.3514350494939999,0.0
2018-10-09,-0.344694872078857,-0.5314265145641821,-0.06454203123269465,-0.4705393731310223,1.0,-0.3576531177317533,0.0
2018-10-10,-0.34421546057193575,-0.5342689928716057,-0.06254680609103265,-0.4714170804093972,1.0,-0.3612459434721105,0.0
2018-10-11,-0.3173142006227156,-0.5314200622715581,-0.023067551103289563,-0.4658995532692568,1.0,-0.36975768241505347,0.0
2018-10-12,-0.318143869004336,-0.5298806926826641,-0.01850206027308718,-0.4628746869192858,1.0,-0.3637661253400124,0.0
2018-10-15,-0.30882550606199094,-0.5455791822360816,-0.004462485550686846,-0.46342643619452134,1.0,-0.3659775800424743,0.0
2018-10-16,-0.3075392557539256,-0.5509518175951819,-0.0005108625510862551,-0.46372875887287596,1.0,-0.36599268659926865,0.0
2018-10-17,-0.2957712829497492,-0.5282312654296408,-0.0,-0.46053993788325237,1.0,-0.3700193783016113,0.0
2018-10-18,-0.2951685691531723,-0.5269445181842315,-0.0,-0.4622245818954075,1.0,-0.37029466418900986,0.0
2018-10-19,-0.2827256898644014,-0.5172532052973143,-0.0,-0.4669445470374083,1.0,-0.371207724370812,0.0
2018-10-22,-0.2824485917166011,-0.5088298181242246,-0.0,-0.4722434865242985,1.0,-0.3762109653406541,0.0
2018-10-23,-0.28218057022175286,-0.508870116156283,-0.0,-0.47249208025343187,1.0,-0.37634635691657864,0.0
2018-10-24,-0.2814769815905549,-0.5044769023533452,-0.0,-0.47494783550355246,1.0,-0.3803386070098518,0.0
2018-10-25,-0.25254272290773916,-0.47165573855129334,-0.0,-0.4966441220506996,1.0,-0.360601992875213,0.0
2018-10-26,-0.23560316768753684,-0.463876572951639,-0.0,-0.5072400625336375,1.0,-0.35613419103513677,0.0
2018-10-29,-0.2366543476029155,-0.46388974437942715,-0.0,-0.5106251924853711,1.0,-0.35530233035622627,0.0
2018-10-30,-0.22355509889545339,-0.4653994348831236,-0.0,-0.5124325712817879,1.0,-0.3673516568199332,0.0
2018-10-31,-0.22396594609841783,-0.4624971151627048,-0.0,-0.5116034566761546,1.0,-0.3662332999974357,0.0
2018-11-01,-0.20282413350449294,-0.4820282413350449,-0.0,-0.5134531450577664,1.0,-0.36908857509627724,0.0
2018-11-02,-0.20647287217737814,-0.4637273934811485,-0.0,-0.5184939205067948,1.0,-0.3656891795238582,0.0
2018-11-05,-0.20658560261584838,-0.46347008634343234,-0.0,-0.5184948653757728,1.0,-0.3659633168139785,0.0
2018-11-06,-0.2635845687236033,-0.5907196916012358,-0.0,-0.5802318659825959,1.0,-0.400011338189858,0.0
2018-11-07,-0.2628835311782871,-0.5912683797489872,-0.0,-0.5791143723262601,1.0,-0.3998923421253931,0.0
2018-11-08,-0.25738968408571183,-0.5901866124615341,-0.0,-0.576522401964936,1.0,-0.39908528838824425,0.0
2018-11-09,-0.25687425893512505,-0.590113488792276,-0.0,-0.5770989780362487,1.0,-0.39898932866580095,0.0
2018-11-12,-0.2568662764520486,-0.5742064385411977,-0.0,-0.5858284556506078,1.0,-0.3971746960828455,0.0
2018-11-13,-0.2315786527859402,-0.574427000251868,-0.0,-0.5957518260431535,1.0,-0.39674810399350746,0.0
2018-11-14,-0.23112243469496319,-0.5752162835624492,-0.0,-0.5961026961950892,1.0,-0.3973178038469077,0.0
2018-11-15,-0.23056922388727355,-0.5751789308879445,-0.0,-0.5972377544173563,1.0,-0.3928092149407292,0.0
2018-11-16,-0.2264493259273732,-0.5666675970636671,-0.0,-0.5975939933569655,1.0,-0.4005079967622185,0.0
2018-11-19,-0.2268490092101591,-0.5664526932737929,-0.0,-0.5972927714205972,1.0,-0.4003628244487859,0.0
2018-11-20,-0.19536083904442164,-0.5599733636691545,-0.0,-0.6024805083099802,1.0,-0.41680308537498956,0.0
2018-11-21,-0.19830979712059904,-0.554738899441187,-0.0,-0.6002147163266992,1.0,-0.3995100063313789,0.0
2018-11-23,-0.2001872710748809,-0.5402219713034618,-0.0,-0.6099804466965933,1.0,-0.4035691663683182,0.0
2018-11-26,-0.19930580424781685,-0.546073110933583,-0.0,-0.6080273270708796,1.0,-0.4013663535439795,0.0
2018-11-27,-0.19113451832345843,-0.5499231950844854,-0.0,-0.6048112793504499,1.0,-0.397163704191354,0.0
2018-11-28,-0.19269504129963502,-0.5448533245520156,-0.0,-0.6075299799676189,1.0,-0.39908344996020967,0.0
2018-11-29,-0.18023999346956543,-0.5372098718402221,-0.0,-0.6037386737775843,1.0,-0.39982585507877333,0.0
2018-11-30,-0.18084758688310273,-0.53886588953045,-0.0,-0.6068743871881469,1.0,-0.39702037258960676,0.0
2018-12-03,-0.17876395317179417,-0.5397767492512932,-0.0,-0.6071059079771304,1.0,-0.39692349578001634,0.0
2018-12-04,-0.1701011309264898,-0.5461613745106568,-0.0,-0.6055078294910831,1.0,-0.3968301435406698,0.0
2018-12-06,-0.16661807193786943,-0.5000397593235614,-0.0,-0.6093513929016354,1.0,-0.37461234659527665,0.0
2018-12-07,-0.16615865779639002,-0.500119271647804,-0.0,-0.6096371491425693,1.0,-0.37456598372604627,0.0
2018-12-10,-0.15084429738175897,-0.5014049738701121,-0.0,-0.6107040626066861,1.0,-0.36316604952861153,0.0
2018-12-11,-0.15020354563361787,-0.50172028890348,-0.0,-0.6103217334208799,1.0,-0.36414970453053186,0.0
2018-12-12,-0.1515119670020755,-0.5016420145548169,-0.0,-0.6109607755563146,1.0,-0.36310853059401516,0.0
2018-12-13,-0.15137277547377814,-0.49905506850753323,-0.0,-0.6126043361856265,1.0,-0.3617775211297181,0.0
2018-12-14,-0.15583904244428695,-0.4866524923222302,-0.0,-0.6201538178859228,1.0,-0.3622069979263459,0.0
2018-12-17,-0.14615585774058576,-0.48580020920502087,-0.0,-0.6128138075313807,1.0,-0.3702928870292887,0.0
2018-12-18,-0.14105065958941534,-0.4803163947649155,-0.0,-0.6111674862748159,1.0,-0.36939609190018996,0.0
2018-12-19,-0.13964503200957684,-0.4808463019830323,-0.0,-0.6120074949253109,1.0,-0.3698797689064696,0.0
2018-12-20,-0.13880109838868454,-0.47209989119734735,-0.0,-0.6136728666908451,1.0,-0.36596549401585415,0.0
2018-12-21,-0.13696502084250317,-0.4722056805530383,-0.0,-0.6152033762266007,1.0,-0.36475675115863604,0.0
2018-12-24,-0.1273522975929978,-0.4611404299137598,-0.0,-0.613129102844639,1.0,-0.37273780409319085,0.0
2018-12-26,-0.1279123237277744,-0.4638514203964848,-0.0,-0.5996832209278561,1.0,-0.3632485182914368,0.0
2018-12-27,-0.09935643564356436,-0.44341584158415837,-0.0,-0.559108910891089,1.0,-0.3733415841584158,0.0
2018-12-28,-0.09971770998415215,-0.4430715134706815,-0.0,-0.5595532884310619,1.0,-0.37391045958795566,0.0
2018-12-31,-0.09919013299650792,-0.4442380563191916,-0.0,-0.5594273967852985,1.0,-0.373777150357877,0.0
2019-01-02,-0.0979460529571888,-0.44390002474634993,-0.0,-0.5585993565949022,1.0,-0.3741895570403366,0.0
2019-01-03,-0.1065514937009628,-0.4416256218597629,-0.0,-0.5660965769868574,1.0,-0.3607900403435389,0.0
2019-01-04,-0.0843658398403823,-0.44981156243072146,-0.0,-0.5607310885040767,1.0,-0.36830307658201344,0.0
2019-01-07,-0.07118619419264142,-0.43201318532163463,-0.0,-0.5631392699597654,1.0,-0.35740947210238017,0.0
2019-01-08,-0.07363862883131335,-0.42068848731160946,-0.0,-0.5697559087500302,1.0,-0.35505721266661827,0.0
2019-01-09,-0.07381153985726382,-0.4207572275311479,-0.0,-0.5696383210354421,1.0,-0.35505019958872625,0.0
2019-01-10,-0.07497702317031878,-0.4178638804237411,-0.0,-0.5720746867895322,1.0,-0.3536980602718522,0.0
2019-01-11,-0.07659491952685671,-0.4120855148342059,-0.0,-0.5745103742485942,1.0,-0.36067481093659104,0.0
2019-01-14,-0.08132011921781482,-0.41231917419855096,-0.0,-0.5724878237902542,1.0,-0.3569992003683152,0.0
2019-01-15,-0.0785598175510105,-0.4090787781740544,-0.0,-0.5722396098697139,1.0,-0.3663051653443968,0.0
2019-01-16,-0.07022138163478092,-0.4087922213331393,-0.0,-0.5691181106180743,1.0,-0.37666399941805484,0.0
2019-01-17,-0.07005521115846572,-0.4078603254552499,-0.0,-0.5690623789228981,1.0,-0.3745399070127858,0.0
