Date,DPG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2035869182979721,-0.4590786543195405,-0.0,-0.3574024147227758,-0.3243230570859219,0.0
2018-09-25,1.0,-0.20323601829053817,-0.45935045140110214,-0.0,-0.357626919920272,-0.324727400633134,0.0
2018-09-26,1.0,-0.2022993899577663,-0.45891600187705306,-0.0,-0.3580713280150164,-0.32705302674800557,0.0
2018-09-27,1.0,-0.20488228121189384,-0.4541553325204015,-0.0,-0.358643654441422,-0.32733796079167055,0.0
2018-09-28,1.0,-0.20441807565133785,-0.4546349928475951,-0.0,-0.35860516380179636,-0.3273925380484488,0.0
2018-10-01,1.0,-0.20424959909442508,-0.46222054523158196,-0.0,-0.36083860013206304,-0.3309593434581643,0.0
2018-10-02,1.0,-0.2093644378264672,-0.4467843721194072,-0.0,-0.3686449691554988,-0.3387695289418327,0.0
2018-10-03,1.0,-0.20878055700033096,-0.43909877535580877,-0.0,-0.37193247907702487,-0.3443661638848173,0.0
2018-10-04,1.0,-0.21599563453462717,-0.4332724382547629,-0.0,-0.38219174832143116,-0.34107570760872147,0.0
2018-10-05,1.0,-0.21435343193022374,-0.4336841107318923,-0.0,-0.38199184679560105,-0.3401118695487296,0.0
2018-10-08,1.0,-0.21179230751001257,-0.43128658435433803,-0.0,-0.38652036874659335,-0.3402611560063512,0.0
2018-10-09,1.0,-0.2120716621640836,-0.4313948528366273,-0.0,-0.38639272003412484,-0.33989762547988056,0.0
2018-10-10,1.0,-0.21292019046265367,-0.4307203941913629,-0.0,-0.38687134295122355,-0.3384502404472556,0.0
2018-10-11,1.0,-0.18251558625165132,-0.4218369759195309,-0.0,-0.37488122001529656,-0.3384244559297286,0.0
2018-10-12,1.0,-0.18100172711571674,-0.41895221646516984,-0.0,-0.37033966609096136,-0.3325273459988486,0.0
2018-10-15,1.0,-0.16967260195290063,-0.42809879379666854,-0.0,-0.36769672601952896,-0.3320620333141872,0.0
2018-10-16,1.0,-0.16920143356000733,-0.4288044477118177,-0.0,-0.367487594192244,-0.33187833118911964,0.0
2018-10-17,1.0,-0.16171451972516723,-0.4145015243208809,-0.0,-0.36501797333576014,-0.33387177503753923,0.0
2018-10-18,1.0,-0.1621443205099021,-0.41588891418165264,-0.0,-0.3643068518096972,-0.33403141361256544,0.0
2018-10-19,1.0,-0.15155214904248346,-0.40762847905220556,-0.0,-0.3671799045874878,-0.3345994709353592,0.0
2018-10-22,1.0,-0.1513986567467945,-0.40123470749191564,-0.0,-0.37079668031025986,-0.3379389882634947,0.0
2018-10-23,1.0,-0.15286004973999548,-0.4012208907981008,-0.0,-0.3695681664028939,-0.3372597784309292,0.0
2018-10-24,1.0,-0.152,-0.40115254237288134,-0.0,-0.3696497175141243,-0.33708474576271186,0.0
2018-10-25,1.0,-0.13364665386906732,-0.3765141987158271,-0.0,-0.37538889256636,-0.3209329008627347,0.0
2018-10-26,1.0,-0.11788457318411234,-0.3709457976739083,-0.0,-0.38757954794821153,-0.31801623875356594,0.0
2018-10-29,1.0,-0.12458001768346595,-0.37126436781609196,-0.0,-0.39641909814323606,-0.31819186560565865,0.0
2018-10-30,1.0,-0.11418019372816135,-0.372196912733867,-0.0,-0.3976292626830023,-0.3275023220841258,0.0
2018-10-31,1.0,-0.11876526369056786,-0.3577039009042705,-0.0,-0.39827506545510544,-0.325449385052034,0.0
2018-11-01,1.0,-0.11046153846153846,-0.364,-0.0,-0.3978461538461538,-0.3255164835164835,0.0
2018-11-02,1.0,-0.11247837796413479,-0.3535941844934422,-0.0,-0.40018830329968685,-0.3232904906833658,0.0
2018-11-05,1.0,-0.11336750788643532,-0.3516254819488258,-0.0,-0.4002804065895548,-0.32542499123729407,0.0
2018-11-06,1.0,-0.10843877214214984,-0.34991748267136097,-0.0,-0.40748157112993727,-0.33464627571790073,0.0
2018-11-07,1.0,-0.10856501353760814,-0.3500187105153096,-0.0,-0.4078231966365097,-0.3348301745581016,0.0
2018-11-08,1.0,-0.11045665122435475,-0.3507610853739246,-0.0,-0.4100595632031767,-0.33478932274431944,0.0
2018-11-09,1.0,-0.11061839521697883,-0.3507843007478986,-0.0,-0.40997639376089307,-0.3348335429214375,0.0
2018-11-12,1.0,-0.11042459156973548,-0.34035488906968053,-0.0,-0.41478484575298485,-0.3332527100419974,0.0
2018-11-13,1.0,-0.09715432960893855,-0.33694134078212296,-0.0,-0.41707402234636876,-0.3310928770949721,0.0
2018-11-14,1.0,-0.09681503634656945,-0.3374446069549652,-0.0,-0.41727608111943065,-0.3314414198083346,0.0
