Date,ANET,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9576830907709393,-1.370506750832895,-0.6098544625635631,-1.0348939154830792,-0.8719387456894033,0.0
2018-09-25,1.0,-0.9650550222430344,-1.368941699836104,-0.6190002341372044,-1.0333645516272536,-0.8671271365019901,0.0
2018-09-26,1.0,-0.9651741293532338,-1.3690956979806848,-0.6193737196371085,-1.0331284752707053,-0.8663154814164472,0.0
2018-09-27,1.0,-0.9652194348158157,-1.3832324775277598,-0.6174137829739733,-1.037953116738147,-0.8712179072909935,0.0
2018-09-28,1.0,-0.9639920112781956,-1.383517387218045,-0.6178336466165413,-1.0375939849624058,-0.8711231203007518,0.0
2018-10-01,1.0,-0.9641703377386196,-1.382848751835536,-0.6179735682819383,-1.0375917767988252,-0.8711306901615271,0.0
2018-10-02,1.0,-0.9643866258535437,-1.4020485048269367,-0.6133152813750883,-1.0367318106898988,-0.8700259006357428,0.0
2018-10-03,1.0,-0.9635294117647059,-1.3955882352941176,-0.6126470588235294,-1.0378235294117646,-0.8727647058823529,0.0
2018-10-04,1.0,-0.9634662901517826,-1.395575950111778,-0.6130721261324862,-1.0376514884104013,-0.8732203788681022,0.0
2018-10-05,1.0,-0.9452030709722792,-1.3853366934302291,-0.5941510871476293,-1.0493465392955517,-0.8865967297661607,0.0
2018-10-08,1.0,-0.9425730994152045,-1.3808771929824561,-0.5908187134502924,-1.0497076023391811,-0.8839766081871344,0.0
2018-10-09,1.0,-0.9485932004689331,-1.3849355216881594,-0.5996483001172332,-1.0485932004689331,-0.87989449003517,0.0
2018-10-10,1.0,-0.9483840694468884,-1.3873540970144875,-0.5981582497507185,-1.0493870608246818,-0.8821631767259077,0.0
2018-10-11,1.0,-0.8745033488477694,-1.3792144397775004,-0.5021568850039732,-1.0236689749120218,-0.8964695198092859,0.0
2018-10-12,1.0,-0.8793238553677375,-1.3649389902608304,-0.4978170827269674,-0.9942348595096832,-0.8609649613791559,0.0
2018-10-15,1.0,-0.8648950424296561,-1.3867239839213934,-0.47722197409557837,-0.9924073246985261,-0.8616011612326931,0.0
2018-10-16,1.0,-0.8627177311299687,-1.3949866011612326,-0.4709691826708352,-0.9926306386779813,-0.8614895042429657,0.0
2018-10-17,1.0,-0.8397720423036878,-1.3423749246534056,-0.4548194421612143,-0.9803276891884486,-0.8624034193654446,0.0
2018-10-18,1.0,-0.8382611562980874,-1.3410090129698835,-0.45773796438777753,-0.9910969443833809,-0.8676082655528687,0.0
2018-10-19,1.0,-0.8224645583424209,-1.325681570338059,-0.4423664122137404,-0.9959105779716466,-0.8661395856052344,0.0
2018-10-22,1.0,-0.8237506131124313,-1.3199084418769416,-0.4381710174941414,-0.9989645212273148,-0.8690391846967137,0.0
2018-10-23,1.0,-0.8271106992968877,-1.3192892570992532,-0.44546792391126616,-0.9930233825693574,-0.865591104812776,0.0
2018-10-24,1.0,-0.8308799476611057,-1.3153418384036637,-0.4333224293970123,-0.999127685094319,-0.8732417402682369,0.0
2018-10-25,1.0,-0.7790195044807591,-1.240853979968371,-0.4206642066420664,-1.010332103321033,-0.8206642066420664,0.0
2018-10-26,1.0,-0.7602918186555498,-1.2228764981761335,-0.39682126107347576,-1.0210005211047422,-0.8100573215216259,0.0
2018-10-29,1.0,-0.7507917553605731,-1.2281293806136753,-0.38731114687710916,-1.015627433674264,-0.8099267950781371,0.0
2018-10-30,1.0,-0.7390830261176592,-1.2306973363102964,-0.3785762500649047,-1.0192637208577808,-0.8247053325717846,0.0
2018-10-31,1.0,-0.7392785260876296,-1.212210352479744,-0.3808639108221087,-1.012282603086133,-0.8161738143159416,0.0
2018-11-01,1.0,-0.721514416877289,-1.2377882085933873,-0.35951926548718216,-1.0175891061020272,-0.821684634033115,0.0
2018-11-02,1.0,-0.7244405666187641,-1.2166392937795114,-0.357318825703141,-1.0187846438103059,-0.8152330117019092,0.0
2018-11-05,1.0,-0.7180753269947995,-1.3221621053737456,-0.3436465829700058,-1.0656616063455375,-0.8034354152439985,0.0
2018-11-06,1.0,-0.7416679871124491,-1.3473828764590925,-0.3307980774309407,-1.066286378281308,-0.7956478107008926,0.0
2018-11-07,1.0,-0.7365054189796457,-1.3499867829764738,-0.340629130319852,-1.0635474491144592,-0.7961406291303198,0.0
2018-11-08,1.0,-0.7105290728129912,-1.354426401257203,-0.3141959140911472,-1.0551073860660032,-0.8040859088528025,0.0
2018-11-09,1.0,-0.7097517544778464,-1.3537236828323034,-0.315020425264481,-1.0550958416256415,-0.8036555986173667,0.0
2018-11-12,1.0,-0.7083203002815139,-1.3353143572098842,-0.3146178709206548,-1.0577103534563654,-0.7973099781044729,0.0
2018-11-13,1.0,-0.6871349563239779,-1.3350907117382538,-0.290122499612343,-1.065126376182354,-0.7912337830154546,0.0
2018-11-14,1.0,-0.6879069767441861,-1.3341602067183462,-0.2902842377260982,-1.0649612403100774,-0.7906459948320412,0.0
