Date,AOS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2810791505261134,-0.45094645457292787,-0.13964669359048326,-0.44078134014670733,-0.4348745844666062,0.0
2018-09-25,1.0,-0.27926606520174907,-0.4613660264570764,-0.13167653733325954,-0.44960425084408034,-0.44559140975258754,0.0
2018-09-26,1.0,-0.28201519842386713,-0.4727272727272727,-0.11863214185195609,-0.466197579510273,-0.47492260061919506,0.0
2018-09-27,1.0,-0.2813028288064916,-0.476248168601375,-0.11782936999887299,-0.466696720387693,-0.4754592584244337,0.0
2018-09-28,1.0,-0.27729263812349864,-0.48390560972163343,-0.118524798643493,-0.46870142715840046,-0.47763176487212095,0.0
2018-10-01,1.0,-0.2801777828105537,-0.4830709998867625,-0.11788019476842941,-0.4712659947910769,-0.47854150152870567,0.0
2018-10-02,1.0,-0.28225829296620497,-0.4679470836520212,-0.12336760998272003,-0.4757938868587292,-0.48341406759015326,0.0
2018-10-03,1.0,-0.2860893137394778,-0.488771579397917,-0.1253531174204594,-0.4751890426594379,-0.47809958624625487,0.0
2018-10-04,1.0,-0.2847831680054887,-0.4938109259312198,-0.12526800262999913,-0.4734570195248849,-0.4813756038992596,0.0
2018-10-05,1.0,-0.2795996349948671,-0.49087487167788296,-0.11979582525379263,-0.47633169841450895,-0.4850005703205202,0.0
2018-10-08,1.0,-0.27928390204965936,-0.49057840873457054,-0.11924513241540523,-0.47660993756948605,-0.48499102026853674,0.0
2018-10-09,1.0,-0.27726274353196223,-0.49168497019140256,-0.11344382006446645,-0.48024645577202846,-0.48988789685369544,0.0
2018-10-10,1.0,-0.27774729241877255,-0.508187725631769,-0.10570397111913357,-0.488028880866426,-0.508447653429603,0.0
2018-10-11,1.0,-0.250233850165821,-0.506817086652116,-0.06927634003231384,-0.484849343802262,-0.5233424983701351,0.0
2018-10-12,1.0,-0.2564311390698719,-0.5018254324870816,-0.06734441698494721,-0.472730847000674,-0.5100258368905863,0.0
2018-10-15,1.0,-0.2425492507156087,-0.5266879946118875,-0.047089858000785766,-0.47451871807823987,-0.515462760285121,0.0
2018-10-16,1.0,-0.24184088676862636,-0.5295355689630981,-0.044955801880173986,-0.4745895888873298,-0.5153360460221692,0.0
2018-10-17,1.0,-0.23480824317935314,-0.5130294518452596,-0.03862947409405679,-0.47409405679005484,-0.5205384208916205,0.0
2018-10-18,1.0,-0.2384048668861975,-0.5203438075570687,-0.035357481721270304,-0.4735167717809901,-0.5230228274822795,0.0
2018-10-19,1.0,-0.23443325357520448,-0.5179177563852874,-0.030298814757108675,-0.47518223805019194,-0.5244004229035668,0.0
2018-10-22,1.0,-0.23244240662044288,-0.5323473495862223,-0.04143368373965556,-0.4695817490494297,-0.5199899351375531,0.0
2018-10-23,1.0,-0.23537803138373753,-0.5323207742440771,-0.04735531873234315,-0.4646583312354899,-0.5173841291152695,0.0
2018-10-24,1.0,-0.23562624032199458,-0.5307040836291472,-0.04385499063644241,-0.4657461497610197,-0.5191603544176426,0.0
2018-10-25,1.0,-0.21371331674096763,-0.5020102289199464,-0.039028526105625905,-0.47788748188058966,-0.5023657796132702,0.0
2018-10-26,1.0,-0.20897592819257446,-0.49713042295661636,-0.033047735618115054,-0.48154494764041894,-0.49927920576635393,0.0
2018-10-29,1.0,-0.21043312448924,-0.4971669844728957,-0.031844184146009265,-0.4849087442113866,-0.4997003541269409,0.0
2018-10-30,1.0,-0.22890046613655057,-0.5007403345215246,-0.04066355908966273,-0.48667397861255823,-0.48497395119276115,0.0
2018-10-31,1.0,-0.23404809445264343,-0.5795641982811008,-0.02164539745927019,-0.5302254246607055,-0.5282865989524553,0.0
2018-11-01,1.0,-0.22279133026593745,-0.5964059380154527,-0.008073617501519229,-0.5343924530485864,-0.5321353126718176,0.0
2018-11-02,1.0,-0.21878215871335743,-0.6319720090558936,-0.009467525212431271,-0.5354150127899797,-0.5446179177324982,0.0
2018-11-05,1.0,-0.21567993415250752,-0.6408372038332648,-0.00931859603739197,-0.5362749132812041,-0.5375389499676642,0.0
2018-11-06,1.0,-0.2252140902268915,-0.648656602218887,-0.004414231482298932,-0.5333863041111209,-0.5311497601600895,0.0
2018-11-07,1.0,-0.22338548406069875,-0.6482472650276437,-0.007499117750852841,-0.5314668862486766,-0.5302317374426537,0.0
2018-11-08,1.0,-0.20258456860509313,-0.6536268748355407,-0.0,-0.5277022483407888,-0.5398356869280473,0.0
2018-11-09,1.0,-0.2043583960633842,-0.6551946340177499,-0.0,-0.5278697167628364,-0.5416068656454117,0.0
2018-11-12,1.0,-0.20376652240028076,-0.651041057433618,-0.0,-0.5289507544742076,-0.5405602994502281,0.0
2018-11-13,1.0,-0.1833977394892059,-0.6496789377342592,-0.0,-0.5327018624516954,-0.5397623267571259,0.0
2018-11-14,1.0,-0.18529180842711332,-0.6491610689464655,-0.0,-0.5337753351362354,-0.5396493064642764,0.0
2018-11-15,1.0,-0.1846149376870116,-0.6494494959765273,-0.0,-0.5348168375795254,-0.5361241030706214,0.0
2018-11-16,1.0,-0.18555232558139537,-0.6505523255813954,-0.0,-0.5351453488372093,-0.5357267441860466,0.0
2018-11-19,1.0,-0.18800511657654517,-0.6498924356067213,-0.0,-0.5338973196116054,-0.5353508924937497,0.0
2018-11-20,1.0,-0.1545541373621603,-0.644757025845851,-0.0,-0.5397817718734624,-0.5551793001649735,0.0
2018-11-21,1.0,-0.16151855047454702,-0.6419039401783146,-0.0,-0.5405809605982168,-0.5320391141788898,0.0
2018-11-23,1.0,-0.16217381308196346,-0.6366536383492356,-0.0,-0.5425911024255662,-0.5324462581905967,0.0
2018-11-26,1.0,-0.16163415404947282,-0.6395552618726118,-0.0,-0.5409831355761772,-0.5307840376935674,0.0
2018-11-27,1.0,-0.15795054016104537,-0.6403129208814512,-0.0,-0.5387855689600825,-0.5285554632203341,0.0
2018-11-28,1.0,-0.15757645238027,-0.6431171362242413,-0.0,-0.5375311684961738,-0.5278438565819266,0.0
2018-11-29,1.0,-0.14480991029474582,-0.6370212160045564,-0.0,-0.5358963405951872,-0.5300583796098532,0.0
2018-11-30,1.0,-0.14444381158512273,-0.6371532721991229,-0.0,-0.5359400808794212,-0.5303297829925385,0.0
2018-12-03,1.0,-0.14479418886198547,-0.6372026776812421,-0.0,-0.5360774818401938,-0.530522717561601,0.0
2018-12-04,1.0,-0.14198338643604916,-0.6381998179335457,-0.0,-0.5347917614929449,-0.5298133818843878,0.0
2018-12-06,1.0,-0.1366461381998983,-0.6289338380699474,-0.0,-0.5346064749420871,-0.5248319114074241,0.0
2018-12-07,1.0,-0.13292248544128457,-0.6301520891049923,-0.0,-0.5357607282184655,-0.5280714649177362,0.0
2018-12-10,1.0,-0.11419510552312527,-0.6352155365963179,-0.0,-0.5385327795240233,-0.518522676246071,0.0
2018-12-11,1.0,-0.10171923802020316,-0.6418019640395058,-0.0,-0.5374096063479558,-0.5328793719575677,0.0
2018-12-12,1.0,-0.10106382978723402,-0.6421254080828549,-0.0,-0.5372340425531915,-0.5339412360688957,0.0
2018-12-13,1.0,-0.10060752657928784,-0.6384654328626878,-0.0,-0.5413455588682005,-0.5321764077178376,0.0
2018-12-14,1.0,-0.10262321815165744,-0.6333961256220655,-0.0,-0.5436781286023561,-0.5318975454775494,0.0
2018-12-17,1.0,-0.09632165202996548,-0.6333155635363766,-0.0,-0.5392946325860666,-0.5368255660615583,0.0
2018-12-18,1.0,-0.07615484161368367,-0.6281438136499184,-0.0,-0.5517639115512294,-0.5571934957519834,0.0
2018-12-19,1.0,-0.08531086184544275,-0.6271348852939518,-0.0,-0.5490671326306296,-0.5568175412885407,0.0
2018-12-20,1.0,-0.08378492208339182,-0.616762600028078,-0.0,-0.554345079320511,-0.5528850203565913,0.0
2018-12-21,1.0,-0.07942996332278747,-0.6213567768849567,-0.0,-0.5624772517288686,-0.5364952263627965,0.0
2018-12-24,1.0,-0.06887420910332526,-0.6113108676868189,-0.0,-0.5605541154500098,-0.5465339911363827,0.0
2018-12-26,1.0,-0.07049861495844875,-0.6246814404432133,-0.0,-0.539224376731302,-0.5356786703601109,0.0
2018-12-27,1.0,-0.04071665632335879,-0.6063247079139796,-0.0,-0.5021181295701681,-0.5491217182482934,0.0
2018-12-28,1.0,-0.03652549231184246,-0.6111950364175883,-0.0,-0.5024548152144592,-0.5474237928243864,0.0
2018-12-31,1.0,-0.037579583468220566,-0.60974425380382,-0.0,-0.5026168123448796,-0.5478040358260494,0.0
2019-01-02,1.0,-0.035205952124218245,-0.6096614190209186,-0.0,-0.5015095967220186,-0.5493314643088203,0.0
2019-01-03,1.0,-0.03056320535666073,-0.6122090825638534,-0.0,-0.49908202386737943,-0.5580754900372591,0.0
2019-01-04,1.0,-0.02003284956514715,-0.615525458412989,-0.0,-0.4958668784835348,-0.5611351948086917,0.0
2019-01-07,1.0,-0.014253683536194748,-0.6061285500747384,-0.0,-0.49423446508648305,-0.5546124279308136,0.0
2019-01-08,1.0,-0.014754535752401281,-0.6044290288153681,-0.0,-0.4948239060832444,-0.5540554962646745,0.0
2019-01-09,1.0,-0.015685960130404575,-0.6089198866976645,-0.0,-0.49548393992838435,-0.5521351076906632,0.0
2019-01-10,1.0,-0.015372687413110897,-0.6099882365522404,-0.0,-0.4952678857876163,-0.5528820447011016,0.0
2019-01-11,1.0,-0.0154652967303473,-0.6043238615080002,-0.0,-0.49740461283245035,-0.5584631026917107,0.0
2019-01-14,1.0,-0.02139552298681501,-0.603754914284186,-0.0,-0.49661683292770986,-0.5526731031531652,0.0
2019-01-15,1.0,-0.017726128634927434,-0.598243453114122,-0.0,-0.49745622021099983,-0.5642371338295935,0.0
2019-01-16,1.0,-0.002436347085754063,-0.6036518433241412,-0.0,-0.48959867205697305,-0.581617627372761,0.0
2019-01-17,1.0,-0.005863296832748789,-0.5984578726138524,-0.0,-0.49034831731412815,-0.5826617761237985,0.0
2019-01-18,1.0,-0.011922343653500174,-0.5967079294326145,-0.0,-0.49077629494374475,-0.5857791144169061,0.0
2019-01-22,1.0,-0.0,-0.6137075013491635,-0.0,-0.46270912034538586,-0.6219373988127361,0.0
2019-01-23,1.0,-0.0,-0.5973397496553029,-0.0,-0.46548974019303035,-0.6406769580145448,0.0
2019-01-24,1.0,-0.0,-0.5972943722943723,-0.0,-0.46788419913419915,-0.640422077922078,0.0
2019-01-25,1.0,-0.0,-0.5844254924933925,-0.0,-0.46696275305849977,-0.6733331516852402,0.0
2019-01-28,1.0,-0.0,-0.5856299212598426,-0.0,-0.4726049868766405,-0.6757983377077866,0.0
2019-01-29,1.0,-0.0,-0.5855729980000548,-0.0,-0.46302841018054297,-0.6910495602860196,0.0
2019-01-30,1.0,-0.0,-0.587214236824093,-0.0,-0.46453114305270354,-0.6861327857631758,0.0
2019-01-31,1.0,-0.0,-0.5909165526675787,-0.0,-0.43980848153214774,-0.7052257181942544,0.0
2019-02-01,1.0,-0.0,-0.5897162538953584,-0.0,-0.4356240774151222,-0.7082444918265813,0.0
2019-02-04,1.0,-0.0,-0.5876370396697378,-0.0,-0.43439866582825276,-0.7119227930120021,0.0
2019-02-05,1.0,-0.0,-0.6000932247539141,-0.0,-0.43782731485289683,-0.703983987277563,0.0
2019-02-06,1.0,-0.0,-0.5950342935528121,-0.0,-0.4425514403292181,-0.7058984910836762,0.0
2019-02-07,1.0,-0.0,-0.5951714677640604,-0.0,-0.4395610425240055,-0.7087517146776406,0.0
2019-02-08,1.0,-0.0,-0.5955506728920626,-0.0,-0.4475418840977754,-0.7033781928041747,0.0
2019-02-11,1.0,-0.0,-0.5830445067943005,-0.0,-0.45221983825713813,-0.7154645981185015,0.0
2019-02-12,1.0,-0.0,-0.5894057986991511,-0.0,-0.4553522213647889,-0.7112776981589681,0.0
2019-02-13,1.0,-0.0,-0.592255251028125,-0.0,-0.45662554166321656,-0.7111589522784355,0.0
2019-02-14,1.0,-0.0,-0.6087936246221489,-0.0,-0.4386095081066227,-0.700632041769717,0.0
2019-02-15,1.0,-0.0,-0.6291541823579537,-0.0,-0.4280216608482916,-0.6916627724786278,0.0
2019-02-19,1.0,-0.0,-0.6223234874272539,-0.0,-0.43310091138684526,-0.6896892500274515,0.0
2019-02-20,1.0,-0.0,-0.6242792025921248,-0.0,-0.43110549728156405,-0.6905101872700313,0.0
2019-02-21,1.0,-0.0,-0.6144955387783115,-0.0,-0.4321482498284145,-0.6987234042553192,0.0
2019-02-22,1.0,-0.0,-0.6199215428085479,-0.0,-0.4295668394919485,-0.6937974926617837,0.0
2019-02-25,1.0,-0.0,-0.6200005482606431,-0.0,-0.4279996710436141,-0.6933029962444146,0.0
2019-02-26,1.0,-0.0,-0.6205213958715974,-0.0,-0.4270128018860166,-0.6937690177910579,0.0
2019-02-27,1.0,-0.0,-0.6233338818495968,-0.0,-0.42759585321704785,-0.6916515824694203,0.0
2019-02-28,1.0,-0.0,-0.6242045205178847,-0.0,-0.4289280228220321,-0.6899275839368006,0.0
2019-03-01,1.0,-0.0,-0.626160013178848,-0.0,-0.42331557849651313,-0.6961177310416781,0.0
2019-03-04,1.0,-0.0,-0.6276949273571174,-0.0,-0.4236906429375738,-0.6950372140287276,0.0
2019-03-05,1.0,-0.0,-0.6168280871670703,-0.0,-0.4412282632621616,-0.693401937046005,0.0
2019-03-06,1.0,-0.0,-0.6187634083282909,-0.0,-0.4387755102040816,-0.6929149018097804,0.0
2019-03-07,1.0,-0.0,-0.593103448275862,-0.0,-0.4697073773870037,-0.6848193433163896,0.0
2019-03-08,1.0,-0.0,-0.5885774429426102,-0.0,-0.48709284289829374,-0.6941059162419676,0.0
2019-03-11,1.0,-0.0,-0.5887112470457389,-0.0,-0.48800222438481855,-0.7037397469762268,0.0
2019-03-12,1.0,-0.0,-0.5676694879745245,-0.0,-0.49864521355345126,-0.7270594150674601,0.0
2019-03-13,1.0,-0.0,-0.569089535111534,-0.0,-0.5036524951719892,-0.7261048448039408,0.0
2019-03-14,1.0,-0.0,-0.5704613490753434,-0.0,-0.5029236493858937,-0.72436561004952,0.0
2019-03-15,1.0,-0.0,-0.5697358469424914,-0.0,-0.5031513487772767,-0.7282837054259224,0.0
2019-03-18,1.0,-0.0,-0.5740412481359557,-0.0,-0.5080329759995498,-0.7315776145859711,0.0
2019-03-19,1.0,-0.0,-0.5761962429943391,-0.0,-0.5070831103726026,-0.7330667192384601,0.0
2019-03-20,1.0,-0.0,-0.5738231399836606,-0.0,-0.5079584190213258,-0.7353579175704988,0.0
2019-03-21,1.0,-0.0,-0.5732267057134007,-0.0,-0.527328020724805,-0.7153155182609184,0.0
2019-03-22,1.0,-0.0,-0.5714729645742697,-0.0,-0.5406520142380925,-0.7128933838069947,0.0
2019-03-25,1.0,-0.0,-0.519903498190591,-0.0,-0.5686593542233568,-0.7166942519707128,0.0
2019-03-26,1.0,-0.0,-0.5226314309811639,-0.0,-0.5682316558897947,-0.7204666854090526,0.0
2019-03-27,1.0,-0.0,-0.5238496071829405,-0.0,-0.5684624017957352,-0.713524130190797,0.0
2019-03-28,1.0,-0.0,-0.5242925787506674,-0.0,-0.5650658948492426,-0.7206845196279539,0.0
2019-03-29,1.0,-0.0,-0.5273826258082653,-0.0,-0.5643519820073095,-0.7196232780432948,0.0
2019-04-01,1.0,-0.0,-0.5252849303503588,-0.0,-0.5648234135359504,-0.7240185732376531,0.0
2019-04-02,1.0,-0.0,-0.5308759903354497,-0.0,-0.5721750856885992,-0.7064111928976794,0.0
2019-04-03,1.0,-0.0,-0.5300446666853947,-0.0,-0.577604854341658,-0.7016040677585189,0.0
2019-04-04,1.0,-0.0,-0.5297739541160593,-0.0,-0.5746738641475484,-0.7070681511470985,0.0
2019-04-05,1.0,-0.0,-0.5227304714989444,-0.0,-0.5782688247712878,-0.7139197748064743,0.0
2019-04-08,1.0,-0.0,-0.5195397124609628,-0.0,-0.5784824015980642,-0.7154714008384211,0.0
2019-04-09,1.0,-0.0,-0.5330683050234912,-0.0,-0.5270078674487781,-0.7199410636345945,0.0
2019-04-10,1.0,-0.0,-0.5286290883785664,-0.0,-0.5181906750173974,-0.7367571329157968,0.0
2019-04-11,1.0,-0.0,-0.5247021577938848,-0.0,-0.5117887194867949,-0.7405926296203725,0.0
2019-04-12,1.0,-0.0,-0.5225420664719789,-0.0,-0.5126964260881658,-0.7460158531497707,0.0
2019-04-15,1.0,-0.0,-0.5218020424631994,-0.0,-0.5154019534184823,-0.7454434148649025,0.0
2019-04-16,1.0,-0.0,-0.5210663995102132,-0.0,-0.5177269438414872,-0.7440863805866311,0.0
