Date,CTT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24882602545968882,-0.6857708628005658,-0.0,-0.46330975954738335,-0.4309193776520509,0.0
2018-09-25,1.0,-0.24676687464549063,-0.6890243902439024,-0.0,-0.46579693703913777,-0.4344866704480998,0.0
2018-09-26,1.0,-0.24611369567684105,-0.6886985135595144,-0.0,-0.46604447974583,-0.43589016226029725,0.0
2018-09-27,1.0,-0.2475197006633029,-0.6853279664380068,-0.0,-0.4660411587958501,-0.4357389874709451,0.0
2018-09-28,1.0,-0.24776754075124027,-0.6851878100637845,-0.0,-0.4660807937632884,-0.4358327427356484,0.0
2018-10-01,1.0,-0.2494679794569134,-0.6842493544817411,-0.0,-0.4674687171920665,-0.43622847090202305,0.0
2018-10-02,1.0,-0.2485148233421449,-0.6940393962650294,-0.0,-0.4656206475085984,-0.4342684972001933,0.0
2018-10-03,1.0,-0.24935271858195576,-0.69749907531226,-0.0,-0.4652744188693203,-0.43309528551512216,0.0
2018-10-04,1.0,-0.25344336937962436,-0.6918895845190667,-0.0,-0.47057484348321005,-0.42982356289129203,0.0
2018-10-05,1.0,-0.24094746982489945,-0.6861506205020684,-0.0,-0.47285657618858734,-0.43341644472148244,0.0
2018-10-08,1.0,-0.2404192040787424,-0.6860218099419346,-0.0,-0.47285087098144746,-0.43316810650049575,0.0
2018-10-09,1.0,-0.23618788445729516,-0.6863395413442187,-0.0,-0.4751254358363807,-0.43705530515633423,0.0
2018-10-10,1.0,-0.23484977565740897,-0.6890441301754984,-0.0,-0.47549270176634295,-0.44039302550122106,0.0
2018-10-11,1.0,-0.20217560649899846,-0.6818662363676831,-0.0,-0.4609948809258847,-0.43709659470287116,0.0
2018-10-12,1.0,-0.19830592924763327,-0.6816973924597243,-0.0,-0.456568676299618,-0.4314897857498754,0.0
2018-10-15,1.0,-0.1566857621908621,-0.7382702249545898,-0.0,-0.4573983512644963,-0.44211261701830373,0.0
2018-10-16,1.0,-0.15416212591164388,-0.7422527733534523,-0.0,-0.456590381982284,-0.44130550199793217,0.0
2018-10-17,1.0,-0.14412796640605574,-0.7237340111058926,-0.0,-0.4522474238196536,-0.44255048760947036,0.0
2018-10-18,1.0,-0.14539164129532245,-0.7276501522280654,-0.0,-0.4512316634375865,-0.44350954885137,0.0
2018-10-19,1.0,-0.13706856182684626,-0.7253119576894471,-0.0,-0.45051373164752223,-0.44169903313775716,0.0
2018-10-22,1.0,-0.13746660423609772,-0.7236345608284904,-0.0,-0.45098741289558486,-0.44220122841325366,0.0
2018-10-23,1.0,-0.13072168392916805,-0.7328488695845863,-0.0,-0.4667000779596837,-0.45397594386902773,0.0
2018-10-24,1.0,-0.12889049592523572,-0.7297582955525268,-0.0,-0.4671932801157066,-0.45559480432787247,0.0
2018-10-25,1.0,-0.09897694056511855,-0.6958428061058786,-0.0,-0.4791328353361481,-0.4325538594781856,0.0
2018-10-26,1.0,-0.09048680288913354,-0.6873237923905163,-0.0,-0.4803587251295546,-0.4268990145799211,0.0
2018-10-29,1.0,-0.09176831731157606,-0.6890971268546195,-0.0,-0.48512265395697013,-0.4267442173573526,0.0
2018-10-30,1.0,-0.08490591434032357,-0.6892077422133686,-0.0,-0.48544969984117153,-0.43244407354564296,0.0
2018-10-31,1.0,-0.08804880006421062,-0.6750943093346176,-0.0,-0.483639671455708,-0.42868609037643474,0.0
2018-11-01,1.0,-0.06000268708853957,-0.7038559720542792,-0.0,-0.48859330914953647,-0.43463657127502353,0.0
2018-11-02,1.0,-0.059871856996715656,-0.7078016475528993,-0.0,-0.48837021482797605,-0.4360092607548592,0.0
2018-11-05,1.0,-0.04795961295750947,-0.8006731173748424,-0.0,-0.5316224933389426,-0.42437245828074605,0.0
2018-11-06,1.0,-0.040392889492753624,-0.8000735960144928,-0.0,-0.547073143115942,-0.44310461956521746,0.0
2018-11-07,1.0,-0.03988393263541192,-0.8070664542558034,-0.0,-0.550011379153391,-0.44779813381884387,0.0
2018-11-08,1.0,-0.0,-0.8635196931700841,-0.0,-0.5776368195899101,-0.5091016374096474,0.0
2018-11-09,1.0,-0.0,-0.8714217699220377,-0.0,-0.5890614771171814,-0.5152056180443968,0.0
2018-11-12,1.0,-0.0,-0.8596361265852791,-0.0,-0.5916498755481806,-0.5118525542254356,0.0
2018-11-13,1.0,-0.0,-0.8537710892951619,-0.0,-0.583710540238669,-0.5017929574980895,0.0
2018-11-14,1.0,-0.0,-0.8533968309962666,-0.0,-0.5845018667137021,-0.501807919569627,0.0
2018-11-15,1.0,-0.0,-0.8540400927474979,-0.0,-0.5862463678788412,-0.4947609403891873,0.0
2018-11-16,1.0,-0.0,-0.8451405152224825,-0.0,-0.583811475409836,-0.4984777517564402,0.0
2018-11-19,1.0,-0.0,-0.8451652565941626,-0.0,-0.5838285664100237,-0.4984923446236716,0.0
2018-11-20,1.0,-0.0,-0.8304522437576393,-0.0,-0.5731913159885921,-0.5065479308538502,0.0
2018-11-21,1.0,-0.0,-0.8293645038721467,-0.0,-0.5710473649099399,-0.5001015169533312,0.0
2018-11-23,1.0,-0.0,-0.8108747044917258,-0.0,-0.5950442167936258,-0.5126813180398682,0.0
2018-11-26,1.0,-0.0,-0.8202759588400375,-0.0,-0.592873012160898,-0.5101438260056127,0.0
2018-11-27,1.0,-0.0,-0.8367376928728876,-0.0,-0.5928288023512124,-0.5094195444526084,0.0
2018-11-28,1.0,-0.0,-0.838854757635439,-0.0,-0.5917869425909051,-0.5089214850524707,0.0
2018-11-29,1.0,-0.0,-0.8218688219560414,-0.0,-0.5788463774857542,-0.5066286777532272,0.0
2018-11-30,1.0,-0.0,-0.8289389067524116,-0.0,-0.5891552177725811,-0.5050570008769365,0.0
2018-12-03,1.0,-0.0,-0.8343311615894817,-0.0,-0.5927686799319128,-0.5077184950402066,0.0
2018-12-04,1.0,-0.0,-0.8393657864658127,-0.0,-0.5864130594062307,-0.5049969227162158,0.0
2018-12-06,1.0,-0.0,-0.7991769312108828,-0.0,-0.5782344031322341,-0.4804664056471664,0.0
2018-12-07,1.0,-0.0,-0.818192399464587,-0.0,-0.6060932316824769,-0.4855380317755921,0.0
2018-12-10,1.0,-0.0,-0.8157348703170029,-0.0,-0.5971181556195966,-0.4689913544668588,0.0
2018-12-11,1.0,-0.0,-0.8169912015000721,-0.0,-0.5936823885763739,-0.4740804846386846,0.0
2018-12-12,1.0,-0.0,-0.8175755651144664,-0.0,-0.5932330610006064,-0.4760818730332862,0.0
2018-12-13,1.0,-0.0,-0.8130932802446695,-0.0,-0.5981130442309357,-0.47404714504169193,0.0
2018-12-14,1.0,-0.0,-0.8086517664023071,-0.0,-0.6008940158615717,-0.4743475126171593,0.0
2018-12-17,1.0,-0.0,-0.8097438415109596,-0.0,-0.5787391342016345,-0.49943685563288764,0.0
2018-12-18,1.0,-0.0,-0.8094455022791529,-0.0,-0.5774335006635509,-0.4981247475621719,0.0
2018-12-19,1.0,-0.0,-0.8094111537462856,-0.0,-0.5775078618620352,-0.4981679697642884,0.0
2018-12-20,1.0,-0.0,-0.7976521913837146,-0.0,-0.5797192962314515,-0.49281019488533623,0.0
2018-12-21,1.0,-0.0,-0.7974365561930861,-0.0,-0.5791441865776027,-0.47806228768804776,0.0
2018-12-24,1.0,-0.0,-0.8002457283273329,-0.0,-0.5803188753643065,-0.47674152808731923,0.0
2018-12-26,1.0,-0.0,-0.8103990257993261,-0.0,-0.5580697233156807,-0.4635099544051429,0.0
2018-12-27,1.0,-0.0,-0.7732488252649985,-0.0,-0.4884985247513933,-0.4701945142607366,0.0
2018-12-28,1.0,-0.0,-0.7787707359733267,-0.0,-0.48705965947910684,-0.46708206936131835,0.0
2018-12-31,1.0,-0.0,-0.7851644890021092,-0.0,-0.48719423672172457,-0.46681458350453336,0.0
2019-01-02,1.0,-0.0,-0.7843088963686615,-0.0,-0.48449771502066064,-0.4676955914949512,0.0
2019-01-03,1.0,-0.0,-0.7839301835690641,-0.0,-0.48614340820178914,-0.46567997154816293,0.0
2019-01-04,1.0,-0.0,-0.800268721379802,-0.0,-0.4603361759302421,-0.4814499986289726,0.0
2019-01-07,1.0,-0.0,-0.7892164847695065,-0.0,-0.45365694738556767,-0.47200955638811964,0.0
2019-01-08,1.0,-0.0,-0.8173169722873295,-0.0,-0.45346753067696133,-0.4866951606231904,0.0
2019-01-09,1.0,-0.0,-0.8071977310901232,-0.0,-0.45334141035878517,-0.4929922625767547,0.0
2019-01-10,1.0,-0.0,-0.8041186025383367,-0.0,-0.4571208325303526,-0.4918371279905294,0.0
2019-01-11,1.0,-0.0,-0.7896041649450458,-0.0,-0.460595543068066,-0.504366030355618,0.0
2019-01-14,1.0,-0.0,-0.7876220959108216,-0.0,-0.4611500469069036,-0.5104298879752772,0.0
2019-01-15,1.0,-0.0,-0.7735076999640577,-0.0,-0.45912245292930415,-0.5321684315297631,0.0
2019-01-16,1.0,-0.0,-0.7749447513812155,-0.0,-0.44185082872928183,-0.5456353591160221,0.0
2019-01-17,1.0,-0.0,-0.7905584180476257,-0.0,-0.44514691547138285,-0.5494499373346331,0.0
2019-01-18,1.0,-0.0,-0.7859637359260191,-0.0,-0.4511776045595507,-0.5566730925041209,0.0
2019-01-22,1.0,-0.0,-0.8842970584945755,-0.0,-0.3768594116989151,-0.5349513477239682,0.0
2019-01-23,1.0,-0.0,-0.8655850706119705,-0.0,-0.38447097063438695,-0.5519782559964134,0.0
2019-01-24,1.0,-0.0,-0.865601345668629,-0.0,-0.3854499579478553,-0.552453041771797,0.0
2019-01-25,1.0,-0.0,-0.8927967922096519,-0.0,-0.35145353000143204,-0.6198482027781755,0.0
2019-01-28,1.0,-0.0,-0.8922356859817377,-0.0,-0.3575776718543617,-0.6216045483259633,0.0
2019-01-29,1.0,-0.0,-0.8846264616093543,-0.0,-0.35622947986867115,-0.6391624906399401,0.0
2019-01-30,1.0,-0.0,-0.8841826604897419,-0.0,-0.355623974908641,-0.6376715679221938,0.0
2019-01-31,1.0,-0.0,-0.8957330951626379,-0.0,-0.32784004148779855,-0.6575239851335388,0.0
2019-02-01,1.0,-0.0,-0.898781088045398,-0.0,-0.3390949361591245,-0.6574307304785895,0.0
2019-02-04,1.0,-0.0,-0.8936977101004544,-0.0,-0.33714500767159766,-0.6640998176186202,0.0
2019-02-05,1.0,-0.0,-0.8867232617232617,-0.0,-0.33607646107646105,-0.6647031647031646,0.0
2019-02-06,1.0,-0.0,-0.8758768005080391,-0.0,-0.33648933406460174,-0.6742199001241231,0.0
2019-02-07,1.0,-0.0,-0.8783612598606553,-0.0,-0.31873668451661197,-0.6819254908734957,0.0
2019-02-08,1.0,-0.0,-0.8774733198730891,-0.0,-0.3230170175944621,-0.6838477069512546,0.0
2019-02-11,1.0,-0.0,-0.8678535243884788,-0.0,-0.3217252858590245,-0.7051961210015921,0.0
2019-02-12,1.0,-0.0,-0.876508202887648,-0.0,-0.32776829374150057,-0.6891872341656782,0.0
2019-02-13,1.0,-0.0,-0.8838137087681767,-0.0,-0.3261252927061952,-0.6809574744875835,0.0
2019-02-14,1.0,-0.0,-0.8529897684125098,-0.0,-0.3530332454131765,-0.6924436972841367,0.0
2019-02-15,1.0,-0.0,-0.8635071639886305,-0.0,-0.34845408666395966,-0.6884390045826324,0.0
2019-02-19,1.0,-0.0,-0.8541485727520121,-0.0,-0.3551328817092236,-0.6857448902785015,0.0
2019-02-20,1.0,-0.0,-0.8695230538658203,-0.0,-0.3549031708248847,-0.7142437332863146,0.0
2019-02-21,1.0,-0.0,-0.8729687637742058,-0.0,-0.3552055478828127,-0.7103229408480503,0.0
2019-02-22,1.0,-0.0,-0.8773042150992133,-0.0,-0.3515028765997417,-0.7064694141129506,0.0
2019-02-25,1.0,-0.0,-0.8721961859286114,-0.0,-0.36257258230907535,-0.7127656438824534,0.0
2019-02-26,1.0,-0.0,-0.8683286620445495,-0.0,-0.3656881545950731,-0.7162708364065496,0.0
2019-02-27,1.0,-0.0,-0.8692546125461255,-0.0,-0.37086346863468633,-0.7118819188191882,0.0
2019-02-28,1.0,-0.0,-0.8622170731018114,-0.0,-0.31942128910113315,-0.6440984486704908,0.0
2019-03-01,1.0,-0.0,-0.8677711608478451,-0.0,-0.3102650221557393,-0.6443792159408428,0.0
2019-03-04,1.0,-0.0,-0.862619537927727,-0.0,-0.3077096674095179,-0.6506248413213349,0.0
2019-03-05,1.0,-0.0,-0.8527066010520956,-0.0,-0.323943661971831,-0.6515640024888285,0.0
2019-03-06,1.0,-0.0,-0.8510150992478653,-0.0,-0.325566928688571,-0.6509924786518125,0.0
2019-03-07,1.0,-0.0,-0.8343565192903406,-0.0,-0.3492537313432836,-0.6325260490002815,0.0
2019-03-08,1.0,-0.0,-0.8281888334089877,-0.0,-0.37162392192464816,-0.6372276441216522,0.0
2019-03-11,1.0,-0.0,-0.8263769609527081,-0.0,-0.376703309286614,-0.6595957860987061,0.0
2019-03-12,1.0,-0.0,-0.8110854097736655,-0.0,-0.4072555851608936,-0.7096887535502006,0.0
2019-03-13,1.0,-0.0,-0.8239186049930897,-0.0,-0.414855764989561,-0.7017966889169878,0.0
2019-03-14,1.0,-0.0,-0.8233824998530881,-0.0,-0.4159370041722983,-0.6989187283304931,0.0
2019-03-15,1.0,-0.0,-0.8143366640139122,-0.0,-0.4156276711763492,-0.717540601880508,0.0
2019-03-18,1.0,-0.0,-0.8316273240025067,-0.0,-0.4311677459786923,-0.7214479692023038,0.0
2019-03-19,1.0,-0.0,-0.8312712928097544,-0.0,-0.43293885601577914,-0.7242842627458013,0.0
2019-03-20,1.0,-0.0,-0.8222143259009208,-0.0,-0.4261348494270232,-0.7127713126647123,0.0
2019-03-21,1.0,-0.0,-0.8247227561732959,-0.0,-0.45811030607718467,-0.674463995268372,0.0
2019-03-22,1.0,-0.0,-0.8190345731217058,-0.0,-0.4923915309252256,-0.6664482892111611,0.0
2019-03-25,1.0,-0.0,-0.7636331496921308,-0.0,-0.5145390802227263,-0.6679727778923489,0.0
2019-03-26,1.0,-0.0,-0.7706316070000887,-0.0,-0.5049006544076278,-0.6855586153800598,0.0
