Date,IWF,IWM,MTUM,SPY,TPTX,VLUE,VXX
2019-12-16,-0.8055944055944055,-1.3160839160839162,-3.847552447552448,-3.3127039627039623,1.0,-1.373076923076923,0.0
2019-12-17,-0.7981160600069775,-1.314804046982207,-3.8426561228049776,-3.3080590766368183,1.0,-1.3656239097569487,0.0
2019-12-18,-0.7962013516662784,-1.333605220228385,-3.8440922861803783,-3.315194593334887,1.0,-1.3632020508040084,0.0
2019-12-19,-0.7948478843688075,-1.3327893693903716,-3.8473015502972374,-3.318452034036601,1.0,-1.3629793682247349,0.0
2019-12-20,-0.7895532805956259,-1.3308515588645884,-3.837017217310377,-3.3145649139134483,1.0,-1.3613308515588647,0.0
2019-12-23,-0.7962662337662337,-1.3476345083487942,-3.8079777365491654,-3.311224489795918,1.0,-1.3323283858998145,0.0
2019-12-24,-0.7955467934593529,-1.3474428853067377,-3.8100429085005216,-3.3110286443233212,1.0,-1.3328308013452395,0.0
2019-12-26,-0.8049604098742431,-1.3418723800652073,-3.822193758733116,-3.330810433162553,1.0,-1.3444340940847694,0.0
2019-12-27,-0.7923014303988836,-1.351668798697523,-3.8226537969531345,-3.3181765321549017,1.0,-1.3444586579834865,0.0
2019-12-30,-0.7863048794689647,-1.3571678118085477,-3.83009199953418,-3.326773028997321,1.0,-1.3451729358332363,0.0
2019-12-31,-0.7548228691687129,-1.3898047468724426,-3.8635566467906,-3.343855956974161,1.0,-1.3397638255582838,0.0
2020-01-02,-0.7576289021396001,-1.392260025721969,-3.8629720565883323,-3.3428036946100783,1.0,-1.3362562843446746,0.0
2020-01-03,-0.6902623906705538,-1.4313702623906706,-3.8977259475218657,-3.3106705539358594,1.0,-1.3317784256559766,0.0
2020-01-06,-0.6538774561097547,-1.440530170910359,-3.9230322055574933,-3.30461574235554,1.0,-1.30461574235554,0.0
2020-01-07,-0.663524208566108,-1.441457169459963,-3.9220204841713224,-3.311801675977654,1.0,-1.2998137802607077,0.0
2020-01-08,-0.6648434772489235,-1.433492377516583,-3.920167578261375,-3.3022227394390784,1.0,-1.316536715931572,0.0
2020-01-09,-0.6445839144583915,-1.4377033937703394,-3.9187587168758715,-3.293933054393305,1.0,-1.3275220827522083,0.0
2020-01-10,-0.6264334530290745,-1.4514073902467275,-3.8954013668481404,-3.2724429514653073,1.0,-1.3377736592146414,0.0
2020-01-13,-0.7001825928180159,-1.5108947048082775,-4.068533171028607,-3.442848447961047,1.0,-1.4503956177723676,0.0
2020-01-14,-0.6833438089252043,-1.5292269013199247,-4.201634192331866,-3.5793840351979886,1.0,-1.5771213073538655,0.0
2020-01-15,-0.6727044025157233,-1.5396226415094338,-4.20377358490566,-3.574088050314465,1.0,-1.588553459119497,0.0
2020-01-16,-0.6769811320754717,-1.5184905660377357,-4.176477987421383,-3.580880503144654,1.0,-1.6257861635220126,0.0
2020-01-17,-0.6692153421910253,-1.5076460265730758,-4.164201554274254,-3.572073201303585,1.0,-1.621333667585861,0.0
2020-01-21,-0.669464979325899,-1.5089587770956019,-4.160882094975566,-3.569853401829344,1.0,-1.6207242200225533,0.0
2020-01-22,-0.6692992353014918,-1.4983076344490411,-4.178387865112198,-3.569261627178137,1.0,-1.6207847561740003,0.0
2020-01-23,-0.6736233341714861,-1.5124465677646468,-4.187075685189842,-3.595926577822479,1.0,-1.6032185064118682,0.0
2020-01-24,-0.6751320090520493,-1.5132009052049282,-4.185818456122706,-3.594795071662057,1.0,-1.603344229318582,0.0
2020-01-27,-0.6290282288283787,-1.47426929802648,-4.203222583062702,-3.5714464151886083,1.0,-1.6126655008743442,0.0
2020-01-28,-0.4971335992023928,-1.5943419740777665,-4.35468594217348,-3.5400049850448654,1.0,-1.476445663010967,0.0
2020-01-29,-0.4430995757424507,-1.6196655852258546,-4.399925131020713,-3.5408035937110056,1.0,-1.4745445470426752,0.0
2020-01-30,-0.49837581209395304,-1.6175662168915543,-4.380309845077462,-3.5784607696151927,1.0,-1.4191654172913544,0.0
2020-01-31,-0.5052395209580839,-1.6192614770459082,-4.361776447105789,-3.5698602794411185,1.0,-1.4189121756487026,0.0
2020-02-03,-0.47911875075656696,-1.5453334947342936,-4.241375136182061,-3.471613606100956,1.0,-1.3675099866844207,0.0
2020-02-04,-0.43839576056846924,-1.5090930988799227,-4.221486209803685,-3.4762134168372874,1.0,-1.3986510899674816,0.0
2020-02-05,-0.31609744447098165,-1.5305708144256032,-4.2714353952710775,-3.4782660616192977,1.0,-1.3452352519703845,0.0
2020-02-06,-0.35150867189356144,-1.5141363744357328,-4.300784034212401,-3.4356141601330483,1.0,-1.2773818009028273,0.0
2020-02-07,-0.35023150896355215,-1.517274130357355,-4.295975305710555,-3.4317938976611657,1.0,-1.2769796984447348,0.0
2020-02-10,-0.35764176630756483,-1.477921155439801,-4.29454244110335,-3.4361311708298805,1.0,-1.2722860187048655,0.0
2020-02-11,-0.3239853271802154,-1.483493077742279,-4.2799668678262925,-3.4408945686900956,1.0,-1.3045793397231096,0.0
2020-02-12,-0.33179559971611067,-1.4785900165602082,-4.278093210314644,-3.443103856162763,1.0,-1.2971374497279393,0.0
2020-02-13,-0.31719414265470003,-1.4773264052905053,-4.283538025507794,-3.4413084553613604,1.0,-1.2897968823807273,0.0
2020-02-14,-0.3471371984155564,-1.4502460688992918,-4.306325771215941,-3.5444724522866404,1.0,-1.3550594166366583,0.0
2020-02-18,-0.3403871588313094,-1.459059757123963,-4.297703498857762,-3.5439461344234706,1.0,-1.3825898761572684,0.0
2020-02-19,-0.3358971277490686,-1.4594399711573127,-4.299603413051315,-3.5459680326883785,1.0,-1.3769979569763249,0.0
2020-02-20,-0.32504504504504506,-1.458858858858859,-4.308828828828828,-3.5433033033033032,1.0,-1.375975975975976,0.0
2020-02-21,-0.30520883341334615,-1.462674027844455,-4.314210273643782,-3.5478876620259236,1.0,-1.3719395103216514,0.0
2020-02-24,-0.20329931165440301,-1.4596487063849988,-4.306669831474009,-3.5407073344410156,1.0,-1.3577023498694516,0.0
2020-02-25,-0.1709211986681465,-1.5367369589345172,-4.1021087680355155,-3.091453940066593,1.0,-1.1974472807991121,0.0
2020-02-26,-0.18217657433343706,-1.4054362485735035,-3.841269841269841,-2.9291420271812427,1.0,-1.0164954870837224,0.0
2020-02-27,-0.2641391521716488,-1.3657952296635767,-3.823664201645662,-2.9764607853348615,1.0,-0.9855223414227684,0.0
2020-02-28,-0.18094312105007293,-1.6130286825473992,-3.4676713660670884,-2.5693728731161887,1.0,-0.8918813806514342,0.0
2020-03-02,-0.21939417400561306,-1.55637278621891,-3.4307558308332524,-2.5816316655375977,1.0,-0.8894803058163167,0.0
2020-03-03,-0.14094862368869363,-1.7631130637496637,-2.951403209898682,-2.3293284318120686,1.0,-0.7813144445440688,0.0
2020-03-04,-0.004018169112508735,-1.8631201956673655,-3.0029699510831582,-2.2184661076170507,1.0,-0.6466631726065688,0.0
2020-03-05,-0.0,-2.028942850134903,-2.6340446406671574,-1.9911699779249448,1.0,-0.5217888970648352,0.0
2020-03-06,-0.0,-1.9793190217818666,-2.5583864118895963,-1.8542108987968862,1.0,-0.4715734843123378,0.0
2020-03-09,-0.0,-1.9526180658212091,-2.5464872014315723,-1.8355247802069554,1.0,-0.4456547109624212,0.0
2020-03-10,-0.66050266961844,-1.175999479098841,-1.9601510613361113,-1.4145070972782914,1.0,-0.3000390675869254,0.0
2020-03-11,-0.4918298615442185,-1.3806910315579393,-1.9456155669202944,-1.2529000873144567,1.0,-0.16577273294249717,0.0
2020-03-12,-0.5412514006015215,-1.1813410390988972,-1.7867547325588253,-1.235949755263313,1.0,-0.15197263666922217,0.0
