Date,AZZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4190895627094864,-1.1060487956972485,-0.013368150284511654,-0.7170473146776835,-0.6419050588510408,0.0
2018-09-25,1.0,-0.4245522300698482,-1.1043820970070628,-0.02029109923127951,-0.7153002692472783,-0.6376477933429586,0.0
2018-09-26,1.0,-0.42414896939412866,-1.1043488444722047,-0.018621174266083697,-0.7162710805746408,-0.6404200499687696,0.0
2018-09-27,1.0,-0.4240696630090984,-1.1050802452262876,-0.01866531297590691,-0.716388769573197,-0.6405951032840017,0.0
2018-09-28,1.0,-0.42063057424503214,-1.111093725551557,-0.01975434204349867,-0.7178454076044438,-0.6424659677671726,0.0
2018-10-01,1.0,-0.42050078247261347,-1.1113458528951485,-0.020187793427230045,-0.7177230046948357,-0.642605633802817,0.0
2018-10-02,1.0,-0.4205248726987857,-1.1204073638856247,-0.018292205248726986,-0.7164512338425381,-0.6412847630238934,0.0
2018-10-03,1.0,-0.4202098504424086,-1.1165531281810352,-0.018127006499099523,-0.7172108683736591,-0.6430193406937593,0.0
2018-10-04,1.0,-0.42046744705007244,-1.1158047214501037,-0.018791841208941784,-0.7171044904670556,-0.6428375680225503,0.0
2018-10-05,1.0,-0.41339735332006083,-1.1162509271187102,-0.008549010422766132,-0.7201858141078189,-0.6452746223211149,0.0
2018-10-08,1.0,-0.4123220900760382,-1.1151101579255216,-0.0068629362448820435,-0.7206083057126145,-0.6445310976798596,0.0
2018-10-09,1.0,-0.40780987374428335,-1.1183989367939646,-0.0,-0.728100691865692,-0.6545753039127545,0.0
2018-10-10,1.0,-0.41352416177534773,-1.1590013668891213,-0.0,-0.7522312454772051,-0.695505346948621,0.0
2018-10-11,1.0,-0.33623482571528945,-1.149108083844022,-0.0,-0.7219251336898397,-0.6960849369608494,0.0
2018-10-12,1.0,-0.3854183266932271,-1.1903187250996015,-0.0,-0.7222709163346613,-0.6860159362549801,0.0
2018-10-15,1.0,-0.3465555732738,-1.233296125019933,-0.0,-0.7170706426407272,-0.6896826662414287,0.0
2018-10-16,1.0,-0.3382752557544757,-1.2517982736572888,-0.0,-0.7167918797953964,-0.689298273657289,0.0
2018-10-17,1.0,-0.31261533629117744,-1.2071145313911027,-0.0,-0.7096077584514507,-0.6970042011857552,0.0
2018-10-18,1.0,-0.31413962635201576,-1.2118780727630287,-0.0,-0.7087905604719765,-0.6983284169124878,0.0
2018-10-19,1.0,-0.29624283094690024,-1.2031524326011471,-0.0,-0.7074636182747455,-0.6946666146463268,0.0
2018-10-22,1.0,-0.2968871898892183,-1.2008113590263694,-0.0,-0.7079107505070995,-0.6951552504290842,0.0
2018-10-23,1.0,-0.30548282465121734,-1.2037203485872836,-0.0,-0.7044433154871234,-0.6942826995974833,0.0
2018-10-24,1.0,-0.30310486233157585,-1.2041788713141963,-0.0,-0.7041202890060535,-0.694083186877563,0.0
2018-10-25,1.0,-0.26949146124427276,-1.159756143738877,-0.0,-0.6983225415578023,-0.6590556249763339,0.0
2018-10-26,1.0,-0.24494010739363897,-1.1462956704592393,-0.0,-0.712365288573467,-0.6514212759565919,0.0
2018-10-29,1.0,-0.21920675862584574,-1.1599940189151805,-0.0,-0.7010579043774064,-0.6579567118986206,0.0
2018-10-30,1.0,-0.1800538266176415,-1.179030362761078,-0.0,-0.721087146052083,-0.710435540730071,0.0
2018-10-31,1.0,-0.18457486832204667,-1.1557562076749435,-0.0,-0.7178705793829948,-0.7039879608728368,0.0
2018-11-01,1.0,-0.15834838903944595,-1.1793510990665461,-0.0,-0.7193239987955434,-0.7069406805179161,0.0
2018-11-02,1.0,-0.16139536624621026,-1.158438447430475,-0.0,-0.7217501965040984,-0.7013137702586368,0.0
2018-11-05,1.0,-0.15821766620524522,-1.1668973773803732,-0.0,-0.7220995922032248,-0.694040181076733,0.0
2018-11-06,1.0,-0.159684297149697,-1.1672028128974339,-0.0,-0.7210294007630731,-0.6926385875663948,0.0
2018-11-07,1.0,-0.16034908981946214,-1.1683272155217619,-0.0,-0.7230129597722676,-0.6939096561540191,0.0
2018-11-08,1.0,-0.13361045130641327,-1.1687574228028503,-0.0,-0.7120694774346793,-0.6969640736342043,0.0
2018-11-09,1.0,-0.1331230283911672,-1.1684913713119316,-0.0,-0.7128966413063648,-0.6967526442753756,0.0
2018-11-12,1.0,-0.13200783473151262,-1.150412062530027,-0.0,-0.7198713921430947,-0.6933367825862006,0.0
2018-11-13,1.0,-0.10342806914737768,-1.1499047758570173,-0.0,-0.7207735130383827,-0.6883973044242602,0.0
2018-11-14,1.0,-0.10671022685559063,-1.1504661919095516,-0.0,-0.723955656706556,-0.6896703619411203,0.0
2018-11-15,1.0,-0.10610566508793186,-1.1552300179902337,-0.0,-0.7316517971876492,-0.6784888203546646,0.0
2018-11-16,1.0,-0.10222987074805023,-1.1447035992823404,-0.0,-0.7302918238072571,-0.6843396433671415,0.0
2018-11-19,1.0,-0.09980939813796642,-1.146763433765853,-0.0,-0.7329374679275713,-0.6858734696869732,0.0
2018-11-20,1.0,-0.07149624662925443,-1.1424094453757014,-0.0,-0.7337657605130822,-0.6963778150280592,0.0
2018-11-21,1.0,-0.07525910945794663,-1.1374814921815752,-0.0,-0.7300566971218085,-0.6684482322776353,0.0
2018-11-23,1.0,-0.07664286229531848,-1.1255500252470605,-0.0,-0.7349058645314867,-0.669624179470533,0.0
2018-11-26,1.0,-0.07617983199336625,-1.1273749864801528,-0.0,-0.7334967732631502,-0.6682409777553447,0.0
2018-11-27,1.0,-0.06827640642939149,-1.1287672215843856,-0.0,-0.7280783582089552,-0.6626722158438576,0.0
2018-11-28,1.0,-0.06672655407833274,-1.1400287459575997,-0.0,-0.7250808480057492,-0.6614444843693855,0.0
2018-11-29,1.0,-0.040686518371117905,-1.1268566555326558,-0.0,-0.7208798237509771,-0.6650202544239926,0.0
2018-11-30,1.0,-0.03971837997368702,-1.1278313124488855,-0.0,-0.7211535042491911,-0.667105216370942,0.0
2018-12-03,1.0,-0.03763192494936214,-1.1283181123627448,-0.0,-0.720976511140329,-0.6666074411001741,0.0
2018-12-04,1.0,-0.02392973972407908,-1.1415161427961884,-0.0,-0.7209145214052056,-0.6692860190584554,0.0
2018-12-06,1.0,-0.012289106436159134,-1.1008123307644242,-0.0,-0.7142956328542666,-0.6441019232104424,0.0
2018-12-07,1.0,-0.014856984171063592,-1.1007706192724243,-0.0,-0.7142113301860594,-0.6414190502638156,0.0
2018-12-10,1.0,-0.0,-1.1048833293240317,-0.0,-0.7098182068112306,-0.6218770404481253,0.0
2018-12-11,1.0,-0.0,-1.1239528064786373,-0.0,-0.7060178721027646,-0.6607092990784696,0.0
