Date,IWF,IWM,MTUM,RPLA,SPY,VLUE,VXX
2019-12-18,-0.0,-0.0021122550647625373,-0.11322484224510129,1.0,-0.14211889737628694,-0.07099302557289937,0.0
2019-12-19,-0.0,-0.002072180970471421,-0.11315967748362844,1.0,-0.14211707822483163,-0.07097219823864617,0.0
2019-12-20,-0.0,-0.0022734524569240585,-0.11412465432886619,1.0,-0.14213731121038076,-0.07095564773452456,0.0
2019-12-23,-0.0,-0.0023266326313550307,-0.11411135928525845,1.0,-0.14216390129759623,-0.07091576260370133,0.0
2019-12-24,-0.0,-0.002167524368027021,-0.11493198228746959,1.0,-0.14155396869722478,-0.07111607558410128,0.0
2019-12-26,-0.0,-0.0021679856354325996,-0.11503624393163529,1.0,-0.14165059519851034,-0.07119771230963623,0.0
2019-12-27,-0.0,-0.002925882086951896,-0.11535955101009429,1.0,-0.1404157412456278,-0.07123192935324707,0.0
2019-12-30,-0.0,-0.003310333825230327,-0.11483800635477738,1.0,-0.14020393783485555,-0.07109905741900317,0.0
2019-12-31,-0.0,-0.0037818973181703583,-0.11377539510874614,1.0,-0.13912074204806327,-0.07030348067251423,0.0
2020-01-02,-0.0,-0.003981050201043035,-0.11383149541515719,1.0,-0.13912443435911728,-0.07007975370569423,0.0
2020-01-03,-0.0,-0.00410031847133758,-0.11390658174097663,1.0,-0.13889331210191083,-0.07006369426751592,0.0
2020-01-06,-0.0,-0.00451386590773711,-0.1137997220199881,1.0,-0.13693824872592494,-0.0684757429346747,0.0
2020-01-07,-0.0,-0.004435323712432147,-0.1143783926916457,1.0,-0.1358135840063551,-0.06934992718125249,0.0
2020-01-08,-0.0,-0.003812751535691591,-0.11447521711501801,1.0,-0.13488932429570005,-0.07069476805761492,0.0
2020-01-09,-0.0,-0.0039313275179689465,-0.11441883860378309,1.0,-0.13408871298661762,-0.07125365666406344,0.0
2020-01-10,-0.0,-0.004735199195809745,-0.11335379080471931,1.0,-0.132598804296069,-0.07200677212845881,0.0
2020-01-13,-0.0,-0.004722034839887306,-0.11451926510852745,1.0,-0.13185984683147495,-0.07159768792243694,0.0
2020-01-14,-0.0,-0.005877748145789383,-0.117581499024798,1.0,-0.13356950470352533,-0.06977669864267802,0.0
2020-01-15,-0.0,-0.00449163466266229,-0.11889542996106363,1.0,-0.1373669452897636,-0.06813198495701055,0.0
2020-01-16,-0.0,-0.003654242243040329,-0.11799880406617501,1.0,-0.13770513587137068,-0.06945717892498836,0.0
2020-01-17,-0.0,-0.00023886618185678648,-0.11786719040288762,1.0,-0.13783905727480228,-0.07108922978926695,0.0
2020-01-21,-0.0,-0.0003450426658527198,-0.11783207038870382,1.0,-0.13781800326463445,-0.0710787891656603,0.0
2020-01-22,-0.0,-0.0,-0.12051343315280874,1.0,-0.13638897738133163,-0.07049750451311457,0.0
2020-01-23,-0.0,-0.0,-0.12026652154869194,1.0,-0.13703030222587967,-0.07000172548811404,0.0
2020-01-24,-0.0,-0.0,-0.12025383675853644,1.0,-0.13720726461685517,-0.07012373214380542,0.0
2020-01-27,-0.0,-0.0,-0.11979035694905832,1.0,-0.1337930304273595,-0.06990748706274733,0.0
2020-01-28,-0.0,-0.0008023570883645068,-0.12065609133717413,1.0,-0.12870596901060163,-0.06517507168600215,0.0
2020-01-29,-0.0,-0.001588114081715688,-0.12044729692483365,1.0,-0.1260516333950204,-0.06440393222296598,0.0
2020-01-30,-0.0,-0.001745177798189214,-0.11977430783361763,1.0,-0.12796220968376854,-0.06266894108384725,0.0
2020-01-31,-0.0,-0.0024271207787777806,-0.11841725486080135,1.0,-0.12808637926058092,-0.06301330324578207,0.0
2020-02-03,-0.0,-0.0,-0.11412591050988553,1.0,-0.12446670135275753,-0.06213579604578564,0.0
2020-02-04,-0.0,-0.0,-0.11393754958188651,1.0,-0.12435462265745906,-0.06221632658369423,0.0
2020-02-05,-0.0,-0.0,-0.11378068061063162,1.0,-0.12233367026928958,-0.059806132234403744,0.0
2020-02-06,-0.0,-0.0,-0.11790223373259956,1.0,-0.12064745872450632,-0.056354807381029465,0.0
2020-02-07,-0.0,-0.0013855257876131404,-0.11735532909474666,1.0,-0.12000984111774379,-0.05613321765703704,0.0
2020-02-10,-0.0,-0.0007634180425443818,-0.11703586770871073,1.0,-0.12003778272346154,-0.056078877904870345,0.0
2020-02-11,-0.0,-0.0007111088125775755,-0.11576851468762929,1.0,-0.11941456350848158,-0.05703092676872156,0.0
2020-02-12,-0.0,-0.00050427339375994,-0.11591823012968876,1.0,-0.1200429278889047,-0.0565562006232302,0.0
2020-02-13,-0.0,-0.0004532856735825109,-0.11492734478203434,1.0,-0.12188204211671458,-0.05782630092988318,0.0
2020-02-14,-0.0,-0.0,-0.1094507374478343,1.0,-0.12683065916690428,-0.05976049145908395,0.0
2020-02-18,-0.0,-0.0,-0.1092474010318098,1.0,-0.1266689134887097,-0.06032717185596142,0.0
2020-02-19,-0.0,-0.0,-0.11103183457437148,1.0,-0.1286614949536881,-0.05755908984770257,0.0
2020-02-20,-0.0,-0.0,-0.11148731919309852,1.0,-0.12827398326522668,-0.0574949730816631,0.0
2020-02-21,-0.0,-0.0,-0.11419005185127283,1.0,-0.1328851715782068,-0.055720576356861826,0.0
2020-02-24,-0.0,-0.0,-0.11400477996570894,1.0,-0.12913700836494,-0.05574894788798254,0.0
2020-02-25,-0.0,-0.00285826668414842,-0.12729775796512388,1.0,-0.12298413530877146,-0.05797823521699227,0.0
2020-02-26,-0.0,-0.0,-0.11868508102403048,1.0,-0.11997219826754019,-0.04845996421814063,0.0
2020-02-27,-0.0,-0.0,-0.11857163085874643,1.0,-0.12063128354981141,-0.04808001750704787,0.0
2020-02-28,-0.0,-0.011264571718195641,-0.10804612265585403,1.0,-0.10205271160669031,-0.04574252407501267,0.0
2020-03-02,-0.0,-0.012859332835007791,-0.10842381320393762,1.0,-0.10042948904739582,-0.045229377557613616,0.0
2020-03-03,-0.0,-0.03028731587460335,-0.08055216011655617,1.0,-0.08624415058463285,-0.03762146411329654,0.0
2020-03-04,-0.0,-0.03947561512498166,-0.08389179670302792,1.0,-0.07250648143618843,-0.02703859511813335,0.0
2020-03-05,-0.0,-0.04969341444573194,-0.07094920818848977,1.0,-0.06473300502124373,-0.021654113557358055,0.0
2020-03-06,-0.0,-0.050125494738874406,-0.07214740805097017,1.0,-0.06302490587894584,-0.021382372815908872,0.0
2020-03-09,-0.0,-0.047858215680384494,-0.07107239411234605,1.0,-0.06182036647641934,-0.020811054370681883,0.0
2020-03-10,-0.0,-0.04462834526482959,-0.09810295413094455,1.0,-0.07616719810419484,-0.021811685008498862,0.0
2020-03-11,-0.0,-0.058468039109713564,-0.0959195204638137,1.0,-0.062017884341374736,-0.011902422247334546,0.0
2020-03-12,-0.0,-0.04629910189438472,-0.08776225047571722,1.0,-0.06468542063097676,-0.013271601197474154,0.0
2020-03-13,-0.014398287771183967,-0.03808736258390894,-0.09118104874014982,1.0,-0.06867156338165191,-0.0037211791030255857,0.0
2020-03-16,-0.0013509797592147579,-0.054302212976579035,-0.08532692514615689,1.0,-0.05457719115765815,-0.0,0.0
2020-03-17,-0.03860589118393125,-0.06513692602370968,-0.11000672982347155,1.0,-0.08044727442149402,-0.0,0.0
2020-03-18,-0.03668610301263363,-0.07374303104700528,-0.08779602066390467,1.0,-0.08048181678686513,-0.0,0.0
2020-03-19,-0.03886957071505342,-0.06142757792248846,-0.08304988303723841,1.0,-0.07955996712398053,-0.0015552886135171016,0.0
2020-03-20,-0.03862102096027914,-0.05605420849030366,-0.0851558746934338,1.0,-0.08008647063285379,-0.004285605926525246,0.0
2020-03-23,-0.03954823600513711,-0.065284178187404,-0.07373271889400922,1.0,-0.0785928332200146,-0.001939009342499559,0.0
2020-03-24,-0.04737146885543079,-0.0709753764036457,-0.061344982123974025,1.0,-0.07565839166121155,-0.0035248501938667607,0.0
