Date,IWF,IWM,MTUM,OMI,SPY,VLUE,VXX
2018-12-04,-1.3830645161290323,-3.0085125448028673,-0.3112679211469534,1.0,-2.7348790322580645,-2.7631048387096775,0.0
2018-12-06,-1.2834730281538793,-2.8377390930582416,-0.29185471738663227,1.0,-2.673758865248227,-2.6589297227595097,0.0
2018-12-07,-1.2824895195098356,-2.8403740728797158,-0.2885090830914759,1.0,-2.6762334730732023,-2.6616145329463614,0.0
2018-12-10,-1.2272098712902884,-2.8528879906392937,-0.2425273907031167,1.0,-2.6775874906924795,-2.636953515583449,0.0
2018-12-11,-1.2486613835939173,-2.8638894838295137,-0.2578710644677661,1.0,-2.6976868708502892,-2.640822445919897,0.0
2018-12-12,-1.2487674169346197,-2.867309753483387,-0.2566988210075027,1.0,-2.7004287245444805,-2.644801714898178,0.0
2018-12-13,-1.2543906906583342,-2.874690227346191,-0.2625794634198901,1.0,-2.725568365477858,-2.6574722551449197,0.0
2018-12-14,-1.2550855666774297,-2.857927026154343,-0.26940049510278763,1.0,-2.7271553115918628,-2.6535356796900227,0.0
2018-12-17,-1.2171325326814753,-2.8363269210330535,-0.23360612179827825,1.0,-2.690083962163886,-2.6508661919438836,0.0
2018-12-18,-1.2052183173588926,-2.841107561235357,-0.2020234291799787,1.0,-2.7156549520766773,-2.6855165069222577,0.0
2018-12-19,-1.2108742004264392,-2.8423240938166314,-0.2039445628997868,1.0,-2.7167377398720682,-2.6871002132196162,0.0
2018-12-20,-1.1879754860524092,-2.797125950972105,-0.22400676246830092,1.0,-2.7002324598478444,-2.657016060862215,0.0
2018-12-21,-1.1564675324675324,-2.764987012987013,-0.19542857142857142,1.0,-2.6674285714285717,-2.6052987012987012,0.0
2018-12-24,-1.0998059045867812,-2.701399530084789,-0.18183675554193482,1.0,-2.6309122484421286,-2.601593625498008,0.0
2018-12-26,-1.1003868865811444,-2.734473630625127,-0.15139482793728365,1.0,-2.6063938098147017,-2.588474852372226,0.0
2018-12-27,-0.9355851569933397,-2.5866793529971455,-0.06165556612749762,1.0,-2.422264509990485,-2.5086584205518556,0.0
2018-12-28,-0.9303851640513553,-2.5939134569662388,-0.05696623870660961,1.0,-2.4222539229671898,-2.5066096053257256,0.0
2018-12-31,-0.9306798705008569,-2.5995048562178633,-0.059036374023995426,1.0,-2.4243001333079413,-2.5085697962292897,0.0
2019-01-02,-0.9250285062713798,-2.5987267198783734,-0.04580007601672367,1.0,-2.4221778791334097,-2.510357278601292,0.0
2019-01-03,-0.9250047465350294,-2.594740839187393,-0.04936396430605657,1.0,-2.4203531422061895,-2.503607366622366,0.0
2019-01-04,-0.8653068897452768,-2.6061659930444594,-0.02143058558135163,1.0,-2.3961838518657768,-2.5102923207068333,0.0
2019-01-07,-0.7840014643968516,-2.530752333882482,-0.021508328757093173,1.0,-2.3617975471352737,-2.4545121727988284,0.0
2019-01-08,-0.7833029197080291,-2.5028284671532846,-0.024726277372262774,1.0,-2.36742700729927,-2.4458029197080293,0.0
2019-01-09,-0.7812557203002014,-2.4944169870034782,-0.02013545670876808,1.0,-2.3839465495149184,-2.47263408383672,0.0
2019-01-10,-0.7958937198067633,-2.5357673727238947,-0.02554812337421033,1.0,-2.4199182460052024,-2.5131921218877737,0.0
2019-01-11,-0.7999627143922445,-2.5260999254287846,-0.03346383296047725,1.0,-2.43027591349739,-2.531599552572707,0.0
2019-01-14,-0.7999814367922777,-2.510024132170039,-0.04204566549099684,1.0,-2.415815852979395,-2.513736773714498,0.0
2019-01-15,-0.8003363542931888,-2.510791366906475,-0.058114547323180415,1.0,-2.430066336541157,-2.5438662057367094,0.0
2019-01-16,-0.7840824665676078,-2.495449479940565,-0.0511701337295691,1.0,-2.4136329866270434,-2.5423476968796437,0.0
2019-01-17,-0.7163691002298037,-2.396765069824996,-0.031111896765069823,1.0,-2.2857521654587236,-2.408520417182252,0.0
2019-01-18,-0.7399264111998564,-2.394148792964193,-0.08202458942834066,1.0,-2.304496096203895,-2.4536480301534596,0.0
2019-01-22,-0.7334351728088601,-2.587072751575329,-0.04324995226274585,1.0,-2.539144548405576,-2.6445484055757116,0.0
2019-01-23,-0.7443349753694581,-2.6199999999999997,-0.0889655172413793,1.0,-2.641083743842364,-2.7579310344827586,0.0
2019-01-24,-0.7505187234462998,-2.627704772255706,-0.08724434344432368,1.0,-2.6488489279715446,-2.766129829068274,0.0
2019-01-25,-0.8516687268232386,-2.6304079110012357,-0.20550061804697156,1.0,-2.7511330861145447,-2.8620725175113306,0.0
2019-01-28,-0.8546684431690069,-2.5789689453725533,-0.25376652659628984,1.0,-2.733627139489597,-2.827918417546377,0.0
2019-01-29,-0.8578350515463918,-2.5791752577319587,-0.2636082474226804,1.0,-2.7521649484536077,-2.8564948453608245,0.0
2019-01-30,-0.8518632268632269,-2.5568181818181817,-0.26627764127764125,1.0,-2.726044226044226,-2.8366093366093366,0.0
2019-01-31,-0.8422352577956158,-2.5851600288154777,-0.28527323247916025,1.0,-2.7139034681486054,-2.8646701656889983,0.0
2019-02-01,-0.8451739850869925,-2.6006628003314,-0.2863504556752278,1.0,-2.738297431648715,-2.8856669428334714,0.0
2019-02-04,-0.8452233250620348,-2.594292803970223,-0.28525641025641024,1.0,-2.734181141439206,-2.8801695616211744,0.0
2019-02-05,-0.839908874391633,-2.5856891374132753,-0.30185357771564664,1.0,-2.734700217458838,-2.8930309619964794,0.0
2019-02-06,-0.8381139083780437,-2.564692529921585,-0.30107304993809325,1.0,-2.7270945109368547,-2.886710689228229,0.0
2019-02-07,-0.8396985962014865,-2.5657514450867054,-0.30047481420313793,1.0,-2.7293559042113955,-2.8867671345995043,0.0
2019-02-08,-0.8525867442343653,-2.570953667151465,-0.3344068148763765,1.0,-2.7418450031165595,-2.8888427176397258,0.0
2019-02-11,-0.8606720401967968,-2.5782476708887256,-0.34020726473359153,1.0,-2.765937401863289,-2.9229561394326384,0.0
2019-02-12,-0.8756666318101013,-2.5780612778416816,-0.34403429886019027,1.0,-2.7552023423611836,-2.904109589041096,0.0
2019-02-13,-0.8650281191418454,-2.5819620912309937,-0.34992709852114146,1.0,-2.735992501562175,-2.881587169339721,0.0
2019-02-14,-0.8865709193835832,-2.5638955865394695,-0.38966348673865187,1.0,-2.752280113219415,-2.89086906384317,0.0
2019-02-15,-0.8918805216659655,-2.5840344972654608,-0.39103912494741266,1.0,-2.7559949516196887,-2.894615061001262,0.0
2019-02-19,-0.9027821522309711,-2.560944881889764,-0.394750656167979,1.0,-2.7546456692913384,-2.885564304461942,0.0
2019-02-20,-0.903303872053872,-2.5733375420875424,-0.39372895622895626,1.0,-2.7591540404040407,-2.892361111111111,0.0
2019-02-21,-0.9868644547616352,-2.7573321254671046,-0.44287170195900805,1.0,-3.0020382742611256,-3.1347525761521915,0.0
2019-02-22,-0.9881046788263284,-2.751217854310638,-0.45576073411124957,1.0,-3.004304973377138,-3.12960235640648,0.0
2019-02-25,-1.0118608935974205,-2.776600644864118,-0.5009212344541686,1.0,-3.0498618148318744,-3.1761860893597422,0.0
2019-02-26,-1.0113871635610765,-2.771681619507706,-0.5025304807913503,1.0,-3.045893719806763,-3.1706924315619966,0.0
2019-02-27,-1.014427516158818,-2.784279778393352,-0.5027700831024932,1.0,-3.0607109879963073,-3.1797091412742384,0.0
2019-02-28,-1.018287037037037,-2.793287037037037,-0.5075231481481481,1.0,-3.069212962962963,-3.1858796296296297,0.0
2019-03-01,-1.018994672226083,-2.795575631225388,-0.5143618253416724,1.0,-3.07088255733148,-3.182302524901552,0.0
2019-03-04,-1.011850819100732,-2.801208318810271,-0.5151620773788776,1.0,-3.082142442198211,-3.2080864412687347,0.0
2019-03-05,-1.043518951801591,-2.803111839026673,-0.5312353766963032,1.0,-3.099672437997192,-3.2209873654656063,0.0
2019-03-06,-1.041382553491653,-2.819774276980955,-0.528332941453092,1.0,-3.1207383023747948,-3.2462967317187865,0.0
2019-03-07,-1.0229347062953429,-2.804235899836181,-0.5040954832670256,1.0,-3.1250877603557217,-3.245026913175755,0.0
2019-03-08,-1.0623441396508728,-2.798479990499941,-0.6188101175632348,1.0,-3.143569647310296,-3.251870324189526,0.0
2019-03-11,-1.0842028633826741,-2.8433632613443343,-0.6687697160883281,1.0,-3.202014074253822,-3.334870177141471,0.0
2019-03-12,-1.0839824732229797,-2.7848101265822787,-0.7279698149951315,1.0,-3.2055744888023368,-3.3689143135345665,0.0
2019-03-13,-1.1214346921287794,-2.7912841229036602,-0.7900599828620394,1.0,-3.188517566409597,-3.349981637899376,0.0
2019-03-14,-1.1174177831912302,-2.77442143727162,-0.7896467722289889,1.0,-3.1700365408038973,-3.3287454323995123,0.0
2019-03-15,-1.1324519525033663,-2.7707185702044317,-0.8071979434447301,1.0,-3.181295140164035,-3.349491981882727,0.0
2019-03-18,-1.1701114869096831,-2.8275084554678696,-0.9027934360516097,1.0,-3.2248528122259805,-3.4013528748590756,0.0
2019-03-19,-1.188442853490156,-2.881999488621836,-0.9314753260035796,1.0,-3.299667604193301,-3.482996676041933,0.0
2019-03-20,-1.2078927005416558,-2.906499871034305,-0.9433840598400827,1.0,-3.324219757544493,-3.514702089244261,0.0
2019-03-21,-1.2291558777835319,-2.911315380631797,-0.9571465561885033,1.0,-3.3454168824443293,-3.503495598135681,0.0
2019-03-22,-1.2402969523313363,-2.902578796561605,-1.0154988278197448,1.0,-3.3693670226621513,-3.49635321698359,0.0
2019-03-25,-1.1680405833861762,-2.729486366518706,-1.0333544705136335,1.0,-3.3231452124286616,-3.428281547241598,0.0
2019-03-26,-1.1739018751605446,-2.7656049319291034,-1.0726945800154122,1.0,-3.3526843051631134,-3.478551245825842,0.0
2019-03-27,-1.1818298637882292,-2.745566692367001,-1.076586995630943,1.0,-3.3634027242354145,-3.48278077615009,0.0
2019-03-28,-1.174601132269686,-2.7409933093154915,-1.1015182707153888,1.0,-3.35833762223366,-3.491250643335049,0.0
2019-03-29,-1.1727343144848954,-2.7401239349341595,-1.1181254841208366,1.0,-3.3706429124709527,-3.5081332300542214,0.0
2019-04-01,-1.172137503230809,-2.7521323339364177,-1.1188937710002584,1.0,-3.372318428534505,-3.5077539415869734,0.0
2019-04-02,-1.191805609409332,-2.7478350781956835,-1.1730644952824092,1.0,-3.3547886777820866,-3.4574124337598557,0.0
2019-04-03,-1.1916763603463876,-2.7479643272586274,-1.1719012537159106,1.0,-3.3556934212226968,-3.4575416828228,0.0
2019-04-04,-1.2076403326403327,-2.757276507276507,-1.1867203742203742,1.0,-3.372531185031185,-3.4695945945945943,0.0
2019-04-05,-1.227569118414189,-2.755868544600939,-1.1930099113197705,1.0,-3.3828899321857073,-3.4818727177882107,0.0
2019-04-08,-1.2311813904861473,-2.7519602718243594,-1.1992943021432305,1.0,-3.3950601150026136,-3.491113434396236,0.0
2019-04-09,-1.2660634670862838,-2.7285601888276947,-1.22462627852085,1.0,-3.412667191188041,-3.4812483608707057,0.0
2019-04-10,-1.2729062746127593,-2.713966920451562,-1.2440273037542662,1.0,-3.4218955106327122,-3.474008926227356,0.0
2019-04-11,-1.3138792874235576,-2.7072587077904813,-1.2887529912257378,1.0,-3.4792608348843395,-3.5051847912789156,0.0
2019-04-12,-1.3093944613753812,-2.700278256260766,-1.2836888829998674,1.0,-3.464687955478998,-3.492248575592951,0.0
2019-04-15,-1.29699695726948,-2.7011509458923135,-1.2786082815187194,1.0,-3.4579970895621113,-3.494377563169731,0.0
2019-04-16,-1.2999470759460177,-2.7015083355385023,-1.283672929346388,1.0,-3.455543794654671,-3.490341360148187,0.0
2019-04-17,-1.2949072246348203,-2.662718778786682,-1.2901697591788392,1.0,-3.440584287406238,-3.4712462166074483,0.0
2019-04-18,-1.3022495422443108,-2.6407271776092074,-1.2962333246141773,1.0,-3.4043944546167926,-3.4351294794663874,0.0
2019-04-22,-1.3336437408540642,-2.69269655447652,-1.311826526539843,1.0,-3.4677397898097646,-3.4971398164161234,0.0
2019-04-23,-1.337546567323044,-2.698376796168174,-1.3185204896221392,1.0,-3.46474188398084,-3.4857637040979244,0.0
2019-04-24,-1.324980111376293,-2.673561389551843,-1.3257756563245822,1.0,-3.451736939803766,-3.4830283744364885,0.0
2019-04-25,-1.329073482428115,-2.678248136315229,-1.3482428115015972,1.0,-3.4657880724174652,-3.490681576144835,0.0
2019-04-26,-1.3526414588361493,-2.6807455081791365,-1.3790560471976403,1.0,-3.4932957897559667,-3.5028157683024945,0.0
2019-04-29,-1.347820272800214,-2.669162877774806,-1.3716234287242577,1.0,-3.4850227333511636,-3.4989301952393688,0.0
2019-04-30,-1.3477215020713618,-2.6676466657757585,-1.372176934384605,1.0,-3.4820259254309773,-3.493919550982227,0.0
2019-05-01,-1.36313892966769,-2.6546109702388896,-1.370879487521687,1.0,-3.4789803816895772,-3.478179634325371,0.0
2019-05-02,-1.3552771855010661,-2.6555170575692966,-1.3604744136460556,1.0,-3.469216417910448,-3.4858742004264394,0.0
2019-05-03,-1.3646408839779005,-2.6945155639401697,-1.3756906077348066,1.0,-3.5121951219512195,-3.5283654494003507,0.0
2019-05-06,-1.34845443596949,-2.6444533654489493,-1.374816004282082,1.0,-3.4979258664525625,-3.5158570855078275,0.0
2019-05-07,-1.351846858991642,-2.669452682663791,-1.3975465084928553,1.0,-3.5206255055270965,-3.5412510110541926,0.0
2019-05-08,-1.2895957587806492,-2.61974817760106,-1.3590457256461232,1.0,-3.4807157057654075,-3.504705102717031,0.0
2019-05-09,-1.3524851169874013,-2.71936868337256,-1.4319534819327149,1.0,-3.672573722829849,-3.668281877336286,0.0
2019-05-10,-1.350020744018808,-2.7160835292490666,-1.4311990042870972,1.0,-3.669616927119347,-3.6624256672659383,0.0
2019-05-13,-1.3414836303356819,-2.7136344799005387,-1.4202237878159967,1.0,-3.672054151125846,-3.6665285260395084,0.0
2019-05-14,-1.2191176470588234,-2.5541443850267376,-1.4665775401069518,1.0,-3.576069518716577,-3.55307486631016,0.0
2019-05-15,-1.2151625522730338,-2.578578173479023,-1.5093754215567248,1.0,-3.6193174153514094,-3.567381626871712,0.0
2019-05-16,-1.1988398758937002,-2.583974099554836,-1.5198974774045597,1.0,-3.6182382301362472,-3.5688655065425605,0.0
2019-05-17,-1.2065542561871092,-2.5913788414468315,-1.5440576556975796,1.0,-3.636932281751428,-3.6192548273048684,0.0
2019-05-20,-1.1995940460081194,-2.562922868741543,-1.5495263870094724,1.0,-3.618132611637348,-3.6016238159675242,0.0
2019-05-21,-1.186181719848567,-2.5651703623580313,-1.560302866414278,1.0,-3.6108707409410497,-3.598296376419686,0.0
2019-05-22,-1.1755756025313047,-2.5412683452268747,-1.5669853238184999,1.0,-3.5995691396256904,-3.581122929850545,0.0
2019-05-23,-1.1734748723461437,-2.5335931201289976,-1.5769954313356624,1.0,-3.592582639075517,-3.5604676162321955,0.0
2019-05-24,-1.143428419088243,-2.4818715009330843,-1.5826446280991735,1.0,-3.57544654758731,-3.5462543321780857,0.0
2019-05-28,-1.1441321433328893,-2.4739576395364327,-1.582656187558279,1.0,-3.5747968562674837,-3.5453576661782336,0.0
2019-05-29,-1.1340124355073422,-2.46368567270803,-1.5647572430215635,1.0,-3.554041539886228,-3.512898531551792,0.0
2019-05-30,-1.1224274406332453,-2.456464379947229,-1.5502638522427439,1.0,-3.5518469656992084,-3.511609498680739,0.0
2019-05-31,-1.1229050279329609,-2.4866985900505454,-1.5497472732109605,1.0,-3.587789305666401,-3.554269752593775,0.0
2019-06-03,-1.0810987573577502,-2.447482014388489,-1.5294964028776978,1.0,-3.5399607586657944,-3.4824068018312624,0.0
2019-06-04,-1.0749313456257357,-2.4459265071269782,-1.526350202693867,1.0,-3.5398195370733623,-3.4899960768928993,0.0
2019-06-05,-0.9973700688791484,-2.3307451471509077,-1.4644959298685034,1.0,-3.412273011897307,-3.3184721352536,0.0
2019-06-06,-0.9950331125827815,-2.3977330616403463,-1.4477840040753946,1.0,-3.474910850738665,-3.4201477330616403,0.0
2019-06-07,-0.9994896006124793,-2.4195482965420445,-1.4546382544340948,1.0,-3.4682914380502745,-3.418017098379482,0.0
2019-06-10,-0.9725371630133535,-2.402116402116402,-1.4417989417989416,1.0,-3.4056437389770724,-3.3754094230284704,0.0
2019-06-11,-1.0044365572315883,-2.411078717201166,-1.5039929015084295,1.0,-3.391557865382178,-3.3648117632146026,0.0
2019-06-12,-1.0059606848446416,-2.414457831325301,-1.5065313887127458,1.0,-3.3911223842739378,-3.3642358909321497,0.0
2019-06-13,-1.0214067278287462,-2.445718654434251,-1.535040774719674,1.0,-3.3873598369011217,-3.3524464831804286,0.0
2019-06-14,-1.0232735597100344,-2.4311331552842423,-1.5452117512399846,1.0,-3.3839501462546098,-3.3342235787867227,0.0
2019-06-17,-1.024120858194744,-2.4227497778342006,-1.5442427320045702,1.0,-3.3797130887393676,-3.324362066776691,0.0
2019-06-18,-1.027198779867819,-2.433019827147941,-1.5443568886629386,1.0,-3.3806558210472804,-3.3244789018810375,0.0
2019-06-19,-1.0274579273693534,-2.4040237884347713,-1.5578894090851574,1.0,-3.3669492597747688,-3.2969758319625457,0.0
2019-06-20,-1.0334558357622607,-2.416170320618426,-1.552148016727918,1.0,-3.3689012799391715,-3.3021163350652647,0.0
2019-06-21,-1.0435779816513762,-2.4383282364933745,-1.5589959225280328,1.0,-3.3790774719673804,-3.3219928644240575,0.0
2019-06-24,-1.0766029392638836,-2.4533749512290286,-1.5946156847444402,1.0,-3.461828586292106,-3.419300299128625,0.0
2019-06-25,-1.0710666493439003,-2.4467974535533323,-1.5926984539430948,1.0,-3.4629076263479277,-3.4186046511627906,0.0
2019-06-26,-1.0463836477987423,-2.477594339622642,-1.594077568134172,1.0,-3.4865041928721174,-3.4981656184486374,0.0
2019-06-27,-1.061661845911123,-2.4713384170391794,-1.6155666579016565,1.0,-3.4948724691033393,-3.5042072048382855,0.0
2019-06-28,-1.0553809897879025,-2.444749934537837,-1.6115475255302436,1.0,-3.489133280963603,-3.491620843152657,0.0
2019-07-01,-1.0668232837379275,-2.4265204907334903,-1.606499608457322,1.0,-3.4819890368050124,-3.4695901853302016,0.0
2019-07-02,-1.0522952529994785,-2.4372717788210747,-1.599113197704747,1.0,-3.4792644757433493,-3.473135106937924,0.0
2019-07-03,-1.0465996606187182,-2.4456337292781622,-1.5956141495888265,1.0,-3.483357264064743,-3.4817908889178955,0.0
2019-07-05,-1.0433255269320842,-2.427010148321624,-1.5900338277387458,1.0,-3.474108769190736,-3.476190476190476,0.0
2019-07-08,-1.0442722017866528,-2.45966894377299,-1.596295323173936,1.0,-3.5153704676826067,-3.5214135575407255,0.0
2019-07-09,-1.0572493675941952,-2.474504060710957,-1.6272134203168687,1.0,-3.57395819464785,-3.580881373984822,0.0
2019-07-10,-1.0482216597842013,-2.4852804049553754,-1.6268815771946183,1.0,-3.573997602237911,-3.586652457706141,0.0
2019-07-11,-1.0601122094576543,-2.481164841036602,-1.6444028853860542,1.0,-3.5848250066791345,-3.5878974084958593,0.0
2019-07-12,-1.0587999465455031,-2.4868368301483366,-1.6441266871575573,1.0,-3.5863958305492454,-3.587598556728585,0.0
2019-07-15,-1.0623248365140798,-2.5155478446550115,-1.6696917122647805,1.0,-3.561724275990925,-3.5363672761243827,0.0
2019-07-16,-1.0812061896574527,-2.488559714323502,-1.6917074461050126,1.0,-3.5093241634704406,-3.4548340166644627,0.0
2019-07-17,-1.0831898264670816,-2.49927142667903,-1.691084911908862,1.0,-3.514637700357663,-3.458603788581269,0.0
2019-07-18,-1.0656972901520159,-2.494249834765367,-1.6805023132848644,1.0,-3.519101123595506,-3.4593522802379377,0.0
2019-07-19,-1.090775793121834,-2.5125299920021327,-1.6954145561183682,1.0,-3.5495867768595044,-3.4814716075713146,0.0
2019-07-22,-1.0870898906375033,-2.5082688716991193,-1.688050146705788,1.0,-3.5528140837556683,-3.5006668444918643,0.0
2019-07-23,-1.0829747175901023,-2.5353684776761702,-1.6987627756858525,1.0,-3.591715976331361,-3.5392684238838092,0.0
2019-07-24,-1.0375236891977258,-2.396209728363866,-1.5968414403032218,1.0,-3.318635502210992,-3.2850284270372714,0.0
2019-07-25,-1.0304473123668711,-2.3638641774213753,-1.590026312492169,1.0,-3.2940734243829093,-3.2513469490038838,0.0
2019-07-26,-1.0199650611429996,-2.340653855752433,-1.5859745445470426,1.0,-3.2882455702520583,-3.243074619416022,0.0
2019-07-29,-1.024797507788162,-2.3297196261682243,-1.588411214953271,1.0,-3.277632398753894,-3.2404984423676013,0.0
2019-07-30,-1.0024603272235209,-2.305449624800098,-1.5680895559109362,1.0,-3.226473120925083,-3.199163488744003,0.0
2019-07-31,-1.0064189606221454,-2.326626342426861,-1.5754845080854214,1.0,-3.2307122577459575,-3.20491297370695,0.0
2019-08-01,-1.0053106088674817,-2.3553167839940716,-1.5723107323700136,1.0,-3.2241570952204524,-3.1931579597381745,0.0
2019-08-02,-1.0339238597813796,-2.3658751099384348,-1.6432968965950496,1.0,-3.2839552707626587,-3.2372157306194245,0.0
2019-08-05,-1.0363682283116555,-2.3725217830534158,-1.6497032453592626,1.0,-3.31291829776487,-3.256345498168961,0.0
2019-08-06,-0.9667624640759714,-2.3572410346120205,-1.6151443208796703,1.0,-3.2917655879045356,-3.264400849681369,0.0
2019-08-07,-0.945888527868033,-2.3836540864783804,-1.588102974256436,1.0,-3.29217695576106,-3.287053236690827,0.0
2019-08-08,-1.8277535177098494,-3.016982047549733,-2.42131651301957,1.0,-3.9634481643215267,-3.9438783761927865,0.0
2019-08-09,-1.7316881483810125,-2.926123860421251,-2.324740647595096,1.0,-3.866865765482553,-3.868909148066646,0.0
