Date,CMCSA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3854715672676838,-0.7728848821081831,-0.0,-0.6755201109570041,-0.6335298196948683,0.0
2018-09-25,1.0,-0.3855124306921839,-0.81438025397961,-0.0,-0.7076372741906635,-0.6696118762296548,0.0
2018-09-26,1.0,-0.384923616328575,-0.8140674752245001,-0.0,-0.7078458731351294,-0.670852563414547,0.0
2018-09-27,1.0,-0.3884737764112831,-0.8071216617210681,-0.0,-0.7084837867791641,-0.6710879124807836,0.0
2018-09-28,1.0,-0.3867195880712293,-0.8091611242222698,-0.0,-0.7085389401416005,-0.6713509261245798,0.0
2018-10-01,1.0,-0.38657986980470704,-0.8101080191716146,-0.0,-0.7084555404535374,-0.67165033264182,0.0
2018-10-02,1.0,-0.38956254247594524,-0.7993704617805917,-0.0,-0.7123081875737741,-0.6756805093536503,0.0
2018-10-03,1.0,-0.3892052576913434,-0.7866838580280076,-0.0,-0.7191361340926185,-0.6865083628809856,0.0
2018-10-04,1.0,-0.39740874995513764,-0.7792053978394287,-0.0,-0.7301439184581704,-0.6822668054409073,0.0
2018-10-05,1.0,-0.3774327418431597,-0.7688895248998283,-0.0,-0.738229822552948,-0.6930452203777905,0.0
2018-10-08,1.0,-0.3764032892384698,-0.7680014301036825,-0.0,-0.7382910260993921,-0.6925634608509117,0.0
2018-10-09,1.0,-0.36874775744528165,-0.7709723717258701,-0.0,-0.745389307499103,-0.7029422317904557,0.0
2018-10-10,1.0,-0.37265251894143414,-0.7702969585981543,-0.0,-0.7484290279722791,-0.6994147007073862,0.0
2018-10-11,1.0,-0.31108083560399635,-0.7533710612729686,-0.0,-0.7267519038636204,-0.7020890099909173,0.0
2018-10-12,1.0,-0.3141240208426792,-0.7444701335449808,-0.0,-0.7099623865557818,-0.6822181579764657,0.0
2018-10-15,1.0,-0.3172771250863856,-0.7419834139599171,-0.0,-0.7127850725639253,-0.6834139599170699,0.0
2018-10-16,1.0,-0.3090008314855876,-0.7602549889135255,-0.0,-0.7123752771618626,-0.6828575388026608,0.0
2018-10-17,1.0,-0.29229403530335624,-0.7289767489501179,-0.0,-0.7064768343063949,-0.6864693229540101,0.0
2018-10-18,1.0,-0.2912820512820513,-0.7271452991452991,-0.0,-0.711931623931624,-0.6884444444444444,0.0
2018-10-19,1.0,-0.2755226717349986,-0.7152457235948955,-0.0,-0.7146687483030139,-0.6885351615530817,0.0
2018-10-22,1.0,-0.2755063956841855,-0.7079021477284294,-0.0,-0.7179791673735283,-0.6915481966545652,0.0
2018-10-23,1.0,-0.275885466141946,-0.7078640249694667,-0.0,-0.7175668340344686,-0.6913081829284842,0.0
2018-10-24,1.0,-0.27387649969497735,-0.7038907340879822,-0.0,-0.7182945841523758,-0.6930454822747916,0.0
2018-10-25,1.0,-0.2483567299752271,-0.6677126341866225,-0.0,-0.7180842279108175,-0.6689017341040462,0.0
2018-10-26,1.0,-0.25180356079158117,-0.6695016215500694,-0.0,-0.7178171950493083,-0.6701634787212919,0.0
2018-10-29,1.0,-0.23743615093096063,-0.6732575383094415,-0.0,-0.7118470917778876,-0.6728950403690889,0.0
2018-10-30,1.0,-0.2110647596344855,-0.6800092702953251,-0.0,-0.7189114024632499,-0.7008674347768508,0.0
2018-10-31,1.0,-0.21066108007448792,-0.6882814578345304,-0.0,-0.7219672785315243,-0.7044759244479916,0.0
2018-11-01,1.0,-0.20334816980003986,-0.6931508669368233,-0.0,-0.721019065966917,-0.7040457051750482,0.0
2018-11-02,1.0,-0.21199788233737013,-0.6590563165905632,-0.0,-0.7367480643240024,-0.7010786844020913,0.0
2018-11-05,1.0,-0.21066384414381636,-0.662322627592366,-0.0,-0.7367446168094467,-0.6979459530976087,0.0
2018-11-06,1.0,-0.21062555823877735,-0.6620132984882067,-0.0,-0.736974428528896,-0.6984683581990804,0.0
2018-11-07,1.0,-0.20976174718729318,-0.6639642620780939,-0.0,-0.7362011912640635,-0.6991396426207809,0.0
2018-11-08,1.0,-0.18737277562545143,-0.6638649944185435,-0.0,-0.7284785606408825,-0.7034933350843784,0.0
2018-11-09,1.0,-0.18699320442533074,-0.663733954893142,-0.0,-0.7289649059453072,-0.7031942483831786,0.0
2018-11-12,1.0,-0.18663481362699216,-0.6457112936479367,-0.0,-0.7387178060673495,-0.7015086559544458,0.0
2018-11-13,1.0,-0.16168734168993962,-0.6413911801000195,-0.0,-0.7437812560888485,-0.7005260765084107,0.0
2018-11-14,1.0,-0.16144852224748293,-0.641701851250406,-0.0,-0.743910360506658,-0.7007469957778499,0.0
2018-11-15,1.0,-0.1614603670441234,-0.6481192242613563,-0.0,-0.7545880515423663,-0.6897696212417025,0.0
2018-11-16,1.0,-0.1584004154764996,-0.6399961049078161,-0.0,-0.7532459101532069,-0.6942677226694365,0.0
2018-11-19,1.0,-0.1590392729633236,-0.639759818240831,-0.0,-0.7528075300227199,-0.6940603700097372,0.0
2018-11-20,1.0,-0.1248144083661481,-0.6323026273319993,-0.0,-0.7581498934865406,-0.7124136595442515,0.0
2018-11-21,1.0,-0.12286513782123443,-0.6295390949149271,-0.0,-0.7578077257084044,-0.7061529059856549,0.0
2018-11-23,1.0,-0.12291545940377309,-0.6332496297727127,-0.0,-0.756937737428369,-0.7062648895756873,0.0
2018-11-26,1.0,-0.12235309261762244,-0.635837034176482,-0.0,-0.7553259960095257,-0.7046083542511424,0.0
2018-11-27,1.0,-0.11447886962929736,-0.6377879593732978,-0.0,-0.7513697093973278,-0.7003620518406972,0.0
2018-11-28,1.0,-0.11800763824256234,-0.6272666003401908,-0.0,-0.7587855836195,-0.705285792226965,0.0
2018-11-29,1.0,-0.0959661782001971,-0.6175021456498935,-0.0,-0.7561588098795258,-0.7091452366572365,0.0
2018-11-30,1.0,-0.09651048128002036,-0.6190476190476191,-0.0,-0.7592963705188155,-0.7060788243152973,0.0
2018-12-03,1.0,-0.092897392633154,-0.6222024131673618,-0.0,-0.7612938142688868,-0.7071726465251027,0.0
2018-12-04,1.0,-0.08505367464905038,-0.6260877850473227,-0.0,-0.7586228800101633,-0.7062186368544751,0.0
2018-12-06,1.0,-0.07661465779822216,-0.5830173431963697,-0.0,-0.7598682165723876,-0.6885994902716478,0.0
2018-12-07,1.0,-0.0805744661009046,-0.582610587833007,-0.0,-0.7600484938916349,-0.6853492492772546,0.0
