Date,AMAT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5875953482555959,-0.7598266016422826,-0.28965028552373806,-0.7365678796215247,-0.7946313200783627,0.0
2018-09-25,1.0,-0.5872420262664165,-0.7605169897852824,-0.288972274338128,-0.7371273712737128,-0.7954554930164686,0.0
2018-09-26,1.0,-0.5866816873200652,-0.7604205782951559,-0.28626861935160847,-0.7388075270163141,-0.8002253098009763,0.0
2018-09-27,1.0,-0.5880832256181462,-0.7557436517533253,-0.28753700537881,-0.7384814243422424,-0.7997748405120294,0.0
2018-09-28,1.0,-0.5873671044402752,-0.7561392537002293,-0.28797164894725874,-0.7382530748384407,-0.7995830727538045,0.0
2018-10-01,1.0,-0.5867017060860135,-0.7580194385350185,-0.28844950569390565,-0.7381220539773912,-0.8000667417511367,0.0
2018-10-02,1.0,-0.586497538179087,-0.7620378870065926,-0.287699240590837,-0.7372945005424351,-0.7990486522573645,0.0
2018-10-03,1.0,-0.5871755214646993,-0.7467290891610584,-0.2847050955147766,-0.7474397023784642,-0.8140283409271413,0.0
2018-10-04,1.0,-0.5895304144385027,-0.7418114973262032,-0.2853442513368984,-0.7503760026737968,-0.8107870989304813,0.0
2018-10-05,1.0,-0.5833611203734579,-0.7372040680226742,-0.2769256418806269,-0.7541263754584863,-0.8164388129376459,0.0
2018-10-08,1.0,-0.5819771071800208,-0.7345681581685745,-0.2744640998959417,-0.7555046826222686,-0.8158584807492195,0.0
2018-10-09,1.0,-0.5844301899366877,-0.7352132622459181,-0.2790736421192936,-0.7537487504165279,-0.8127707430856381,0.0
2018-10-10,1.0,-0.5837228714524207,-0.7397746243739566,-0.2760434056761269,-0.7552170283806343,-0.8188230383973288,0.0
2018-10-11,1.0,-0.5366560535553923,-0.7387950036737694,-0.2067923912156094,-0.7500204098293738,-0.8497428361498898,0.0
2018-10-12,1.0,-0.5389075868780665,-0.7325331495073193,-0.2011272859981347,-0.7409269697092575,-0.8415311625643729,0.0
2018-10-15,1.0,-0.5340273839423155,-0.7393664425180264,-0.19286235113019526,-0.7411488292959573,-0.8434740338653487,0.0
2018-10-16,1.0,-0.5325690674876449,-0.7450781819654866,-0.1885684193469983,-0.7413108644575873,-0.8433525074941262,0.0
2018-10-17,1.0,-0.5209676773340809,-0.7171065806865062,-0.17827532342692354,-0.7388552889814555,-0.8500821083830656,0.0
2018-10-18,1.0,-0.5193124449074445,-0.7145604615754467,-0.17986216844298422,-0.742246974917862,-0.8507893260677939,0.0
2018-10-19,1.0,-0.5111801984933636,-0.7048507313962294,-0.17019410897205947,-0.7457052891705529,-0.8538801865359321,0.0
2018-10-22,1.0,-0.5173060800830372,-0.6941594474829335,-0.15441734200966106,-0.7601900275460098,-0.8661024392191305,0.0
2018-10-23,1.0,-0.5158787297016239,-0.697264218862491,-0.148388128949684,-0.7671786257099432,-0.870930325573954,0.0
2018-10-24,1.0,-0.5182134431604623,-0.6929905234115719,-0.1395897476908313,-0.7710824103322805,-0.8767243792234797,0.0
2018-10-25,1.0,-0.49064854945140757,-0.6503455546444887,-0.13322400531021825,-0.7780250673538713,-0.8522900316270352,0.0
2018-10-26,1.0,-0.4804540699701677,-0.6413157181046841,-0.11983262949905078,-0.7860989500600519,-0.8466157839680756,0.0
2018-10-29,1.0,-0.46302449578857896,-0.6568271385518895,-0.10219457538057337,-0.7808901939571904,-0.8607912835175024,0.0
2018-10-30,1.0,-0.4787110283852955,-0.6592601209865053,-0.11043896385915929,-0.781720179928649,-0.8476423142546922,0.0
2018-10-31,1.0,-0.4789310611928738,-0.656041828040279,-0.11061192873741287,-0.780867544539117,-0.8465530596436871,0.0
2018-11-01,1.0,-0.4713849011337693,-0.6654800139302712,-0.1023487985141044,-0.7822621212707503,-0.848005262546918,0.0
2018-11-02,1.0,-0.467486542768457,-0.7087344308671565,-0.10420022788888451,-0.7851557895564025,-0.8635417075949864,0.0
2018-11-05,1.0,-0.4630495422936393,-0.7219974069854241,-0.10387773543393708,-0.7865084665854714,-0.8533768121635956,0.0
2018-11-06,1.0,-0.48234922888810006,-0.7409379560604268,-0.09320396008361931,-0.7842464402634798,-0.8435293653611013,0.0
2018-11-07,1.0,-0.482603550295858,-0.7411045364891519,-0.09266272189349113,-0.7846153846153846,-0.8437869822485208,0.0
2018-11-08,1.0,-0.46120655840589947,-0.7506079861928296,-0.0668784812112654,-0.7837530399309641,-0.8600847258178395,0.0
2018-11-09,1.0,-0.46107079819572466,-0.7504608746813101,-0.06734653853696804,-0.7836046283585016,-0.8598548735046087,0.0
2018-11-12,1.0,-0.4608858829508581,-0.7361116540912467,-0.06638257945971304,-0.7886547558544117,-0.8573830094999804,0.0
2018-11-13,1.0,-0.45457024857788514,-0.7348632432011221,-0.0547806436530819,-0.7922933063196447,-0.8596976544845322,0.0
2018-11-14,1.0,-0.4606143611817648,-0.7377421248288006,-0.052514185090980235,-0.7992173742907455,-0.8630405008804539,0.0
2018-11-15,1.0,-0.46205304749237147,-0.7416477583913621,-0.04874422971598467,-0.8070182301854315,-0.8525936937641811,0.0
2018-11-16,1.0,-0.464215647806639,-0.7484893667111356,-0.05045907557090168,-0.8093463077768187,-0.8512124303539198,0.0
2018-11-19,1.0,-0.46414827613288306,-0.7508442629388203,-0.04570800282729914,-0.8127699678002042,-0.8533338569072489,0.0
2018-11-20,1.0,-0.4428621728414381,-0.7481710418215249,-0.019443683736942996,-0.824537381166621,-0.8772348499667463,0.0
2018-11-21,1.0,-0.4660983503038914,-0.7645433735890758,-0.025100639355908123,-0.8528692083037335,-0.8380298366090457,0.0
2018-11-23,1.0,-0.4657539651227018,-0.7440227254793655,-0.03144480391383255,-0.8629369525763433,-0.8412767300560245,0.0
2018-11-26,1.0,-0.46552540233512146,-0.7485405490691068,-0.030135689491953294,-0.8610366046071316,-0.8391448406437362,0.0
2018-11-27,1.0,-0.46323240267400706,-0.7504522217852929,-0.022375147463625636,-0.8594573338576483,-0.8368462445930003,0.0
2018-11-28,1.0,-0.46337147575793325,-0.7492823719083009,-0.023121387283236997,-0.859541504463057,-0.8368919822264166,0.0
2018-11-29,1.0,-0.44499044499044493,-0.7417027417027415,-0.00585000585000585,-0.8622518622518622,-0.8452478452478451,0.0
2018-11-30,1.0,-0.44457883032265616,-0.7420311341734619,-0.005501150950021459,-0.8624322109944988,-0.8469431547735164,0.0
2018-12-03,1.0,-0.4447133211037821,-0.7420475391280591,-0.006479060145974006,-0.8625736700362984,-0.8471956598103119,0.0
2018-12-04,1.0,-0.4420445241529884,-0.7424071113883582,-0.006355023587664236,-0.8614370930640571,-0.8465437249015556,0.0
2018-12-06,1.0,-0.42993740639760386,-0.7047348412119351,-0.02377020851733805,-0.8535386505894551,-0.8281556007833801,0.0
2018-12-07,1.0,-0.4260327717516732,-0.7084391107008232,-0.017732133241018543,-0.8581813985691208,-0.8360643126394338,0.0
2018-12-10,1.0,-0.4061987098744227,-0.7136150234741784,-0.008969808007939235,-0.8634299019046529,-0.8247261345852895,0.0
2018-12-11,1.0,-0.41631655335726836,-0.7086548010083263,-0.016690856313497822,-0.8664349553128103,-0.8113207547169812,0.0
2018-12-12,1.0,-0.41612558246123293,-0.7087311893667405,-0.016729050492704914,-0.8662057902375677,-0.8116263081506379,0.0
2018-12-13,1.0,-0.41450757431220664,-0.7043919563475406,-0.01934597626588316,-0.8685465715266912,-0.8089823329644751,0.0
2018-12-14,1.0,-0.41471138071801916,-0.7029109915684254,-0.020754644996375568,-0.8683758727251917,-0.8084773568349165,0.0
2018-12-17,1.0,-0.4091134036316571,-0.7026913852830333,-0.014351516997221059,-0.8638699607902852,-0.8167802352582894,0.0
2018-12-18,1.0,-0.3977837653219991,-0.6933323213540282,-0.0,-0.8718834199840613,-0.8319608364008956,0.0
2018-12-19,1.0,-0.4076002280068402,-0.6922287668630058,-0.0,-0.8688960668820065,-0.8313889416682501,0.0
2018-12-20,1.0,-0.4085551330798479,-0.6935361216730038,-0.0,-0.8684030418250951,-0.8318250950570342,0.0
2018-12-21,1.0,-0.40494490931808713,-0.6935367839157927,-0.0,-0.8717201166180757,-0.8160993525425012,0.0
2018-12-24,1.0,-0.3849890788581758,-0.6721021315056112,-0.0,-0.8696241620848083,-0.8391956014159826,0.0
2018-12-26,1.0,-0.38504455927506925,-0.6743428443046506,-0.0,-0.8548266307196883,-0.8302254175091739,0.0
2018-12-27,1.0,-0.3449530601848482,-0.6482424859908303,-0.0,-0.802598064187468,-0.8429881376901244,0.0
2018-12-28,1.0,-0.3474251977112868,-0.6468894639017456,-0.0,-0.8043660483253762,-0.8457669740150879,0.0
2018-12-31,1.0,-0.34104785931044573,-0.660268363131147,-0.0,-0.8077584000584987,-0.847098826368323,0.0
2019-01-02,1.0,-0.3392276497022396,-0.659785904789741,-0.0,-0.8065470753717439,-0.8479412516897445,0.0
2019-01-03,1.0,-0.3343088122325054,-0.6626184292351026,-0.0,-0.8040750631012913,-0.8570069868676152,0.0
2019-01-04,1.0,-0.33239446923695953,-0.6625941912356427,-0.0,-0.8049601287585046,-0.8579266954422415,0.0
2019-01-07,1.0,-0.32557718096480737,-0.6485810590409916,-0.0,-0.8016382153600812,-0.8485375665978037,0.0
2019-01-08,1.0,-0.32713256849191125,-0.6402953204733813,-0.0005790597517281315,-0.8050016286055517,-0.8461148709782491,0.0
2019-01-09,1.0,-0.31462925851703405,-0.6205501912916741,-0.0,-0.824813262889415,-0.883658225541993,0.0
2019-01-10,1.0,-0.31097851154958445,-0.6309257971226708,-0.0,-0.8269575722077825,-0.8918256031042939,0.0
2019-01-11,1.0,-0.31127064942676097,-0.6300501813120399,-0.0,-0.82784513387788,-0.8937035273433209,0.0
2019-01-14,1.0,-0.31545660598084374,-0.6291584411786211,-0.0,-0.8225853622870511,-0.8885720552752796,0.0
2019-01-15,1.0,-0.31797740484808606,-0.6315308398230413,-0.0,-0.8215421739607328,-0.8851230302365545,0.0
2019-01-16,1.0,-0.3008480772042696,-0.6368621143442024,-0.0,-0.8130209094896914,-0.9047375347272992,0.0
2019-01-17,1.0,-0.30256185359792426,-0.6335562621057632,-0.0,-0.8135803822680262,-0.9048715418630998,0.0
2019-01-18,1.0,-0.3068882042253521,-0.6359668427230046,-0.0,-0.8143705985915494,-0.9106147300469484,0.0
2019-01-22,1.0,-0.06193592057761733,-0.6383874849578821,-0.0,-1.017411251504212,-1.042794825511432,0.0
