Date,BNFT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.112922796905809,-2.26414378886698,-0.23851054148339146,-1.5266949795237372,-1.4416047322918246,0.0
2018-09-25,1.0,-1.1203218704926743,-2.262051165262279,-0.24800728763379637,-1.5247096333409245,-1.4361952478554618,0.0
2018-09-26,1.0,-1.1211661099301549,-2.263133920437291,-0.24984816276951108,-1.5242939568782263,-1.4334193744306103,0.0
2018-09-27,1.0,-1.1230862513263604,-2.2507958162801276,-0.2525390328937396,-1.5219796877368499,-1.4308776716689404,0.0
2018-09-28,1.0,-1.1192806737992262,-2.257455042112452,-0.2543440321723955,-1.5236360877153048,-1.433037407997572,0.0
2018-10-01,1.0,-1.1205038700865078,-2.2558051297617236,-0.254742753073304,-1.5242828957353163,-1.433070268629534,0.0
2018-10-02,1.0,-1.1298043728423477,-2.3199079401611047,-0.24649021864211737,-1.5342539317222863,-1.4411967779056387,0.0
2018-10-03,1.0,-1.1282758620689655,-2.307509578544061,-0.24551724137931033,-1.5358620689655171,-1.4456704980842912,0.0
2018-10-04,1.0,-1.131190202831994,-2.297282816685802,-0.24684270952927673,-1.5390738614619213,-1.4395713738997322,0.0
2018-10-05,1.0,-1.1034955448937627,-2.2858122001370798,-0.21361663239661866,-1.5541847536364328,-1.4584570862843653,0.0
2018-10-08,1.0,-1.1046680418672166,-2.2893269157307663,-0.20154328061731225,-1.5765910306364121,-1.4678737871495147,0.0
2018-10-09,1.0,-1.120584840323201,-2.305348210850327,-0.21885340515582916,-1.5825317429780683,-1.4679492112350905,0.0
2018-10-10,1.0,-1.1209044762344256,-2.3038763267189664,-0.21919704660821412,-1.5822181202891863,-1.4649284725426859,0.0
2018-10-11,1.0,-1.0177631578947368,-2.237207602339181,-0.1192982456140351,-1.5051900584795321,-1.4304093567251461,0.0
2018-10-12,1.0,-1.0176959449777905,-2.2135692792663706,-0.10144719873907436,-1.4567273248316377,-1.374910445622582,0.0
2018-10-15,1.0,-0.99564658863831,-2.2440051384527546,-0.06829860119897231,-1.4533257208107335,-1.375463888095918,0.0
2018-10-16,1.0,-0.9942922374429224,-2.2472174657534247,-0.06549657534246575,-1.452839611872146,-1.3748573059360731,0.0
2018-10-17,1.0,-0.9539263377345379,-2.161084086170952,-0.03537178596247394,-1.42821403752606,-1.3706740792216816,0.0
2018-10-18,1.0,-0.9541284403669725,-2.1620100083402836,-0.034751181540172364,-1.4284125660272449,-1.3709341117597997,0.0
2018-10-19,1.0,-0.9318166196989484,-2.1437212179531238,-0.009072788507801223,-1.4258711938964876,-1.3629115403120489,0.0
2018-10-22,1.0,-0.9358056969863767,-2.128457410210541,-0.0,-1.4402091647172148,-1.3759460575202973,0.0
2018-10-23,1.0,-0.9447544258455604,-2.131225459805745,-0.0026865054763380867,-1.4356271957015914,-1.3742508782806366,0.0
2018-10-24,1.0,-0.9417388911817306,-2.12684000550282,-0.0,-1.4351355069473104,-1.3748796258082265,0.0
2018-10-25,1.0,-0.8561575701306452,-2.025266927515087,-0.0,-1.4481066383712446,-1.3022083692552557,0.0
2018-10-26,1.0,-0.8150738658648189,-1.9913060530788338,-0.0,-1.4520198718786768,-1.2784024055432082,0.0
2018-10-29,1.0,-0.7685088633993744,-2.020464025026069,-0.0,-1.4342413972888426,-1.2940563086548487,0.0
2018-10-30,1.0,-0.731369719233797,-2.0363421674101283,-0.0,-1.4504723169771714,-1.341773812647599,0.0
2018-10-31,1.0,-0.737409838196114,-1.9904477223991164,-0.0,-1.4426538436545586,-1.3276366235622847,0.0
2018-11-01,1.0,-0.7260522731694662,-1.9953952915234452,-0.0,-1.43913353654582,-1.3249237953174655,0.0
2018-11-02,1.0,-0.7368115942028985,-1.9337198067632848,-0.0,-1.4565539452495975,-1.3142028985507246,0.0
2018-11-05,1.0,-0.7359107905982906,-2.085670405982906,-0.0,-1.5349893162393162,-1.3207799145299146,0.0
2018-11-06,1.0,-0.7308983483281859,-2.0880220222908554,-0.0,-1.5530414932187457,-1.3421512018262387,0.0
2018-11-07,1.0,-0.7291275167785235,-2.089530201342282,-0.0,-1.5507382550335571,-1.3419463087248322,0.0
2018-11-08,1.0,-0.6674188624145483,-2.091922745072012,-0.0,-1.5279086745868453,-1.349771022764983,0.0
2018-11-09,1.0,-0.6669335468374699,-2.1029490258873764,-0.0,-1.5431678676274352,-1.3590205497731518,0.0
2018-11-12,1.0,-0.6668663870581185,-2.0673057719193126,-0.0,-1.5656747220557885,-1.3575660741628386,0.0
2018-11-13,1.0,-0.6176026272577997,-2.055106732348112,-0.0,-1.5573727422003283,-1.3380623973727424,0.0
2018-11-14,1.0,-0.6203338590956888,-2.054547844374343,-0.0,-1.5590168243953733,-1.3381966351209253,0.0
2018-11-15,1.0,-0.6180637544273907,-2.055752328479601,-0.0,-1.562639380821199,-1.322642004460186,0.0
2018-11-16,1.0,-0.6126820348723307,-2.0393130020244237,-0.0,-1.5553451315875402,-1.3231241428851304,0.0
2018-11-19,1.0,-0.6116263879817112,-2.0402351404310908,-0.0,-1.5562377531025473,-1.323514043109079,0.0
2018-11-20,1.0,-0.5502457320227625,-2.0227625452664255,-0.0,-1.5528323848939474,-1.3407915157785826,0.0
2018-11-21,1.0,-0.5594651653764954,-2.010364020216237,-0.0,-1.5453265945876782,-1.282451538609174,0.0
2018-11-23,1.0,-0.5625159805676297,-1.9850421886985425,-0.0,-1.5579135770902581,-1.286819227818972,0.0
2018-11-26,1.0,-0.5611345343043311,-1.9898428516673052,-0.0,-1.5541714577743706,-1.2829947617222432,0.0
2018-11-27,1.0,-0.5438985736925515,-1.9882091917591123,-0.0,-1.539524564183835,-1.267511885895404,0.0
2018-11-28,1.0,-0.5496188055908513,-1.9745870393900888,-0.0,-1.5522871664548918,-1.2767471410419313,0.0
2018-11-29,1.0,-0.5062121495910594,-1.9400012486732845,-0.0,-1.529687207342199,-1.2674658175688331,0.0
2018-11-30,1.0,-0.5065559440559441,-1.9413711288711288,-0.0,-1.532092907092907,-1.2637362637362637,0.0
2018-12-03,1.0,-0.5038358385829228,-1.9407472088816815,-0.0,-1.530593151624774,-1.2619597081020395,0.0
2018-12-04,1.0,-0.4880397639018328,-1.9463187325256288,-0.0,-1.5223361292326807,-1.2564150357253805,0.0
2018-12-06,1.0,-0.4679015325208157,-1.8264148666586217,-0.0,-1.5366839628333537,-1.2025461566308675,0.0
2018-12-07,1.0,-0.484040942402035,-1.8313245714977895,-0.0,-1.5438192720004846,-1.1973229967900187,0.0
2018-12-10,1.0,-0.43316210727511645,-1.8372356946601358,-0.0,-1.5403177637080396,-1.1622267351570899,0.0
2018-12-11,1.0,-0.4365145723841376,-1.835582895365504,-0.0,-1.540492116579073,-1.1596392737697085,0.0
2018-12-12,1.0,-0.44425777031081237,-1.842253690147606,-0.0,-1.5525621024840992,-1.1611664466578664,0.0
2018-12-13,1.0,-0.4434991012582385,-1.834092270820851,-0.0,-1.5570401437986818,-1.157040143798682,0.0
2018-12-14,1.0,-0.44086150884370107,-1.8565756226687522,-0.0,-1.5545662375165443,-1.1640596799422451,0.0
2018-12-17,1.0,-0.40278611744926146,-1.8635162723669991,-0.0,-1.5345262399423563,-1.2037348384772428,0.0
2018-12-18,1.0,-0.37188005027832644,-1.84898545519842,-0.0,-1.5421080984018674,-1.222541449691746,0.0
2018-12-19,1.0,-0.3551379351885315,-1.8654981327550897,-0.0,-1.5642693651367303,-1.2384652451511866,0.0
2018-12-20,1.0,-0.34981695973114085,-1.8385044709836165,-0.0,-1.5815879493488567,-1.2313508971973834,0.0
2018-12-21,1.0,-0.39154411764705876,-1.9113843813387421,-0.0,-1.6715263691683568,-1.3642875253549696,0.0
2018-12-24,1.0,-0.3351185921958684,-1.881152767151237,-0.0,-1.7019255292017341,-1.4576638612598825,0.0
2018-12-26,1.0,-0.3354321694333143,-1.9255231189976467,-0.0,-1.6615785791515612,-1.4375755262990524,0.0
2018-12-27,1.0,-0.22933784436926052,-1.8432213629772836,-0.0,-1.5260995650072497,-1.4429072015466409,0.0
2018-12-28,1.0,-0.21960950250861394,-1.856011606117391,-0.0,-1.528320135404703,-1.440851115275343,0.0
2018-12-31,1.0,-0.2188161315678094,-1.8585162343551604,-0.0,-1.5283269847028236,-1.4406554205211923,0.0
2019-01-02,1.0,-0.2113978364658246,-1.8594307125158638,-0.0,-1.5266211397836464,-1.4460022964887895,0.0
2019-01-03,1.0,-0.2241348070302591,-1.8544422298725614,-0.0,-1.5348191097421031,-1.426405749833907,0.0
2019-01-04,1.0,-0.1551630924490899,-1.8823812098275967,-0.0,-1.519012434672914,-1.4505316273202378,0.0
2019-01-07,1.0,-0.10327113840340102,-1.8370925838450638,-0.0,-1.5351913084553612,-1.4290269248937175,0.0
2019-01-08,1.0,-0.10779641070903208,-1.8120035304501325,-0.0,-1.5431597528684908,-1.4211238599588116,0.0
2019-01-09,1.0,-0.10501291382953744,-1.79901385301714,-0.0,-1.5408546607184785,-1.425041089457619,0.0
2019-01-10,1.0,-0.10768147409189602,-1.7926178041194762,-0.0,-1.5456252567337598,-1.4222756880464762,0.0
2019-01-11,1.0,-0.11244272118434966,-1.7683585947597227,-0.0,-1.5513453178239927,-1.4426036893432028,0.0
2019-01-14,1.0,-0.12447864653703813,-1.764377606767315,-0.0,-1.5499030723139284,-1.4357046349057159,0.0
2019-01-15,1.0,-0.11904902018478197,-1.7549579238509974,-0.0,-1.5515212146177837,-1.459306773377273,0.0
2019-01-16,1.0,-0.10655930410250382,-1.7560832255789347,-0.0,-1.5454919478076878,-1.4693781591630422,0.0
2019-01-17,1.0,-0.10374809070614498,-1.7589589942427446,-0.0,-1.544765597462108,-1.4672776407002701,0.0
2019-01-18,1.0,-0.11802015411973919,-1.7473029045643154,-0.0,-1.5534084173088325,-1.5088915234143452,0.0
2019-01-22,1.0,-0.0,-1.888916180534234,-0.0,-1.737611298741173,-1.51409272336506,0.0
2019-01-23,1.0,-0.0,-1.8454842891536514,-0.0,-1.7681338354219398,-1.559664176801037,0.0
2019-01-24,1.0,-0.0,-1.850314931456095,-0.0,-1.7618253674200322,-1.562924539953069,0.0
2019-01-25,1.0,-0.0,-1.7912667641263587,-0.0,-1.9413335028284497,-1.6235301595372782,0.0
